5102,4802,2643,2199
5013,4743,2638,2183
4924,4684,2633,2167
4835,4625,2628,2151
4746,4566,2623,2135
4675,4522.5,2617,2116.75
4604,4479,2611,2098.5
4533,4435.5,2605,2080.25
4462,4392,2599,2062
4377,4318.25,2596,2084.75
4292,4244.5,2593,2107.5
4207,4170.75,2590,2130.25
4122,4097,2587,2153
4058.5,4038.5,2591.75,2186.75
3995,3980,2596.5,2220.5
3931.5,3921.5,2601.25,2254.25
3868,3863,2606,2288
3837,3828.5,2610,2300.75
3806,3794,2614,2313.5
3775,3759.5,2618,2326.25
3744,3725,2622,2339
3735.5,3710.25,2624,2348.75
3727,3695.5,2626,2358.5
3718.5,3680.75,2628,2368.25
3710,3666,2630,2378
3712.25,3668,2639.25,2404
3714.5,3670,2648.5,2430
3716.75,3672,2657.75,2456
3719,3674,2667,2482
3713.75,3662.75,2703.5,2555.75
3708.5,3651.5,2740,2629.5
3703.25,3640.25,2776.5,2703.25
3698,3629,2813,2777
3742.75,3626,2853.25,2835.5
3787.5,3623,2893.5,2894
3832.25,3620,2933.75,2952.5
3877,3617,2974,3011
3995.75,3691.5,2972,3014.5
4114.5,3766,2970,3018
4233.25,3840.5,2968,3021.5
4352,3915,2966,3025
4445,4008,2924,3019
4538,4101,2882,3013
4631,4194,2840,3007
4724,4287,2798,3001
4836.5,4378.5,2739.5,3007
4949,4470,2681,3013
5061.5,4561.5,2622.5,3019
5174,4653,2564,3025
5251.5,4710,2541.5,2990
5329,4767,2519,2955
5406.5,4824,2496.5,2920
5484,4881,2474,2885
5417.25,4823.5,2453.25,2825.75
5350.5,4766,2432.5,2766.5
5283.75,4708.5,2411.75,2707.25
5217,4651,2391,2648
5090.25,4591.25,2363.5,2580
4963.5,4531.5,2336,2512
4836.75,4471.75,2308.5,2444
4710,4412,2281,2376
4687.25,4390,2241.25,2341.75
4664.5,4368,2201.5,2307.5
4641.75,4346,2161.75,2273.25
4619,4324,2122,2239
4654.25,4340.25,2124.75,2285
4689.5,4356.5,2127.5,2331
4724.75,4372.75,2130.25,2377
4760,4389,2133,2423
4897.25,4508.25,2163.5,2475
5034.5,4627.5,2194,2527
5171.75,4746.75,2224.5,2579
5309,4866,2255,2631
