"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Intraday / Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Intraday / Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Intraday / Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"10.01.2022 13:00 - 10.01.2022 14:00","4381","N/A","4274","N/A","n/e","n/e","6042","6026","n/e"
"10.01.2022 14:00 - 10.01.2022 15:00","3430","N/A","3330","N/A","n/e","n/e","6173","6137","n/e"
"10.01.2022 15:00 - 10.01.2022 16:00","1924","N/A","1868","N/A","n/e","n/e","6190","6206","n/e"
"10.01.2022 16:00 - 10.01.2022 17:00","461","N/A","456","N/A","n/e","n/e","6129","6192","n/e"
"10.01.2022 17:00 - 10.01.2022 18:00","0","N/A","0","N/A","n/e","n/e","6107","6176","n/e"
"10.01.2022 18:00 - 10.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","6077","6121","n/e"
"10.01.2022 19:00 - 10.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","5980","6102","n/e"
"10.01.2022 20:00 - 10.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","6003","6070","n/e"
"10.01.2022 21:00 - 10.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","5977","5971","n/e"
"10.01.2022 22:00 - 10.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","5915","6048","n/e"
"10.01.2022 23:00 - 11.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","6139","6227","n/e"
"11.01.2022 00:00 - 11.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","5860","5860","n/e"
"11.01.2022 01:00 - 11.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","6015","6015","n/e"
"11.01.2022 02:00 - 11.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","6108","6108","n/e"
"11.01.2022 03:00 - 11.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","6087","6087","n/e"
"11.01.2022 04:00 - 11.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","6233","6233","n/e"
"11.01.2022 05:00 - 11.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","6349","6349","n/e"
"11.01.2022 06:00 - 11.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","6427","6427","n/e"
"11.01.2022 07:00 - 11.01.2022 08:00","9","N/A","7","N/A","n/e","n/e","6499","6499","n/e"
"11.01.2022 08:00 - 11.01.2022 09:00","802","N/A","784","N/A","n/e","n/e","6518","6502","n/e"
"11.01.2022 09:00 - 11.01.2022 10:00","2750","N/A","2733","N/A","n/e","n/e","6480","6492","n/e"
"11.01.2022 10:00 - 11.01.2022 11:00","4709","N/A","4715","N/A","n/e","n/e","6530","6568","n/e"
"11.01.2022 11:00 - 11.01.2022 12:00","5953","N/A","5984","N/A","n/e","n/e","6579","6612","n/e"
"11.01.2022 12:00 - 11.01.2022 13:00","6320","N/A","6369","N/A","n/e","n/e","6631","6690","n/e"
"11.01.2022 13:00 - 11.01.2022 14:00","5933","N/A","5985","N/A","n/e","n/e","6563","6649","n/e"
"11.01.2022 14:00 - 11.01.2022 15:00","4675","N/A","4744","N/A","n/e","n/e","6559","6618","n/e"
"11.01.2022 15:00 - 11.01.2022 16:00","2614","N/A","2685","N/A","n/e","n/e","6514","6561","n/e"
"11.01.2022 16:00 - 11.01.2022 17:00","635","N/A","655","N/A","n/e","n/e","6508","6504","n/e"
"11.01.2022 17:00 - 11.01.2022 18:00","0","N/A","0","N/A","n/e","n/e","6373","6346","n/e"
"11.01.2022 18:00 - 11.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","6169","6131","n/e"
"11.01.2022 19:00 - 11.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","5970","5929","n/e"
"11.01.2022 20:00 - 11.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","5776","5789","n/e"
"11.01.2022 21:00 - 11.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","5608","5626","n/e"
"11.01.2022 22:00 - 11.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","5525","5563","n/e"
"11.01.2022 23:00 - 12.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","5208","5217","n/e"
"12.01.2022 00:00 - 12.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","5294","5294","n/e"
"12.01.2022 01:00 - 12.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","5061","5061","n/e"
"12.01.2022 02:00 - 12.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","4848","4848","n/e"
"12.01.2022 03:00 - 12.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","4720","4720","n/e"
"12.01.2022 04:00 - 12.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","4495","4495","n/e"
"12.01.2022 05:00 - 12.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","4488","4488","n/e"
"12.01.2022 06:00 - 12.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","4378","4378","n/e"
"12.01.2022 07:00 - 12.01.2022 08:00","43","N/A","43","N/A","n/e","n/e","4330","4330","n/e"
"12.01.2022 08:00 - 12.01.2022 09:00","1057","N/A","1023","N/A","n/e","n/e","4184","4198","n/e"
"12.01.2022 09:00 - 12.01.2022 10:00","3204","N/A","3130","N/A","n/e","n/e","4130","4151","n/e"
"12.01.2022 10:00 - 12.01.2022 11:00","5190","N/A","5093","N/A","n/e","n/e","4160","4170","n/e"
"12.01.2022 11:00 - 12.01.2022 12:00","6344","N/A","6282","N/A","n/e","n/e","4390","4405","n/e"
"12.01.2022 12:00 - 12.01.2022 13:00","6609","N/A","6595","N/A","n/e","n/e","4739","4765","n/e"
"12.01.2022 13:00 - 12.01.2022 14:00","6165","N/A","6173","N/A","n/e","n/e","4954","4991","n/e"
"12.01.2022 14:00 - 12.01.2022 15:00","4881","N/A","4875","N/A","n/e","n/e","4975","5001","n/e"
"12.01.2022 15:00 - 12.01.2022 16:00","2776","N/A","2764","N/A","n/e","n/e","4889","4898","n/e"
"12.01.2022 16:00 - 12.01.2022 17:00","682","N/A","676","N/A","n/e","n/e","4755","4760","n/e"
"12.01.2022 17:00 - 12.01.2022 18:00","0","N/A","0","N/A","n/e","n/e","4764","4769","n/e"
"12.01.2022 18:00 - 12.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","4649","4645","n/e"
"12.01.2022 19:00 - 12.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","4612","4605","n/e"
"12.01.2022 20:00 - 12.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","4571","4574","n/e"
"12.01.2022 21:00 - 12.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","4603","4599","n/e"
"12.01.2022 22:00 - 12.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","4529","4546","n/e"
"12.01.2022 23:00 - 13.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","4348","4343","n/e"
"13.01.2022 00:00 - 13.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","4528","4528","n/e"
"13.01.2022 01:00 - 13.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","4506","4506","n/e"
"13.01.2022 02:00 - 13.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","4501","4501","n/e"
"13.01.2022 03:00 - 13.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","4420","4420","n/e"
"13.01.2022 04:00 - 13.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","4302","4302","n/e"
"13.01.2022 05:00 - 13.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","4218","4218","n/e"
"13.01.2022 06:00 - 13.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","4167","4167","n/e"
"13.01.2022 07:00 - 13.01.2022 08:00","58","N/A","58","N/A","n/e","n/e","4095","4095","n/e"
"13.01.2022 08:00 - 13.01.2022 09:00","1330","N/A","1329","N/A","n/e","n/e","4077","4093","n/e"
"13.01.2022 09:00 - 13.01.2022 10:00","3790","N/A","3788","N/A","n/e","n/e","4215","4229","n/e"
"13.01.2022 10:00 - 13.01.2022 11:00","5955","N/A","5953","N/A","n/e","n/e","4374","4430","n/e"
"13.01.2022 11:00 - 13.01.2022 12:00","7228","N/A","7228","N/A","n/e","n/e","4413","4460","n/e"
"13.01.2022 12:00 - 13.01.2022 13:00","7589","N/A","7589","N/A","n/e","n/e","4465","4523","n/e"
"13.01.2022 13:00 - 13.01.2022 14:00","7134","N/A","7135","N/A","n/e","n/e","4513","4583","n/e"
"13.01.2022 14:00 - 13.01.2022 15:00","5706","N/A","5707","N/A","n/e","n/e","4549","4609","n/e"
"13.01.2022 15:00 - 13.01.2022 16:00","3315","N/A","3316","N/A","n/e","n/e","4454","4435","n/e"
"13.01.2022 16:00 - 13.01.2022 17:00","850","N/A","849","N/A","n/e","n/e","4237","4235","n/e"
"13.01.2022 17:00 - 13.01.2022 18:00","0","N/A","0","N/A","n/e","n/e","4038","4035","n/e"
"13.01.2022 18:00 - 13.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","3926","3953","n/e"
"13.01.2022 19:00 - 13.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","3689","3733","n/e"
"13.01.2022 20:00 - 13.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","3604","3629","n/e"
"13.01.2022 21:00 - 13.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","3522","3508","n/e"
"13.01.2022 22:00 - 13.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","3363","3339","n/e"
"13.01.2022 23:00 - 14.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","3251","3248","n/e"
"14.01.2022 00:00 - 14.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","3371","3371","n/e"
"14.01.2022 01:00 - 14.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","3269","3269","n/e"
"14.01.2022 02:00 - 14.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","3132","3132","n/e"
"14.01.2022 03:00 - 14.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","3002","3002","n/e"
"14.01.2022 04:00 - 14.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","2921","2921","n/e"
"14.01.2022 05:00 - 14.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","2721","2721","n/e"
"14.01.2022 06:00 - 14.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","2624","2624","n/e"
"14.01.2022 07:00 - 14.01.2022 08:00","73","N/A","73","N/A","n/e","n/e","2446","2446","n/e"
"14.01.2022 08:00 - 14.01.2022 09:00","1428","N/A","1428","N/A","n/e","n/e","2104","2104","n/e"
"14.01.2022 09:00 - 14.01.2022 10:00","4006","N/A","4006","N/A","n/e","n/e","1767","1767","n/e"
"14.01.2022 10:00 - 14.01.2022 11:00","6229","N/A","6229","N/A","n/e","n/e","1598","1598","n/e"
"14.01.2022 11:00 - 14.01.2022 12:00","7480","N/A","7480","N/A","n/e","n/e","1689","1689","n/e"
"14.01.2022 12:00 - 14.01.2022 13:00","7790","N/A","7790","N/A","n/e","n/e","1743","1743","n/e"
"14.01.2022 13:00 - 14.01.2022 14:00","7285","N/A","7285","N/A","n/e","n/e","1812","1812","n/e"
"14.01.2022 14:00 - 14.01.2022 15:00","5800","N/A","5800","N/A","n/e","n/e","1804","1804","n/e"
"14.01.2022 15:00 - 14.01.2022 16:00","3370","N/A","3370","N/A","n/e","n/e","1821","1821","n/e"
"14.01.2022 16:00 - 14.01.2022 17:00","923","N/A","923","N/A","n/e","n/e","1901","1865","n/e"
"14.01.2022 17:00 - 14.01.2022 18:00","0","N/A","0","N/A","n/e","n/e","2089","2043","n/e"
"14.01.2022 18:00 - 14.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","2293","2227","n/e"
"14.01.2022 19:00 - 14.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","2437","2336","n/e"
"14.01.2022 20:00 - 14.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","2414","2357","n/e"
"14.01.2022 21:00 - 14.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","2441","2409","n/e"
"14.01.2022 22:00 - 14.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","2513","2509","n/e"
"14.01.2022 23:00 - 15.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","2573","2555","n/e"
"15.01.2022 00:00 - 15.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","2698","2698","n/e"
"15.01.2022 01:00 - 15.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","2734","2734","n/e"
"15.01.2022 02:00 - 15.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","2867","2867","n/e"
"15.01.2022 03:00 - 15.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","3002","3002","n/e"
"15.01.2022 04:00 - 15.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","3146","3146","n/e"
"15.01.2022 05:00 - 15.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","3168","3168","n/e"
"15.01.2022 06:00 - 15.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","3162","3162","n/e"
"15.01.2022 07:00 - 15.01.2022 08:00","46","N/A","46","N/A","n/e","n/e","3212","3212","n/e"
"15.01.2022 08:00 - 15.01.2022 09:00","1144","N/A","1131","N/A","n/e","n/e","2993","2975","n/e"
"15.01.2022 09:00 - 15.01.2022 10:00","3344","N/A","3328","N/A","n/e","n/e","2720","2704","n/e"
"15.01.2022 10:00 - 15.01.2022 11:00","5321","N/A","5317","N/A","n/e","n/e","2528","2512","n/e"
"15.01.2022 11:00 - 15.01.2022 12:00","6612","N/A","6592","N/A","n/e","n/e","2477","2441","n/e"
"15.01.2022 12:00 - 15.01.2022 13:00","6930","N/A","6937","N/A","n/e","n/e","2442","2418","n/e"
"15.01.2022 13:00 - 15.01.2022 14:00","6458","N/A","6416","N/A","n/e","n/e","2415","2399","n/e"
"15.01.2022 14:00 - 15.01.2022 15:00","4921","N/A","4795","N/A","n/e","n/e","2348","2328","n/e"
"15.01.2022 15:00 - 15.01.2022 16:00","2692","N/A","2550","N/A","n/e","n/e","2247","2229","n/e"
"15.01.2022 16:00 - 15.01.2022 17:00","777","N/A","745","N/A","n/e","n/e","2042","2022","n/e"
"15.01.2022 17:00 - 15.01.2022 18:00","9","N/A","9","N/A","n/e","n/e","2152","2148","n/e"
"15.01.2022 18:00 - 15.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","2191","2183","n/e"
"15.01.2022 19:00 - 15.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","2198","2184","n/e"
"15.01.2022 20:00 - 15.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","2080","2068","n/e"
"15.01.2022 21:00 - 15.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","1953","1938","n/e"
"15.01.2022 22:00 - 15.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","1724","1693","n/e"
"15.01.2022 23:00 - 16.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","1521","1522","n/e"
"16.01.2022 00:00 - 16.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","1285","1285","n/e"
"16.01.2022 01:00 - 16.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","1076","1076","n/e"
"16.01.2022 02:00 - 16.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","907","907","n/e"
"16.01.2022 03:00 - 16.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","799","799","n/e"
"16.01.2022 04:00 - 16.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","718","718","n/e"
"16.01.2022 05:00 - 16.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","628","628","n/e"
"16.01.2022 06:00 - 16.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","530","530","n/e"
"16.01.2022 07:00 - 16.01.2022 08:00","89","N/A","89","N/A","n/e","n/e","434","434","n/e"
"16.01.2022 08:00 - 16.01.2022 09:00","1406","N/A","1098","N/A","n/e","n/e","330","326","n/e"
"16.01.2022 09:00 - 16.01.2022 10:00","3730","N/A","3297","N/A","n/e","n/e","267","264","n/e"
"16.01.2022 10:00 - 16.01.2022 11:00","5752","N/A","5174","N/A","n/e","n/e","222","219","n/e"
"16.01.2022 11:00 - 16.01.2022 12:00","6981","N/A","6322","N/A","n/e","n/e","240","239","n/e"
"16.01.2022 12:00 - 16.01.2022 13:00","7388","N/A","6676","N/A","n/e","n/e","310","309","n/e"
"16.01.2022 13:00 - 16.01.2022 14:00","7022","N/A","6308","N/A","n/e","n/e","404","404","n/e"
"16.01.2022 14:00 - 16.01.2022 15:00","5705","N/A","4843","N/A","n/e","n/e","526","528","n/e"
"16.01.2022 15:00 - 16.01.2022 16:00","3395","N/A","2659","N/A","n/e","n/e","648","649","n/e"
"16.01.2022 16:00 - 16.01.2022 17:00","971","N/A","811","N/A","n/e","n/e","770","768","n/e"
"16.01.2022 17:00 - 16.01.2022 18:00","0","N/A","11","N/A","n/e","n/e","868","863","n/e"
"16.01.2022 18:00 - 16.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","1006","995","n/e"
"16.01.2022 19:00 - 16.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","1171","1156","n/e"
"16.01.2022 20:00 - 16.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","1333","1325","n/e"
"16.01.2022 21:00 - 16.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","1520","1519","n/e"
"16.01.2022 22:00 - 16.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","1783","1781","n/e"
"16.01.2022 23:00 - 17.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","1782","1783","n/e"
"17.01.2022 00:00 - 17.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","1873","1873","n/e"
"17.01.2022 01:00 - 17.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","1942","1942","n/e"
"17.01.2022 02:00 - 17.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","1883","1883","n/e"
"17.01.2022 03:00 - 17.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","1797","1797","n/e"
"17.01.2022 04:00 - 17.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","1772","1772","n/e"
"17.01.2022 05:00 - 17.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","1672","1672","n/e"
"17.01.2022 06:00 - 17.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","1594","1594","n/e"
"17.01.2022 07:00 - 17.01.2022 08:00","58","N/A","58","N/A","n/e","n/e","1566","1566","n/e"
"17.01.2022 08:00 - 17.01.2022 09:00","1179","N/A","1158","N/A","n/e","n/e","1510","1519","n/e"
"17.01.2022 09:00 - 17.01.2022 10:00","3347","N/A","3320","N/A","n/e","n/e","1412","1418","n/e"
"17.01.2022 10:00 - 17.01.2022 11:00","5299","N/A","5295","N/A","n/e","n/e","1371","1394","n/e"
"17.01.2022 11:00 - 17.01.2022 12:00","6490","N/A","6523","N/A","n/e","n/e","1605","1620","n/e"
"17.01.2022 12:00 - 17.01.2022 13:00","6918","N/A","6965","N/A","n/e","n/e","1789","1797","n/e"
"17.01.2022 13:00 - 17.01.2022 14:00","6636","N/A","6667","N/A","n/e","n/e","1957","1947","n/e"
"17.01.2022 14:00 - 17.01.2022 15:00","5430","N/A","5441","N/A","n/e","n/e","1941","1953","n/e"
"17.01.2022 15:00 - 17.01.2022 16:00","3276","N/A","3278","N/A","n/e","n/e","1909","1916","n/e"
"17.01.2022 16:00 - 17.01.2022 17:00","973","N/A","972","N/A","n/e","n/e","1838","1814","n/e"
"17.01.2022 17:00 - 17.01.2022 18:00","0","N/A","0","N/A","n/e","n/e","1797","1795","n/e"
"17.01.2022 18:00 - 17.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","1748","1746","n/e"
"17.01.2022 19:00 - 17.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","1625","1589","n/e"
"17.01.2022 20:00 - 17.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","1516","1524","n/e"
"17.01.2022 21:00 - 17.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","1523","1537","n/e"
"17.01.2022 22:00 - 17.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","1496","1520","n/e"
"17.01.2022 23:00 - 18.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","1485","1496","n/e"
"18.01.2022 00:00 - 18.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","1502","1502","n/e"
"18.01.2022 01:00 - 18.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","1422","1422","n/e"
"18.01.2022 02:00 - 18.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","1430","1430","n/e"
"18.01.2022 03:00 - 18.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","1482","1482","n/e"
"18.01.2022 04:00 - 18.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","1533","1533","n/e"
"18.01.2022 05:00 - 18.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","1550","1550","n/e"
"18.01.2022 06:00 - 18.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","1596","1596","n/e"
"18.01.2022 07:00 - 18.01.2022 08:00","80","N/A","80","N/A","n/e","n/e","1657","1657","n/e"
"18.01.2022 08:00 - 18.01.2022 09:00","1363","N/A","1364","N/A","n/e","n/e","1464","1413","n/e"
"18.01.2022 09:00 - 18.01.2022 10:00","3689","N/A","3690","N/A","n/e","n/e","1202","1176","n/e"
"18.01.2022 10:00 - 18.01.2022 11:00","5713","N/A","5714","N/A","n/e","n/e","1116","1048","n/e"
"18.01.2022 11:00 - 18.01.2022 12:00","6933","N/A","6934","N/A","n/e","n/e","1295","1214","n/e"
"18.01.2022 12:00 - 18.01.2022 13:00","7332","N/A","7333","N/A","n/e","n/e","1477","1420","n/e"
"18.01.2022 13:00 - 18.01.2022 14:00","6987","N/A","6988","N/A","n/e","n/e","1686","1614","n/e"
"18.01.2022 14:00 - 18.01.2022 15:00","5681","N/A","5681","N/A","n/e","n/e","1711","1646","n/e"
"18.01.2022 15:00 - 18.01.2022 16:00","3420","N/A","3421","N/A","n/e","n/e","1686","1654","n/e"
"18.01.2022 16:00 - 18.01.2022 17:00","1036","N/A","1036","N/A","n/e","n/e","1637","1629","n/e"
"18.01.2022 17:00 - 18.01.2022 18:00","0","N/A","0","N/A","n/e","n/e","1610","1564","n/e"
"18.01.2022 18:00 - 18.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","1592","1534","n/e"
"18.01.2022 19:00 - 18.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","1579","1536","n/e"
"18.01.2022 20:00 - 18.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","1599","1546","n/e"
"18.01.2022 21:00 - 18.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","1635","1624","n/e"
"18.01.2022 22:00 - 18.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","1701","1727","n/e"
"18.01.2022 23:00 - 19.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","1663","1646","n/e"
"19.01.2022 00:00 - 19.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","1380","1380","n/e"
"19.01.2022 01:00 - 19.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","1409","1409","n/e"
"19.01.2022 02:00 - 19.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","1403","1403","n/e"
"19.01.2022 03:00 - 19.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","1405","1405","n/e"
"19.01.2022 04:00 - 19.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","1402","1402","n/e"
"19.01.2022 05:00 - 19.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","1276","1276","n/e"
"19.01.2022 06:00 - 19.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","1148","1148","n/e"
"19.01.2022 07:00 - 19.01.2022 08:00","49","N/A","49","N/A","n/e","n/e","1026","1026","n/e"
"19.01.2022 08:00 - 19.01.2022 09:00","1083","N/A","1068","N/A","n/e","n/e","757","759","n/e"
"19.01.2022 09:00 - 19.01.2022 10:00","3199","N/A","3157","N/A","n/e","n/e","507","521","n/e"
"19.01.2022 10:00 - 19.01.2022 11:00","4799","N/A","4745","N/A","n/e","n/e","363","362","n/e"
"19.01.2022 11:00 - 19.01.2022 12:00","5768","N/A","5834","N/A","n/e","n/e","292","286","n/e"
"19.01.2022 12:00 - 19.01.2022 13:00","6053","N/A","6067","N/A","n/e","n/e","245","244","n/e"
"19.01.2022 13:00 - 19.01.2022 14:00","5716","N/A","5687","N/A","n/e","n/e","243","245","n/e"
"19.01.2022 14:00 - 19.01.2022 15:00","4499","N/A","4571","N/A","n/e","n/e","238","237","n/e"
"19.01.2022 15:00 - 19.01.2022 16:00","2558","N/A","2566","N/A","n/e","n/e","248","248","n/e"
"19.01.2022 16:00 - 19.01.2022 17:00","795","N/A","782","N/A","n/e","n/e","291","291","n/e"
"19.01.2022 17:00 - 19.01.2022 18:00","6","N/A","6","N/A","n/e","n/e","348","345","n/e"
"19.01.2022 18:00 - 19.01.2022 19:00","0","N/A","0","N/A","n/e","n/e","457","456","n/e"
"19.01.2022 19:00 - 19.01.2022 20:00","0","N/A","0","N/A","n/e","n/e","623","622","n/e"
"19.01.2022 20:00 - 19.01.2022 21:00","0","N/A","0","N/A","n/e","n/e","810","804","n/e"
"19.01.2022 21:00 - 19.01.2022 22:00","0","N/A","0","N/A","n/e","n/e","1044","1040","n/e"
"19.01.2022 22:00 - 19.01.2022 23:00","0","N/A","0","N/A","n/e","n/e","1342","1341","n/e"
"19.01.2022 23:00 - 20.01.2022 00:00","0","N/A","0","N/A","n/e","n/e","1880","1882","n/e"
"20.01.2022 00:00 - 20.01.2022 01:00","0","N/A","0","N/A","n/e","n/e","1982","1982","n/e"
"20.01.2022 01:00 - 20.01.2022 02:00","0","N/A","0","N/A","n/e","n/e","2355","2355","n/e"
"20.01.2022 02:00 - 20.01.2022 03:00","0","N/A","0","N/A","n/e","n/e","2470","2470","n/e"
"20.01.2022 03:00 - 20.01.2022 04:00","0","N/A","0","N/A","n/e","n/e","2550","2550","n/e"
"20.01.2022 04:00 - 20.01.2022 05:00","0","N/A","0","N/A","n/e","n/e","2619","2619","n/e"
"20.01.2022 05:00 - 20.01.2022 06:00","0","N/A","0","N/A","n/e","n/e","2608","2608","n/e"
"20.01.2022 06:00 - 20.01.2022 07:00","0","N/A","0","N/A","n/e","n/e","2590","2590","n/e"
"20.01.2022 07:00 - 20.01.2022 08:00","72","N/A","72","N/A","n/e","n/e","2294","2294","n/e"
"20.01.2022 08:00 - 20.01.2022 09:00","909","N/A","904","N/A","n/e","n/e","2159","2138","n/e"
"20.01.2022 09:00 - 20.01.2022 10:00","2317","N/A","2291","N/A","n/e","n/e","2029","2004","n/e"
"20.01.2022 10:00 - 20.01.2022 11:00","3578","N/A","3519","N/A","n/e","n/e","2111","2082","n/e"
"20.01.2022 11:00 - 20.01.2022 12:00","4346","N/A","4242","N/A","n/e","n/e","2518","2484","n/e"
"20.01.2022 12:00 - 20.01.2022 13:00","4617","N/A","4477","N/A","n/e","n/e","3177","3099","n/e"
"20.01.2022 13:00 - 20.01.2022 14:00","4418","N/A","4274","N/A","n/e","n/e","3687","3639","n/e"
"20.01.2022 14:00 - 20.01.2022 15:00","3647","N/A","3534","N/A","n/e","n/e","3513","3478","n/e"
"20.01.2022 15:00 - 20.01.2022 16:00","2235","N/A","2179","N/A","n/e","n/e","3338","3311","n/e"
