"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Italy (IT)","Generation - Solar  [MW] Intraday / Italy (IT)","Generation - Solar  [MW] Current / Italy (IT)","Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Offshore  [MW] Intraday / Italy (IT)","Generation - Wind Offshore  [MW] Current / Italy (IT)","Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT)","Generation - Wind Onshore  [MW] Intraday / Italy (IT)","Generation - Wind Onshore  [MW] Current / Italy (IT)"
"06.03.2022 14:00 - 06.03.2022 15:00","7107","N/A","6624","N/A","n/e","n/e","2335","2429","n/e"
"06.03.2022 15:00 - 06.03.2022 16:00","5379","N/A","4909","N/A","n/e","n/e","2090","2145","n/e"
"06.03.2022 16:00 - 06.03.2022 17:00","3056","N/A","2743","N/A","n/e","n/e","1874","1887","n/e"
"06.03.2022 17:00 - 06.03.2022 18:00","840","N/A","704","N/A","n/e","n/e","1489","1522","n/e"
"06.03.2022 18:00 - 06.03.2022 19:00","0","N/A","2","N/A","n/e","n/e","1306","1388","n/e"
"06.03.2022 19:00 - 06.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","1178","1274","n/e"
"06.03.2022 20:00 - 06.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","1076","1124","n/e"
"06.03.2022 21:00 - 06.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","969","998","n/e"
"06.03.2022 22:00 - 06.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","909","915","n/e"
"06.03.2022 23:00 - 07.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","832","854","n/e"
"07.03.2022 00:00 - 07.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","843","843","n/e"
"07.03.2022 01:00 - 07.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","823","823","n/e"
"07.03.2022 02:00 - 07.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","833","833","n/e"
"07.03.2022 03:00 - 07.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","859","859","n/e"
"07.03.2022 04:00 - 07.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","883","883","n/e"
"07.03.2022 05:00 - 07.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","931","931","n/e"
"07.03.2022 06:00 - 07.03.2022 07:00","13","N/A","13","N/A","n/e","n/e","994","994","n/e"
"07.03.2022 07:00 - 07.03.2022 08:00","1041","N/A","1041","N/A","n/e","n/e","1086","1086","n/e"
"07.03.2022 08:00 - 07.03.2022 09:00","3553","N/A","3210","N/A","n/e","n/e","1084","1059","n/e"
"07.03.2022 09:00 - 07.03.2022 10:00","6023","N/A","5518","N/A","n/e","n/e","1140","1106","n/e"
"07.03.2022 10:00 - 07.03.2022 11:00","7692","N/A","7135","N/A","n/e","n/e","1228","1204","n/e"
"07.03.2022 11:00 - 07.03.2022 12:00","8563","N/A","7918","N/A","n/e","n/e","1365","1353","n/e"
"07.03.2022 12:00 - 07.03.2022 13:00","8762","N/A","8026","N/A","n/e","n/e","1589","1598","n/e"
"07.03.2022 13:00 - 07.03.2022 14:00","8381","N/A","7618","N/A","n/e","n/e","1865","1881","n/e"
"07.03.2022 14:00 - 07.03.2022 15:00","7418","N/A","6508","N/A","n/e","n/e","2275","2329","n/e"
"07.03.2022 15:00 - 07.03.2022 16:00","5779","N/A","4916","N/A","n/e","n/e","2568","2734","n/e"
"07.03.2022 16:00 - 07.03.2022 17:00","3367","N/A","2848","N/A","n/e","n/e","2864","2914","n/e"
"07.03.2022 17:00 - 07.03.2022 18:00","983","N/A","797","N/A","n/e","n/e","2757","2774","n/e"
"07.03.2022 18:00 - 07.03.2022 19:00","0","N/A","2","N/A","n/e","n/e","2612","2598","n/e"
"07.03.2022 19:00 - 07.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","2537","2540","n/e"
"07.03.2022 20:00 - 07.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","2528","2539","n/e"
"07.03.2022 21:00 - 07.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","2614","2630","n/e"
"07.03.2022 22:00 - 07.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","2811","2826","n/e"
"07.03.2022 23:00 - 08.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","2839","2873","n/e"
"08.03.2022 00:00 - 08.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","2958","2958","n/e"
"08.03.2022 01:00 - 08.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","3007","3007","n/e"
"08.03.2022 02:00 - 08.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","3045","3045","n/e"
"08.03.2022 03:00 - 08.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","3172","3172","n/e"
"08.03.2022 04:00 - 08.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","3330","3330","n/e"
"08.03.2022 05:00 - 08.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","3497","3497","n/e"
"08.03.2022 06:00 - 08.03.2022 07:00","22","N/A","22","N/A","n/e","n/e","3678","3678","n/e"
"08.03.2022 07:00 - 08.03.2022 08:00","1195","N/A","1195","N/A","n/e","n/e","3890","3890","n/e"
"08.03.2022 08:00 - 08.03.2022 09:00","3747","N/A","3338","N/A","n/e","n/e","4305","4294","n/e"
"08.03.2022 09:00 - 08.03.2022 10:00","6184","N/A","5697","N/A","n/e","n/e","4794","4830","n/e"
"08.03.2022 10:00 - 08.03.2022 11:00","7883","N/A","7258","N/A","n/e","n/e","5421","5438","n/e"
"08.03.2022 11:00 - 08.03.2022 12:00","8813","N/A","8034","N/A","n/e","n/e","5533","5541","n/e"
"08.03.2022 12:00 - 08.03.2022 13:00","9044","N/A","8242","N/A","n/e","n/e","5482","5565","n/e"
"08.03.2022 13:00 - 08.03.2022 14:00","8659","N/A","7905","N/A","n/e","n/e","5349","5369","n/e"
"08.03.2022 14:00 - 08.03.2022 15:00","7624","N/A","7124","N/A","n/e","n/e","5420","5426","n/e"
"08.03.2022 15:00 - 08.03.2022 16:00","5913","N/A","5388","N/A","n/e","n/e","5511","5413","n/e"
"08.03.2022 16:00 - 08.03.2022 17:00","3455","N/A","3101","N/A","n/e","n/e","5470","5467","n/e"
"08.03.2022 17:00 - 08.03.2022 18:00","1027","N/A","861","N/A","n/e","n/e","5115","5264","n/e"
"08.03.2022 18:00 - 08.03.2022 19:00","0","N/A","2","N/A","n/e","n/e","4779","4942","n/e"
"08.03.2022 19:00 - 08.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","4451","4579","n/e"
"08.03.2022 20:00 - 08.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","4264","4393","n/e"
"08.03.2022 21:00 - 08.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","4151","4364","n/e"
"08.03.2022 22:00 - 08.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","4117","4284","n/e"
"08.03.2022 23:00 - 09.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","4097","4096","n/e"
"09.03.2022 00:00 - 09.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","4397","4397","n/e"
"09.03.2022 01:00 - 09.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","4554","4554","n/e"
"09.03.2022 02:00 - 09.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","4549","4549","n/e"
"09.03.2022 03:00 - 09.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","4497","4497","n/e"
"09.03.2022 04:00 - 09.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","4600","4600","n/e"
"09.03.2022 05:00 - 09.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","4614","4614","n/e"
"09.03.2022 06:00 - 09.03.2022 07:00","30","N/A","30","N/A","n/e","n/e","4604","4604","n/e"
"09.03.2022 07:00 - 09.03.2022 08:00","1418","N/A","1418","N/A","n/e","n/e","4592","4592","n/e"
"09.03.2022 08:00 - 09.03.2022 09:00","4399","N/A","4191","N/A","n/e","n/e","5123","5209","n/e"
"09.03.2022 09:00 - 09.03.2022 10:00","7136","N/A","6634","N/A","n/e","n/e","6019","6031","n/e"
"09.03.2022 10:00 - 09.03.2022 11:00","9019","N/A","8028","N/A","n/e","n/e","6465","6510","n/e"
"09.03.2022 11:00 - 09.03.2022 12:00","10114","N/A","8794","N/A","n/e","n/e","6524","6581","n/e"
"09.03.2022 12:00 - 09.03.2022 13:00","10465","N/A","8989","N/A","n/e","n/e","6558","6524","n/e"
"09.03.2022 13:00 - 09.03.2022 14:00","10146","N/A","8661","N/A","n/e","n/e","6528","6483","n/e"
"09.03.2022 14:00 - 09.03.2022 15:00","9104","N/A","7923","N/A","n/e","n/e","6490","6500","n/e"
"09.03.2022 15:00 - 09.03.2022 16:00","7195","N/A","6358","N/A","n/e","n/e","6439","6478","n/e"
"09.03.2022 16:00 - 09.03.2022 17:00","4257","N/A","3714","N/A","n/e","n/e","6264","6366","n/e"
"09.03.2022 17:00 - 09.03.2022 18:00","1266","N/A","1040","N/A","n/e","n/e","5905","5966","n/e"
"09.03.2022 18:00 - 09.03.2022 19:00","0","N/A","4","N/A","n/e","n/e","5189","5264","n/e"
"09.03.2022 19:00 - 09.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","4545","4662","n/e"
"09.03.2022 20:00 - 09.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","4282","4460","n/e"
"09.03.2022 21:00 - 09.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","4218","4366","n/e"
"09.03.2022 22:00 - 09.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","4180","4260","n/e"
"09.03.2022 23:00 - 10.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","4248","4230","n/e"
"10.03.2022 00:00 - 10.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","4186","4186","n/e"
"10.03.2022 01:00 - 10.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","4033","4033","n/e"
"10.03.2022 02:00 - 10.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","3755","3755","n/e"
"10.03.2022 03:00 - 10.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","3613","3613","n/e"
"10.03.2022 04:00 - 10.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","3471","3471","n/e"
"10.03.2022 05:00 - 10.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","3384","3384","n/e"
"10.03.2022 06:00 - 10.03.2022 07:00","36","N/A","36","N/A","n/e","n/e","3268","3268","n/e"
"10.03.2022 07:00 - 10.03.2022 08:00","1497","N/A","1497","N/A","n/e","n/e","3167","3167","n/e"
"10.03.2022 08:00 - 10.03.2022 09:00","4541","N/A","4370","N/A","n/e","n/e","3399","3428","n/e"
"10.03.2022 09:00 - 10.03.2022 10:00","7352","N/A","6763","N/A","n/e","n/e","3917","3930","n/e"
"10.03.2022 10:00 - 10.03.2022 11:00","9284","N/A","8129","N/A","n/e","n/e","4278","4267","n/e"
"10.03.2022 11:00 - 10.03.2022 12:00","10357","N/A","8951","N/A","n/e","n/e","4578","4538","n/e"
"10.03.2022 12:00 - 10.03.2022 13:00","10633","N/A","9099","N/A","n/e","n/e","4812","4736","n/e"
"10.03.2022 13:00 - 10.03.2022 14:00","10230","N/A","8852","N/A","n/e","n/e","5137","5076","n/e"
"10.03.2022 14:00 - 10.03.2022 15:00","9103","N/A","8033","N/A","n/e","n/e","5202","5139","n/e"
"10.03.2022 15:00 - 10.03.2022 16:00","7147","N/A","6380","N/A","n/e","n/e","5062","5009","n/e"
"10.03.2022 16:00 - 10.03.2022 17:00","4231","N/A","3723","N/A","n/e","n/e","4916","4865","n/e"
"10.03.2022 17:00 - 10.03.2022 18:00","1280","N/A","1090","N/A","n/e","n/e","4384","4319","n/e"
"10.03.2022 18:00 - 10.03.2022 19:00","0","N/A","6","N/A","n/e","n/e","3816","3731","n/e"
"10.03.2022 19:00 - 10.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","3328","3266","n/e"
"10.03.2022 20:00 - 10.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","2995","2965","n/e"
"10.03.2022 21:00 - 10.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","2679","2680","n/e"
"10.03.2022 22:00 - 10.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","2435","2437","n/e"
"10.03.2022 23:00 - 11.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","2067","2098","n/e"
"11.03.2022 00:00 - 11.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","1681","1681","n/e"
"11.03.2022 01:00 - 11.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","1526","1526","n/e"
"11.03.2022 02:00 - 11.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","1270","1270","n/e"
"11.03.2022 03:00 - 11.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","1087","1087","n/e"
"11.03.2022 04:00 - 11.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","945","945","n/e"
"11.03.2022 05:00 - 11.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","925","925","n/e"
"11.03.2022 06:00 - 11.03.2022 07:00","35","N/A","35","N/A","n/e","n/e","944","944","n/e"
"11.03.2022 07:00 - 11.03.2022 08:00","1170","N/A","1170","N/A","n/e","n/e","965","965","n/e"
"11.03.2022 08:00 - 11.03.2022 09:00","3467","N/A","3542","N/A","n/e","n/e","1036","1040","n/e"
"11.03.2022 09:00 - 11.03.2022 10:00","5648","N/A","5560","N/A","n/e","n/e","1265","1264","n/e"
"11.03.2022 10:00 - 11.03.2022 11:00","7028","N/A","6987","N/A","n/e","n/e","1436","1439","n/e"
"11.03.2022 11:00 - 11.03.2022 12:00","7822","N/A","7774","N/A","n/e","n/e","1461","1480","n/e"
"11.03.2022 12:00 - 11.03.2022 13:00","7950","N/A","7970","N/A","n/e","n/e","1518","1541","n/e"
"11.03.2022 13:00 - 11.03.2022 14:00","7596","N/A","7567","N/A","n/e","n/e","1559","1588","n/e"
"11.03.2022 14:00 - 11.03.2022 15:00","6700","N/A","6660","N/A","n/e","n/e","1557","1570","n/e"
"11.03.2022 15:00 - 11.03.2022 16:00","5048","N/A","5070","N/A","n/e","n/e","1561","1578","n/e"
"11.03.2022 16:00 - 11.03.2022 17:00","2906","N/A","2916","N/A","n/e","n/e","1594","1655","n/e"
"11.03.2022 17:00 - 11.03.2022 18:00","858","N/A","831","N/A","n/e","n/e","1505","1545","n/e"
"11.03.2022 18:00 - 11.03.2022 19:00","6","N/A","6","N/A","n/e","n/e","1360","1410","n/e"
"11.03.2022 19:00 - 11.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","1308","1356","n/e"
"11.03.2022 20:00 - 11.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","1224","1262","n/e"
"11.03.2022 21:00 - 11.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","1172","1188","n/e"
"11.03.2022 22:00 - 11.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","1179","1188","n/e"
"11.03.2022 23:00 - 12.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","1187","1181","n/e"
"12.03.2022 00:00 - 12.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","1003","1003","n/e"
"12.03.2022 01:00 - 12.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","1063","1063","n/e"
"12.03.2022 02:00 - 12.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","1152","1152","n/e"
"12.03.2022 03:00 - 12.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","1239","1239","n/e"
"12.03.2022 04:00 - 12.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","1340","1340","n/e"
"12.03.2022 05:00 - 12.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","1427","1427","n/e"
"12.03.2022 06:00 - 12.03.2022 07:00","40","N/A","40","N/A","n/e","n/e","1482","1482","n/e"
"12.03.2022 07:00 - 12.03.2022 08:00","1171","N/A","1171","N/A","n/e","n/e","1584","1584","n/e"
"12.03.2022 08:00 - 12.03.2022 09:00","3585","N/A","3539","N/A","n/e","n/e","1582","1566","n/e"
"12.03.2022 09:00 - 12.03.2022 10:00","5505","N/A","5508","N/A","n/e","n/e","1664","1648","n/e"
"12.03.2022 10:00 - 12.03.2022 11:00","6867","N/A","6823","N/A","n/e","n/e","1794","1778","n/e"
"12.03.2022 11:00 - 12.03.2022 12:00","7587","N/A","7515","N/A","n/e","n/e","1951","1932","n/e"
"12.03.2022 12:00 - 12.03.2022 13:00","7694","N/A","7695","N/A","n/e","n/e","2121","2092","n/e"
"12.03.2022 13:00 - 12.03.2022 14:00","7427","N/A","7425","N/A","n/e","n/e","2364","2324","n/e"
"12.03.2022 14:00 - 12.03.2022 15:00","6629","N/A","6704","N/A","n/e","n/e","2535","2510","n/e"
"12.03.2022 15:00 - 12.03.2022 16:00","5203","N/A","5055","N/A","n/e","n/e","2665","2665","n/e"
"12.03.2022 16:00 - 12.03.2022 17:00","2994","N/A","2932","N/A","n/e","n/e","2771","2779","n/e"
"12.03.2022 17:00 - 12.03.2022 18:00","871","N/A","877","N/A","n/e","n/e","2832","2786","n/e"
"12.03.2022 18:00 - 12.03.2022 19:00","5","N/A","12","N/A","n/e","n/e","2885","2838","n/e"
"12.03.2022 19:00 - 12.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","2799","2731","n/e"
"12.03.2022 20:00 - 12.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","2614","2565","n/e"
"12.03.2022 21:00 - 12.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","2544","2492","n/e"
"12.03.2022 22:00 - 12.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","2466","2412","n/e"
"12.03.2022 23:00 - 13.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","2440","2396","n/e"
"13.03.2022 00:00 - 13.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","2363","2363","n/e"
"13.03.2022 01:00 - 13.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","2278","2278","n/e"
"13.03.2022 02:00 - 13.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","2160","2160","n/e"
"13.03.2022 03:00 - 13.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","2085","2085","n/e"
"13.03.2022 04:00 - 13.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","2009","2009","n/e"
"13.03.2022 05:00 - 13.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","1907","1907","n/e"
"13.03.2022 06:00 - 13.03.2022 07:00","78","N/A","77","N/A","n/e","n/e","1803","1803","n/e"
"13.03.2022 07:00 - 13.03.2022 08:00","1682","N/A","1655","N/A","n/e","n/e","1736","1736","n/e"
"13.03.2022 08:00 - 13.03.2022 09:00","4554","N/A","4017","N/A","n/e","n/e","1666","1668","n/e"
"13.03.2022 09:00 - 13.03.2022 10:00","7076","N/A","6107","N/A","n/e","n/e","1655","1654","n/e"
"13.03.2022 10:00 - 13.03.2022 11:00","8733","N/A","7390","N/A","n/e","n/e","1637","1635","n/e"
"13.03.2022 11:00 - 13.03.2022 12:00","9564","N/A","7938","N/A","n/e","n/e","1562","1563","n/e"
"13.03.2022 12:00 - 13.03.2022 13:00","9629","N/A","8010","N/A","n/e","n/e","1474","1470","n/e"
"13.03.2022 13:00 - 13.03.2022 14:00","8995","N/A","7677","N/A","n/e","n/e","1426","1413","n/e"
"13.03.2022 14:00 - 13.03.2022 15:00","7787","N/A","6778","N/A","n/e","n/e","1269","1252","n/e"
"13.03.2022 15:00 - 13.03.2022 16:00","5976","N/A","5247","N/A","n/e","n/e","1180","1170","n/e"
"13.03.2022 16:00 - 13.03.2022 17:00","3467","N/A","2979","N/A","n/e","n/e","1114","1101","n/e"
"13.03.2022 17:00 - 13.03.2022 18:00","1054","N/A","824","N/A","n/e","n/e","1069","1067","n/e"
"13.03.2022 18:00 - 13.03.2022 19:00","0","N/A","5","N/A","n/e","n/e","998","1000","n/e"
"13.03.2022 19:00 - 13.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","979","980","n/e"
"13.03.2022 20:00 - 13.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","892","893","n/e"
"13.03.2022 21:00 - 13.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","803","809","n/e"
"13.03.2022 22:00 - 13.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","762","757","n/e"
"13.03.2022 23:00 - 14.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","753","740","n/e"
"14.03.2022 00:00 - 14.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","592","592","n/e"
"14.03.2022 01:00 - 14.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","559","559","n/e"
"14.03.2022 02:00 - 14.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","536","536","n/e"
"14.03.2022 03:00 - 14.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","528","528","n/e"
"14.03.2022 04:00 - 14.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","544","544","n/e"
"14.03.2022 05:00 - 14.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","586","586","n/e"
"14.03.2022 06:00 - 14.03.2022 07:00","94","N/A","94","N/A","n/e","n/e","629","629","n/e"
"14.03.2022 07:00 - 14.03.2022 08:00","1549","N/A","1549","N/A","n/e","n/e","693","693","n/e"
"14.03.2022 08:00 - 14.03.2022 09:00","4021","N/A","3514","N/A","n/e","n/e","755","745","n/e"
"14.03.2022 09:00 - 14.03.2022 10:00","6238","N/A","5377","N/A","n/e","n/e","886","861","n/e"
"14.03.2022 10:00 - 14.03.2022 11:00","7827","N/A","6662","N/A","n/e","n/e","1031","1005","n/e"
"14.03.2022 11:00 - 14.03.2022 12:00","8732","N/A","7421","N/A","n/e","n/e","1105","1079","n/e"
"14.03.2022 12:00 - 14.03.2022 13:00","8932","N/A","7666","N/A","n/e","n/e","1151","1131","n/e"
"14.03.2022 13:00 - 14.03.2022 14:00","8480","N/A","7432","N/A","n/e","n/e","1200","1186","n/e"
"14.03.2022 14:00 - 14.03.2022 15:00","7409","N/A","6626","N/A","n/e","n/e","1296","1262","n/e"
"14.03.2022 15:00 - 14.03.2022 16:00","5712","N/A","5067","N/A","n/e","n/e","1375","1343","n/e"
"14.03.2022 16:00 - 14.03.2022 17:00","3360","N/A","2870","N/A","n/e","n/e","1480","1430","n/e"
"14.03.2022 17:00 - 14.03.2022 18:00","1061","N/A","835","N/A","n/e","n/e","1582","1518","n/e"
"14.03.2022 18:00 - 14.03.2022 19:00","0","N/A","6","N/A","n/e","n/e","1609","1544","n/e"
"14.03.2022 19:00 - 14.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","1662","1614","n/e"
"14.03.2022 20:00 - 14.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","1646","1601","n/e"
"14.03.2022 21:00 - 14.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","1649","1602","n/e"
"14.03.2022 22:00 - 14.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","1685","1628","n/e"
"14.03.2022 23:00 - 15.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","1680","1674","n/e"
"15.03.2022 00:00 - 15.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","1508","1508","n/e"
"15.03.2022 01:00 - 15.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","1480","1480","n/e"
"15.03.2022 02:00 - 15.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","1470","1470","n/e"
"15.03.2022 03:00 - 15.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","1473","1473","n/e"
"15.03.2022 04:00 - 15.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","1479","1479","n/e"
"15.03.2022 05:00 - 15.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","1451","1451","n/e"
"15.03.2022 06:00 - 15.03.2022 07:00","104","N/A","104","N/A","n/e","n/e","1436","1436","n/e"
"15.03.2022 07:00 - 15.03.2022 08:00","1494","N/A","1494","N/A","n/e","n/e","1398","1398","n/e"
"15.03.2022 08:00 - 15.03.2022 09:00","3759","N/A","3760","N/A","n/e","n/e","1386","1427","n/e"
"15.03.2022 09:00 - 15.03.2022 10:00","5840","N/A","5841","N/A","n/e","n/e","1429","1469","n/e"
"15.03.2022 10:00 - 15.03.2022 11:00","7424","N/A","7426","N/A","n/e","n/e","1446","1485","n/e"
"15.03.2022 11:00 - 15.03.2022 12:00","8453","N/A","8456","N/A","n/e","n/e","1436","1465","n/e"
"15.03.2022 12:00 - 15.03.2022 13:00","8879","N/A","8881","N/A","n/e","n/e","1431","1459","n/e"
"15.03.2022 13:00 - 15.03.2022 14:00","8640","N/A","8643","N/A","n/e","n/e","1435","1455","n/e"
"15.03.2022 14:00 - 15.03.2022 15:00","7744","N/A","7746","N/A","n/e","n/e","1461","1463","n/e"
"15.03.2022 15:00 - 15.03.2022 16:00","6125","N/A","6126","N/A","n/e","n/e","1497","1489","n/e"
"15.03.2022 16:00 - 15.03.2022 17:00","3668","N/A","3668","N/A","n/e","n/e","1566","1532","n/e"
"15.03.2022 17:00 - 15.03.2022 18:00","1186","N/A","1186","N/A","n/e","n/e","1539","1507","n/e"
"15.03.2022 18:00 - 15.03.2022 19:00","0","N/A","0","N/A","n/e","n/e","1494","1468","n/e"
"15.03.2022 19:00 - 15.03.2022 20:00","0","N/A","0","N/A","n/e","n/e","1504","1447","n/e"
"15.03.2022 20:00 - 15.03.2022 21:00","0","N/A","0","N/A","n/e","n/e","1475","1434","n/e"
"15.03.2022 21:00 - 15.03.2022 22:00","0","N/A","0","N/A","n/e","n/e","1473","1440","n/e"
"15.03.2022 22:00 - 15.03.2022 23:00","0","N/A","0","N/A","n/e","n/e","1515","1484","n/e"
"15.03.2022 23:00 - 16.03.2022 00:00","0","N/A","0","N/A","n/e","n/e","1489","1484","n/e"
"16.03.2022 00:00 - 16.03.2022 01:00","0","N/A","0","N/A","n/e","n/e","1538","1538","n/e"
"16.03.2022 01:00 - 16.03.2022 02:00","0","N/A","0","N/A","n/e","n/e","1603","1603","n/e"
"16.03.2022 02:00 - 16.03.2022 03:00","0","N/A","0","N/A","n/e","n/e","1588","1588","n/e"
"16.03.2022 03:00 - 16.03.2022 04:00","0","N/A","0","N/A","n/e","n/e","1555","1555","n/e"
"16.03.2022 04:00 - 16.03.2022 05:00","0","N/A","0","N/A","n/e","n/e","1529","1529","n/e"
"16.03.2022 05:00 - 16.03.2022 06:00","0","N/A","0","N/A","n/e","n/e","1440","1440","n/e"
"16.03.2022 06:00 - 16.03.2022 07:00","103","N/A","103","N/A","n/e","n/e","1406","1406","n/e"
"16.03.2022 07:00 - 16.03.2022 08:00","1627","N/A","1627","N/A","n/e","n/e","1389","1389","n/e"
"16.03.2022 08:00 - 16.03.2022 09:00","4196","N/A","4008","N/A","n/e","n/e","1263","1266","n/e"
"16.03.2022 09:00 - 16.03.2022 10:00","6501","N/A","5998","N/A","n/e","n/e","1184","1190","n/e"
"16.03.2022 10:00 - 16.03.2022 11:00","8118","N/A","7344","N/A","n/e","n/e","1142","1147","n/e"
"16.03.2022 11:00 - 16.03.2022 12:00","9032","N/A","8100","N/A","n/e","n/e","1100","1107","n/e"
"16.03.2022 12:00 - 16.03.2022 13:00","9268","N/A","8304","N/A","n/e","n/e","1082","1082","n/e"
"16.03.2022 13:00 - 16.03.2022 14:00","8877","N/A","8031","N/A","n/e","n/e","1101","1096","n/e"
"16.03.2022 14:00 - 16.03.2022 15:00","7860","N/A","7177","N/A","n/e","n/e","1046","1041","n/e"
"16.03.2022 15:00 - 16.03.2022 16:00","6126","N/A","5568","N/A","n/e","n/e","993","995","n/e"
