MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Latvia (LV),Generation - Solar  [MW] Intraday / Latvia (LV),Generation - Solar  [MW] Current / Latvia (LV),Generation - Wind Offshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Offshore  [MW] Intraday / Latvia (LV),Generation - Wind Offshore  [MW] Current / Latvia (LV),Generation - Wind Onshore  [MW] Day Ahead/ Latvia (LV),Generation - Wind Onshore  [MW] Intraday / Latvia (LV),Generation - Wind Onshore  [MW] Current / Latvia (LV)
18.11.2022 04:00 - 18.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,21,24,24
18.11.2022 05:00 - 18.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,20,22,22
18.11.2022 06:00 - 18.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,19,27,27
18.11.2022 07:00 - 18.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,18,21,21
18.11.2022 08:00 - 18.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,16
18.11.2022 09:00 - 18.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,15
18.11.2022 10:00 - 18.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,19
18.11.2022 11:00 - 18.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,20
18.11.2022 12:00 - 18.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,14,13,13
18.11.2022 13:00 - 18.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
18.11.2022 14:00 - 18.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,13,13,13
18.11.2022 15:00 - 18.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
18.11.2022 16:00 - 18.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
18.11.2022 17:00 - 18.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
18.11.2022 18:00 - 18.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,12,12,12
18.11.2022 19:00 - 18.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
18.11.2022 20:00 - 18.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
18.11.2022 21:00 - 18.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,10,11,11
18.11.2022 22:00 - 18.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,9,9,9
18.11.2022 23:00 - 19.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,9,13,13
19.11.2022 00:00 - 19.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
19.11.2022 01:00 - 19.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,6,7,7
19.11.2022 02:00 - 19.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,5,6,6
19.11.2022 03:00 - 19.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
19.11.2022 04:00 - 19.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,3,4,4
19.11.2022 05:00 - 19.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,3,8,8
19.11.2022 06:00 - 19.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,3,9,9
19.11.2022 07:00 - 19.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,3,4,4
19.11.2022 08:00 - 19.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,9
19.11.2022 09:00 - 19.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
19.11.2022 10:00 - 19.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,6,7,7
19.11.2022 11:00 - 19.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
19.11.2022 12:00 - 19.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,7
19.11.2022 13:00 - 19.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
19.11.2022 14:00 - 19.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
19.11.2022 15:00 - 19.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
19.11.2022 16:00 - 19.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
19.11.2022 17:00 - 19.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
19.11.2022 18:00 - 19.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
19.11.2022 19:00 - 19.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
19.11.2022 20:00 - 19.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
19.11.2022 21:00 - 19.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
19.11.2022 22:00 - 19.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
19.11.2022 23:00 - 20.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,1,2,2
20.11.2022 00:00 - 20.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
20.11.2022 01:00 - 20.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
20.11.2022 02:00 - 20.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
20.11.2022 03:00 - 20.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
20.11.2022 04:00 - 20.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
20.11.2022 05:00 - 20.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
20.11.2022 06:00 - 20.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
20.11.2022 07:00 - 20.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
20.11.2022 08:00 - 20.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
20.11.2022 09:00 - 20.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
20.11.2022 10:00 - 20.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
20.11.2022 11:00 - 20.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
20.11.2022 12:00 - 20.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
20.11.2022 13:00 - 20.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,10,8,8
20.11.2022 14:00 - 20.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
20.11.2022 15:00 - 20.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
20.11.2022 16:00 - 20.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,19,20,20
20.11.2022 17:00 - 20.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,19,19,19
20.11.2022 18:00 - 20.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,19,18,18
20.11.2022 19:00 - 20.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,18,18,18
20.11.2022 20:00 - 20.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,19,19,19
20.11.2022 21:00 - 20.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,23,23,23
20.11.2022 22:00 - 20.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,26,27,27
20.11.2022 23:00 - 21.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,25,27,27
21.11.2022 00:00 - 21.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,23,25,25
21.11.2022 01:00 - 21.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,23,29,29
21.11.2022 02:00 - 21.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,25,33,33
21.11.2022 03:00 - 21.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,28,31,31
21.11.2022 04:00 - 21.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,30,31,31
21.11.2022 05:00 - 21.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,30,30,30
21.11.2022 06:00 - 21.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,25,25,25
21.11.2022 07:00 - 21.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,25,24,24
21.11.2022 08:00 - 21.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,23,24,24
21.11.2022 09:00 - 21.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,21,20,20
21.11.2022 10:00 - 21.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,21,21,21
21.11.2022 11:00 - 21.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,20,21,21
21.11.2022 12:00 - 21.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,17,20,20
21.11.2022 13:00 - 21.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,14,18,18
21.11.2022 14:00 - 21.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,14,15,15
21.11.2022 15:00 - 21.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,16
21.11.2022 16:00 - 21.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,16,16,16
21.11.2022 17:00 - 21.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,14,14,14
21.11.2022 18:00 - 21.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,14,15,15
21.11.2022 19:00 - 21.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,13,12,12
21.11.2022 20:00 - 21.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,11,10,10
21.11.2022 21:00 - 21.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,11,11,11
21.11.2022 22:00 - 21.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,10,10,10
21.11.2022 23:00 - 22.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,10,11,11
22.11.2022 00:00 - 22.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,12,9,9
22.11.2022 01:00 - 22.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,10,12,12
22.11.2022 02:00 - 22.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,9,10,10
22.11.2022 03:00 - 22.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,8,7,7
22.11.2022 04:00 - 22.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,9,6,6
22.11.2022 05:00 - 22.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,8,6,6
22.11.2022 06:00 - 22.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
22.11.2022 07:00 - 22.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,9,8,8
22.11.2022 08:00 - 22.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,10,7,7
22.11.2022 09:00 - 22.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
22.11.2022 10:00 - 22.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
22.11.2022 11:00 - 22.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
22.11.2022 12:00 - 22.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
22.11.2022 13:00 - 22.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
22.11.2022 14:00 - 22.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
22.11.2022 15:00 - 22.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.11.2022 16:00 - 22.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.11.2022 17:00 - 22.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
22.11.2022 18:00 - 22.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
22.11.2022 19:00 - 22.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.11.2022 20:00 - 22.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.11.2022 21:00 - 22.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.11.2022 22:00 - 22.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
22.11.2022 23:00 - 23.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
23.11.2022 00:00 - 23.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
23.11.2022 01:00 - 23.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
23.11.2022 02:00 - 23.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
23.11.2022 03:00 - 23.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,4,3,3
23.11.2022 04:00 - 23.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,4
23.11.2022 05:00 - 23.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
23.11.2022 06:00 - 23.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
23.11.2022 07:00 - 23.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,5,7,7
23.11.2022 08:00 - 23.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,9
23.11.2022 09:00 - 23.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,5,4,8
23.11.2022 10:00 - 23.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
23.11.2022 11:00 - 23.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
23.11.2022 12:00 - 23.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
23.11.2022 13:00 - 23.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
23.11.2022 14:00 - 23.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
23.11.2022 15:00 - 23.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
23.11.2022 16:00 - 23.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
23.11.2022 17:00 - 23.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
23.11.2022 18:00 - 23.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
23.11.2022 19:00 - 23.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
23.11.2022 20:00 - 23.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
23.11.2022 21:00 - 23.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,4,5,5
23.11.2022 22:00 - 23.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,4,8,8
23.11.2022 23:00 - 24.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
24.11.2022 00:00 - 24.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,3
24.11.2022 01:00 - 24.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
24.11.2022 02:00 - 24.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
24.11.2022 03:00 - 24.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,3
24.11.2022 04:00 - 24.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,3
24.11.2022 05:00 - 24.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,2,3,3
24.11.2022 06:00 - 24.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
24.11.2022 07:00 - 24.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,3,4,4
24.11.2022 08:00 - 24.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,4
24.11.2022 09:00 - 24.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,3
24.11.2022 10:00 - 24.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
24.11.2022 11:00 - 24.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
24.11.2022 12:00 - 24.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,3
24.11.2022 13:00 - 24.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,4
24.11.2022 14:00 - 24.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
24.11.2022 15:00 - 24.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
24.11.2022 16:00 - 24.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
24.11.2022 17:00 - 24.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
24.11.2022 18:00 - 24.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
24.11.2022 19:00 - 24.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
24.11.2022 20:00 - 24.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
24.11.2022 21:00 - 24.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
24.11.2022 22:00 - 24.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
24.11.2022 23:00 - 25.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,4,2,2
25.11.2022 00:00 - 25.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 01:00 - 25.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 02:00 - 25.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,2,1,1
25.11.2022 03:00 - 25.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,2,1,1
25.11.2022 04:00 - 25.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,2,1,1
25.11.2022 05:00 - 25.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 06:00 - 25.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 07:00 - 25.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 08:00 - 25.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 09:00 - 25.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 10:00 - 25.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,2,1,1
25.11.2022 11:00 - 25.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,2,1,1
25.11.2022 12:00 - 25.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,2,1,1
25.11.2022 13:00 - 25.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,2,1,1
25.11.2022 14:00 - 25.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 15:00 - 25.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 16:00 - 25.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 17:00 - 25.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 18:00 - 25.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 19:00 - 25.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 20:00 - 25.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 21:00 - 25.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 22:00 - 25.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
25.11.2022 23:00 - 26.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
26.11.2022 00:00 - 26.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
26.11.2022 01:00 - 26.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
26.11.2022 02:00 - 26.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
26.11.2022 03:00 - 26.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,2,5,5
26.11.2022 04:00 - 26.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
26.11.2022 05:00 - 26.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,2
26.11.2022 06:00 - 26.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
26.11.2022 07:00 - 26.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
26.11.2022 08:00 - 26.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
26.11.2022 09:00 - 26.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,6
26.11.2022 10:00 - 26.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,2,1,2
26.11.2022 11:00 - 26.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 12:00 - 26.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 13:00 - 26.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 14:00 - 26.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 15:00 - 26.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 16:00 - 26.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 17:00 - 26.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 18:00 - 26.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 19:00 - 26.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 20:00 - 26.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 21:00 - 26.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 22:00 - 26.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
26.11.2022 23:00 - 27.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 00:00 - 27.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 01:00 - 27.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 02:00 - 27.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 03:00 - 27.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 04:00 - 27.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 05:00 - 27.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 06:00 - 27.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 07:00 - 27.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 08:00 - 27.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 09:00 - 27.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 10:00 - 27.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 11:00 - 27.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 12:00 - 27.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 13:00 - 27.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 14:00 - 27.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 15:00 - 27.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,1,1,1
27.11.2022 16:00 - 27.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
27.11.2022 17:00 - 27.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,2,2,2
27.11.2022 18:00 - 27.11.2022 19:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
27.11.2022 19:00 - 27.11.2022 20:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,3
27.11.2022 20:00 - 27.11.2022 21:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
27.11.2022 21:00 - 27.11.2022 22:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
27.11.2022 22:00 - 27.11.2022 23:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
27.11.2022 23:00 - 28.11.2022 00:00,n/e,n/e,n/e,n/e,n/e,n/e,6,6,6
28.11.2022 00:00 - 28.11.2022 01:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
28.11.2022 01:00 - 28.11.2022 02:00,n/e,n/e,n/e,n/e,n/e,n/e,7,7,7
28.11.2022 02:00 - 28.11.2022 03:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
28.11.2022 03:00 - 28.11.2022 04:00,n/e,n/e,n/e,n/e,n/e,n/e,8,8,8
28.11.2022 04:00 - 28.11.2022 05:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
28.11.2022 05:00 - 28.11.2022 06:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
28.11.2022 06:00 - 28.11.2022 07:00,n/e,n/e,n/e,n/e,n/e,n/e,5,5,5
28.11.2022 07:00 - 28.11.2022 08:00,n/e,n/e,n/e,n/e,n/e,n/e,6,5,5
28.11.2022 08:00 - 28.11.2022 09:00,n/e,n/e,n/e,n/e,n/e,n/e,5,7,5
28.11.2022 09:00 - 28.11.2022 10:00,n/e,n/e,n/e,n/e,n/e,n/e,5,8,8
28.11.2022 10:00 - 28.11.2022 11:00,n/e,n/e,n/e,n/e,n/e,n/e,4,4,4
28.11.2022 11:00 - 28.11.2022 12:00,n/e,n/e,n/e,n/e,n/e,n/e,3,4,4
28.11.2022 12:00 - 28.11.2022 13:00,n/e,n/e,n/e,n/e,n/e,n/e,3,8,8
28.11.2022 13:00 - 28.11.2022 14:00,n/e,n/e,n/e,n/e,n/e,n/e,3,6,6
28.11.2022 14:00 - 28.11.2022 15:00,n/e,n/e,n/e,n/e,n/e,n/e,3,2,6
28.11.2022 15:00 - 28.11.2022 16:00,n/e,n/e,n/e,n/e,n/e,n/e,3,3,7
28.11.2022 16:00 - 28.11.2022 17:00,n/e,n/e,n/e,n/e,n/e,n/e,4,9,9
28.11.2022 17:00 - 28.11.2022 18:00,n/e,n/e,n/e,n/e,n/e,n/e,5,10,10
