MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Solar  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Offshore  [MW] Intraday / Estonia (EE),Generation - Wind Offshore  [MW] Current / Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE),Generation - Wind Onshore  [MW] Day Ahead/ Estonia (EE)
03.06.2022 11:00 - 03.06.2022 12:00,172,172,172,n/e,n/e,n/e,69,69,69
03.06.2022 12:00 - 03.06.2022 13:00,180,180,180,n/e,n/e,n/e,73,73,73
03.06.2022 13:00 - 03.06.2022 14:00,182,182,182,n/e,n/e,n/e,74,74,74
03.06.2022 14:00 - 03.06.2022 15:00,172,172,172,n/e,n/e,n/e,72,72,72
03.06.2022 15:00 - 03.06.2022 16:00,150,150,150,n/e,n/e,n/e,69,69,69
03.06.2022 16:00 - 03.06.2022 17:00,114,114,114,n/e,n/e,n/e,65,65,65
03.06.2022 17:00 - 03.06.2022 18:00,62,62,62,n/e,n/e,n/e,58,58,58
03.06.2022 18:00 - 03.06.2022 19:00,32,32,32,n/e,n/e,n/e,50,50,50
03.06.2022 19:00 - 03.06.2022 20:00,12,12,12,n/e,n/e,n/e,42,42,42
03.06.2022 20:00 - 03.06.2022 21:00,2,2,2,n/e,n/e,n/e,40,40,40
03.06.2022 21:00 - 03.06.2022 22:00,0,0,0,n/e,n/e,n/e,43,43,43
03.06.2022 22:00 - 03.06.2022 23:00,0,0,0,n/e,n/e,n/e,46,46,46
03.06.2022 23:00 - 04.06.2022 00:00,0,0,0,n/e,n/e,n/e,49,49,49
04.06.2022 00:00 - 04.06.2022 01:00,0,0,0,n/e,n/e,n/e,67,67,67
04.06.2022 01:00 - 04.06.2022 02:00,0,0,0,n/e,n/e,n/e,64,64,64
04.06.2022 02:00 - 04.06.2022 03:00,0,0,0,n/e,n/e,n/e,59,59,59
04.06.2022 03:00 - 04.06.2022 04:00,0,0,0,n/e,n/e,n/e,53,53,53
04.06.2022 04:00 - 04.06.2022 05:00,6,6,6,n/e,n/e,n/e,44,44,44
04.06.2022 05:00 - 04.06.2022 06:00,19,19,19,n/e,n/e,n/e,37,37,37
04.06.2022 06:00 - 04.06.2022 07:00,42,42,42,n/e,n/e,n/e,31,31,31
04.06.2022 07:00 - 04.06.2022 08:00,74,74,74,n/e,n/e,n/e,28,28,28
04.06.2022 08:00 - 04.06.2022 09:00,108,108,108,n/e,n/e,n/e,29,29,29
04.06.2022 09:00 - 04.06.2022 10:00,134,134,134,n/e,n/e,n/e,31,31,31
04.06.2022 10:00 - 04.06.2022 11:00,156,156,156,n/e,n/e,n/e,34,34,34
04.06.2022 11:00 - 04.06.2022 12:00,155,155,155,n/e,n/e,n/e,39,39,39
04.06.2022 12:00 - 04.06.2022 13:00,151,151,151,n/e,n/e,n/e,42,42,42
04.06.2022 13:00 - 04.06.2022 14:00,151,151,151,n/e,n/e,n/e,46,46,46
04.06.2022 14:00 - 04.06.2022 15:00,151,151,151,n/e,n/e,n/e,50,50,50
04.06.2022 15:00 - 04.06.2022 16:00,148,148,148,n/e,n/e,n/e,53,53,53
04.06.2022 16:00 - 04.06.2022 17:00,125,125,125,n/e,n/e,n/e,55,55,55
04.06.2022 17:00 - 04.06.2022 18:00,75,75,75,n/e,n/e,n/e,55,55,55
04.06.2022 18:00 - 04.06.2022 19:00,38,38,38,n/e,n/e,n/e,53,53,53
04.06.2022 19:00 - 04.06.2022 20:00,13,13,13,n/e,n/e,n/e,50,50,50
04.06.2022 20:00 - 04.06.2022 21:00,3,3,3,n/e,n/e,n/e,52,52,52
04.06.2022 21:00 - 04.06.2022 22:00,0,0,0,n/e,n/e,n/e,59,59,59
04.06.2022 22:00 - 04.06.2022 23:00,0,0,0,n/e,n/e,n/e,65,65,65
04.06.2022 23:00 - 05.06.2022 00:00,0,0,0,n/e,n/e,n/e,69,69,69
05.06.2022 00:00 - 05.06.2022 01:00,0,0,0,n/e,n/e,n/e,76,76,76
05.06.2022 01:00 - 05.06.2022 02:00,0,0,0,n/e,n/e,n/e,75,75,75
05.06.2022 02:00 - 05.06.2022 03:00,0,0,0,n/e,n/e,n/e,71,71,71
05.06.2022 03:00 - 05.06.2022 04:00,1,1,1,n/e,n/e,n/e,62,62,62
05.06.2022 04:00 - 05.06.2022 05:00,6,6,6,n/e,n/e,n/e,52,52,52
05.06.2022 05:00 - 05.06.2022 06:00,23,23,23,n/e,n/e,n/e,42,42,42
05.06.2022 06:00 - 05.06.2022 07:00,57,57,57,n/e,n/e,n/e,31,31,31
05.06.2022 07:00 - 05.06.2022 08:00,109,109,109,n/e,n/e,n/e,24,24,24
05.06.2022 08:00 - 05.06.2022 09:00,167,167,167,n/e,n/e,n/e,21,21,21
05.06.2022 09:00 - 05.06.2022 10:00,214,214,214,n/e,n/e,n/e,21,21,21
05.06.2022 10:00 - 05.06.2022 11:00,236,236,236,n/e,n/e,n/e,23,23,23
05.06.2022 11:00 - 05.06.2022 12:00,238,238,238,n/e,n/e,n/e,27,27,27
05.06.2022 12:00 - 05.06.2022 13:00,236,236,236,n/e,n/e,n/e,32,32,32
05.06.2022 13:00 - 05.06.2022 14:00,231,231,231,n/e,n/e,n/e,39,39,39
05.06.2022 14:00 - 05.06.2022 15:00,212,212,212,n/e,n/e,n/e,44,44,44
05.06.2022 15:00 - 05.06.2022 16:00,190,190,190,n/e,n/e,n/e,48,48,48
05.06.2022 16:00 - 05.06.2022 17:00,151,151,151,n/e,n/e,n/e,48,48,48
05.06.2022 17:00 - 05.06.2022 18:00,96,96,96,n/e,n/e,n/e,46,46,46
05.06.2022 18:00 - 05.06.2022 19:00,44,44,44,n/e,n/e,n/e,41,41,41
05.06.2022 19:00 - 05.06.2022 20:00,15,15,15,n/e,n/e,n/e,38,38,38
05.06.2022 20:00 - 05.06.2022 21:00,4,4,4,n/e,n/e,n/e,35,35,35
05.06.2022 21:00 - 05.06.2022 22:00,0,0,0,n/e,n/e,n/e,35,35,35
05.06.2022 22:00 - 05.06.2022 23:00,0,0,0,n/e,n/e,n/e,37,37,37
05.06.2022 23:00 - 06.06.2022 00:00,0,0,0,n/e,n/e,n/e,39,39,39
06.06.2022 00:00 - 06.06.2022 01:00,0,0,0,n/e,n/e,n/e,50,50,50
06.06.2022 01:00 - 06.06.2022 02:00,0,0,0,n/e,n/e,n/e,48,48,48
06.06.2022 02:00 - 06.06.2022 03:00,0,0,0,n/e,n/e,n/e,45,45,45
06.06.2022 03:00 - 06.06.2022 04:00,1,1,1,n/e,n/e,n/e,42,42,42
06.06.2022 04:00 - 06.06.2022 05:00,8,8,8,n/e,n/e,n/e,36,36,36
06.06.2022 05:00 - 06.06.2022 06:00,23,23,23,n/e,n/e,n/e,27,27,27
06.06.2022 06:00 - 06.06.2022 07:00,62,62,62,n/e,n/e,n/e,23,23,23
06.06.2022 07:00 - 06.06.2022 08:00,136,136,136,n/e,n/e,n/e,15,15,15
06.06.2022 08:00 - 06.06.2022 09:00,213,213,213,n/e,n/e,n/e,14,14,14
06.06.2022 09:00 - 06.06.2022 10:00,261,261,261,n/e,n/e,n/e,8,8,8
06.06.2022 10:00 - 06.06.2022 11:00,280,280,280,n/e,n/e,n/e,8,8,8
06.06.2022 11:00 - 06.06.2022 12:00,286,286,286,n/e,n/e,n/e,11,11,11
06.06.2022 12:00 - 06.06.2022 13:00,285,285,285,n/e,n/e,n/e,12,12,12
06.06.2022 13:00 - 06.06.2022 14:00,276,276,276,n/e,n/e,n/e,15,15,15
06.06.2022 14:00 - 06.06.2022 15:00,261,261,261,n/e,n/e,n/e,14,14,14
06.06.2022 15:00 - 06.06.2022 16:00,226,226,226,n/e,n/e,n/e,14,14,14
06.06.2022 16:00 - 06.06.2022 17:00,165,165,165,n/e,n/e,n/e,12,12,12
06.06.2022 17:00 - 06.06.2022 18:00,99,99,99,n/e,n/e,n/e,12,12,12
06.06.2022 18:00 - 06.06.2022 19:00,39,39,39,n/e,n/e,n/e,12,12,12
06.06.2022 19:00 - 06.06.2022 20:00,12,12,12,n/e,n/e,n/e,12,12,12
06.06.2022 20:00 - 06.06.2022 21:00,3,3,3,n/e,n/e,n/e,14,14,14
06.06.2022 21:00 - 06.06.2022 22:00,0,0,0,n/e,n/e,n/e,18,18,18
06.06.2022 22:00 - 06.06.2022 23:00,0,0,0,n/e,n/e,n/e,22,22,22
06.06.2022 23:00 - 07.06.2022 00:00,0,0,0,n/e,n/e,n/e,20,20,20
07.06.2022 00:00 - 07.06.2022 01:00,0,0,0,n/e,n/e,n/e,22,22,22
07.06.2022 01:00 - 07.06.2022 02:00,0,0,0,n/e,n/e,n/e,26,26,26
07.06.2022 02:00 - 07.06.2022 03:00,0,0,0,n/e,n/e,n/e,28,28,28
07.06.2022 03:00 - 07.06.2022 04:00,1,1,1,n/e,n/e,n/e,29,29,29
07.06.2022 04:00 - 07.06.2022 05:00,8,8,8,n/e,n/e,n/e,26,26,26
07.06.2022 05:00 - 07.06.2022 06:00,27,27,27,n/e,n/e,n/e,24,24,24
07.06.2022 06:00 - 07.06.2022 07:00,69,69,69,n/e,n/e,n/e,20,20,20
07.06.2022 07:00 - 07.06.2022 08:00,135,135,135,n/e,n/e,n/e,14,14,14
07.06.2022 08:00 - 07.06.2022 09:00,203,203,203,n/e,n/e,n/e,10,10,10
07.06.2022 09:00 - 07.06.2022 10:00,252,252,252,n/e,n/e,n/e,9,9,9
07.06.2022 10:00 - 07.06.2022 11:00,274,274,274,n/e,n/e,n/e,10,10,10
07.06.2022 11:00 - 07.06.2022 12:00,278,278,278,n/e,n/e,n/e,10,10,10
07.06.2022 12:00 - 07.06.2022 13:00,274,274,274,n/e,n/e,n/e,11,11,11
07.06.2022 13:00 - 07.06.2022 14:00,264,264,264,n/e,n/e,n/e,13,13,13
07.06.2022 14:00 - 07.06.2022 15:00,243,243,243,n/e,n/e,n/e,16,16,16
07.06.2022 15:00 - 07.06.2022 16:00,202,202,202,n/e,n/e,n/e,17,17,17
07.06.2022 16:00 - 07.06.2022 17:00,145,145,145,n/e,n/e,n/e,21,21,21
07.06.2022 17:00 - 07.06.2022 18:00,90,90,90,n/e,n/e,n/e,25,25,25
07.06.2022 18:00 - 07.06.2022 19:00,42,42,42,n/e,n/e,n/e,26,26,26
07.06.2022 19:00 - 07.06.2022 20:00,15,15,15,n/e,n/e,n/e,26,26,26
07.06.2022 20:00 - 07.06.2022 21:00,3,3,3,n/e,n/e,n/e,32,32,32
07.06.2022 21:00 - 07.06.2022 22:00,0,0,0,n/e,n/e,n/e,42,42,42
07.06.2022 22:00 - 07.06.2022 23:00,0,0,0,n/e,n/e,n/e,53,53,53
07.06.2022 23:00 - 08.06.2022 00:00,0,0,0,n/e,n/e,n/e,58,58,58
08.06.2022 00:00 - 08.06.2022 01:00,0,0,0,n/e,n/e,n/e,59,59,59
08.06.2022 01:00 - 08.06.2022 02:00,0,0,0,n/e,n/e,n/e,62,62,62
08.06.2022 02:00 - 08.06.2022 03:00,0,0,0,n/e,n/e,n/e,64,64,64
08.06.2022 03:00 - 08.06.2022 04:00,1,1,1,n/e,n/e,n/e,62,62,62
08.06.2022 04:00 - 08.06.2022 05:00,3,3,3,n/e,n/e,n/e,56,56,56
08.06.2022 05:00 - 08.06.2022 06:00,15,15,15,n/e,n/e,n/e,49,49,49
08.06.2022 06:00 - 08.06.2022 07:00,32,32,32,n/e,n/e,n/e,43,43,43
08.06.2022 07:00 - 08.06.2022 08:00,47,47,47,n/e,n/e,n/e,37,37,37
08.06.2022 08:00 - 08.06.2022 09:00,64,64,64,n/e,n/e,n/e,33,33,33
08.06.2022 09:00 - 08.06.2022 10:00,88,88,88,n/e,n/e,n/e,31,31,31
08.06.2022 10:00 - 08.06.2022 11:00,104,104,104,n/e,n/e,n/e,32,32,32
08.06.2022 11:00 - 08.06.2022 12:00,108,108,108,n/e,n/e,n/e,32,32,32
08.06.2022 12:00 - 08.06.2022 13:00,106,106,106,n/e,n/e,n/e,32,32,32
08.06.2022 13:00 - 08.06.2022 14:00,103,103,103,n/e,n/e,n/e,28,28,28
08.06.2022 14:00 - 08.06.2022 15:00,94,94,94,n/e,n/e,n/e,21,21,21
08.06.2022 15:00 - 08.06.2022 16:00,81,81,81,n/e,n/e,n/e,23,23,23
08.06.2022 16:00 - 08.06.2022 17:00,64,64,64,n/e,n/e,n/e,14,14,14
08.06.2022 17:00 - 08.06.2022 18:00,41,41,41,n/e,n/e,n/e,12,12,12
08.06.2022 18:00 - 08.06.2022 19:00,21,21,21,n/e,n/e,n/e,11,11,11
08.06.2022 19:00 - 08.06.2022 20:00,9,9,9,n/e,n/e,n/e,10,10,10
08.06.2022 20:00 - 08.06.2022 21:00,1,1,1,n/e,n/e,n/e,11,11,11
08.06.2022 21:00 - 08.06.2022 22:00,0,0,0,n/e,n/e,n/e,13,13,13
08.06.2022 22:00 - 08.06.2022 23:00,0,0,0,n/e,n/e,n/e,15,15,15
08.06.2022 23:00 - 09.06.2022 00:00,0,0,0,n/e,n/e,n/e,18,18,18
09.06.2022 00:00 - 09.06.2022 01:00,0,0,0,n/e,n/e,n/e,17,17,17
09.06.2022 01:00 - 09.06.2022 02:00,0,0,0,n/e,n/e,n/e,2,2,2
09.06.2022 02:00 - 09.06.2022 03:00,0,0,0,n/e,n/e,n/e,2,2,2
09.06.2022 03:00 - 09.06.2022 04:00,1,1,1,n/e,n/e,n/e,2,2,2
09.06.2022 04:00 - 09.06.2022 05:00,10,10,10,n/e,n/e,n/e,2,2,2
09.06.2022 05:00 - 09.06.2022 06:00,28,28,28,n/e,n/e,n/e,5,5,5
09.06.2022 06:00 - 09.06.2022 07:00,62,62,62,n/e,n/e,n/e,2,2,2
09.06.2022 07:00 - 09.06.2022 08:00,122,122,122,n/e,n/e,n/e,3,3,3
09.06.2022 08:00 - 09.06.2022 09:00,182,182,182,n/e,n/e,n/e,3,3,3
09.06.2022 09:00 - 09.06.2022 10:00,208,208,208,n/e,n/e,n/e,3,3,3
09.06.2022 10:00 - 09.06.2022 11:00,239,239,239,n/e,n/e,n/e,3,3,3
09.06.2022 11:00 - 09.06.2022 12:00,238,238,238,n/e,n/e,n/e,3,3,3
09.06.2022 12:00 - 09.06.2022 13:00,233,233,233,n/e,n/e,n/e,3,3,3
09.06.2022 13:00 - 09.06.2022 14:00,232,232,232,n/e,n/e,n/e,3,3,3
09.06.2022 14:00 - 09.06.2022 15:00,219,219,219,n/e,n/e,n/e,2,2,2
09.06.2022 15:00 - 09.06.2022 16:00,194,194,194,n/e,n/e,n/e,1,1,1
09.06.2022 16:00 - 09.06.2022 17:00,150,150,150,n/e,n/e,n/e,1,1,1
09.06.2022 17:00 - 09.06.2022 18:00,91,91,91,n/e,n/e,n/e,2,2,2
09.06.2022 18:00 - 09.06.2022 19:00,42,42,42,n/e,n/e,n/e,1,1,1
09.06.2022 19:00 - 09.06.2022 20:00,15,15,15,n/e,n/e,n/e,1,1,1
09.06.2022 20:00 - 09.06.2022 21:00,4,4,4,n/e,n/e,n/e,1,1,1
09.06.2022 21:00 - 09.06.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 22:00 - 09.06.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
09.06.2022 23:00 - 10.06.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
10.06.2022 00:00 - 10.06.2022 01:00,0,0,0,n/e,n/e,n/e,27,27,27
10.06.2022 01:00 - 10.06.2022 02:00,0,0,0,n/e,n/e,n/e,25,25,25
10.06.2022 02:00 - 10.06.2022 03:00,0,0,0,n/e,n/e,n/e,22,22,22
10.06.2022 03:00 - 10.06.2022 04:00,1,1,1,n/e,n/e,n/e,17,17,17
10.06.2022 04:00 - 10.06.2022 05:00,9,9,9,n/e,n/e,n/e,12,12,12
10.06.2022 05:00 - 10.06.2022 06:00,26,26,26,n/e,n/e,n/e,7,7,7
10.06.2022 06:00 - 10.06.2022 07:00,55,55,55,n/e,n/e,n/e,4,4,4
10.06.2022 07:00 - 10.06.2022 08:00,101,101,101,n/e,n/e,n/e,2,2,2
10.06.2022 08:00 - 10.06.2022 09:00,143,143,143,n/e,n/e,n/e,7,7,7
10.06.2022 09:00 - 10.06.2022 10:00,174,174,174,n/e,n/e,n/e,2,2,2
10.06.2022 10:00 - 10.06.2022 11:00,185,185,185,n/e,n/e,n/e,2,2,2
10.06.2022 11:00 - 10.06.2022 12:00,178,178,178,n/e,n/e,n/e,3,3,3
10.06.2022 12:00 - 10.06.2022 13:00,172,172,172,n/e,n/e,n/e,4,4,4
10.06.2022 13:00 - 10.06.2022 14:00,151,151,151,n/e,n/e,n/e,4,4,4
10.06.2022 14:00 - 10.06.2022 15:00,135,135,135,n/e,n/e,n/e,4,4,4
10.06.2022 15:00 - 10.06.2022 16:00,114,114,114,n/e,n/e,n/e,5,5,5
10.06.2022 16:00 - 10.06.2022 17:00,80,80,80,n/e,n/e,n/e,5,5,5
10.06.2022 17:00 - 10.06.2022 18:00,51,51,51,n/e,n/e,n/e,5,5,5
10.06.2022 18:00 - 10.06.2022 19:00,26,26,26,n/e,n/e,n/e,5,5,5
10.06.2022 19:00 - 10.06.2022 20:00,9,9,9,n/e,n/e,n/e,5,5,5
10.06.2022 20:00 - 10.06.2022 21:00,2,2,2,n/e,n/e,n/e,5,5,5
10.06.2022 21:00 - 10.06.2022 22:00,0,0,0,n/e,n/e,n/e,6,6,6
10.06.2022 22:00 - 10.06.2022 23:00,0,0,0,n/e,n/e,n/e,6,6,6
10.06.2022 23:00 - 11.06.2022 00:00,0,0,0,n/e,n/e,n/e,4,4,4
11.06.2022 00:00 - 11.06.2022 01:00,0,0,0,n/e,n/e,n/e,8,8,8
11.06.2022 01:00 - 11.06.2022 02:00,0,0,0,n/e,n/e,n/e,8,8,8
11.06.2022 02:00 - 11.06.2022 03:00,0,0,0,n/e,n/e,n/e,9,9,9
11.06.2022 03:00 - 11.06.2022 04:00,1,1,1,n/e,n/e,n/e,8,8,8
11.06.2022 04:00 - 11.06.2022 05:00,9,9,9,n/e,n/e,n/e,8,8,8
11.06.2022 05:00 - 11.06.2022 06:00,30,30,30,n/e,n/e,n/e,4,4,4
11.06.2022 06:00 - 11.06.2022 07:00,70,70,70,n/e,n/e,n/e,4,4,4
11.06.2022 07:00 - 11.06.2022 08:00,132,132,132,n/e,n/e,n/e,3,3,3
11.06.2022 08:00 - 11.06.2022 09:00,196,196,196,n/e,n/e,n/e,3,3,3
11.06.2022 09:00 - 11.06.2022 10:00,236,236,236,n/e,n/e,n/e,4,4,4
11.06.2022 10:00 - 11.06.2022 11:00,246,246,246,n/e,n/e,n/e,5,5,5
11.06.2022 11:00 - 11.06.2022 12:00,243,243,243,n/e,n/e,n/e,7,7,7
11.06.2022 12:00 - 11.06.2022 13:00,234,234,234,n/e,n/e,n/e,10,10,10
11.06.2022 13:00 - 11.06.2022 14:00,221,221,221,n/e,n/e,n/e,11,11,11
11.06.2022 14:00 - 11.06.2022 15:00,202,202,202,n/e,n/e,n/e,13,13,13
11.06.2022 15:00 - 11.06.2022 16:00,175,175,175,n/e,n/e,n/e,13,13,13
11.06.2022 16:00 - 11.06.2022 17:00,134,134,134,n/e,n/e,n/e,12,12,12
11.06.2022 17:00 - 11.06.2022 18:00,89,89,89,n/e,n/e,n/e,11,11,11
11.06.2022 18:00 - 11.06.2022 19:00,44,44,44,n/e,n/e,n/e,9,9,9
11.06.2022 19:00 - 11.06.2022 20:00,16,16,16,n/e,n/e,n/e,10,10,10
11.06.2022 20:00 - 11.06.2022 21:00,4,4,4,n/e,n/e,n/e,11,11,11
11.06.2022 21:00 - 11.06.2022 22:00,0,0,0,n/e,n/e,n/e,15,15,15
11.06.2022 22:00 - 11.06.2022 23:00,0,0,0,n/e,n/e,n/e,23,23,23
11.06.2022 23:00 - 12.06.2022 00:00,0,0,0,n/e,n/e,n/e,34,34,34
12.06.2022 00:00 - 12.06.2022 01:00,0,0,0,n/e,n/e,n/e,37,37,37
12.06.2022 01:00 - 12.06.2022 02:00,0,0,0,n/e,n/e,n/e,41,41,41
12.06.2022 02:00 - 12.06.2022 03:00,0,0,0,n/e,n/e,n/e,41,41,41
12.06.2022 03:00 - 12.06.2022 04:00,2,2,2,n/e,n/e,n/e,34,34,34
12.06.2022 04:00 - 12.06.2022 05:00,8,8,8,n/e,n/e,n/e,31,31,31
12.06.2022 05:00 - 12.06.2022 06:00,25,25,25,n/e,n/e,n/e,20,20,20
12.06.2022 06:00 - 12.06.2022 07:00,59,59,59,n/e,n/e,n/e,12,12,12
12.06.2022 07:00 - 12.06.2022 08:00,112,112,112,n/e,n/e,n/e,9,9,9
12.06.2022 08:00 - 12.06.2022 09:00,163,163,163,n/e,n/e,n/e,9,9,9
12.06.2022 09:00 - 12.06.2022 10:00,207,207,207,n/e,n/e,n/e,10,10,10
12.06.2022 10:00 - 12.06.2022 11:00,228,228,228,n/e,n/e,n/e,13,13,13
12.06.2022 11:00 - 12.06.2022 12:00,235,235,235,n/e,n/e,n/e,18,18,18
12.06.2022 12:00 - 12.06.2022 13:00,236,236,236,n/e,n/e,n/e,26,26,26
12.06.2022 13:00 - 12.06.2022 14:00,228,228,228,n/e,n/e,n/e,32,32,32
12.06.2022 14:00 - 12.06.2022 15:00,209,209,209,n/e,n/e,n/e,37,37,37
12.06.2022 15:00 - 12.06.2022 16:00,175,175,175,n/e,n/e,n/e,40,40,40
12.06.2022 16:00 - 12.06.2022 17:00,135,135,135,n/e,n/e,n/e,47,47,47
12.06.2022 17:00 - 12.06.2022 18:00,88,88,88,n/e,n/e,n/e,46,46,46
12.06.2022 18:00 - 12.06.2022 19:00,42,42,42,n/e,n/e,n/e,48,48,48
12.06.2022 19:00 - 12.06.2022 20:00,16,16,16,n/e,n/e,n/e,44,44,44
12.06.2022 20:00 - 12.06.2022 21:00,5,5,5,n/e,n/e,n/e,44,44,44
12.06.2022 21:00 - 12.06.2022 22:00,0,0,0,n/e,n/e,n/e,47,47,47
12.06.2022 22:00 - 12.06.2022 23:00,0,0,0,n/e,n/e,n/e,52,52,52
12.06.2022 23:00 - 13.06.2022 00:00,0,0,0,n/e,n/e,n/e,56,56,56
13.06.2022 00:00 - 13.06.2022 01:00,0,0,0,n/e,n/e,n/e,53,53,53
13.06.2022 01:00 - 13.06.2022 02:00,0,0,0,n/e,n/e,n/e,61,61,61
13.06.2022 02:00 - 13.06.2022 03:00,0,0,0,n/e,n/e,n/e,63,63,63
13.06.2022 03:00 - 13.06.2022 04:00,2,2,2,n/e,n/e,n/e,64,64,64
13.06.2022 04:00 - 13.06.2022 05:00,9,9,9,n/e,n/e,n/e,60,60,60
13.06.2022 05:00 - 13.06.2022 06:00,24,24,24,n/e,n/e,n/e,52,52,52
13.06.2022 06:00 - 13.06.2022 07:00,59,59,59,n/e,n/e,n/e,40,40,40
13.06.2022 07:00 - 13.06.2022 08:00,113,113,113,n/e,n/e,n/e,34,34,34
13.06.2022 08:00 - 13.06.2022 09:00,168,168,168,n/e,n/e,n/e,34,34,34
13.06.2022 09:00 - 13.06.2022 10:00,199,199,199,n/e,n/e,n/e,40,40,40
13.06.2022 10:00 - 13.06.2022 11:00,211,211,211,n/e,n/e,n/e,48,48,48
13.06.2022 11:00 - 13.06.2022 12:00,208,208,208,n/e,n/e,n/e,54,54,54
13.06.2022 12:00 - 13.06.2022 13:00,195,195,195,n/e,n/e,n/e,57,57,57
13.06.2022 13:00 - 13.06.2022 14:00,198,198,198,n/e,n/e,n/e,58,58,58
13.06.2022 14:00 - 13.06.2022 15:00,187,187,187,n/e,n/e,n/e,57,57,57
13.06.2022 15:00 - 13.06.2022 16:00,163,163,163,n/e,n/e,n/e,52,52,52
13.06.2022 16:00 - 13.06.2022 17:00,124,124,124,n/e,n/e,n/e,43,43,43
13.06.2022 17:00 - 13.06.2022 18:00,81,81,81,n/e,n/e,n/e,35,35,35
13.06.2022 18:00 - 13.06.2022 19:00,41,41,41,n/e,n/e,n/e,29,29,29
13.06.2022 19:00 - 13.06.2022 20:00,16,16,16,n/e,n/e,n/e,22,22,22
13.06.2022 20:00 - 13.06.2022 21:00,6,6,6,n/e,n/e,n/e,18,18,18
13.06.2022 21:00 - 13.06.2022 22:00,0,0,0,n/e,n/e,n/e,16,16,16
13.06.2022 22:00 - 13.06.2022 23:00,0,0,0,n/e,n/e,n/e,16,16,16
13.06.2022 23:00 - 14.06.2022 00:00,0,0,0,n/e,n/e,n/e,12,12,12
14.06.2022 00:00 - 14.06.2022 01:00,0,0,0,n/e,n/e,n/e,8,8,8
14.06.2022 01:00 - 14.06.2022 02:00,0,0,0,n/e,n/e,n/e,10,10,10
14.06.2022 02:00 - 14.06.2022 03:00,1,1,1,n/e,n/e,n/e,10,10,10
14.06.2022 03:00 - 14.06.2022 04:00,1,1,1,n/e,n/e,n/e,9,9,9
14.06.2022 04:00 - 14.06.2022 05:00,7,7,7,n/e,n/e,n/e,9,9,9
14.06.2022 05:00 - 14.06.2022 06:00,21,21,21,n/e,n/e,n/e,5,5,5
14.06.2022 06:00 - 14.06.2022 07:00,41,41,41,n/e,n/e,n/e,3,3,3
14.06.2022 07:00 - 14.06.2022 08:00,62,62,62,n/e,n/e,n/e,2,2,2
14.06.2022 08:00 - 14.06.2022 09:00,81,81,81,n/e,n/e,n/e,1,1,1
14.06.2022 09:00 - 14.06.2022 10:00,90,90,90,n/e,n/e,n/e,7,7,7
14.06.2022 10:00 - 14.06.2022 11:00,98,98,98,n/e,n/e,n/e,8,8,8
14.06.2022 11:00 - 14.06.2022 12:00,97,97,97,n/e,n/e,n/e,4,4,4
14.06.2022 12:00 - 14.06.2022 13:00,94,94,94,n/e,n/e,n/e,8,8,8
14.06.2022 13:00 - 14.06.2022 14:00,91,91,91,n/e,n/e,n/e,14,14,14
14.06.2022 14:00 - 14.06.2022 15:00,83,83,83,n/e,n/e,n/e,12,12,12
14.06.2022 15:00 - 14.06.2022 16:00,72,72,72,n/e,n/e,n/e,17,17,17
14.06.2022 16:00 - 14.06.2022 17:00,56,56,56,n/e,n/e,n/e,29,29,29
14.06.2022 17:00 - 14.06.2022 18:00,37,37,37,n/e,n/e,n/e,32,32,32
14.06.2022 18:00 - 14.06.2022 19:00,21,21,21,n/e,n/e,n/e,42,42,42
14.06.2022 19:00 - 14.06.2022 20:00,11,11,11,n/e,n/e,n/e,52,52,52
14.06.2022 20:00 - 14.06.2022 21:00,3,3,3,n/e,n/e,n/e,62,62,62
14.06.2022 21:00 - 14.06.2022 22:00,1,1,1,n/e,n/e,n/e,71,71,71
14.06.2022 22:00 - 14.06.2022 23:00,0,0,0,n/e,n/e,n/e,87,87,87
14.06.2022 23:00 - 15.06.2022 00:00,0,0,0,n/e,n/e,n/e,97,97,97
15.06.2022 00:00 - 15.06.2022 01:00,0,0,0,n/e,n/e,n/e,124,124,124
15.06.2022 01:00 - 15.06.2022 02:00,0,0,0,n/e,n/e,n/e,138,138,138
15.06.2022 02:00 - 15.06.2022 03:00,0,0,0,n/e,n/e,n/e,147,147,147
15.06.2022 03:00 - 15.06.2022 04:00,1,1,1,n/e,n/e,n/e,152,152,152
15.06.2022 04:00 - 15.06.2022 05:00,7,7,7,n/e,n/e,n/e,150,150,150
15.06.2022 05:00 - 15.06.2022 06:00,22,22,22,n/e,n/e,n/e,145,145,145
15.06.2022 06:00 - 15.06.2022 07:00,47,47,47,n/e,n/e,n/e,143,143,143
15.06.2022 07:00 - 15.06.2022 08:00,100,100,100,n/e,n/e,n/e,146,146,146
