MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Solar  [MW] Intraday / Czech Republic (CZ),Generation - Solar  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Offshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Offshore  [MW] Current / Czech Republic (CZ),Generation - Wind Onshore  [MW] Day Ahead/ Czech Republic (CZ),Generation - Wind Onshore  [MW] Intraday / Czech Republic (CZ),Generation - Wind Onshore  [MW] Current / Czech Republic (CZ)
12.12.2022 18:00 - 12.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 19:00 - 12.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 20:00 - 12.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 21:00 - 12.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 22:00 - 12.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
12.12.2022 23:00 - 13.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 00:00 - 13.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 01:00 - 13.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 02:00 - 13.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 03:00 - 13.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 04:00 - 13.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 05:00 - 13.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 06:00 - 13.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 07:00 - 13.12.2022 08:00,7,218,7,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 08:00 - 13.12.2022 09:00,94,218,94,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 09:00 - 13.12.2022 10:00,270,218,270,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 10:00 - 13.12.2022 11:00,443,218,443,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 11:00 - 13.12.2022 12:00,535,218,535,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 12:00 - 13.12.2022 13:00,489,218,489,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 13:00 - 13.12.2022 14:00,408,218,408,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 14:00 - 13.12.2022 15:00,279,218,279,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 15:00 - 13.12.2022 16:00,75,218,75,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 16:00 - 13.12.2022 17:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 17:00 - 13.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 18:00 - 13.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 19:00 - 13.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 20:00 - 13.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 21:00 - 13.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 22:00 - 13.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
13.12.2022 23:00 - 14.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 00:00 - 14.12.2022 01:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 01:00 - 14.12.2022 02:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 02:00 - 14.12.2022 03:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 03:00 - 14.12.2022 04:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 04:00 - 14.12.2022 05:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 05:00 - 14.12.2022 06:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 06:00 - 14.12.2022 07:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 07:00 - 14.12.2022 08:00,3,218,3,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 08:00 - 14.12.2022 09:00,21,218,21,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 09:00 - 14.12.2022 10:00,61,218,61,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 10:00 - 14.12.2022 11:00,106,218,106,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 11:00 - 14.12.2022 12:00,120,218,120,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 12:00 - 14.12.2022 13:00,83,218,83,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 13:00 - 14.12.2022 14:00,54,218,54,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 14:00 - 14.12.2022 15:00,16,218,16,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 15:00 - 14.12.2022 16:00,4,218,4,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 16:00 - 14.12.2022 17:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 17:00 - 14.12.2022 18:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 18:00 - 14.12.2022 19:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 19:00 - 14.12.2022 20:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 20:00 - 14.12.2022 21:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 21:00 - 14.12.2022 22:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 22:00 - 14.12.2022 23:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
14.12.2022 23:00 - 15.12.2022 00:00,0,218,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 00:00 - 15.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 01:00 - 15.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 02:00 - 15.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 03:00 - 15.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 04:00 - 15.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 05:00 - 15.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 06:00 - 15.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 07:00 - 15.12.2022 08:00,5,5,5,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 08:00 - 15.12.2022 09:00,46,46,46,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 09:00 - 15.12.2022 10:00,140,140,140,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 10:00 - 15.12.2022 11:00,242,242,242,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 11:00 - 15.12.2022 12:00,289,289,289,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 12:00 - 15.12.2022 13:00,287,287,287,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 13:00 - 15.12.2022 14:00,76,76,76,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 14:00 - 15.12.2022 15:00,41,41,41,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 15:00 - 15.12.2022 16:00,14,14,14,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 16:00 - 15.12.2022 17:00,3,3,3,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 17:00 - 15.12.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 18:00 - 15.12.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 19:00 - 15.12.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 20:00 - 15.12.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 21:00 - 15.12.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 22:00 - 15.12.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
15.12.2022 23:00 - 16.12.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 00:00 - 16.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 01:00 - 16.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 02:00 - 16.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 03:00 - 16.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 04:00 - 16.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 05:00 - 16.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 06:00 - 16.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 07:00 - 16.12.2022 08:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 08:00 - 16.12.2022 09:00,5,5,5,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 09:00 - 16.12.2022 10:00,19,19,19,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 10:00 - 16.12.2022 11:00,42,42,42,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 11:00 - 16.12.2022 12:00,57,57,57,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 12:00 - 16.12.2022 13:00,41,41,41,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 13:00 - 16.12.2022 14:00,25,25,25,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 14:00 - 16.12.2022 15:00,15,15,15,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 15:00 - 16.12.2022 16:00,6,6,6,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 16:00 - 16.12.2022 17:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 17:00 - 16.12.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 18:00 - 16.12.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 19:00 - 16.12.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 20:00 - 16.12.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 21:00 - 16.12.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 22:00 - 16.12.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
16.12.2022 23:00 - 17.12.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 00:00 - 17.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 01:00 - 17.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 02:00 - 17.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 03:00 - 17.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 04:00 - 17.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 05:00 - 17.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 06:00 - 17.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 07:00 - 17.12.2022 08:00,2,2,2,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 08:00 - 17.12.2022 09:00,16,16,16,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 09:00 - 17.12.2022 10:00,52,52,52,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 10:00 - 17.12.2022 11:00,97,97,97,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 11:00 - 17.12.2022 12:00,118,118,118,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 12:00 - 17.12.2022 13:00,71,71,71,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 13:00 - 17.12.2022 14:00,41,41,41,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 14:00 - 17.12.2022 15:00,46,46,46,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 15:00 - 17.12.2022 16:00,16,16,16,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 16:00 - 17.12.2022 17:00,3,3,3,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 17:00 - 17.12.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 18:00 - 17.12.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 19:00 - 17.12.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 20:00 - 17.12.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 21:00 - 17.12.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 22:00 - 17.12.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
17.12.2022 23:00 - 18.12.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 00:00 - 18.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 01:00 - 18.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 02:00 - 18.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 03:00 - 18.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 04:00 - 18.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 05:00 - 18.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 06:00 - 18.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 07:00 - 18.12.2022 08:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 08:00 - 18.12.2022 09:00,18,18,18,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 09:00 - 18.12.2022 10:00,62,62,62,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 10:00 - 18.12.2022 11:00,116,116,116,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 11:00 - 18.12.2022 12:00,150,150,150,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 12:00 - 18.12.2022 13:00,113,113,113,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 13:00 - 18.12.2022 14:00,52,52,52,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 14:00 - 18.12.2022 15:00,29,29,29,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 15:00 - 18.12.2022 16:00,10,10,10,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 16:00 - 18.12.2022 17:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 17:00 - 18.12.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 18:00 - 18.12.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 19:00 - 18.12.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 20:00 - 18.12.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 21:00 - 18.12.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 22:00 - 18.12.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
18.12.2022 23:00 - 19.12.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 00:00 - 19.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 01:00 - 19.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 02:00 - 19.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 03:00 - 19.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 04:00 - 19.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 05:00 - 19.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 06:00 - 19.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 07:00 - 19.12.2022 08:00,2,2,2,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 08:00 - 19.12.2022 09:00,13,13,13,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 09:00 - 19.12.2022 10:00,38,38,38,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 10:00 - 19.12.2022 11:00,68,68,68,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 11:00 - 19.12.2022 12:00,86,86,86,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 12:00 - 19.12.2022 13:00,61,61,61,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 13:00 - 19.12.2022 14:00,34,34,34,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 14:00 - 19.12.2022 15:00,19,19,19,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 15:00 - 19.12.2022 16:00,7,7,7,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 16:00 - 19.12.2022 17:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 17:00 - 19.12.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 18:00 - 19.12.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 19:00 - 19.12.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 20:00 - 19.12.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 21:00 - 19.12.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 22:00 - 19.12.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
19.12.2022 23:00 - 20.12.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 00:00 - 20.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 01:00 - 20.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 02:00 - 20.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 03:00 - 20.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 04:00 - 20.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 05:00 - 20.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 06:00 - 20.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 07:00 - 20.12.2022 08:00,3,3,3,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 08:00 - 20.12.2022 09:00,26,26,26,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 09:00 - 20.12.2022 10:00,82,82,82,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 10:00 - 20.12.2022 11:00,147,147,147,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 11:00 - 20.12.2022 12:00,180,180,180,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 12:00 - 20.12.2022 13:00,134,134,134,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 13:00 - 20.12.2022 14:00,102,102,102,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 14:00 - 20.12.2022 15:00,23,23,23,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 15:00 - 20.12.2022 16:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 16:00 - 20.12.2022 17:00,1,1,1,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 17:00 - 20.12.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 18:00 - 20.12.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 19:00 - 20.12.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 20:00 - 20.12.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 21:00 - 20.12.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 22:00 - 20.12.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
20.12.2022 23:00 - 21.12.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 00:00 - 21.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 01:00 - 21.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 02:00 - 21.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 03:00 - 21.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 04:00 - 21.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 05:00 - 21.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 06:00 - 21.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 07:00 - 21.12.2022 08:00,2,2,2,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 08:00 - 21.12.2022 09:00,9,9,9,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 09:00 - 21.12.2022 10:00,24,24,24,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 10:00 - 21.12.2022 11:00,43,43,43,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 11:00 - 21.12.2022 12:00,52,52,52,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 12:00 - 21.12.2022 13:00,38,38,38,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 13:00 - 21.12.2022 14:00,30,30,30,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 14:00 - 21.12.2022 15:00,18,18,18,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 15:00 - 21.12.2022 16:00,8,8,8,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 16:00 - 21.12.2022 17:00,2,2,2,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 17:00 - 21.12.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 18:00 - 21.12.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 19:00 - 21.12.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 20:00 - 21.12.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 21:00 - 21.12.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 22:00 - 21.12.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
21.12.2022 23:00 - 22.12.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 00:00 - 22.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 01:00 - 22.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 02:00 - 22.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 03:00 - 22.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 04:00 - 22.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 05:00 - 22.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 06:00 - 22.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 07:00 - 22.12.2022 08:00,2,2,2,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 08:00 - 22.12.2022 09:00,14,14,14,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 09:00 - 22.12.2022 10:00,43,43,43,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 10:00 - 22.12.2022 11:00,80,80,80,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 11:00 - 22.12.2022 12:00,108,108,108,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 12:00 - 22.12.2022 13:00,118,118,118,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 13:00 - 22.12.2022 14:00,113,113,113,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 14:00 - 22.12.2022 15:00,109,109,109,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 15:00 - 22.12.2022 16:00,39,39,39,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 16:00 - 22.12.2022 17:00,7,7,7,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 17:00 - 22.12.2022 18:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 18:00 - 22.12.2022 19:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 19:00 - 22.12.2022 20:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 20:00 - 22.12.2022 21:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 21:00 - 22.12.2022 22:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 22:00 - 22.12.2022 23:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
22.12.2022 23:00 - 23.12.2022 00:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
23.12.2022 00:00 - 23.12.2022 01:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
23.12.2022 01:00 - 23.12.2022 02:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
23.12.2022 02:00 - 23.12.2022 03:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
23.12.2022 03:00 - 23.12.2022 04:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
23.12.2022 04:00 - 23.12.2022 05:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
23.12.2022 05:00 - 23.12.2022 06:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
23.12.2022 06:00 - 23.12.2022 07:00,0,0,0,n/e,n/e,n/e,n/e,n/e,n/e
