MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Slovakia (SK),Generation - Solar  [MW] Intraday / Slovakia (SK),Generation - Solar  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Offshore  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Offshore  [MW] Intraday / Slovakia (SK),Generation - Wind Offshore  [MW] Current / Slovakia (SK),Generation - Wind Onshore  [MW] Day Ahead/ Slovakia (SK),Generation - Wind Onshore  [MW] Intraday / Slovakia (SK),Generation - Wind Onshore  [MW] Day Ahead/ Slovakia (SK)
12.01.2022 04:00 - 12.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 05:00 - 12.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 06:00 - 12.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 07:00 - 12.01.2022 08:00,8,8,8,n/e,n/e,n/e,1,1,1
12.01.2022 08:00 - 12.01.2022 09:00,75,75,75,n/e,n/e,n/e,1,1,1
12.01.2022 09:00 - 12.01.2022 10:00,160,160,160,n/e,n/e,n/e,1,1,1
12.01.2022 10:00 - 12.01.2022 11:00,210,210,210,n/e,n/e,n/e,1,1,1
12.01.2022 11:00 - 12.01.2022 12:00,220,220,220,n/e,n/e,n/e,1,1,1
12.01.2022 12:00 - 12.01.2022 13:00,210,210,210,n/e,n/e,n/e,1,1,1
12.01.2022 13:00 - 12.01.2022 14:00,145,145,145,n/e,n/e,n/e,1,1,1
12.01.2022 14:00 - 12.01.2022 15:00,60,60,60,n/e,n/e,n/e,1,1,1
12.01.2022 15:00 - 12.01.2022 16:00,3,3,3,n/e,n/e,n/e,1,1,1
12.01.2022 16:00 - 12.01.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 17:00 - 12.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 18:00 - 12.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 19:00 - 12.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 20:00 - 12.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 21:00 - 12.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 22:00 - 12.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
12.01.2022 23:00 - 13.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 00:00 - 13.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 01:00 - 13.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 02:00 - 13.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 03:00 - 13.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 04:00 - 13.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 05:00 - 13.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 06:00 - 13.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 07:00 - 13.01.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
13.01.2022 08:00 - 13.01.2022 09:00,40,40,40,n/e,n/e,n/e,1,1,1
13.01.2022 09:00 - 13.01.2022 10:00,75,75,75,n/e,n/e,n/e,1,1,1
13.01.2022 10:00 - 13.01.2022 11:00,110,110,110,n/e,n/e,n/e,1,1,1
13.01.2022 11:00 - 13.01.2022 12:00,120,120,120,n/e,n/e,n/e,1,1,1
13.01.2022 12:00 - 13.01.2022 13:00,110,110,110,n/e,n/e,n/e,1,1,1
13.01.2022 13:00 - 13.01.2022 14:00,75,75,75,n/e,n/e,n/e,1,1,1
13.01.2022 14:00 - 13.01.2022 15:00,30,30,30,n/e,n/e,n/e,1,1,1
13.01.2022 15:00 - 13.01.2022 16:00,5,5,5,n/e,n/e,n/e,1,1,1
13.01.2022 16:00 - 13.01.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 17:00 - 13.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 18:00 - 13.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 19:00 - 13.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 20:00 - 13.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 21:00 - 13.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 22:00 - 13.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
13.01.2022 23:00 - 14.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
14.01.2022 00:00 - 14.01.2022 01:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 01:00 - 14.01.2022 02:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 02:00 - 14.01.2022 03:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 03:00 - 14.01.2022 04:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 04:00 - 14.01.2022 05:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 05:00 - 14.01.2022 06:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 06:00 - 14.01.2022 07:00,2,2,2,n/e,n/e,n/e,2,2,2
14.01.2022 07:00 - 14.01.2022 08:00,35,35,35,n/e,n/e,n/e,2,2,2
14.01.2022 08:00 - 14.01.2022 09:00,90,90,90,n/e,n/e,n/e,2,2,2
14.01.2022 09:00 - 14.01.2022 10:00,125,125,125,n/e,n/e,n/e,2,2,2
14.01.2022 10:00 - 14.01.2022 11:00,140,140,140,n/e,n/e,n/e,2,2,2
14.01.2022 11:00 - 14.01.2022 12:00,150,150,150,n/e,n/e,n/e,2,2,2
14.01.2022 12:00 - 14.01.2022 13:00,130,130,130,n/e,n/e,n/e,2,2,2
14.01.2022 13:00 - 14.01.2022 14:00,95,95,95,n/e,n/e,n/e,2,2,2
14.01.2022 14:00 - 14.01.2022 15:00,50,50,50,n/e,n/e,n/e,2,2,2
14.01.2022 15:00 - 14.01.2022 16:00,8,8,8,n/e,n/e,n/e,2,2,2
14.01.2022 16:00 - 14.01.2022 17:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 17:00 - 14.01.2022 18:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 18:00 - 14.01.2022 19:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 19:00 - 14.01.2022 20:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 20:00 - 14.01.2022 21:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 21:00 - 14.01.2022 22:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 22:00 - 14.01.2022 23:00,0,0,0,n/e,n/e,n/e,2,2,2
14.01.2022 23:00 - 15.01.2022 00:00,0,0,0,n/e,n/e,n/e,2,2,2
15.01.2022 00:00 - 15.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 01:00 - 15.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 02:00 - 15.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 03:00 - 15.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 04:00 - 15.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 05:00 - 15.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 06:00 - 15.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 07:00 - 15.01.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
15.01.2022 08:00 - 15.01.2022 09:00,40,40,40,n/e,n/e,n/e,1,1,1
15.01.2022 09:00 - 15.01.2022 10:00,100,100,100,n/e,n/e,n/e,1,1,1
15.01.2022 10:00 - 15.01.2022 11:00,130,130,130,n/e,n/e,n/e,1,1,1
15.01.2022 11:00 - 15.01.2022 12:00,165,165,165,n/e,n/e,n/e,1,1,1
15.01.2022 12:00 - 15.01.2022 13:00,140,140,140,n/e,n/e,n/e,1,1,1
15.01.2022 13:00 - 15.01.2022 14:00,85,85,85,n/e,n/e,n/e,1,1,1
15.01.2022 14:00 - 15.01.2022 15:00,30,30,30,n/e,n/e,n/e,1,1,1
15.01.2022 15:00 - 15.01.2022 16:00,1,1,1,n/e,n/e,n/e,1,1,1
15.01.2022 16:00 - 15.01.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 17:00 - 15.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 18:00 - 15.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 19:00 - 15.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 20:00 - 15.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 21:00 - 15.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 22:00 - 15.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
15.01.2022 23:00 - 16.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 00:00 - 16.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 01:00 - 16.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 02:00 - 16.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 03:00 - 16.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 04:00 - 16.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 05:00 - 16.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 06:00 - 16.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 07:00 - 16.01.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
16.01.2022 08:00 - 16.01.2022 09:00,55,55,55,n/e,n/e,n/e,1,1,1
16.01.2022 09:00 - 16.01.2022 10:00,125,125,125,n/e,n/e,n/e,1,1,1
16.01.2022 10:00 - 16.01.2022 11:00,165,165,165,n/e,n/e,n/e,1,1,1
16.01.2022 11:00 - 16.01.2022 12:00,185,185,185,n/e,n/e,n/e,1,1,1
16.01.2022 12:00 - 16.01.2022 13:00,175,175,175,n/e,n/e,n/e,1,1,1
16.01.2022 13:00 - 16.01.2022 14:00,145,145,145,n/e,n/e,n/e,1,1,1
16.01.2022 14:00 - 16.01.2022 15:00,80,80,80,n/e,n/e,n/e,1,1,1
16.01.2022 15:00 - 16.01.2022 16:00,10,10,10,n/e,n/e,n/e,1,1,1
16.01.2022 16:00 - 16.01.2022 17:00,5,5,5,n/e,n/e,n/e,1,1,1
16.01.2022 17:00 - 16.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 18:00 - 16.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 19:00 - 16.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 20:00 - 16.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 21:00 - 16.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 22:00 - 16.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
16.01.2022 23:00 - 17.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 00:00 - 17.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 01:00 - 17.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 02:00 - 17.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 03:00 - 17.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 04:00 - 17.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 05:00 - 17.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 06:00 - 17.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 07:00 - 17.01.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
17.01.2022 08:00 - 17.01.2022 09:00,29,29,29,n/e,n/e,n/e,1,1,1
17.01.2022 09:00 - 17.01.2022 10:00,55,55,55,n/e,n/e,n/e,1,1,1
17.01.2022 10:00 - 17.01.2022 11:00,85,85,85,n/e,n/e,n/e,1,1,1
17.01.2022 11:00 - 17.01.2022 12:00,90,90,90,n/e,n/e,n/e,1,1,1
17.01.2022 12:00 - 17.01.2022 13:00,80,80,80,n/e,n/e,n/e,1,1,1
17.01.2022 13:00 - 17.01.2022 14:00,60,60,60,n/e,n/e,n/e,1,1,1
17.01.2022 14:00 - 17.01.2022 15:00,22,22,22,n/e,n/e,n/e,1,1,1
17.01.2022 15:00 - 17.01.2022 16:00,2,2,2,n/e,n/e,n/e,1,1,1
17.01.2022 16:00 - 17.01.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 17:00 - 17.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 18:00 - 17.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 19:00 - 17.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 20:00 - 17.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 21:00 - 17.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 22:00 - 17.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
17.01.2022 23:00 - 18.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
18.01.2022 00:00 - 18.01.2022 01:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 01:00 - 18.01.2022 02:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 02:00 - 18.01.2022 03:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 03:00 - 18.01.2022 04:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 04:00 - 18.01.2022 05:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 05:00 - 18.01.2022 06:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 06:00 - 18.01.2022 07:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 07:00 - 18.01.2022 08:00,8,8,8,n/e,n/e,n/e,2,2,2
18.01.2022 08:00 - 18.01.2022 09:00,75,75,75,n/e,n/e,n/e,2,2,2
18.01.2022 09:00 - 18.01.2022 10:00,160,160,160,n/e,n/e,n/e,2,2,2
18.01.2022 10:00 - 18.01.2022 11:00,210,210,210,n/e,n/e,n/e,2,2,2
18.01.2022 11:00 - 18.01.2022 12:00,220,220,220,n/e,n/e,n/e,2,2,2
18.01.2022 12:00 - 18.01.2022 13:00,210,210,210,n/e,n/e,n/e,2,2,2
18.01.2022 13:00 - 18.01.2022 14:00,145,145,145,n/e,n/e,n/e,2,2,2
18.01.2022 14:00 - 18.01.2022 15:00,60,60,60,n/e,n/e,n/e,2,2,2
18.01.2022 15:00 - 18.01.2022 16:00,3,3,3,n/e,n/e,n/e,2,2,2
18.01.2022 16:00 - 18.01.2022 17:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 17:00 - 18.01.2022 18:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 18:00 - 18.01.2022 19:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 19:00 - 18.01.2022 20:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 20:00 - 18.01.2022 21:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 21:00 - 18.01.2022 22:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 22:00 - 18.01.2022 23:00,0,0,0,n/e,n/e,n/e,2,2,2
18.01.2022 23:00 - 19.01.2022 00:00,0,0,0,n/e,n/e,n/e,2,2,2
19.01.2022 00:00 - 19.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 01:00 - 19.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 02:00 - 19.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 03:00 - 19.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 04:00 - 19.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 05:00 - 19.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 06:00 - 19.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 07:00 - 19.01.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
19.01.2022 08:00 - 19.01.2022 09:00,55,55,55,n/e,n/e,n/e,1,1,1
19.01.2022 09:00 - 19.01.2022 10:00,125,125,125,n/e,n/e,n/e,1,1,1
19.01.2022 10:00 - 19.01.2022 11:00,165,165,165,n/e,n/e,n/e,1,1,1
19.01.2022 11:00 - 19.01.2022 12:00,185,185,185,n/e,n/e,n/e,1,1,1
19.01.2022 12:00 - 19.01.2022 13:00,175,175,175,n/e,n/e,n/e,1,1,1
19.01.2022 13:00 - 19.01.2022 14:00,145,145,145,n/e,n/e,n/e,1,1,1
19.01.2022 14:00 - 19.01.2022 15:00,80,80,80,n/e,n/e,n/e,1,1,1
19.01.2022 15:00 - 19.01.2022 16:00,10,10,10,n/e,n/e,n/e,1,1,1
19.01.2022 16:00 - 19.01.2022 17:00,5,5,5,n/e,n/e,n/e,1,1,1
19.01.2022 17:00 - 19.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 18:00 - 19.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 19:00 - 19.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 20:00 - 19.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 21:00 - 19.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 22:00 - 19.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
19.01.2022 23:00 - 20.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 00:00 - 20.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 01:00 - 20.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 02:00 - 20.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 03:00 - 20.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 04:00 - 20.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 05:00 - 20.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 06:00 - 20.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 07:00 - 20.01.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
20.01.2022 08:00 - 20.01.2022 09:00,15,15,15,n/e,n/e,n/e,1,1,1
20.01.2022 09:00 - 20.01.2022 10:00,20,20,20,n/e,n/e,n/e,1,1,1
20.01.2022 10:00 - 20.01.2022 11:00,25,25,25,n/e,n/e,n/e,1,1,1
20.01.2022 11:00 - 20.01.2022 12:00,40,40,40,n/e,n/e,n/e,1,1,1
20.01.2022 12:00 - 20.01.2022 13:00,35,35,35,n/e,n/e,n/e,1,1,1
20.01.2022 13:00 - 20.01.2022 14:00,30,30,30,n/e,n/e,n/e,1,1,1
20.01.2022 14:00 - 20.01.2022 15:00,20,20,20,n/e,n/e,n/e,1,1,1
20.01.2022 15:00 - 20.01.2022 16:00,2,2,2,n/e,n/e,n/e,1,1,1
20.01.2022 16:00 - 20.01.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 17:00 - 20.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 18:00 - 20.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 19:00 - 20.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 20:00 - 20.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 21:00 - 20.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 22:00 - 20.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
20.01.2022 23:00 - 21.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 00:00 - 21.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 01:00 - 21.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 02:00 - 21.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 03:00 - 21.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 04:00 - 21.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 05:00 - 21.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 06:00 - 21.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 07:00 - 21.01.2022 08:00,10,10,10,n/e,n/e,n/e,1,1,1
21.01.2022 08:00 - 21.01.2022 09:00,55,55,55,n/e,n/e,n/e,1,1,1
21.01.2022 09:00 - 21.01.2022 10:00,125,125,125,n/e,n/e,n/e,1,1,1
21.01.2022 10:00 - 21.01.2022 11:00,165,165,165,n/e,n/e,n/e,1,1,1
21.01.2022 11:00 - 21.01.2022 12:00,185,185,185,n/e,n/e,n/e,1,1,1
21.01.2022 12:00 - 21.01.2022 13:00,175,175,175,n/e,n/e,n/e,1,1,1
21.01.2022 13:00 - 21.01.2022 14:00,145,145,145,n/e,n/e,n/e,1,1,1
21.01.2022 14:00 - 21.01.2022 15:00,80,80,80,n/e,n/e,n/e,1,1,1
21.01.2022 15:00 - 21.01.2022 16:00,10,10,10,n/e,n/e,n/e,1,1,1
21.01.2022 16:00 - 21.01.2022 17:00,5,5,5,n/e,n/e,n/e,1,1,1
21.01.2022 17:00 - 21.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 18:00 - 21.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 19:00 - 21.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 20:00 - 21.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 21:00 - 21.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 22:00 - 21.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
21.01.2022 23:00 - 22.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 00:00 - 22.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 01:00 - 22.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 02:00 - 22.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 03:00 - 22.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 04:00 - 22.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 05:00 - 22.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 06:00 - 22.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 07:00 - 22.01.2022 08:00,8,8,8,n/e,n/e,n/e,1,1,1
22.01.2022 08:00 - 22.01.2022 09:00,75,75,75,n/e,n/e,n/e,1,1,1
22.01.2022 09:00 - 22.01.2022 10:00,160,160,160,n/e,n/e,n/e,1,1,1
22.01.2022 10:00 - 22.01.2022 11:00,210,210,210,n/e,n/e,n/e,1,1,1
22.01.2022 11:00 - 22.01.2022 12:00,220,220,220,n/e,n/e,n/e,1,1,1
22.01.2022 12:00 - 22.01.2022 13:00,210,210,210,n/e,n/e,n/e,1,1,1
22.01.2022 13:00 - 22.01.2022 14:00,145,145,145,n/e,n/e,n/e,1,1,1
22.01.2022 14:00 - 22.01.2022 15:00,60,60,60,n/e,n/e,n/e,1,1,1
22.01.2022 15:00 - 22.01.2022 16:00,3,3,3,n/e,n/e,n/e,1,1,1
22.01.2022 16:00 - 22.01.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 17:00 - 22.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 18:00 - 22.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 19:00 - 22.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 20:00 - 22.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 21:00 - 22.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 22:00 - 22.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
22.01.2022 23:00 - 23.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 00:00 - 23.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 01:00 - 23.01.2022 02:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 02:00 - 23.01.2022 03:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 03:00 - 23.01.2022 04:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 04:00 - 23.01.2022 05:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 05:00 - 23.01.2022 06:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 06:00 - 23.01.2022 07:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 07:00 - 23.01.2022 08:00,5,5,5,n/e,n/e,n/e,1,1,1
23.01.2022 08:00 - 23.01.2022 09:00,55,55,55,n/e,n/e,n/e,1,1,1
23.01.2022 09:00 - 23.01.2022 10:00,110,110,110,n/e,n/e,n/e,1,1,1
23.01.2022 10:00 - 23.01.2022 11:00,140,140,140,n/e,n/e,n/e,1,1,1
23.01.2022 11:00 - 23.01.2022 12:00,160,160,160,n/e,n/e,n/e,1,1,1
23.01.2022 12:00 - 23.01.2022 13:00,130,130,130,n/e,n/e,n/e,1,1,1
23.01.2022 13:00 - 23.01.2022 14:00,65,65,65,n/e,n/e,n/e,1,1,1
23.01.2022 14:00 - 23.01.2022 15:00,35,35,35,n/e,n/e,n/e,1,1,1
23.01.2022 15:00 - 23.01.2022 16:00,3,3,3,n/e,n/e,n/e,1,1,1
23.01.2022 16:00 - 23.01.2022 17:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 17:00 - 23.01.2022 18:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 18:00 - 23.01.2022 19:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 19:00 - 23.01.2022 20:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 20:00 - 23.01.2022 21:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 21:00 - 23.01.2022 22:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 22:00 - 23.01.2022 23:00,0,0,0,n/e,n/e,n/e,1,1,1
23.01.2022 23:00 - 24.01.2022 00:00,0,0,0,n/e,n/e,n/e,1,1,1
24.01.2022 00:00 - 24.01.2022 01:00,0,0,0,n/e,n/e,n/e,1,1,1
