"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Germany (DE)","Generation - Solar  [MW] Intraday / Germany (DE)","Generation - Solar  [MW] Current / Germany (DE)","Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Offshore  [MW] Intraday / Germany (DE)","Generation - Wind Offshore  [MW] Current / Germany (DE)","Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)","Generation - Wind Onshore  [MW] Intraday / Germany (DE)","Generation - Wind Onshore  [MW] Current / Germany (DE)"
"15.08.2022 23:45 - 16.08.2022 00:00","0","0","n/e","973","708","n/e","3845","3607","n/e"
"16.08.2022 00:00 - 16.08.2022 00:15","0","0","n/e","661","886","n/e","3952","3097","n/e"
"16.08.2022 00:15 - 16.08.2022 00:30","0","0","n/e","654","753","n/e","3942","3252","n/e"
"16.08.2022 00:30 - 16.08.2022 00:45","0","0","n/e","644","658","n/e","3932","3301","n/e"
"16.08.2022 00:45 - 16.08.2022 01:00","0","0","n/e","635","524","n/e","3931","3361","n/e"
"16.08.2022 01:00 - 16.08.2022 01:15","0","0","n/e","643","470","n/e","3916","3182","n/e"
"16.08.2022 01:15 - 16.08.2022 01:30","0","0","n/e","643","432","n/e","3893","3541","n/e"
"16.08.2022 01:30 - 16.08.2022 01:45","0","0","n/e","643","395","n/e","3896","3739","n/e"
"16.08.2022 01:45 - 16.08.2022 02:00","0","0","n/e","647","376","n/e","3920","3848","n/e"
"16.08.2022 02:00 - 16.08.2022 02:15","0","0","n/e","655","365","n/e","3972","3974","n/e"
"16.08.2022 02:15 - 16.08.2022 02:30","0","0","n/e","653","418","n/e","4019","4174","n/e"
"16.08.2022 02:30 - 16.08.2022 02:45","0","0","n/e","652","421","n/e","4023","4326","n/e"
"16.08.2022 02:45 - 16.08.2022 03:00","0","0","n/e","650","396","n/e","4015","4343","n/e"
"16.08.2022 03:00 - 16.08.2022 03:15","0","0","n/e","646","400","n/e","4000","4343","n/e"
"16.08.2022 03:15 - 16.08.2022 03:30","0","0","n/e","636","408","n/e","3984","4353","n/e"
"16.08.2022 03:30 - 16.08.2022 03:45","0","0","n/e","617","459","n/e","3973","4493","n/e"
"16.08.2022 03:45 - 16.08.2022 04:00","0","0","n/e","604","453","n/e","3962","4467","n/e"
"16.08.2022 04:00 - 16.08.2022 04:15","0","0","n/e","582","475","n/e","3948","4462","n/e"
"16.08.2022 04:15 - 16.08.2022 04:30","0","0","n/e","575","459","n/e","3946","4515","n/e"
"16.08.2022 04:30 - 16.08.2022 04:45","0","0","n/e","567","460","n/e","3941","4443","n/e"
"16.08.2022 04:45 - 16.08.2022 05:00","0","0","n/e","556","430","n/e","3934","4469","n/e"
"16.08.2022 05:00 - 16.08.2022 05:15","0","0","n/e","551","448","n/e","3933","4502","n/e"
"16.08.2022 05:15 - 16.08.2022 05:30","0","0","n/e","535","438","n/e","3889","4483","n/e"
"16.08.2022 05:30 - 16.08.2022 05:45","0","0","n/e","508","379","n/e","3836","4393","n/e"
"16.08.2022 05:45 - 16.08.2022 06:00","1","1","n/e","489","352","n/e","3786","4296","n/e"
"16.08.2022 06:00 - 16.08.2022 06:15","107","87","n/e","471","316","n/e","3737","4236","n/e"
"16.08.2022 06:15 - 16.08.2022 06:30","329","303","n/e","463","311","n/e","3670","4169","n/e"
"16.08.2022 06:30 - 16.08.2022 06:45","703","649","n/e","453","301","n/e","3604","4012","n/e"
"16.08.2022 06:45 - 16.08.2022 07:00","1257","1218","n/e","445","312","n/e","3502","3902","n/e"
"16.08.2022 07:00 - 16.08.2022 07:15","2126","2116","n/e","401","324","n/e","3390","3860","n/e"
"16.08.2022 07:15 - 16.08.2022 07:30","3302","3311","n/e","404","368","n/e","3248","3767","n/e"
"16.08.2022 07:30 - 16.08.2022 07:45","4760","4838","n/e","410","394","n/e","3074","3636","n/e"
"16.08.2022 07:45 - 16.08.2022 08:00","6461","6630","n/e","407","415","n/e","2882","3455","n/e"
"16.08.2022 08:00 - 16.08.2022 08:15","8330","8612","n/e","451","427","n/e","2664","3275","n/e"
"16.08.2022 08:15 - 16.08.2022 08:30","10395","10771","n/e","468","473","n/e","2397","2992","n/e"
"16.08.2022 08:30 - 16.08.2022 08:45","12608","13012","n/e","488","502","n/e","2115","2638","n/e"
"16.08.2022 08:45 - 16.08.2022 09:00","14785","15269","n/e","504","533","n/e","1830","2288","n/e"
"16.08.2022 09:00 - 16.08.2022 09:15","16876","17448","n/e","525","561","n/e","1629","2043","n/e"
"16.08.2022 09:15 - 16.08.2022 09:30","18886","19470","n/e","562","586","n/e","1469","1852","n/e"
"16.08.2022 09:30 - 16.08.2022 09:45","20801","21424","n/e","605","608","n/e","1344","1705","n/e"
"16.08.2022 09:45 - 16.08.2022 10:00","22590","23225","n/e","639","631","n/e","1274","1625","n/e"
"16.08.2022 10:00 - 16.08.2022 10:15","24236","24847","n/e","674","653","n/e","1250","1583","n/e"
"16.08.2022 10:15 - 16.08.2022 10:30","25769","26343","n/e","696","659","n/e","1269","1588","n/e"
"16.08.2022 10:30 - 16.08.2022 10:45","27150","27685","n/e","723","671","n/e","1280","1588","n/e"
"16.08.2022 10:45 - 16.08.2022 11:00","28396","28854","n/e","740","679","n/e","1312","1581","n/e"
"16.08.2022 11:00 - 16.08.2022 11:15","29492","29735","n/e","761","683","n/e","1351","1578","n/e"
"16.08.2022 11:15 - 16.08.2022 11:30","30389","30510","n/e","748","682","n/e","1425","1622","n/e"
"16.08.2022 11:30 - 16.08.2022 11:45","31111","31165","n/e","735","676","n/e","1499","1665","n/e"
"16.08.2022 11:45 - 16.08.2022 12:00","31698","31689","n/e","724","677","n/e","1564","1706","n/e"
"16.08.2022 12:00 - 16.08.2022 12:15","32171","32088","n/e","706","675","n/e","1623","1748","n/e"
"16.08.2022 12:15 - 16.08.2022 12:30","32552","32379","n/e","723","676","n/e","1646","1791","n/e"
"16.08.2022 12:30 - 16.08.2022 12:45","32804","32533","n/e","730","679","n/e","1668","1832","n/e"
"16.08.2022 12:45 - 16.08.2022 13:00","32952","32550","n/e","733","677","n/e","1684","1872","n/e"
"16.08.2022 13:00 - 16.08.2022 13:15","32961","32460","n/e","736","681","n/e","1705","1912","n/e"
"16.08.2022 13:15 - 16.08.2022 13:30","32871","32180","n/e","752","702","n/e","1728","1950","n/e"
"16.08.2022 13:30 - 16.08.2022 13:45","32673","31875","n/e","769","716","n/e","1748","1988","n/e"
"16.08.2022 13:45 - 16.08.2022 14:00","32364","31477","n/e","781","732","n/e","1770","2031","n/e"
"16.08.2022 14:00 - 16.08.2022 14:15","31964","31137","n/e","793","745","n/e","1799","1873","n/e"
"16.08.2022 14:15 - 16.08.2022 14:30","31453","30553","n/e","791","759","n/e","1815","1912","n/e"
"16.08.2022 14:30 - 16.08.2022 14:45","30863","29878","n/e","784","771","n/e","1819","1941","n/e"
"16.08.2022 14:45 - 16.08.2022 15:00","30137","29096","n/e","778","783","n/e","1813","1960","n/e"
"16.08.2022 15:00 - 16.08.2022 15:15","29225","28257","n/e","767","719","n/e","1802","1968","n/e"
"16.08.2022 15:15 - 16.08.2022 15:30","28318","27322","n/e","764","709","n/e","1787","1965","n/e"
"16.08.2022 15:30 - 16.08.2022 15:45","27244","26243","n/e","764","700","n/e","1772","1959","n/e"
"16.08.2022 15:45 - 16.08.2022 16:00","26047","25097","n/e","764","687","n/e","1753","1951","n/e"
"16.08.2022 16:00 - 16.08.2022 16:15","24753","23861","n/e","764","679","n/e","1724","1942","n/e"
"16.08.2022 16:15 - 16.08.2022 16:30","23319","22523","n/e","747","657","n/e","1672","1916","n/e"
"16.08.2022 16:30 - 16.08.2022 16:45","21783","21070","n/e","733","640","n/e","1620","1891","n/e"
"16.08.2022 16:45 - 16.08.2022 17:00","20138","19551","n/e","721","623","n/e","1574","1865","n/e"
"16.08.2022 17:00 - 16.08.2022 17:15","18394","17925","n/e","700","603","n/e","1526","1835","n/e"
"16.08.2022 17:15 - 16.08.2022 17:30","16560","16251","n/e","679","583","n/e","1445","1772","n/e"
"16.08.2022 17:30 - 16.08.2022 17:45","14674","14451","n/e","654","565","n/e","1362","1708","n/e"
"16.08.2022 17:45 - 16.08.2022 18:00","12762","12618","n/e","637","543","n/e","1278","1637","n/e"
"16.08.2022 18:00 - 16.08.2022 18:15","10868","10798","n/e","614","518","n/e","1196","1566","n/e"
"16.08.2022 18:15 - 16.08.2022 18:30","8981","8965","n/e","585","491","n/e","1130","1496","n/e"
"16.08.2022 18:30 - 16.08.2022 18:45","7146","7170","n/e","561","464","n/e","1063","1426","n/e"
"16.08.2022 18:45 - 16.08.2022 19:00","5472","5513","n/e","532","436","n/e","1009","1370","n/e"
"16.08.2022 19:00 - 16.08.2022 19:15","4029","4071","n/e","508","408","n/e","959","1299","n/e"
"16.08.2022 19:15 - 16.08.2022 19:30","2815","2853","n/e","473","374","n/e","926","1230","n/e"
"16.08.2022 19:30 - 16.08.2022 19:45","1876","1905","n/e","437","341","n/e","917","1185","n/e"
"16.08.2022 19:45 - 16.08.2022 20:00","1182","1197","n/e","403","309","n/e","898","1125","n/e"
"16.08.2022 20:00 - 16.08.2022 20:15","677","692","n/e","372","275","n/e","868","1065","n/e"
"16.08.2022 20:15 - 16.08.2022 20:30","350","361","n/e","352","252","n/e","843","1019","n/e"
"16.08.2022 20:30 - 16.08.2022 20:45","174","162","n/e","331","230","n/e","836","997","n/e"
"16.08.2022 20:45 - 16.08.2022 21:00","25","27","n/e","311","205","n/e","841","993","n/e"
"16.08.2022 21:00 - 16.08.2022 21:15","0","0","n/e","290","184","n/e","852","984","n/e"
"16.08.2022 21:15 - 16.08.2022 21:30","0","0","n/e","269","177","n/e","869","973","n/e"
"16.08.2022 21:30 - 16.08.2022 21:45","0","0","n/e","248","163","n/e","888","964","n/e"
"16.08.2022 21:45 - 16.08.2022 22:00","0","0","n/e","227","149","n/e","907","948","n/e"
"16.08.2022 22:00 - 16.08.2022 22:15","0","0","n/e","206","135","n/e","928","931","n/e"
"16.08.2022 22:15 - 16.08.2022 22:30","0","0","n/e","194","126","n/e","971","933","n/e"
"16.08.2022 22:30 - 16.08.2022 22:45","0","0","n/e","177","114","n/e","1014","934","n/e"
"16.08.2022 22:45 - 16.08.2022 23:00","0","0","n/e","168","105","n/e","1051","934","n/e"
"16.08.2022 23:00 - 16.08.2022 23:15","0","0","n/e","153","101","n/e","1084","937","n/e"
"16.08.2022 23:15 - 16.08.2022 23:30","0","0","n/e","139","94","n/e","1100","958","n/e"
"16.08.2022 23:30 - 16.08.2022 23:45","0","0","n/e","133","90","n/e","1115","984","n/e"
"16.08.2022 23:45 - 17.08.2022 00:00","0","0","n/e","118","90","n/e","1132","1015","n/e"
"17.08.2022 00:00 - 17.08.2022 00:15","0","0","n/e","124","71","n/e","1242","1115","n/e"
"17.08.2022 00:15 - 17.08.2022 00:30","0","0","n/e","117","75","n/e","1252","1187","n/e"
"17.08.2022 00:30 - 17.08.2022 00:45","0","0","n/e","108","73","n/e","1262","1228","n/e"
"17.08.2022 00:45 - 17.08.2022 01:00","0","0","n/e","105","66","n/e","1279","1287","n/e"
"17.08.2022 01:00 - 17.08.2022 01:15","0","0","n/e","82","61","n/e","1290","1223","n/e"
"17.08.2022 01:15 - 17.08.2022 01:30","0","0","n/e","80","52","n/e","1310","1222","n/e"
"17.08.2022 01:30 - 17.08.2022 01:45","0","0","n/e","79","56","n/e","1348","1221","n/e"
"17.08.2022 01:45 - 17.08.2022 02:00","0","0","n/e","79","60","n/e","1405","1276","n/e"
"17.08.2022 02:00 - 17.08.2022 02:15","0","0","n/e","82","67","n/e","1485","1376","n/e"
"17.08.2022 02:15 - 17.08.2022 02:30","0","0","n/e","80","63","n/e","1568","1505","n/e"
"17.08.2022 02:30 - 17.08.2022 02:45","0","0","n/e","76","64","n/e","1637","1543","n/e"
"17.08.2022 02:45 - 17.08.2022 03:00","0","0","n/e","75","56","n/e","1669","1550","n/e"
"17.08.2022 03:00 - 17.08.2022 03:15","0","0","n/e","78","48","n/e","1685","1548","n/e"
"17.08.2022 03:15 - 17.08.2022 03:30","0","0","n/e","79","44","n/e","1690","1541","n/e"
"17.08.2022 03:30 - 17.08.2022 03:45","0","0","n/e","78","45","n/e","1689","1508","n/e"
"17.08.2022 03:45 - 17.08.2022 04:00","0","0","n/e","77","41","n/e","1680","1518","n/e"
"17.08.2022 04:00 - 17.08.2022 04:15","0","0","n/e","77","39","n/e","1660","1530","n/e"
"17.08.2022 04:15 - 17.08.2022 04:30","0","0","n/e","76","43","n/e","1639","1566","n/e"
"17.08.2022 04:30 - 17.08.2022 04:45","0","0","n/e","73","40","n/e","1618","1566","n/e"
"17.08.2022 04:45 - 17.08.2022 05:00","0","0","n/e","72","39","n/e","1592","1602","n/e"
"17.08.2022 05:00 - 17.08.2022 05:15","0","0","n/e","72","45","n/e","1574","1630","n/e"
"17.08.2022 05:15 - 17.08.2022 05:30","0","0","n/e","73","49","n/e","1575","1656","n/e"
"17.08.2022 05:30 - 17.08.2022 05:45","0","0","n/e","68","41","n/e","1570","1653","n/e"
"17.08.2022 05:45 - 17.08.2022 06:00","1","2","n/e","65","39","n/e","1564","1667","n/e"
"17.08.2022 06:00 - 17.08.2022 06:15","101","86","n/e","64","42","n/e","1560","1740","n/e"
"17.08.2022 06:15 - 17.08.2022 06:30","319","282","n/e","62","49","n/e","1554","1720","n/e"
"17.08.2022 06:30 - 17.08.2022 06:45","682","606","n/e","63","49","n/e","1549","1733","n/e"
"17.08.2022 06:45 - 17.08.2022 07:00","1220","1152","n/e","63","43","n/e","1539","1770","n/e"
"17.08.2022 07:00 - 17.08.2022 07:15","2035","1989","n/e","62","50","n/e","1530","1738","n/e"
"17.08.2022 07:15 - 17.08.2022 07:30","3115","3144","n/e","60","57","n/e","1515","1795","n/e"
"17.08.2022 07:30 - 17.08.2022 07:45","4436","4537","n/e","61","57","n/e","1483","1739","n/e"
"17.08.2022 07:45 - 17.08.2022 08:00","5967","6104","n/e","59","63","n/e","1452","1686","n/e"
"17.08.2022 08:00 - 17.08.2022 08:15","7646","7788","n/e","60","70","n/e","1402","1636","n/e"
"17.08.2022 08:15 - 17.08.2022 08:30","9471","9572","n/e","62","91","n/e","1308","1546","n/e"
"17.08.2022 08:30 - 17.08.2022 08:45","11448","11403","n/e","65","101","n/e","1206","1433","n/e"
"17.08.2022 08:45 - 17.08.2022 09:00","13379","13233","n/e","67","114","n/e","1087","1296","n/e"
"17.08.2022 09:00 - 17.08.2022 09:15","15253","14906","n/e","69","125","n/e","945","1143","n/e"
"17.08.2022 09:15 - 17.08.2022 09:30","17075","16562","n/e","73","127","n/e","806","981","n/e"
"17.08.2022 09:30 - 17.08.2022 09:45","18829","18194","n/e","74","133","n/e","663","823","n/e"
"17.08.2022 09:45 - 17.08.2022 10:00","20469","19732","n/e","79","136","n/e","530","657","n/e"
"17.08.2022 10:00 - 17.08.2022 10:15","21971","21159","n/e","80","139","n/e","443","515","n/e"
"17.08.2022 10:15 - 17.08.2022 10:30","23352","22493","n/e","86","143","n/e","442","499","n/e"
"17.08.2022 10:30 - 17.08.2022 10:45","24596","23723","n/e","91","146","n/e","463","498","n/e"
"17.08.2022 10:45 - 17.08.2022 11:00","25714","24802","n/e","97","149","n/e","498","501","n/e"
"17.08.2022 11:00 - 17.08.2022 11:15","26685","25780","n/e","103","146","n/e","561","522","n/e"
"17.08.2022 11:15 - 17.08.2022 11:30","27490","26657","n/e","109","146","n/e","626","548","n/e"
"17.08.2022 11:30 - 17.08.2022 11:45","28162","27363","n/e","117","144","n/e","683","571","n/e"
"17.08.2022 11:45 - 17.08.2022 12:00","28700","27931","n/e","123","140","n/e","738","597","n/e"
"17.08.2022 12:00 - 17.08.2022 12:15","29129","28368","n/e","132","139","n/e","779","622","n/e"
"17.08.2022 12:15 - 17.08.2022 12:30","29466","28712","n/e","140","145","n/e","797","654","n/e"
"17.08.2022 12:30 - 17.08.2022 12:45","29668","28907","n/e","150","150","n/e","818","688","n/e"
"17.08.2022 12:45 - 17.08.2022 13:00","29761","29002","n/e","154","153","n/e","844","725","n/e"
"17.08.2022 13:00 - 17.08.2022 13:15","29770","28997","n/e","162","168","n/e","871","766","n/e"
"17.08.2022 13:15 - 17.08.2022 13:30","29657","28915","n/e","168","179","n/e","901","815","n/e"
"17.08.2022 13:30 - 17.08.2022 13:45","29427","28699","n/e","173","196","n/e","932","869","n/e"
"17.08.2022 13:45 - 17.08.2022 14:00","29100","28332","n/e","177","204","n/e","968","930","n/e"
"17.08.2022 14:00 - 17.08.2022 14:15","28691","28300","n/e","188","220","n/e","1009","973","n/e"
"17.08.2022 14:15 - 17.08.2022 14:30","28158","27784","n/e","206","236","n/e","1047","1053","n/e"
"17.08.2022 14:30 - 17.08.2022 14:45","27553","27136","n/e","228","253","n/e","1080","1136","n/e"
"17.08.2022 14:45 - 17.08.2022 15:00","26793","26352","n/e","245","272","n/e","1109","1225","n/e"
"17.08.2022 15:00 - 17.08.2022 15:15","26004","25505","n/e","265","358","n/e","1155","1331","n/e"
"17.08.2022 15:15 - 17.08.2022 15:30","25076","24550","n/e","290","400","n/e","1212","1455","n/e"
"17.08.2022 15:30 - 17.08.2022 15:45","24008","23486","n/e","310","446","n/e","1270","1584","n/e"
"17.08.2022 15:45 - 17.08.2022 16:00","22823","22319","n/e","328","494","n/e","1333","1710","n/e"
"17.08.2022 16:00 - 17.08.2022 16:15","21575","21083","n/e","354","539","n/e","1401","1828","n/e"
"17.08.2022 16:15 - 17.08.2022 16:30","20248","19763","n/e","377","586","n/e","1544","1958","n/e"
"17.08.2022 16:30 - 17.08.2022 16:45","18814","18372","n/e","399","631","n/e","1683","2083","n/e"
"17.08.2022 16:45 - 17.08.2022 17:00","17282","16925","n/e","418","682","n/e","1795","2229","n/e"
"17.08.2022 17:00 - 17.08.2022 17:15","15677","15368","n/e","447","728","n/e","1896","2370","n/e"
"17.08.2022 17:15 - 17.08.2022 17:30","13982","13722","n/e","485","779","n/e","2018","2525","n/e"
"17.08.2022 17:30 - 17.08.2022 17:45","12240","12047","n/e","521","836","n/e","2133","2676","n/e"
"17.08.2022 17:45 - 17.08.2022 18:00","10526","10388","n/e","559","884","n/e","2279","2877","n/e"
"17.08.2022 18:00 - 17.08.2022 18:15","8888","8808","n/e","592","933","n/e","2419","3076","n/e"
"17.08.2022 18:15 - 17.08.2022 18:30","7318","7278","n/e","640","1000","n/e","2639","3326","n/e"
"17.08.2022 18:30 - 17.08.2022 18:45","5846","5826","n/e","689","1063","n/e","2849","3568","n/e"
"17.08.2022 18:45 - 17.08.2022 19:00","4535","4514","n/e","737","1127","n/e","3071","3812","n/e"
"17.08.2022 19:00 - 17.08.2022 19:15","3380","3369","n/e","788","1190","n/e","3325","4081","n/e"
"17.08.2022 19:15 - 17.08.2022 19:30","2405","2418","n/e","853","1251","n/e","3595","4334","n/e"
"17.08.2022 19:30 - 17.08.2022 19:45","1628","1652","n/e","916","1315","n/e","3898","4602","n/e"
"17.08.2022 19:45 - 17.08.2022 20:00","1029","1056","n/e","980","1375","n/e","4190","4810","n/e"
"17.08.2022 20:00 - 17.08.2022 20:15","588","608","n/e","1041","1446","n/e","4447","4961","n/e"
"17.08.2022 20:15 - 17.08.2022 20:30","294","312","n/e","1103","1528","n/e","4718","5104","n/e"
"17.08.2022 20:30 - 17.08.2022 20:45","107","116","n/e","1168","1608","n/e","5096","5312","n/e"
"17.08.2022 20:45 - 17.08.2022 21:00","12","13","n/e","1225","1693","n/e","5481","5568","n/e"
"17.08.2022 21:00 - 17.08.2022 21:15","0","0","n/e","1274","1770","n/e","5819","5800","n/e"
"17.08.2022 21:15 - 17.08.2022 21:30","0","0","n/e","1319","1862","n/e","6130","5999","n/e"
"17.08.2022 21:30 - 17.08.2022 21:45","0","0","n/e","1358","1943","n/e","6435","6192","n/e"
"17.08.2022 21:45 - 17.08.2022 22:00","0","0","n/e","1394","2027","n/e","6716","6363","n/e"
"17.08.2022 22:00 - 17.08.2022 22:15","0","0","n/e","1454","2121","n/e","6914","6454","n/e"
"17.08.2022 22:15 - 17.08.2022 22:30","0","0","n/e","1496","2163","n/e","7049","6508","n/e"
"17.08.2022 22:30 - 17.08.2022 22:45","0","0","n/e","1545","2200","n/e","7180","6562","n/e"
"17.08.2022 22:45 - 17.08.2022 23:00","0","0","n/e","1588","2230","n/e","7292","6607","n/e"
"17.08.2022 23:00 - 17.08.2022 23:15","0","0","n/e","1629","2264","n/e","7387","6647","n/e"
"17.08.2022 23:15 - 17.08.2022 23:30","0","0","n/e","1652","2286","n/e","7291","6580","n/e"
"17.08.2022 23:30 - 17.08.2022 23:45","0","0","n/e","1673","2308","n/e","7189","6509","n/e"
"17.08.2022 23:45 - 18.08.2022 00:00","0","0","n/e","1695","2327","n/e","7093","6422","n/e"
"18.08.2022 00:00 - 18.08.2022 00:15","0","0","n/e","2651","2410","n/e","5767","5458","n/e"
"18.08.2022 00:15 - 18.08.2022 00:30","0","0","n/e","2709","2403","n/e","5696","5403","n/e"
"18.08.2022 00:30 - 18.08.2022 00:45","0","0","n/e","2766","2479","n/e","5608","5136","n/e"
"18.08.2022 00:45 - 18.08.2022 01:00","0","0","n/e","2819","2579","n/e","5518","4950","n/e"
"18.08.2022 01:00 - 18.08.2022 01:15","0","0","n/e","2401","2614","n/e","5416","4829","n/e"
"18.08.2022 01:15 - 18.08.2022 01:30","0","0","n/e","2415","2715","n/e","5301","4834","n/e"
"18.08.2022 01:30 - 18.08.2022 01:45","0","0","n/e","2428","2710","n/e","5203","4719","n/e"
"18.08.2022 01:45 - 18.08.2022 02:00","0","0","n/e","2445","2684","n/e","5134","4696","n/e"
"18.08.2022 02:00 - 18.08.2022 02:15","0","0","n/e","2454","2610","n/e","5100","4619","n/e"
"18.08.2022 02:15 - 18.08.2022 02:30","0","0","n/e","2445","2579","n/e","5069","4569","n/e"
"18.08.2022 02:30 - 18.08.2022 02:45","0","0","n/e","2442","2507","n/e","4997","4607","n/e"
"18.08.2022 02:45 - 18.08.2022 03:00","0","0","n/e","2431","2481","n/e","4882","4491","n/e"
"18.08.2022 03:00 - 18.08.2022 03:15","0","0","n/e","2434","2633","n/e","4756","4431","n/e"
"18.08.2022 03:15 - 18.08.2022 03:30","0","0","n/e","2463","2680","n/e","4638","4412","n/e"
"18.08.2022 03:30 - 18.08.2022 03:45","0","0","n/e","2493","2734","n/e","4518","4344","n/e"
"18.08.2022 03:45 - 18.08.2022 04:00","0","0","n/e","2520","2697","n/e","4400","4298","n/e"
"18.08.2022 04:00 - 18.08.2022 04:15","0","0","n/e","2550","2657","n/e","4271","4246","n/e"
"18.08.2022 04:15 - 18.08.2022 04:30","0","0","n/e","2557","2663","n/e","4190","4211","n/e"
"18.08.2022 04:30 - 18.08.2022 04:45","0","0","n/e","2571","2671","n/e","4107","4334","n/e"
"18.08.2022 04:45 - 18.08.2022 05:00","0","0","n/e","2584","2692","n/e","4024","4259","n/e"
"18.08.2022 05:00 - 18.08.2022 05:15","0","0","n/e","2585","2713","n/e","3950","4280","n/e"
"18.08.2022 05:15 - 18.08.2022 05:30","0","0","n/e","2561","2681","n/e","3875","4366","n/e"
"18.08.2022 05:30 - 18.08.2022 05:45","0","0","n/e","2530","2609","n/e","3793","4340","n/e"
"18.08.2022 05:45 - 18.08.2022 06:00","4","5","n/e","2507","2592","n/e","3732","4341","n/e"
"18.08.2022 06:00 - 18.08.2022 06:15","82","72","n/e","2470","2552","n/e","3670","4215","n/e"
"18.08.2022 06:15 - 18.08.2022 06:30","254","214","n/e","2429","2557","n/e","3608","4165","n/e"
"18.08.2022 06:30 - 18.08.2022 06:45","519","458","n/e","2377","2570","n/e","3546","3996","n/e"
"18.08.2022 06:45 - 18.08.2022 07:00","916","867","n/e","2326","2468","n/e","3472","3914","n/e"
"18.08.2022 07:00 - 18.08.2022 07:15","1515","1459","n/e","2272","2419","n/e","3390","3925","n/e"
"18.08.2022 07:15 - 18.08.2022 07:30","2325","2283","n/e","2226","2330","n/e","3283","3866","n/e"
