MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Solar  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Offshore  [MW] Intraday / Bulgaria (BG),Generation - Wind Offshore  [MW] Current / Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG),Generation - Wind Onshore  [MW] Day Ahead/ Bulgaria (BG)
23.07.2022 00:00 - 23.07.2022 01:00,0,0,0,N/A,n/e,n/e,46,46,46
23.07.2022 01:00 - 23.07.2022 02:00,0,0,0,N/A,n/e,n/e,14,14,14
23.07.2022 02:00 - 23.07.2022 03:00,0,0,0,N/A,n/e,n/e,12,12,12
23.07.2022 03:00 - 23.07.2022 04:00,0,0,0,N/A,n/e,n/e,8,8,8
23.07.2022 04:00 - 23.07.2022 05:00,0,0,0,N/A,n/e,n/e,92,92,92
23.07.2022 05:00 - 23.07.2022 06:00,20,20,20,N/A,n/e,n/e,171,171,171
23.07.2022 06:00 - 23.07.2022 07:00,179,179,179,N/A,n/e,n/e,146,146,146
23.07.2022 07:00 - 23.07.2022 08:00,394,394,394,N/A,n/e,n/e,85,85,85
23.07.2022 08:00 - 23.07.2022 09:00,605,605,605,N/A,n/e,n/e,37,37,37
23.07.2022 09:00 - 23.07.2022 10:00,783,783,783,N/A,n/e,n/e,39,39,39
23.07.2022 10:00 - 23.07.2022 11:00,921,921,921,N/A,n/e,n/e,28,28,28
23.07.2022 11:00 - 23.07.2022 12:00,1005,1005,1005,N/A,n/e,n/e,16,16,16
23.07.2022 12:00 - 23.07.2022 13:00,1031,1031,1031,N/A,n/e,n/e,4,4,4
23.07.2022 13:00 - 23.07.2022 14:00,985,985,985,N/A,n/e,n/e,4,4,4
23.07.2022 14:00 - 23.07.2022 15:00,885,885,885,N/A,n/e,n/e,10,10,10
23.07.2022 15:00 - 23.07.2022 16:00,715,715,715,N/A,n/e,n/e,23,23,23
23.07.2022 16:00 - 23.07.2022 17:00,527,527,527,N/A,n/e,n/e,21,21,21
23.07.2022 17:00 - 23.07.2022 18:00,335,335,335,N/A,n/e,n/e,22,22,22
23.07.2022 18:00 - 23.07.2022 19:00,134,134,134,N/A,n/e,n/e,55,55,55
23.07.2022 19:00 - 23.07.2022 20:00,7,7,7,N/A,n/e,n/e,92,92,92
23.07.2022 20:00 - 23.07.2022 21:00,0,0,0,N/A,n/e,n/e,120,120,120
23.07.2022 21:00 - 23.07.2022 22:00,0,0,0,N/A,n/e,n/e,141,141,141
23.07.2022 22:00 - 23.07.2022 23:00,0,0,0,N/A,n/e,n/e,167,167,167
23.07.2022 23:00 - 24.07.2022 00:00,0,0,0,N/A,n/e,n/e,106,106,106
24.07.2022 00:00 - 24.07.2022 01:00,0,0,0,N/A,n/e,n/e,70,70,70
24.07.2022 01:00 - 24.07.2022 02:00,0,0,0,N/A,n/e,n/e,51,51,51
24.07.2022 02:00 - 24.07.2022 03:00,0,0,0,N/A,n/e,n/e,40,40,40
24.07.2022 03:00 - 24.07.2022 04:00,0,0,0,N/A,n/e,n/e,47,47,47
24.07.2022 04:00 - 24.07.2022 05:00,0,0,0,N/A,n/e,n/e,46,46,46
24.07.2022 05:00 - 24.07.2022 06:00,18,18,18,N/A,n/e,n/e,47,47,47
24.07.2022 06:00 - 24.07.2022 07:00,173,173,173,N/A,n/e,n/e,52,52,52
24.07.2022 07:00 - 24.07.2022 08:00,389,389,389,N/A,n/e,n/e,38,38,38
24.07.2022 08:00 - 24.07.2022 09:00,600,600,600,N/A,n/e,n/e,11,11,11
24.07.2022 09:00 - 24.07.2022 10:00,781,781,781,N/A,n/e,n/e,12,12,12
24.07.2022 10:00 - 24.07.2022 11:00,920,920,920,N/A,n/e,n/e,17,17,17
24.07.2022 11:00 - 24.07.2022 12:00,1012,1012,1012,N/A,n/e,n/e,35,35,35
24.07.2022 12:00 - 24.07.2022 13:00,1035,1035,1035,N/A,n/e,n/e,44,44,44
24.07.2022 13:00 - 24.07.2022 14:00,970,970,970,N/A,n/e,n/e,60,60,60
24.07.2022 14:00 - 24.07.2022 15:00,853,853,853,N/A,n/e,n/e,73,73,73
24.07.2022 15:00 - 24.07.2022 16:00,686,686,686,N/A,n/e,n/e,92,92,92
24.07.2022 16:00 - 24.07.2022 17:00,510,510,510,N/A,n/e,n/e,112,112,112
24.07.2022 17:00 - 24.07.2022 18:00,300,300,300,N/A,n/e,n/e,101,101,101
24.07.2022 18:00 - 24.07.2022 19:00,117,117,117,N/A,n/e,n/e,95,95,95
24.07.2022 19:00 - 24.07.2022 20:00,5,5,5,N/A,n/e,n/e,110,110,110
24.07.2022 20:00 - 24.07.2022 21:00,0,0,0,N/A,n/e,n/e,131,131,131
24.07.2022 21:00 - 24.07.2022 22:00,0,0,0,N/A,n/e,n/e,149,149,149
24.07.2022 22:00 - 24.07.2022 23:00,0,0,0,N/A,n/e,n/e,165,165,165
24.07.2022 23:00 - 25.07.2022 00:00,0,0,0,N/A,n/e,n/e,216,216,216
25.07.2022 00:00 - 25.07.2022 01:00,0,0,0,N/A,n/e,n/e,236,236,236
25.07.2022 01:00 - 25.07.2022 02:00,0,0,0,N/A,n/e,n/e,222,222,222
25.07.2022 02:00 - 25.07.2022 03:00,0,0,0,N/A,n/e,n/e,79,79,79
25.07.2022 03:00 - 25.07.2022 04:00,0,0,0,N/A,n/e,n/e,73,73,73
25.07.2022 04:00 - 25.07.2022 05:00,0,0,0,N/A,n/e,n/e,82,82,82
25.07.2022 05:00 - 25.07.2022 06:00,9,9,9,N/A,n/e,n/e,108,108,108
25.07.2022 06:00 - 25.07.2022 07:00,87,87,87,N/A,n/e,n/e,89,89,89
25.07.2022 07:00 - 25.07.2022 08:00,227,227,227,N/A,n/e,n/e,83,83,83
25.07.2022 08:00 - 25.07.2022 09:00,404,404,404,N/A,n/e,n/e,76,76,76
25.07.2022 09:00 - 25.07.2022 10:00,607,607,607,N/A,n/e,n/e,79,79,79
25.07.2022 10:00 - 25.07.2022 11:00,765,765,765,N/A,n/e,n/e,56,56,56
25.07.2022 11:00 - 25.07.2022 12:00,880,880,880,N/A,n/e,n/e,62,62,62
25.07.2022 12:00 - 25.07.2022 13:00,920,920,920,N/A,n/e,n/e,62,62,62
25.07.2022 13:00 - 25.07.2022 14:00,925,925,925,N/A,n/e,n/e,43,43,43
25.07.2022 14:00 - 25.07.2022 15:00,783,783,783,N/A,n/e,n/e,23,23,23
25.07.2022 15:00 - 25.07.2022 16:00,640,640,640,N/A,n/e,n/e,23,23,23
25.07.2022 16:00 - 25.07.2022 17:00,506,506,506,N/A,n/e,n/e,19,19,19
25.07.2022 17:00 - 25.07.2022 18:00,331,331,331,N/A,n/e,n/e,12,12,12
25.07.2022 18:00 - 25.07.2022 19:00,121,121,121,N/A,n/e,n/e,5,5,5
25.07.2022 19:00 - 25.07.2022 20:00,5,5,5,N/A,n/e,n/e,11,11,11
25.07.2022 20:00 - 25.07.2022 21:00,0,0,0,N/A,n/e,n/e,12,12,12
25.07.2022 21:00 - 25.07.2022 22:00,0,0,0,N/A,n/e,n/e,21,21,21
25.07.2022 22:00 - 25.07.2022 23:00,0,0,0,N/A,n/e,n/e,22,22,22
25.07.2022 23:00 - 26.07.2022 00:00,0,0,0,N/A,n/e,n/e,4,4,4
26.07.2022 00:00 - 26.07.2022 01:00,0,0,0,N/A,n/e,n/e,7,7,7
26.07.2022 01:00 - 26.07.2022 02:00,0,0,0,N/A,n/e,n/e,6,6,6
26.07.2022 02:00 - 26.07.2022 03:00,0,0,0,N/A,n/e,n/e,6,6,6
26.07.2022 03:00 - 26.07.2022 04:00,0,0,0,N/A,n/e,n/e,9,9,9
26.07.2022 04:00 - 26.07.2022 05:00,0,0,0,N/A,n/e,n/e,7,7,7
26.07.2022 05:00 - 26.07.2022 06:00,15,15,15,N/A,n/e,n/e,3,3,3
26.07.2022 06:00 - 26.07.2022 07:00,167,167,167,N/A,n/e,n/e,0,0,0
26.07.2022 07:00 - 26.07.2022 08:00,382,382,382,N/A,n/e,n/e,2,2,2
26.07.2022 08:00 - 26.07.2022 09:00,597,597,597,N/A,n/e,n/e,2,2,2
26.07.2022 09:00 - 26.07.2022 10:00,781,781,781,N/A,n/e,n/e,0,0,0
26.07.2022 10:00 - 26.07.2022 11:00,920,920,920,N/A,n/e,n/e,0,0,0
26.07.2022 11:00 - 26.07.2022 12:00,1004,1004,1004,N/A,n/e,n/e,2,2,2
26.07.2022 12:00 - 26.07.2022 13:00,1029,1029,1029,N/A,n/e,n/e,0,0,0
26.07.2022 13:00 - 26.07.2022 14:00,991,991,991,N/A,n/e,n/e,2,2,2
26.07.2022 14:00 - 26.07.2022 15:00,877,877,877,N/A,n/e,n/e,10,10,10
26.07.2022 15:00 - 26.07.2022 16:00,727,727,727,N/A,n/e,n/e,27,27,27
26.07.2022 16:00 - 26.07.2022 17:00,526,526,526,N/A,n/e,n/e,39,39,39
26.07.2022 17:00 - 26.07.2022 18:00,328,328,328,N/A,n/e,n/e,41,41,41
26.07.2022 18:00 - 26.07.2022 19:00,125,125,125,N/A,n/e,n/e,54,54,54
26.07.2022 19:00 - 26.07.2022 20:00,5,5,5,N/A,n/e,n/e,69,69,69
26.07.2022 20:00 - 26.07.2022 21:00,0,0,0,N/A,n/e,n/e,84,84,84
26.07.2022 21:00 - 26.07.2022 22:00,0,0,0,N/A,n/e,n/e,91,91,91
26.07.2022 22:00 - 26.07.2022 23:00,0,0,0,N/A,n/e,n/e,110,110,110
26.07.2022 23:00 - 27.07.2022 00:00,0,0,0,N/A,n/e,n/e,262,262,262
27.07.2022 00:00 - 27.07.2022 01:00,0,0,0,N/A,n/e,n/e,239,239,239
27.07.2022 01:00 - 27.07.2022 02:00,0,0,0,N/A,n/e,n/e,200,200,200
27.07.2022 02:00 - 27.07.2022 03:00,0,0,0,N/A,n/e,n/e,180,180,180
27.07.2022 03:00 - 27.07.2022 04:00,0,0,0,N/A,n/e,n/e,149,149,149
27.07.2022 04:00 - 27.07.2022 05:00,0,0,0,N/A,n/e,n/e,114,114,114
27.07.2022 05:00 - 27.07.2022 06:00,15,15,15,N/A,n/e,n/e,82,82,82
27.07.2022 06:00 - 27.07.2022 07:00,167,167,167,N/A,n/e,n/e,85,85,85
27.07.2022 07:00 - 27.07.2022 08:00,381,381,381,N/A,n/e,n/e,73,73,73
27.07.2022 08:00 - 27.07.2022 09:00,592,592,592,N/A,n/e,n/e,65,65,65
27.07.2022 09:00 - 27.07.2022 10:00,772,772,772,N/A,n/e,n/e,76,76,76
27.07.2022 10:00 - 27.07.2022 11:00,912,912,912,N/A,n/e,n/e,94,94,94
27.07.2022 11:00 - 27.07.2022 12:00,998,998,998,N/A,n/e,n/e,116,116,116
27.07.2022 12:00 - 27.07.2022 13:00,1012,1012,1012,N/A,n/e,n/e,135,135,135
27.07.2022 13:00 - 27.07.2022 14:00,961,961,961,N/A,n/e,n/e,162,162,162
27.07.2022 14:00 - 27.07.2022 15:00,865,865,865,N/A,n/e,n/e,148,148,148
27.07.2022 15:00 - 27.07.2022 16:00,711,711,711,N/A,n/e,n/e,115,115,115
27.07.2022 16:00 - 27.07.2022 17:00,517,517,517,N/A,n/e,n/e,85,85,85
27.07.2022 17:00 - 27.07.2022 18:00,319,319,319,N/A,n/e,n/e,76,76,76
27.07.2022 18:00 - 27.07.2022 19:00,121,121,121,N/A,n/e,n/e,85,85,85
27.07.2022 19:00 - 27.07.2022 20:00,4,4,4,N/A,n/e,n/e,101,101,101
27.07.2022 20:00 - 27.07.2022 21:00,0,0,0,N/A,n/e,n/e,100,100,100
27.07.2022 21:00 - 27.07.2022 22:00,0,0,0,N/A,n/e,n/e,111,111,111
27.07.2022 22:00 - 27.07.2022 23:00,0,0,0,N/A,n/e,n/e,83,83,83
27.07.2022 23:00 - 28.07.2022 00:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 00:00 - 28.07.2022 01:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 01:00 - 28.07.2022 02:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 02:00 - 28.07.2022 03:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 03:00 - 28.07.2022 04:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 04:00 - 28.07.2022 05:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 05:00 - 28.07.2022 06:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 06:00 - 28.07.2022 07:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 07:00 - 28.07.2022 08:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 08:00 - 28.07.2022 09:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 09:00 - 28.07.2022 10:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 10:00 - 28.07.2022 11:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 11:00 - 28.07.2022 12:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 12:00 - 28.07.2022 13:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 13:00 - 28.07.2022 14:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 14:00 - 28.07.2022 15:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 15:00 - 28.07.2022 16:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 16:00 - 28.07.2022 17:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 17:00 - 28.07.2022 18:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 18:00 - 28.07.2022 19:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 19:00 - 28.07.2022 20:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 20:00 - 28.07.2022 21:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 21:00 - 28.07.2022 22:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 22:00 - 28.07.2022 23:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
28.07.2022 23:00 - 29.07.2022 00:00,0,0,0,N/A,n/e,n/e,21,21,21
29.07.2022 00:00 - 29.07.2022 01:00,0,0,0,N/A,n/e,n/e,8,8,8
29.07.2022 01:00 - 29.07.2022 02:00,0,0,0,N/A,n/e,n/e,16,16,16
29.07.2022 02:00 - 29.07.2022 03:00,0,0,0,N/A,n/e,n/e,44,44,44
29.07.2022 03:00 - 29.07.2022 04:00,0,0,0,N/A,n/e,n/e,99,99,99
29.07.2022 04:00 - 29.07.2022 05:00,0,0,0,N/A,n/e,n/e,102,102,102
29.07.2022 05:00 - 29.07.2022 06:00,12,12,12,N/A,n/e,n/e,133,133,133
29.07.2022 06:00 - 29.07.2022 07:00,156,156,156,N/A,n/e,n/e,158,158,158
29.07.2022 07:00 - 29.07.2022 08:00,364,364,364,N/A,n/e,n/e,142,142,142
29.07.2022 08:00 - 29.07.2022 09:00,569,569,569,N/A,n/e,n/e,52,52,52
29.07.2022 09:00 - 29.07.2022 10:00,749,749,749,N/A,n/e,n/e,43,43,43
29.07.2022 10:00 - 29.07.2022 11:00,894,894,894,N/A,n/e,n/e,46,46,46
29.07.2022 11:00 - 29.07.2022 12:00,983,983,983,N/A,n/e,n/e,43,43,43
29.07.2022 12:00 - 29.07.2022 13:00,1013,1013,1013,N/A,n/e,n/e,34,34,34
29.07.2022 13:00 - 29.07.2022 14:00,972,972,972,N/A,n/e,n/e,34,34,34
29.07.2022 14:00 - 29.07.2022 15:00,854,854,854,N/A,n/e,n/e,38,38,38
29.07.2022 15:00 - 29.07.2022 16:00,683,683,683,N/A,n/e,n/e,41,41,41
29.07.2022 16:00 - 29.07.2022 17:00,516,516,516,N/A,n/e,n/e,37,37,37
29.07.2022 17:00 - 29.07.2022 18:00,304,304,304,N/A,n/e,n/e,37,37,37
29.07.2022 18:00 - 29.07.2022 19:00,111,111,111,N/A,n/e,n/e,57,57,57
29.07.2022 19:00 - 29.07.2022 20:00,3,3,3,N/A,n/e,n/e,78,78,78
29.07.2022 20:00 - 29.07.2022 21:00,0,0,0,N/A,n/e,n/e,108,108,108
29.07.2022 21:00 - 29.07.2022 22:00,0,0,0,N/A,n/e,n/e,106,106,106
29.07.2022 22:00 - 29.07.2022 23:00,0,0,0,N/A,n/e,n/e,104,104,104
29.07.2022 23:00 - 30.07.2022 00:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 00:00 - 30.07.2022 01:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 01:00 - 30.07.2022 02:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 02:00 - 30.07.2022 03:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 03:00 - 30.07.2022 04:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 04:00 - 30.07.2022 05:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 05:00 - 30.07.2022 06:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 06:00 - 30.07.2022 07:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 07:00 - 30.07.2022 08:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 08:00 - 30.07.2022 09:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 09:00 - 30.07.2022 10:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 10:00 - 30.07.2022 11:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 11:00 - 30.07.2022 12:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 12:00 - 30.07.2022 13:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 13:00 - 30.07.2022 14:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 14:00 - 30.07.2022 15:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 15:00 - 30.07.2022 16:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 16:00 - 30.07.2022 17:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 17:00 - 30.07.2022 18:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 18:00 - 30.07.2022 19:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 19:00 - 30.07.2022 20:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 20:00 - 30.07.2022 21:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 21:00 - 30.07.2022 22:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 22:00 - 30.07.2022 23:00,N/A,N/A,N/A,N/A,n/e,n/e,N/A,N/A,N/A
30.07.2022 23:00 - 31.07.2022 00:00,0,0,0,N/A,n/e,n/e,92,92,92
31.07.2022 00:00 - 31.07.2022 01:00,0,0,0,N/A,n/e,n/e,106,106,106
31.07.2022 01:00 - 31.07.2022 02:00,0,0,0,N/A,n/e,n/e,121,121,121
31.07.2022 02:00 - 31.07.2022 03:00,0,0,0,N/A,n/e,n/e,122,122,122
31.07.2022 03:00 - 31.07.2022 04:00,0,0,0,N/A,n/e,n/e,108,108,108
31.07.2022 04:00 - 31.07.2022 05:00,0,0,0,N/A,n/e,n/e,91,91,91
31.07.2022 05:00 - 31.07.2022 06:00,9,9,9,N/A,n/e,n/e,61,61,61
31.07.2022 06:00 - 31.07.2022 07:00,121,121,121,N/A,n/e,n/e,45,45,45
31.07.2022 07:00 - 31.07.2022 08:00,280,280,280,N/A,n/e,n/e,41,41,41
31.07.2022 08:00 - 31.07.2022 09:00,466,466,466,N/A,n/e,n/e,28,28,28
31.07.2022 09:00 - 31.07.2022 10:00,623,623,623,N/A,n/e,n/e,24,24,24
31.07.2022 10:00 - 31.07.2022 11:00,762,762,762,N/A,n/e,n/e,24,24,24
31.07.2022 11:00 - 31.07.2022 12:00,820,820,820,N/A,n/e,n/e,41,41,41
31.07.2022 12:00 - 31.07.2022 13:00,853,853,853,N/A,n/e,n/e,64,64,64
31.07.2022 13:00 - 31.07.2022 14:00,714,714,714,N/A,n/e,n/e,71,71,71
31.07.2022 14:00 - 31.07.2022 15:00,629,629,629,N/A,n/e,n/e,88,88,88
31.07.2022 15:00 - 31.07.2022 16:00,528,528,528,N/A,n/e,n/e,81,81,81
31.07.2022 16:00 - 31.07.2022 17:00,377,377,377,N/A,n/e,n/e,82,82,82
31.07.2022 17:00 - 31.07.2022 18:00,257,257,257,N/A,n/e,n/e,96,96,96
31.07.2022 18:00 - 31.07.2022 19:00,98,98,98,N/A,n/e,n/e,132,132,132
31.07.2022 19:00 - 31.07.2022 20:00,3,3,3,N/A,n/e,n/e,122,122,122
31.07.2022 20:00 - 31.07.2022 21:00,0,0,0,N/A,n/e,n/e,160,160,160
31.07.2022 21:00 - 31.07.2022 22:00,0,0,0,N/A,n/e,n/e,218,218,218
31.07.2022 22:00 - 31.07.2022 23:00,0,0,0,N/A,n/e,n/e,413,413,413
31.07.2022 23:00 - 01.08.2022 00:00,0,0,0,N/A,n/e,n/e,69,69,69
01.08.2022 00:00 - 01.08.2022 01:00,0,0,0,N/A,n/e,n/e,108,108,108
01.08.2022 01:00 - 01.08.2022 02:00,0,0,0,N/A,n/e,n/e,300,300,300
01.08.2022 02:00 - 01.08.2022 03:00,0,0,0,N/A,n/e,n/e,339,339,339
01.08.2022 03:00 - 01.08.2022 04:00,0,0,0,N/A,n/e,n/e,524,524,524
01.08.2022 04:00 - 01.08.2022 05:00,0,0,0,N/A,n/e,n/e,540,540,540
01.08.2022 05:00 - 01.08.2022 06:00,9,9,9,N/A,n/e,n/e,519,519,519
01.08.2022 06:00 - 01.08.2022 07:00,157,157,157,N/A,n/e,n/e,483,483,483
01.08.2022 07:00 - 01.08.2022 08:00,380,380,380,N/A,n/e,n/e,452,452,452
01.08.2022 08:00 - 01.08.2022 09:00,601,601,601,N/A,n/e,n/e,334,334,334
01.08.2022 09:00 - 01.08.2022 10:00,791,791,791,N/A,n/e,n/e,209,209,209
01.08.2022 10:00 - 01.08.2022 11:00,941,941,941,N/A,n/e,n/e,149,149,149
01.08.2022 11:00 - 01.08.2022 12:00,1029,1029,1029,N/A,n/e,n/e,103,103,103
01.08.2022 12:00 - 01.08.2022 13:00,1050,1050,1050,N/A,n/e,n/e,76,76,76
01.08.2022 13:00 - 01.08.2022 14:00,983,983,983,N/A,n/e,n/e,65,65,65
01.08.2022 14:00 - 01.08.2022 15:00,848,848,848,N/A,n/e,n/e,45,45,45
01.08.2022 15:00 - 01.08.2022 16:00,695,695,695,N/A,n/e,n/e,56,56,56
01.08.2022 16:00 - 01.08.2022 17:00,498,498,498,N/A,n/e,n/e,80,80,80
01.08.2022 17:00 - 01.08.2022 18:00,292,292,292,N/A,n/e,n/e,156,156,156
01.08.2022 18:00 - 01.08.2022 19:00,103,103,103,N/A,n/e,n/e,112,112,112
01.08.2022 19:00 - 01.08.2022 20:00,2,2,2,N/A,n/e,n/e,132,132,132
01.08.2022 20:00 - 01.08.2022 21:00,0,0,0,N/A,n/e,n/e,221,221,221
01.08.2022 21:00 - 01.08.2022 22:00,0,0,0,N/A,n/e,n/e,244,244,244
01.08.2022 22:00 - 01.08.2022 23:00,0,0,0,N/A,n/e,n/e,294,294,294
01.08.2022 23:00 - 02.08.2022 00:00,0,0,0,N/A,n/e,n/e,186,186,186
02.08.2022 00:00 - 02.08.2022 01:00,0,0,0,N/A,n/e,n/e,289,289,289
02.08.2022 01:00 - 02.08.2022 02:00,0,0,0,N/A,n/e,n/e,353,353,353
02.08.2022 02:00 - 02.08.2022 03:00,0,0,0,N/A,n/e,n/e,394,394,394
02.08.2022 03:00 - 02.08.2022 04:00,0,0,0,N/A,n/e,n/e,368,368,368
02.08.2022 04:00 - 02.08.2022 05:00,0,0,0,N/A,n/e,n/e,359,359,359
02.08.2022 05:00 - 02.08.2022 06:00,9,9,9,N/A,n/e,n/e,359,359,359
02.08.2022 06:00 - 02.08.2022 07:00,147,147,147,N/A,n/e,n/e,279,279,279
02.08.2022 07:00 - 02.08.2022 08:00,349,349,349,N/A,n/e,n/e,213,213,213
02.08.2022 08:00 - 02.08.2022 09:00,559,559,559,N/A,n/e,n/e,150,150,150
02.08.2022 09:00 - 02.08.2022 10:00,764,764,764,N/A,n/e,n/e,115,115,115
02.08.2022 10:00 - 02.08.2022 11:00,861,861,861,N/A,n/e,n/e,112,112,112
02.08.2022 11:00 - 02.08.2022 12:00,908,908,908,N/A,n/e,n/e,104,104,104
02.08.2022 12:00 - 02.08.2022 13:00,913,913,913,N/A,n/e,n/e,98,98,98
02.08.2022 13:00 - 02.08.2022 14:00,875,875,875,N/A,n/e,n/e,96,96,96
02.08.2022 14:00 - 02.08.2022 15:00,778,778,778,N/A,n/e,n/e,116,116,116
02.08.2022 15:00 - 02.08.2022 16:00,632,632,632,N/A,n/e,n/e,88,88,88
02.08.2022 16:00 - 02.08.2022 17:00,457,457,457,N/A,n/e,n/e,75,75,75
02.08.2022 17:00 - 02.08.2022 18:00,280,280,280,N/A,n/e,n/e,61,61,61
02.08.2022 18:00 - 02.08.2022 19:00,99,99,99,N/A,n/e,n/e,29,29,29
02.08.2022 19:00 - 02.08.2022 20:00,2,2,2,N/A,n/e,n/e,15,15,15
02.08.2022 20:00 - 02.08.2022 21:00,0,0,0,N/A,n/e,n/e,15,15,15
02.08.2022 21:00 - 02.08.2022 22:00,0,0,0,N/A,n/e,n/e,18,18,18
02.08.2022 22:00 - 02.08.2022 23:00,0,0,0,N/A,n/e,n/e,34,34,34
02.08.2022 23:00 - 03.08.2022 00:00,0,0,0,N/A,n/e,n/e,18,18,18
03.08.2022 00:00 - 03.08.2022 01:00,0,0,0,N/A,n/e,n/e,34,34,34
03.08.2022 01:00 - 03.08.2022 02:00,0,0,0,N/A,n/e,n/e,97,97,97
03.08.2022 02:00 - 03.08.2022 03:00,0,0,0,N/A,n/e,n/e,207,207,207
03.08.2022 03:00 - 03.08.2022 04:00,0,0,0,N/A,n/e,n/e,333,333,333
03.08.2022 04:00 - 03.08.2022 05:00,0,0,0,N/A,n/e,n/e,361,361,361
03.08.2022 05:00 - 03.08.2022 06:00,7,7,7,N/A,n/e,n/e,379,379,379
03.08.2022 06:00 - 03.08.2022 07:00,132,132,132,N/A,n/e,n/e,310,310,310
03.08.2022 07:00 - 03.08.2022 08:00,328,328,328,N/A,n/e,n/e,218,218,218
