MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Solar  [MW] Intraday / Germany (DE),Generation - Solar  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Offshore  [MW] Intraday / Germany (DE),Generation - Wind Offshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE),Generation - Wind Onshore  [MW] Intraday / Germany (DE),Generation - Wind Onshore  [MW] Day Ahead/ Germany (DE)
26.02.2022 19:30 - 26.02.2022 19:45,0,0,0,939,766,939,3299,3856,3299
26.02.2022 19:45 - 26.02.2022 20:00,0,0,0,997,821,997,3524,4094,3524
26.02.2022 20:00 - 26.02.2022 20:15,0,0,0,1062,881,1062,3751,4353,3751
26.02.2022 20:15 - 26.02.2022 20:30,0,0,0,1122,934,1122,4039,4610,4039
26.02.2022 20:30 - 26.02.2022 20:45,0,0,0,1184,990,1184,4324,4870,4324
26.02.2022 20:45 - 26.02.2022 21:00,0,0,0,1248,1037,1248,4611,5141,4611
26.02.2022 21:00 - 26.02.2022 21:15,0,0,0,1319,1089,1319,4908,5443,4908
26.02.2022 21:15 - 26.02.2022 21:30,0,0,0,1398,1140,1398,5260,5796,5260
26.02.2022 21:30 - 26.02.2022 21:45,0,0,0,1480,1187,1480,5611,6199,5611
26.02.2022 21:45 - 26.02.2022 22:00,0,0,0,1566,1245,1566,5959,6598,5959
26.02.2022 22:00 - 26.02.2022 22:15,0,0,0,1651,1307,1651,6290,6964,6290
26.02.2022 22:15 - 26.02.2022 22:30,0,0,0,1728,1378,1728,6636,7373,6636
26.02.2022 22:30 - 26.02.2022 22:45,0,0,0,1809,1455,1809,6982,7784,6982
26.02.2022 22:45 - 26.02.2022 23:00,0,0,0,1886,1532,1886,7322,8192,7322
26.02.2022 23:00 - 26.02.2022 23:15,0,0,0,1958,1604,1958,7673,8587,7673
26.02.2022 23:15 - 26.02.2022 23:30,0,0,0,2025,1692,2025,7941,8729,7941
26.02.2022 23:30 - 26.02.2022 23:45,0,0,0,2085,1781,2085,8215,8865,8215
26.02.2022 23:45 - 27.02.2022 00:00,0,0,0,2143,1869,2143,8482,8992,8482
27.02.2022 00:00 - 27.02.2022 00:15,0,0,0,1932,2052,1932,9626,10164,9626
27.02.2022 00:15 - 27.02.2022 00:30,0,0,0,1994,2103,1994,9709,10187,9709
27.02.2022 00:30 - 27.02.2022 00:45,0,0,0,2058,2160,2058,9775,9918,9775
27.02.2022 00:45 - 27.02.2022 01:00,0,0,0,2118,2205,2118,9836,9737,9836
27.02.2022 01:00 - 27.02.2022 01:15,0,0,0,2153,2210,2153,9819,9333,9819
27.02.2022 01:15 - 27.02.2022 01:30,0,0,0,2231,2210,2231,9689,9194,9689
27.02.2022 01:30 - 27.02.2022 01:45,0,0,0,2305,2278,2305,9544,9159,9544
27.02.2022 01:45 - 27.02.2022 02:00,0,0,0,2383,2358,2383,9377,9087,9377
27.02.2022 02:00 - 27.02.2022 02:15,0,0,0,2447,2409,2447,9286,9000,9286
27.02.2022 02:15 - 27.02.2022 02:30,0,0,0,2486,2405,2486,9152,8945,9152
27.02.2022 02:30 - 27.02.2022 02:45,0,0,0,2531,2393,2531,9017,8896,9017
27.02.2022 02:45 - 27.02.2022 03:00,0,0,0,2572,2398,2572,8917,8921,8917
27.02.2022 03:00 - 27.02.2022 03:15,0,0,0,2595,2379,2595,8833,8950,8833
27.02.2022 03:15 - 27.02.2022 03:30,0,0,0,2605,2351,2605,8749,8836,8749
27.02.2022 03:30 - 27.02.2022 03:45,0,0,0,2615,2343,2615,8683,8579,8683
27.02.2022 03:45 - 27.02.2022 04:00,0,0,0,2624,2298,2624,8619,8480,8619
27.02.2022 04:00 - 27.02.2022 04:15,0,0,0,2632,2318,2632,8568,8428,8568
27.02.2022 04:15 - 27.02.2022 04:30,0,0,0,2613,2280,2613,8584,8392,8584
27.02.2022 04:30 - 27.02.2022 04:45,0,0,0,2594,2282,2594,8608,8330,8608
27.02.2022 04:45 - 27.02.2022 05:00,0,0,0,2573,2314,2573,8636,8309,8636
27.02.2022 05:00 - 27.02.2022 05:15,0,0,0,2549,2367,2549,8671,8314,8671
27.02.2022 05:15 - 27.02.2022 05:30,0,0,0,2518,2414,2518,8726,8359,8726
27.02.2022 05:30 - 27.02.2022 05:45,0,0,0,2492,2455,2492,8782,8547,8782
27.02.2022 05:45 - 27.02.2022 06:00,0,0,0,2460,2437,2460,8839,8563,8839
27.02.2022 06:00 - 27.02.2022 06:15,0,0,0,2428,2389,2428,8979,8984,8979
27.02.2022 06:15 - 27.02.2022 06:30,0,0,0,2414,2361,2414,8991,9236,8991
27.02.2022 06:30 - 27.02.2022 06:45,0,0,0,2404,2341,2404,9016,9685,9016
27.02.2022 06:45 - 27.02.2022 07:00,0,0,0,2397,2346,2397,9047,9985,9047
27.02.2022 07:00 - 27.02.2022 07:15,134,144,134,2390,2334,2390,9057,10244,9057
27.02.2022 07:15 - 27.02.2022 07:30,615,604,615,2414,2322,2414,9009,10331,9009
27.02.2022 07:30 - 27.02.2022 07:45,1544,1550,1544,2433,2320,2433,8977,10512,8977
27.02.2022 07:45 - 27.02.2022 08:00,2902,2966,2902,2452,2349,2452,8959,10525,8959
27.02.2022 08:00 - 27.02.2022 08:15,4472,4620,4472,2477,2371,2477,8910,10438,8910
27.02.2022 08:15 - 27.02.2022 08:30,6208,6464,6208,2496,2402,2496,8705,10152,8705
27.02.2022 08:30 - 27.02.2022 08:45,8082,8448,8082,2523,2448,2523,8471,9759,8471
27.02.2022 08:45 - 27.02.2022 09:00,10027,10484,10027,2540,2478,2540,8193,9414,8193
27.02.2022 09:00 - 27.02.2022 09:15,12028,12636,12028,2561,2513,2561,7840,9004,7840
27.02.2022 09:15 - 27.02.2022 09:30,14036,14633,14036,2580,2550,2580,7388,8499,7388
27.02.2022 09:30 - 27.02.2022 09:45,15935,16550,15935,2600,2582,2600,6774,7952,6774
27.02.2022 09:45 - 27.02.2022 10:00,17675,18325,17675,2616,2614,2616,6167,7434,6167
27.02.2022 10:00 - 27.02.2022 10:15,19349,19974,19349,2625,2652,2625,5707,7054,5707
27.02.2022 10:15 - 27.02.2022 10:30,20879,21445,20879,2632,2743,2632,5641,7084,5641
27.02.2022 10:30 - 27.02.2022 10:45,22232,22780,22232,2634,2801,2634,5582,7119,5582
27.02.2022 10:45 - 27.02.2022 11:00,23360,23946,23360,2637,2856,2637,5532,7125,5532
27.02.2022 11:00 - 27.02.2022 11:15,24315,24933,24315,2638,2902,2638,5511,7173,5511
27.02.2022 11:15 - 27.02.2022 11:30,25042,25719,25042,2649,2957,2649,5692,7426,5692
27.02.2022 11:30 - 27.02.2022 11:45,25620,26374,25620,2658,3016,2658,5890,7628,5890
27.02.2022 11:45 - 27.02.2022 12:00,26024,26877,26024,2668,3071,2668,6085,7803,6085
27.02.2022 12:00 - 27.02.2022 12:15,26325,27174,26325,2668,3116,2668,6249,7950,6249
27.02.2022 12:15 - 27.02.2022 12:30,26404,27277,26404,2667,3128,2667,6372,8040,6372
27.02.2022 12:30 - 27.02.2022 12:45,26377,27278,26377,2660,3140,2660,6466,8124,6466
27.02.2022 12:45 - 27.02.2022 13:00,26217,27173,26217,2659,3155,2659,6554,8192,6554
27.02.2022 13:00 - 27.02.2022 13:15,25953,26902,25953,2654,3154,2654,6640,8235,6640
27.02.2022 13:15 - 27.02.2022 13:30,25495,26431,25495,2616,3111,2616,6699,8194,6699
27.02.2022 13:30 - 27.02.2022 13:45,24876,25837,24876,2580,3068,2580,6756,8143,6756
27.02.2022 13:45 - 27.02.2022 14:00,24112,25058,24112,2548,3023,2548,6813,8086,6813
27.02.2022 14:00 - 27.02.2022 14:15,23233,24076,23233,2517,2989,2517,6861,8005,6861
27.02.2022 14:15 - 27.02.2022 14:30,22158,22925,22158,2498,2947,2498,6906,7972,6906
27.02.2022 14:30 - 27.02.2022 14:45,20965,21668,20965,2489,2909,2489,6947,7934,6947
27.02.2022 14:45 - 27.02.2022 15:00,19599,20241,19599,2471,2871,2471,6994,7901,6994
27.02.2022 15:00 - 27.02.2022 15:15,18084,18628,18084,2463,2667,2463,7038,7874,7038
27.02.2022 15:15 - 27.02.2022 15:30,16367,16822,16367,2455,2752,2455,7123,7889,7123
27.02.2022 15:30 - 27.02.2022 15:45,14519,14936,14519,2451,2733,2451,7209,7893,7209
27.02.2022 15:45 - 27.02.2022 16:00,12573,12946,12573,2446,2714,2446,7301,7907,7301
27.02.2022 16:00 - 27.02.2022 16:15,10583,10868,10583,2459,2704,2459,7379,7915,7379
27.02.2022 16:15 - 27.02.2022 16:30,8565,8770,8565,2486,2731,2486,7474,8006,7474
27.02.2022 16:30 - 27.02.2022 16:45,6642,6803,6642,2512,2753,2512,7583,8116,7583
27.02.2022 16:45 - 27.02.2022 17:00,4863,4989,4863,2540,2780,2540,7705,8246,7705
27.02.2022 17:00 - 27.02.2022 17:15,3244,3299,3244,2584,2815,2584,7831,8399,7831
27.02.2022 17:15 - 27.02.2022 17:30,1834,1861,1834,2673,2883,2673,8252,8896,8252
27.02.2022 17:30 - 27.02.2022 17:45,750,730,750,2764,2949,2764,8718,9416,8718
27.02.2022 17:45 - 27.02.2022 18:00,256,236,256,2850,3012,2850,9244,9962,9244
27.02.2022 18:00 - 27.02.2022 18:15,2,2,2,2945,3095,2945,9839,10514,9839
27.02.2022 18:15 - 27.02.2022 18:30,0,0,0,3068,3197,3068,10528,11203,10528
27.02.2022 18:30 - 27.02.2022 18:45,0,0,0,3187,3296,3187,11232,11875,11232
27.02.2022 18:45 - 27.02.2022 19:00,0,0,0,3312,3395,3312,11925,12545,11925
27.02.2022 19:00 - 27.02.2022 19:15,0,0,0,3432,3492,3432,12480,13142,12480
27.02.2022 19:15 - 27.02.2022 19:30,0,0,0,3555,3608,3555,12772,13478,12772
27.02.2022 19:30 - 27.02.2022 19:45,0,0,0,3680,3717,3680,13043,13801,13043
27.02.2022 19:45 - 27.02.2022 20:00,0,0,0,3800,3763,3800,13264,14115,13264
27.02.2022 20:00 - 27.02.2022 20:15,0,0,0,3847,3854,3847,13440,14411,13440
27.02.2022 20:15 - 27.02.2022 20:30,0,0,0,3934,3945,3934,13533,14538,13533
27.02.2022 20:30 - 27.02.2022 20:45,0,0,0,4021,4090,4021,13649,14620,13649
27.02.2022 20:45 - 27.02.2022 21:00,0,0,0,4161,4183,4161,13759,14677,13759
27.02.2022 21:00 - 27.02.2022 21:15,0,0,0,4243,4275,4243,13876,14698,13876
27.02.2022 21:15 - 27.02.2022 21:30,0,0,0,4301,4362,4301,13920,14671,13920
27.02.2022 21:30 - 27.02.2022 21:45,0,0,0,4358,4444,4358,13962,14602,13962
27.02.2022 21:45 - 27.02.2022 22:00,0,0,0,4415,4529,4415,13997,14524,13997
27.02.2022 22:00 - 27.02.2022 22:15,0,0,0,4475,4601,4475,13853,14267,13853
27.02.2022 22:15 - 27.02.2022 22:30,0,0,0,4498,4627,4498,13758,14095,13758
27.02.2022 22:30 - 27.02.2022 22:45,0,0,0,4520,4650,4520,13660,13922,13660
27.02.2022 22:45 - 27.02.2022 23:00,0,0,0,4546,4675,4546,13548,13751,13548
27.02.2022 23:00 - 27.02.2022 23:15,0,0,0,4562,4685,4562,13438,13577,13438
27.02.2022 23:15 - 27.02.2022 23:30,0,0,0,4558,4674,4558,13312,13362,13312
27.02.2022 23:30 - 27.02.2022 23:45,0,0,0,4553,4653,4553,13182,13136,13182
27.02.2022 23:45 - 28.02.2022 00:00,0,0,0,4549,4638,4549,13051,12903,13051
28.02.2022 00:00 - 28.02.2022 00:15,0,0,0,4907,4894,4907,12863,11917,12863
28.02.2022 00:15 - 28.02.2022 00:30,0,0,0,4871,4830,4871,12634,11681,12634
28.02.2022 00:30 - 28.02.2022 00:45,0,0,0,4830,4779,4830,12421,11498,12421
28.02.2022 00:45 - 28.02.2022 01:00,0,0,0,4790,4737,4790,12218,11150,12218
28.02.2022 01:00 - 28.02.2022 01:15,0,0,0,4566,4624,4566,12015,10749,12015
28.02.2022 01:15 - 28.02.2022 01:30,0,0,0,4518,4501,4518,11773,10624,11773
28.02.2022 01:30 - 28.02.2022 01:45,0,0,0,4470,4439,4470,11526,10340,11526
28.02.2022 01:45 - 28.02.2022 02:00,0,0,0,4427,4352,4427,11281,10043,11281
28.02.2022 02:00 - 28.02.2022 02:15,0,0,0,4382,4278,4382,11046,9769,11046
28.02.2022 02:15 - 28.02.2022 02:30,0,0,0,4300,4201,4300,10821,9606,10821
28.02.2022 02:30 - 28.02.2022 02:45,0,0,0,4261,4140,4261,10594,9401,10594
28.02.2022 02:45 - 28.02.2022 03:00,0,0,0,4224,4067,4224,10371,9250,10371
28.02.2022 03:00 - 28.02.2022 03:15,0,0,0,4191,3964,4191,10171,9082,10171
28.02.2022 03:15 - 28.02.2022 03:30,0,0,0,4148,3883,4148,9992,8938,9992
28.02.2022 03:30 - 28.02.2022 03:45,0,0,0,4109,3823,4109,9808,8712,9808
28.02.2022 03:45 - 28.02.2022 04:00,0,0,0,4068,3727,4068,9631,8609,9631
28.02.2022 04:00 - 28.02.2022 04:15,0,0,0,4026,3636,4026,9462,8495,9462
28.02.2022 04:15 - 28.02.2022 04:30,0,0,0,3932,3571,3932,9337,8363,9337
28.02.2022 04:30 - 28.02.2022 04:45,0,0,0,3903,3534,3903,9213,8266,9213
28.02.2022 04:45 - 28.02.2022 05:00,0,0,0,3878,3529,3878,9092,8127,9092
28.02.2022 05:00 - 28.02.2022 05:15,0,0,0,3848,3561,3848,8981,7978,8981
28.02.2022 05:15 - 28.02.2022 05:30,0,0,0,3820,3553,3820,8873,7750,8873
28.02.2022 05:30 - 28.02.2022 05:45,0,0,0,3799,3588,3799,8759,7620,8759
28.02.2022 05:45 - 28.02.2022 06:00,0,0,0,3771,3693,3771,8650,7469,8650
28.02.2022 06:00 - 28.02.2022 06:15,0,0,0,3736,3709,3736,8639,7544,8639
28.02.2022 06:15 - 28.02.2022 06:30,0,0,0,3715,3634,3715,8578,7566,8578
28.02.2022 06:30 - 28.02.2022 06:45,0,0,0,3688,3674,3688,8512,7600,8512
28.02.2022 06:45 - 28.02.2022 07:00,1,1,1,3665,3708,3665,8446,7569,8446
28.02.2022 07:00 - 28.02.2022 07:15,195,170,195,3644,3787,3644,8381,7571,8381
28.02.2022 07:15 - 28.02.2022 07:30,836,768,836,3633,3828,3633,8324,7535,8324
28.02.2022 07:30 - 28.02.2022 07:45,2052,1932,2052,3618,3797,3618,8261,7345,8261
28.02.2022 07:45 - 28.02.2022 08:00,3723,3539,3723,3603,3767,3603,8210,7254,8210
28.02.2022 08:00 - 28.02.2022 08:15,5631,5415,5631,3589,3725,3589,8148,7158,8148
28.02.2022 08:15 - 28.02.2022 08:30,7705,7482,7705,3572,3679,3572,7991,6946,7991
28.02.2022 08:30 - 28.02.2022 08:45,9938,9738,9938,3551,3627,3551,7816,6764,7816
28.02.2022 08:45 - 28.02.2022 09:00,12225,11978,12225,3532,3582,3532,7576,6541,7576
28.02.2022 09:00 - 28.02.2022 09:15,14529,14258,14529,3511,3541,3511,7199,6231,7199
28.02.2022 09:15 - 28.02.2022 09:30,16763,16460,16763,3437,3511,3437,6667,5769,6667
28.02.2022 09:30 - 28.02.2022 09:45,18888,18542,18888,3434,3482,3434,5938,5269,5938
28.02.2022 09:45 - 28.02.2022 10:00,20856,20462,20856,3434,3454,3434,5218,4798,5218
28.02.2022 10:00 - 28.02.2022 10:15,22657,22279,22657,3431,3430,3431,4576,4386,4576
28.02.2022 10:15 - 28.02.2022 10:30,24265,23915,24265,3443,3431,3443,4363,4222,4363
28.02.2022 10:30 - 28.02.2022 10:45,25705,25404,25705,3454,3431,3454,4225,4114,4225
28.02.2022 10:45 - 28.02.2022 11:00,26913,26654,26913,3469,3429,3469,4086,4006,4086
28.02.2022 11:00 - 28.02.2022 11:15,27905,27726,27905,3472,3391,3472,3977,3923,3977
28.02.2022 11:15 - 28.02.2022 11:30,28677,28568,28677,3464,3393,3464,4122,3988,4122
28.02.2022 11:30 - 28.02.2022 11:45,29304,29211,29304,3455,3393,3455,4256,4052,4256
28.02.2022 11:45 - 28.02.2022 12:00,29761,29681,29761,3450,3390,3450,4396,4120,4396
28.02.2022 12:00 - 28.02.2022 12:15,30053,29984,30053,3444,3391,3444,4544,4184,4544
28.02.2022 12:15 - 28.02.2022 12:30,30159,30126,30159,3437,3415,3437,4740,4291,4740
28.02.2022 12:30 - 28.02.2022 12:45,30154,30127,30154,3428,3439,3428,4940,4405,4940
28.02.2022 12:45 - 28.02.2022 13:00,29990,29965,29990,3422,3456,3422,5143,4525,5143
28.02.2022 13:00 - 28.02.2022 13:15,29658,29643,29658,3415,3488,3415,5343,4640,5343
28.02.2022 13:15 - 28.02.2022 13:30,29141,29148,29141,3432,3532,3432,5568,4773,5568
28.02.2022 13:30 - 28.02.2022 13:45,28532,28503,28532,3443,3571,3443,5791,4905,5791
28.02.2022 13:45 - 28.02.2022 14:00,27725,27675,27725,3502,3642,3502,6009,5044,6009
28.02.2022 14:00 - 28.02.2022 14:15,26719,26747,26719,3521,3678,3521,6219,5113,6219
28.02.2022 14:15 - 28.02.2022 14:30,25489,25566,25489,3554,3680,3554,6426,5295,6426
28.02.2022 14:30 - 28.02.2022 14:45,24121,24174,24121,3569,3719,3569,6635,5479,6635
28.02.2022 14:45 - 28.02.2022 15:00,22516,22551,22516,3610,3727,3610,6843,5667,6843
28.02.2022 15:00 - 28.02.2022 15:15,20717,20777,20717,3625,3612,3625,7048,5855,7048
28.02.2022 15:15 - 28.02.2022 15:30,18720,18803,18720,3657,3622,3657,7277,6087,7277
28.02.2022 15:30 - 28.02.2022 15:45,16618,16674,16618,3689,3630,3689,7503,6315,7503
28.02.2022 15:45 - 28.02.2022 16:00,14366,14397,14366,3711,3615,3711,7728,6548,7728
28.02.2022 16:00 - 28.02.2022 16:15,12020,12072,12020,3731,3605,3731,7948,6787,7948
28.02.2022 16:15 - 28.02.2022 16:30,9668,9725,9668,3783,3624,3783,8285,7150,8285
28.02.2022 16:30 - 28.02.2022 16:45,7464,7481,7464,3837,3653,3837,8619,7530,8619
28.02.2022 16:45 - 28.02.2022 17:00,5451,5427,5451,3884,3677,3884,8986,7956,8986
28.02.2022 17:00 - 28.02.2022 17:15,3670,3630,3670,3934,3709,3934,9439,8465,9439
28.02.2022 17:15 - 28.02.2022 17:30,2097,2046,2097,3992,3769,3992,10268,9380,10268
28.02.2022 17:30 - 28.02.2022 17:45,930,863,930,4051,3821,4051,11124,10320,11124
28.02.2022 17:45 - 28.02.2022 18:00,338,286,338,4104,3878,4104,12009,11293,12009
28.02.2022 18:00 - 28.02.2022 18:15,7,7,7,4177,3945,4177,12930,12290,12930
28.02.2022 18:15 - 28.02.2022 18:30,0,0,0,4259,4044,4259,13956,13342,13956
28.02.2022 18:30 - 28.02.2022 18:45,0,0,0,4340,4144,4340,15022,14390,15022
28.02.2022 18:45 - 28.02.2022 19:00,0,0,0,4422,4238,4422,16107,15453,16107
28.02.2022 19:00 - 28.02.2022 19:15,0,0,0,4493,4382,4493,17177,16444,17177
28.02.2022 19:15 - 28.02.2022 19:30,0,0,0,4565,4457,4565,17736,17121,17736
28.02.2022 19:30 - 28.02.2022 19:45,0,0,0,4629,4532,4629,18246,17742,18246
28.02.2022 19:45 - 28.02.2022 20:00,0,0,0,4695,4604,4695,18739,18310,18739
28.02.2022 20:00 - 28.02.2022 20:15,0,0,0,4755,4667,4755,19194,18827,19194
28.02.2022 20:15 - 28.02.2022 20:30,0,0,0,4808,4708,4808,19389,19163,19389
28.02.2022 20:30 - 28.02.2022 20:45,0,0,0,4862,4744,4862,19573,19484,19573
28.02.2022 20:45 - 28.02.2022 21:00,0,0,0,4914,4786,4914,19793,19790,19793
28.02.2022 21:00 - 28.02.2022 21:15,0,0,0,4958,4819,4958,20038,20049,20038
28.02.2022 21:15 - 28.02.2022 21:30,0,0,0,5001,4853,5001,20151,20160,20151
28.02.2022 21:30 - 28.02.2022 21:45,0,0,0,5042,4888,5042,20263,20221,20263
28.02.2022 21:45 - 28.02.2022 22:00,0,0,0,5076,4921,5076,20374,20277,20374
28.02.2022 22:00 - 28.02.2022 22:15,0,0,0,5116,4952,5116,20093,20028,20093
28.02.2022 22:15 - 28.02.2022 22:30,0,0,0,5137,4971,5137,19899,19849,19899
28.02.2022 22:30 - 28.02.2022 22:45,0,0,0,5155,4988,5155,19663,19657,19663
28.02.2022 22:45 - 28.02.2022 23:00,0,0,0,5180,5005,5180,19423,19462,19423
28.02.2022 23:00 - 28.02.2022 23:15,0,0,0,5197,5015,5197,19178,19255,19178
28.02.2022 23:15 - 28.02.2022 23:30,0,0,0,5193,4997,5193,18929,18994,18929
28.02.2022 23:30 - 28.02.2022 23:45,0,0,0,5190,4973,5190,18673,18724,18673
28.02.2022 23:45 - 01.03.2022 00:00,0,0,0,5184,4941,5184,18457,18450,18457
01.03.2022 00:00 - 01.03.2022 00:15,0,0,0,5068,4633,5068,18200,18816,18200
01.03.2022 00:15 - 01.03.2022 00:30,0,0,0,5014,4584,5014,17950,18388,17950
01.03.2022 00:30 - 01.03.2022 00:45,0,0,0,4955,4698,4955,17700,17936,17700
01.03.2022 00:45 - 01.03.2022 01:00,0,0,0,4894,4796,4894,17452,17745,17452
01.03.2022 01:00 - 01.03.2022 01:15,0,0,0,4710,4855,4710,17229,17706,17229
01.03.2022 01:15 - 01.03.2022 01:30,0,0,0,4631,4729,4631,17021,17336,17021
01.03.2022 01:30 - 01.03.2022 01:45,0,0,0,4548,4545,4548,16826,17162,16826
01.03.2022 01:45 - 01.03.2022 02:00,0,0,0,4463,4294,4463,16634,16978,16634
01.03.2022 02:00 - 01.03.2022 02:15,0,0,0,4377,4088,4377,16457,16806,16457
01.03.2022 02:15 - 01.03.2022 02:30,0,0,0,4187,3878,4187,16268,16597,16268
01.03.2022 02:30 - 01.03.2022 02:45,0,0,0,4091,3811,4091,16081,16313,16081
01.03.2022 02:45 - 01.03.2022 03:00,0,0,0,4003,3672,4003,15895,16017,15895
01.03.2022 03:00 - 01.03.2022 03:15,0,0,0,3902,3505,3902,15719,15638,15719
01.03.2022 03:15 - 01.03.2022 03:30,0,0,0,3794,3350,3794,15571,15230,15571
01.03.2022 03:30 - 01.03.2022 03:45,0,0,0,3747,3145,3747,15439,14828,15439
01.03.2022 03:45 - 01.03.2022 04:00,0,0,0,3609,2903,3609,15312,14556,15312
01.03.2022 04:00 - 01.03.2022 04:15,0,0,0,3476,2665,3476,15194,14317,15194
01.03.2022 04:15 - 01.03.2022 04:30,0,0,0,3352,2438,3352,15064,14110,15064
01.03.2022 04:30 - 01.03.2022 04:45,0,0,0,3231,2316,3231,14936,13914,14936
01.03.2022 04:45 - 01.03.2022 05:00,0,0,0,3104,2130,3104,14813,13805,14813
01.03.2022 05:00 - 01.03.2022 05:15,0,0,0,2987,2010,2987,14696,13721,14696
01.03.2022 05:15 - 01.03.2022 05:30,0,0,0,2862,1868,2862,14606,13705,14606
01.03.2022 05:30 - 01.03.2022 05:45,0,0,0,2729,1776,2729,14519,13686,14519
01.03.2022 05:45 - 01.03.2022 06:00,0,0,0,2601,1649,2601,14428,13576,14428
01.03.2022 06:00 - 01.03.2022 06:15,0,0,0,2474,1582,2474,14476,13641,14476
01.03.2022 06:15 - 01.03.2022 06:30,0,0,0,2358,1492,2358,14358,13503,14358
01.03.2022 06:30 - 01.03.2022 06:45,0,0,0,2246,1446,2246,14228,13522,14228
01.03.2022 06:45 - 01.03.2022 07:00,8,7,8,2129,1355,2129,14094,13410,14094
01.03.2022 07:00 - 01.03.2022 07:15,237,278,237,2026,1334,2026,13957,13362,13957
01.03.2022 07:15 - 01.03.2022 07:30,960,1063,960,1941,1266,1941,13724,13028,13724
01.03.2022 07:30 - 01.03.2022 07:45,2177,2366,2177,1860,1151,1860,13481,13000,13481
01.03.2022 07:45 - 01.03.2022 08:00,3890,4098,3890,1773,1129,1773,13210,12836,13210
01.03.2022 08:00 - 01.03.2022 08:15,5836,6082,5836,1690,1091,1690,12871,12397,12871
01.03.2022 08:15 - 01.03.2022 08:30,7952,8304,7952,1626,1025,1626,12412,11760,12412
01.03.2022 08:30 - 01.03.2022 08:45,10193,10647,10193,1562,993,1562,11896,11355,11896
01.03.2022 08:45 - 01.03.2022 09:00,12420,12835,12420,1499,949,1499,11288,10664,11288
01.03.2022 09:00 - 01.03.2022 09:15,14500,14900,14500,1439,919,1439,10593,10115,10593
01.03.2022 09:15 - 01.03.2022 09:30,16605,16956,16605,1377,876,1377,9782,9277,9782
01.03.2022 09:30 - 01.03.2022 09:45,18521,18917,18521,1318,840,1318,8806,8371,8806
01.03.2022 09:45 - 01.03.2022 10:00,20275,20725,20275,1267,800,1267,7834,7514,7834
01.03.2022 10:00 - 01.03.2022 10:15,21853,22337,21853,1213,761,1213,6959,6740,6959
01.03.2022 10:15 - 01.03.2022 10:30,23239,23714,23239,1158,730,1158,6625,6390,6625
01.03.2022 10:30 - 01.03.2022 10:45,24425,24925,24425,1105,696,1105,6289,6056,6289
01.03.2022 10:45 - 01.03.2022 11:00,25393,25937,25393,1051,664,1051,5955,5718,5955
01.03.2022 11:00 - 01.03.2022 11:15,26217,26753,26217,992,631,992,5647,5407,5647
01.03.2022 11:15 - 01.03.2022 11:30,26858,27409,26858,949,602,949,5430,5138,5430
01.03.2022 11:30 - 01.03.2022 11:45,27305,27891,27305,898,571,898,5216,4864,5216
01.03.2022 11:45 - 01.03.2022 12:00,27570,28191,27570,850,542,850,5020,4607,5020
01.03.2022 12:00 - 01.03.2022 12:15,27726,28288,27726,808,512,808,4826,4357,4826
01.03.2022 12:15 - 01.03.2022 12:30,27708,28199,27708,777,485,777,4627,4096,4627
01.03.2022 12:30 - 01.03.2022 12:45,27528,28002,27528,753,459,753,4418,3830,4418
01.03.2022 12:45 - 01.03.2022 13:00,27170,27623,27170,719,432,719,4207,3571,4207
01.03.2022 13:00 - 01.03.2022 13:15,26721,27076,26721,697,411,697,4006,3324,4006
01.03.2022 13:15 - 01.03.2022 13:30,26115,26416,26115,669,380,669,3745,3101,3745
01.03.2022 13:30 - 01.03.2022 13:45,25366,25659,25366,643,352,643,3482,2878,3482
01.03.2022 13:45 - 01.03.2022 14:00,24451,24748,24451,617,324,617,3228,2667,3228
01.03.2022 14:00 - 01.03.2022 14:15,23442,23738,23442,592,297,592,2983,2365,2983
01.03.2022 14:15 - 01.03.2022 14:30,22234,22461,22234,569,276,569,2767,2183,2767
01.03.2022 14:30 - 01.03.2022 14:45,20851,21102,20851,546,255,546,2550,1995,2550
01.03.2022 14:45 - 01.03.2022 15:00,19328,19589,19328,520,232,520,2340,1812,2340
01.03.2022 15:00 - 01.03.2022 15:15,17754,17959,17754,490,228,490,2189,1666,2189
01.03.2022 15:15 - 01.03.2022 15:30,16022,16183,16022,456,219,456,2092,1545,2092
01.03.2022 15:30 - 01.03.2022 15:45,14148,14338,14148,431,206,431,1993,1425,1993
01.03.2022 15:45 - 01.03.2022 16:00,12171,12377,12171,398,192,398,1891,1328,1891
01.03.2022 16:00 - 01.03.2022 16:15,10193,10356,10193,373,184,373,1795,1241,1795
01.03.2022 16:15 - 01.03.2022 16:30,8281,8359,8281,361,181,361,1801,1261,1801
01.03.2022 16:30 - 01.03.2022 16:45,6368,6443,6368,351,176,351,1797,1316,1797
01.03.2022 16:45 - 01.03.2022 17:00,4640,4696,4640,340,174,340,1805,1333,1805
01.03.2022 17:00 - 01.03.2022 17:15,3112,3119,3112,329,173,329,1901,1378,1901
01.03.2022 17:15 - 01.03.2022 17:30,1777,1750,1777,332,178,332,2136,1562,2136
