Time (CET/CEST),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Solar  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Offshore  [MW] Intraday / United Kindom (UK),Generation - Wind Offshore  [MW] Current / United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK),Generation - Wind Onshore  [MW] Day Ahead/ United Kindom (UK)
23.06.2022 15:30 - 23.06.2022 16:00,2931,2931,2931,0,0,0,1034,1034,1034
23.06.2022 16:00 - 23.06.2022 16:30,2652,2652,2652,0,0,0,964,964,964
23.06.2022 16:30 - 23.06.2022 17:00,2072,2072,2072,0,0,0,954,954,954
23.06.2022 17:00 - 23.06.2022 17:30,1693,1693,1693,0,0,0,843,843,843
23.06.2022 17:30 - 23.06.2022 18:00,1202,1202,1202,0,0,0,825,825,825
23.06.2022 18:00 - 23.06.2022 18:30,799,799,799,0,0,0,725,725,725
23.06.2022 18:30 - 23.06.2022 19:00,487,487,487,0,0,0,686,686,686
23.06.2022 19:00 - 23.06.2022 19:30,270,270,270,0,0,0,663,663,663
23.06.2022 19:30 - 23.06.2022 20:00,103,103,103,0,0,0,691,691,691
23.06.2022 20:00 - 23.06.2022 20:30,8,8,8,0,0,0,643,643,643
23.06.2022 20:30 - 23.06.2022 21:00,0,0,0,0,0,0,659,659,659
23.06.2022 21:00 - 23.06.2022 21:30,0,0,0,0,0,0,615,615,615
23.06.2022 21:30 - 23.06.2022 22:00,0,0,0,0,0,0,612,612,612
23.06.2022 22:00 - 23.06.2022 22:30,0,0,0,0,0,0,611,611,611
23.06.2022 22:30 - 23.06.2022 23:00,0,0,0,0,0,0,652,652,652
23.06.2022 23:00 - 23.06.2022 23:30,0,0,0,0,0,0,584,584,584
23.06.2022 23:30 - 24.06.2022 00:00,0,0,0,0,0,0,553,553,553
24.06.2022 00:00 - 24.06.2022 00:30,0,0,0,0,0,0,529,529,529
24.06.2022 00:30 - 24.06.2022 01:00,0,0,0,0,0,0,561,561,561
24.06.2022 01:00 - 24.06.2022 01:30,0,0,0,0,0,0,556,556,556
24.06.2022 01:30 - 24.06.2022 02:00,0,0,0,0,0,0,590,590,590
24.06.2022 02:00 - 24.06.2022 02:30,0,0,0,0,0,0,606,606,606
24.06.2022 02:30 - 24.06.2022 03:00,0,0,0,0,0,0,655,655,655
24.06.2022 03:00 - 24.06.2022 03:30,0,0,0,0,0,0,623,623,623
24.06.2022 03:30 - 24.06.2022 04:00,0,0,0,0,0,0,623,623,623
24.06.2022 04:00 - 24.06.2022 04:30,17,17,17,0,0,0,663,663,663
24.06.2022 04:30 - 24.06.2022 05:00,137,137,137,0,0,0,741,741,741
24.06.2022 05:00 - 24.06.2022 05:30,354,354,354,0,0,0,754,754,754
24.06.2022 05:30 - 24.06.2022 06:00,671,671,671,0,0,0,800,800,800
24.06.2022 06:00 - 24.06.2022 06:30,1048,1048,1048,0,0,0,823,823,823
24.06.2022 06:30 - 24.06.2022 07:00,1494,1494,1494,0,0,0,882,882,882
24.06.2022 07:00 - 24.06.2022 07:30,1931,1931,1931,0,0,0,902,902,902
24.06.2022 07:30 - 24.06.2022 08:00,2562,2562,2562,0,0,0,987,987,987
24.06.2022 08:00 - 24.06.2022 08:30,2857,2857,2857,0,0,0,993,993,993
24.06.2022 08:30 - 24.06.2022 09:00,3282,3282,3282,0,0,0,1037,1037,1037
24.06.2022 09:00 - 24.06.2022 09:30,3542,3542,3542,0,0,0,1096,1096,1096
24.06.2022 09:30 - 24.06.2022 10:00,3729,3729,3729,0,0,0,1220,1220,1220
24.06.2022 10:00 - 24.06.2022 10:30,3729,3729,3729,0,0,0,1293,1293,1293
24.06.2022 10:30 - 24.06.2022 11:00,3684,3684,3684,0,0,0,1426,1426,1426
24.06.2022 11:00 - 24.06.2022 11:30,4216,4216,4216,0,0,0,1486,1486,1486
24.06.2022 11:30 - 24.06.2022 12:00,4915,4915,4915,0,0,0,1608,1608,1608
24.06.2022 12:00 - 24.06.2022 12:30,5050,5050,5050,0,0,0,1655,1655,1655
24.06.2022 12:30 - 24.06.2022 13:00,5052,5052,5052,0,0,0,1748,1748,1748
24.06.2022 13:00 - 24.06.2022 13:30,4255,4255,4255,0,0,0,1700,1700,1700
24.06.2022 13:30 - 24.06.2022 14:00,3992,3992,3992,0,0,0,1714,1714,1714
24.06.2022 14:00 - 24.06.2022 14:30,3415,3415,3415,0,0,0,1780,1780,1780
24.06.2022 14:30 - 24.06.2022 15:00,3780,3780,3780,0,0,0,1906,1906,1906
24.06.2022 15:00 - 24.06.2022 15:30,3024,3024,3024,0,0,0,1893,1893,1893
24.06.2022 15:30 - 24.06.2022 16:00,2484,2484,2484,0,0,0,1963,1963,1963
24.06.2022 16:00 - 24.06.2022 16:30,2194,2194,2194,0,0,0,1872,1872,1872
24.06.2022 16:30 - 24.06.2022 17:00,2113,2113,2113,0,0,0,1856,1856,1856
24.06.2022 17:00 - 24.06.2022 17:30,1582,1582,1582,0,0,0,1893,1893,1893
24.06.2022 17:30 - 24.06.2022 18:00,1212,1212,1212,0,0,0,1978,1978,1978
24.06.2022 18:00 - 24.06.2022 18:30,798,798,798,0,0,0,1873,1873,1873
24.06.2022 18:30 - 24.06.2022 19:00,558,558,558,0,0,0,1800,1800,1800
24.06.2022 19:00 - 24.06.2022 19:30,331,331,331,0,0,0,1761,1761,1761
24.06.2022 19:30 - 24.06.2022 20:00,111,111,111,0,0,0,1763,1763,1763
24.06.2022 20:00 - 24.06.2022 20:30,10,10,10,0,0,0,1863,1863,1863
24.06.2022 20:30 - 24.06.2022 21:00,0,0,0,0,0,0,2016,2016,2016
24.06.2022 21:00 - 24.06.2022 21:30,0,0,0,0,0,0,2051,2051,2051
24.06.2022 21:30 - 24.06.2022 22:00,0,0,0,0,0,0,2120,2120,2120
24.06.2022 22:00 - 24.06.2022 22:30,0,0,0,0,0,0,2159,2159,2159
24.06.2022 22:30 - 24.06.2022 23:00,0,0,0,0,0,0,2245,2245,2245
24.06.2022 23:00 - 24.06.2022 23:30,0,0,0,0,0,0,2458,2458,2458
24.06.2022 23:30 - 25.06.2022 00:00,0,0,0,0,0,0,2668,2668,2668
25.06.2022 00:00 - 25.06.2022 00:30,0,0,0,0,0,0,2662,2662,2662
25.06.2022 00:30 - 25.06.2022 01:00,0,0,0,0,0,0,2664,2664,2664
25.06.2022 01:00 - 25.06.2022 01:30,0,0,0,0,0,0,2664,2664,2664
25.06.2022 01:30 - 25.06.2022 02:00,0,0,0,0,0,0,2655,2655,2655
25.06.2022 02:00 - 25.06.2022 02:30,0,0,0,0,0,0,2721,2721,2721
25.06.2022 02:30 - 25.06.2022 03:00,0,0,0,0,0,0,2771,2771,2771
25.06.2022 03:00 - 25.06.2022 03:30,0,0,0,0,0,0,2681,2681,2681
25.06.2022 03:30 - 25.06.2022 04:00,0,0,0,0,0,0,2598,2598,2598
25.06.2022 04:00 - 25.06.2022 04:30,53,53,53,0,0,0,2628,2628,2628
25.06.2022 04:30 - 25.06.2022 05:00,360,360,360,0,0,0,2652,2652,2652
25.06.2022 05:00 - 25.06.2022 05:30,841,841,841,0,0,0,2786,2786,2786
25.06.2022 05:30 - 25.06.2022 06:00,1486,1486,1486,0,0,0,2948,2948,2948
25.06.2022 06:00 - 25.06.2022 06:30,2124,2124,2124,0,0,0,3049,3049,3049
25.06.2022 06:30 - 25.06.2022 07:00,2865,2865,2865,0,0,0,3149,3149,3149
25.06.2022 07:00 - 25.06.2022 07:30,3712,3712,3712,0,0,0,3214,3214,3214
25.06.2022 07:30 - 25.06.2022 08:00,4464,4464,4464,0,0,0,3266,3266,3266
25.06.2022 08:00 - 25.06.2022 08:30,4887,4887,4887,0,0,0,3401,3401,3401
25.06.2022 08:30 - 25.06.2022 09:00,5571,5571,5571,0,0,0,3499,3499,3499
25.06.2022 09:00 - 25.06.2022 09:30,6245,6245,6245,0,0,0,3593,3593,3593
25.06.2022 09:30 - 25.06.2022 10:00,6693,6693,6693,0,0,0,3653,3653,3653
25.06.2022 10:00 - 25.06.2022 10:30,6975,6975,6975,0,0,0,3801,3801,3801
25.06.2022 10:30 - 25.06.2022 11:00,7669,7669,7669,0,0,0,3918,3918,3918
25.06.2022 11:00 - 25.06.2022 11:30,7904,7904,7904,0,0,0,3978,3978,3978
25.06.2022 11:30 - 25.06.2022 12:00,7887,7887,7887,0,0,0,3982,3982,3982
25.06.2022 12:00 - 25.06.2022 12:30,7190,7190,7190,0,0,0,4061,4061,4061
25.06.2022 12:30 - 25.06.2022 13:00,7270,7270,7270,0,0,0,4043,4043,4043
25.06.2022 13:00 - 25.06.2022 13:30,7072,7072,7072,0,0,0,3882,3882,3882
25.06.2022 13:30 - 25.06.2022 14:00,6726,6726,6726,0,0,0,3638,3638,3638
25.06.2022 14:00 - 25.06.2022 14:30,5950,5950,5950,0,0,0,3684,3684,3684
25.06.2022 14:30 - 25.06.2022 15:00,5943,5943,5943,0,0,0,3677,3677,3677
25.06.2022 15:00 - 25.06.2022 15:30,5069,5069,5069,0,0,0,3693,3693,3693
25.06.2022 15:30 - 25.06.2022 16:00,4508,4508,4508,0,0,0,3667,3667,3667
25.06.2022 16:00 - 25.06.2022 16:30,3992,3992,3992,0,0,0,3640,3640,3640
25.06.2022 16:30 - 25.06.2022 17:00,3303,3303,3303,0,0,0,3583,3583,3583
25.06.2022 17:00 - 25.06.2022 17:30,2736,2736,2736,0,0,0,3396,3396,3396
25.06.2022 17:30 - 25.06.2022 18:00,1910,1910,1910,0,0,0,3211,3211,3211
25.06.2022 18:00 - 25.06.2022 18:30,1547,1547,1547,0,0,0,2850,2850,2850
25.06.2022 18:30 - 25.06.2022 19:00,1004,1004,1004,0,0,0,2500,2500,2500
25.06.2022 19:00 - 25.06.2022 19:30,502,502,502,0,0,0,2309,2309,2309
25.06.2022 19:30 - 25.06.2022 20:00,173,173,173,0,0,0,2137,2137,2137
25.06.2022 20:00 - 25.06.2022 20:30,15,15,15,0,0,0,2061,2061,2061
25.06.2022 20:30 - 25.06.2022 21:00,0,0,0,0,0,0,2046,2046,2046
25.06.2022 21:00 - 25.06.2022 21:30,0,0,0,0,0,0,2018,2018,2018
25.06.2022 21:30 - 25.06.2022 22:00,0,0,0,0,0,0,2013,2013,2013
25.06.2022 22:00 - 25.06.2022 22:30,0,0,0,0,0,0,1997,1997,1997
25.06.2022 22:30 - 25.06.2022 23:00,0,0,0,0,0,0,2002,2002,2002
25.06.2022 23:00 - 25.06.2022 23:30,0,0,0,0,0,0,2021,2021,2021
25.06.2022 23:30 - 26.06.2022 00:00,0,0,0,0,0,0,2043,2043,2043
26.06.2022 00:00 - 26.06.2022 00:30,0,0,0,0,0,0,2084,2084,2084
26.06.2022 00:30 - 26.06.2022 01:00,0,0,0,0,0,0,2146,2146,2146
26.06.2022 01:00 - 26.06.2022 01:30,0,0,0,0,0,0,2124,2124,2124
26.06.2022 01:30 - 26.06.2022 02:00,0,0,0,0,0,0,2112,2112,2112
26.06.2022 02:00 - 26.06.2022 02:30,0,0,0,0,0,0,2215,2215,2215
26.06.2022 02:30 - 26.06.2022 03:00,0,0,0,0,0,0,2338,2338,2338
26.06.2022 03:00 - 26.06.2022 03:30,0,0,0,0,0,0,2383,2383,2383
26.06.2022 03:30 - 26.06.2022 04:00,0,0,0,0,0,0,2440,2440,2440
26.06.2022 04:00 - 26.06.2022 04:30,82,82,82,0,0,0,2549,2549,2549
26.06.2022 04:30 - 26.06.2022 05:00,352,352,352,0,0,0,2677,2677,2677
26.06.2022 05:00 - 26.06.2022 05:30,773,773,773,0,0,0,2831,2831,2831
26.06.2022 05:30 - 26.06.2022 06:00,1402,1402,1402,0,0,0,3015,3015,3015
26.06.2022 06:00 - 26.06.2022 06:30,2107,2107,2107,0,0,0,3274,3274,3274
26.06.2022 06:30 - 26.06.2022 07:00,2811,2811,2811,0,0,0,3540,3540,3540
26.06.2022 07:00 - 26.06.2022 07:30,3522,3522,3522,0,0,0,3772,3772,3772
26.06.2022 07:30 - 26.06.2022 08:00,4078,4078,4078,0,0,0,3988,3988,3988
26.06.2022 08:00 - 26.06.2022 08:30,4847,4847,4847,0,0,0,4177,4177,4177
26.06.2022 08:30 - 26.06.2022 09:00,5641,5641,5641,0,0,0,4331,4331,4331
26.06.2022 09:00 - 26.06.2022 09:30,6077,6077,6077,0,0,0,4329,4329,4329
26.06.2022 09:30 - 26.06.2022 10:00,6560,6560,6560,0,0,0,4280,4280,4280
26.06.2022 10:00 - 26.06.2022 10:30,6624,6624,6624,0,0,0,4470,4470,4470
26.06.2022 10:30 - 26.06.2022 11:00,7298,7298,7298,0,0,0,4589,4589,4589
26.06.2022 11:00 - 26.06.2022 11:30,7256,7256,7256,0,0,0,4592,4592,4592
26.06.2022 11:30 - 26.06.2022 12:00,7614,7614,7614,0,0,0,4548,4548,4548
26.06.2022 12:00 - 26.06.2022 12:30,7587,7587,7587,0,0,0,4576,4576,4576
26.06.2022 12:30 - 26.06.2022 13:00,7607,7607,7607,0,0,0,4530,4530,4530
26.06.2022 13:00 - 26.06.2022 13:30,7361,7361,7361,0,0,0,4643,4643,4643
26.06.2022 13:30 - 26.06.2022 14:00,6485,6485,6485,0,0,0,4694,4694,4694
26.06.2022 14:00 - 26.06.2022 14:30,6029,6029,6029,0,0,0,4675,4675,4675
26.06.2022 14:30 - 26.06.2022 15:00,5651,5651,5651,0,0,0,4594,4594,4594
26.06.2022 15:00 - 26.06.2022 15:30,5222,5222,5222,0,0,0,4453,4453,4453
26.06.2022 15:30 - 26.06.2022 16:00,4585,4585,4585,0,0,0,4250,4250,4250
26.06.2022 16:00 - 26.06.2022 16:30,4015,4015,4015,0,0,0,4130,4130,4130
26.06.2022 16:30 - 26.06.2022 17:00,3396,3396,3396,0,0,0,3968,3968,3968
26.06.2022 17:00 - 26.06.2022 17:30,2734,2734,2734,0,0,0,3986,3986,3986
26.06.2022 17:30 - 26.06.2022 18:00,2142,2142,2142,0,0,0,3975,3975,3975
26.06.2022 18:00 - 26.06.2022 18:30,1530,1530,1530,0,0,0,3825,3825,3825
26.06.2022 18:30 - 26.06.2022 19:00,987,987,987,0,0,0,3627,3627,3627
26.06.2022 19:00 - 26.06.2022 19:30,532,532,532,0,0,0,3310,3310,3310
26.06.2022 19:30 - 26.06.2022 20:00,202,202,202,0,0,0,2971,2971,2971
26.06.2022 20:00 - 26.06.2022 20:30,24,24,24,0,0,0,2815,2815,2815
26.06.2022 20:30 - 26.06.2022 21:00,0,0,0,0,0,0,2684,2684,2684
26.06.2022 21:00 - 26.06.2022 21:30,0,0,0,0,0,0,2644,2644,2644
26.06.2022 21:30 - 26.06.2022 22:00,0,0,0,0,0,0,2632,2632,2632
26.06.2022 22:00 - 26.06.2022 22:30,0,0,0,0,0,0,2456,2456,2456
26.06.2022 22:30 - 26.06.2022 23:00,0,0,0,0,0,0,2304,2304,2304
26.06.2022 23:00 - 26.06.2022 23:30,0,0,0,0,0,0,2227,2227,2227
26.06.2022 23:30 - 27.06.2022 00:00,0,0,0,0,0,0,2160,2160,2160
27.06.2022 00:00 - 27.06.2022 00:30,0,0,0,0,0,0,1983,1983,1983
27.06.2022 00:30 - 27.06.2022 01:00,0,0,0,0,0,0,1809,1809,1809
27.06.2022 01:00 - 27.06.2022 01:30,0,0,0,0,0,0,1747,1747,1747
27.06.2022 01:30 - 27.06.2022 02:00,0,0,0,0,0,0,1710,1710,1710
27.06.2022 02:00 - 27.06.2022 02:30,0,0,0,0,0,0,1623,1623,1623
27.06.2022 02:30 - 27.06.2022 03:00,0,0,0,0,0,0,1569,1569,1569
27.06.2022 03:00 - 27.06.2022 03:30,0,0,0,0,0,0,1505,1505,1505
27.06.2022 03:30 - 27.06.2022 04:00,0,0,0,0,0,0,1463,1463,1463
27.06.2022 04:00 - 27.06.2022 04:30,44,44,44,0,0,0,1377,1377,1377
27.06.2022 04:30 - 27.06.2022 05:00,251,251,251,0,0,0,1313,1313,1313
27.06.2022 05:00 - 27.06.2022 05:30,546,546,546,0,0,0,1320,1320,1320
27.06.2022 05:30 - 27.06.2022 06:00,926,926,926,0,0,0,1358,1358,1358
27.06.2022 06:00 - 27.06.2022 06:30,1449,1449,1449,0,0,0,1388,1388,1388
27.06.2022 06:30 - 27.06.2022 07:00,1840,1840,1840,0,0,0,1468,1468,1468
27.06.2022 07:00 - 27.06.2022 07:30,2222,2222,2222,0,0,0,1527,1527,1527
27.06.2022 07:30 - 27.06.2022 08:00,2634,2634,2634,0,0,0,1626,1626,1626
27.06.2022 08:00 - 27.06.2022 08:30,3394,3394,3394,0,0,0,1709,1709,1709
27.06.2022 08:30 - 27.06.2022 09:00,3724,3724,3724,0,0,0,1837,1837,1837
27.06.2022 09:00 - 27.06.2022 09:30,4259,4259,4259,0,0,0,1938,1938,1938
27.06.2022 09:30 - 27.06.2022 10:00,4756,4756,4756,0,0,0,2085,2085,2085
27.06.2022 10:00 - 27.06.2022 10:30,5329,5329,5329,0,0,0,2056,2056,2056
27.06.2022 10:30 - 27.06.2022 11:00,5243,5243,5243,0,0,0,2070,2070,2070
27.06.2022 11:00 - 27.06.2022 11:30,5775,5775,5775,0,0,0,2113,2113,2113
27.06.2022 11:30 - 27.06.2022 12:00,6073,6073,6073,0,0,0,2194,2194,2194
27.06.2022 12:00 - 27.06.2022 12:30,6572,6572,6572,0,0,0,2182,2182,2182
27.06.2022 12:30 - 27.06.2022 13:00,6329,6329,6329,0,0,0,2234,2234,2234
27.06.2022 13:00 - 27.06.2022 13:30,6723,6723,6723,0,0,0,2335,2335,2335
27.06.2022 13:30 - 27.06.2022 14:00,6745,6745,6745,0,0,0,2480,2480,2480
27.06.2022 14:00 - 27.06.2022 14:30,6459,6459,6459,0,0,0,2493,2493,2493
27.06.2022 14:30 - 27.06.2022 15:00,6068,6068,6068,0,0,0,2535,2535,2535
27.06.2022 15:00 - 27.06.2022 15:30,5733,5733,5733,0,0,0,2475,2475,2475
27.06.2022 15:30 - 27.06.2022 16:00,4918,4918,4918,0,0,0,2453,2453,2453
27.06.2022 16:00 - 27.06.2022 16:30,4311,4311,4311,0,0,0,2349,2349,2349
27.06.2022 16:30 - 27.06.2022 17:00,3688,3688,3688,0,0,0,2269,2269,2269
27.06.2022 17:00 - 27.06.2022 17:30,2854,2854,2854,0,0,0,2141,2141,2141
27.06.2022 17:30 - 27.06.2022 18:00,2063,2063,2063,0,0,0,2062,2062,2062
27.06.2022 18:00 - 27.06.2022 18:30,1648,1648,1648,0,0,0,1951,1951,1951
27.06.2022 18:30 - 27.06.2022 19:00,1104,1104,1104,0,0,0,1895,1895,1895
27.06.2022 19:00 - 27.06.2022 19:30,686,686,686,0,0,0,1763,1763,1763
27.06.2022 19:30 - 27.06.2022 20:00,227,227,227,0,0,0,1669,1669,1669
27.06.2022 20:00 - 27.06.2022 20:30,31,31,31,0,0,0,1677,1677,1677
27.06.2022 20:30 - 27.06.2022 21:00,0,0,0,0,0,0,1727,1727,1727
27.06.2022 21:00 - 27.06.2022 21:30,0,0,0,0,0,0,1700,1700,1700
27.06.2022 21:30 - 27.06.2022 22:00,0,0,0,0,0,0,1696,1696,1696
27.06.2022 22:00 - 27.06.2022 22:30,0,0,0,0,0,0,1739,1739,1739
27.06.2022 22:30 - 27.06.2022 23:00,0,0,0,0,0,0,1808,1808,1808
27.06.2022 23:00 - 27.06.2022 23:30,0,0,0,0,0,0,1807,1807,1807
27.06.2022 23:30 - 28.06.2022 00:00,0,0,0,0,0,0,1830,1830,1830
28.06.2022 00:00 - 28.06.2022 00:30,0,0,0,0,0,0,1895,1895,1895
28.06.2022 00:30 - 28.06.2022 01:00,0,0,0,0,0,0,1985,1985,1985
28.06.2022 01:00 - 28.06.2022 01:30,0,0,0,0,0,0,2014,2014,2014
28.06.2022 01:30 - 28.06.2022 02:00,0,0,0,0,0,0,2064,2064,2064
28.06.2022 02:00 - 28.06.2022 02:30,0,0,0,0,0,0,2130,2130,2130
28.06.2022 02:30 - 28.06.2022 03:00,0,0,0,0,0,0,2207,2207,2207
28.06.2022 03:00 - 28.06.2022 03:30,0,0,0,0,0,0,2324,2324,2324
28.06.2022 03:30 - 28.06.2022 04:00,0,0,0,0,0,0,2427,2427,2427
28.06.2022 04:00 - 28.06.2022 04:30,72,72,72,0,0,0,2391,2391,2391
28.06.2022 04:30 - 28.06.2022 05:00,342,342,342,0,0,0,2361,2361,2361
28.06.2022 05:00 - 28.06.2022 05:30,708,708,708,0,0,0,2482,2482,2482
28.06.2022 05:30 - 28.06.2022 06:00,1240,1240,1240,0,0,0,2616,2616,2616
28.06.2022 06:00 - 28.06.2022 06:30,1979,1979,1979,0,0,0,2819,2819,2819
28.06.2022 06:30 - 28.06.2022 07:00,2737,2737,2737,0,0,0,3055,3055,3055
28.06.2022 07:00 - 28.06.2022 07:30,3395,3395,3395,0,0,0,3236,3236,3236
28.06.2022 07:30 - 28.06.2022 08:00,3930,3930,3930,0,0,0,3406,3406,3406
28.06.2022 08:00 - 28.06.2022 08:30,4150,4150,4150,0,0,0,3560,3560,3560
28.06.2022 08:30 - 28.06.2022 09:00,4594,4594,4594,0,0,0,3705,3705,3705
28.06.2022 09:00 - 28.06.2022 09:30,4859,4859,4859,0,0,0,3790,3790,3790
28.06.2022 09:30 - 28.06.2022 10:00,4969,4969,4969,0,0,0,3865,3865,3865
28.06.2022 10:00 - 28.06.2022 10:30,5169,5169,5169,0,0,0,3900,3900,3900
28.06.2022 10:30 - 28.06.2022 11:00,5055,5055,5055,0,0,0,3910,3910,3910
28.06.2022 11:00 - 28.06.2022 11:30,5415,5415,5415,0,0,0,3948,3948,3948
28.06.2022 11:30 - 28.06.2022 12:00,5455,5455,5455,0,0,0,3970,3970,3970
28.06.2022 12:00 - 28.06.2022 12:30,5435,5435,5435,0,0,0,3943,3943,3943
28.06.2022 12:30 - 28.06.2022 13:00,5417,5417,5417,0,0,0,3890,3890,3890
28.06.2022 13:00 - 28.06.2022 13:30,5635,5635,5635,0,0,0,3930,3930,3930
28.06.2022 13:30 - 28.06.2022 14:00,5248,5248,5248,0,0,0,3946,3946,3946
28.06.2022 14:00 - 28.06.2022 14:30,4911,4911,4911,0,0,0,4038,4038,4038
28.06.2022 14:30 - 28.06.2022 15:00,4259,4259,4259,0,0,0,4101,4101,4101
28.06.2022 15:00 - 28.06.2022 15:30,3786,3786,3786,0,0,0,4134,4134,4134
28.06.2022 15:30 - 28.06.2022 16:00,3339,3339,3339,0,0,0,4145,4145,4145
28.06.2022 16:00 - 28.06.2022 16:30,2790,2790,2790,0,0,0,3944,3944,3944
28.06.2022 16:30 - 28.06.2022 17:00,2229,2229,2229,0,0,0,3703,3703,3703
28.06.2022 17:00 - 28.06.2022 17:30,1599,1599,1599,0,0,0,3611,3611,3611
28.06.2022 17:30 - 28.06.2022 18:00,1230,1230,1230,0,0,0,3503,3503,3503
28.06.2022 18:00 - 28.06.2022 18:30,818,818,818,0,0,0,3352,3352,3352
28.06.2022 18:30 - 28.06.2022 19:00,581,581,581,0,0,0,3195,3195,3195
28.06.2022 19:00 - 28.06.2022 19:30,354,354,354,0,0,0,2929,2929,2929
28.06.2022 19:30 - 28.06.2022 20:00,141,141,141,0,0,0,2668,2668,2668
28.06.2022 20:00 - 28.06.2022 20:30,10,10,10,0,0,0,2472,2472,2472
28.06.2022 20:30 - 28.06.2022 21:00,0,0,0,0,0,0,2303,2303,2303
28.06.2022 21:00 - 28.06.2022 21:30,0,0,0,0,0,0,2169,2169,2169
28.06.2022 21:30 - 28.06.2022 22:00,0,0,0,0,0,0,2059,2059,2059
28.06.2022 22:00 - 28.06.2022 22:30,0,0,0,0,0,0,2013,2013,2013
28.06.2022 22:30 - 28.06.2022 23:00,0,0,0,0,0,0,1981,1981,1981
28.06.2022 23:00 - 28.06.2022 23:30,0,0,0,0,0,0,1850,1850,1850
28.06.2022 23:30 - 29.06.2022 00:00,0,0,0,0,0,0,1762,1762,1762
29.06.2022 00:00 - 29.06.2022 00:30,0,0,0,0,0,0,1669,1669,1669
29.06.2022 00:30 - 29.06.2022 01:00,0,0,0,0,0,0,1611,1611,1611
29.06.2022 01:00 - 29.06.2022 01:30,0,0,0,0,0,0,1616,1616,1616
29.06.2022 01:30 - 29.06.2022 02:00,0,0,0,0,0,0,1662,1662,1662
29.06.2022 02:00 - 29.06.2022 02:30,0,0,0,0,0,0,1602,1602,1602
29.06.2022 02:30 - 29.06.2022 03:00,0,0,0,0,0,0,1578,1578,1578
29.06.2022 03:00 - 29.06.2022 03:30,0,0,0,0,0,0,1546,1546,1546
29.06.2022 03:30 - 29.06.2022 04:00,0,0,0,0,0,0,1546,1546,1546
29.06.2022 04:00 - 29.06.2022 04:30,13,13,13,0,0,0,1474,1474,1474
29.06.2022 04:30 - 29.06.2022 05:00,105,105,105,0,0,0,1448,1448,1448
29.06.2022 05:00 - 29.06.2022 05:30,299,299,299,0,0,0,1357,1357,1357
29.06.2022 05:30 - 29.06.2022 06:00,602,602,602,0,0,0,1296,1296,1296
29.06.2022 06:00 - 29.06.2022 06:30,936,936,936,0,0,0,1284,1284,1284
29.06.2022 06:30 - 29.06.2022 07:00,1466,1466,1466,0,0,0,1308,1308,1308
29.06.2022 07:00 - 29.06.2022 07:30,2299,2299,2299,0,0,0,1408,1408,1408
29.06.2022 07:30 - 29.06.2022 08:00,2891,2891,2891,0,0,0,1539,1539,1539
29.06.2022 08:00 - 29.06.2022 08:30,3445,3445,3445,0,0,0,1665,1665,1665
29.06.2022 08:30 - 29.06.2022 09:00,4053,4053,4053,0,0,0,1835,1835,1835
29.06.2022 09:00 - 29.06.2022 09:30,4530,4530,4530,0,0,0,1771,1771,1771
29.06.2022 09:30 - 29.06.2022 10:00,4560,4560,4560,0,0,0,1763,1763,1763
29.06.2022 10:00 - 29.06.2022 10:30,5298,5298,5298,0,0,0,1789,1789,1789
29.06.2022 10:30 - 29.06.2022 11:00,6519,6519,6519,0,0,0,1861,1861,1861
29.06.2022 11:00 - 29.06.2022 11:30,6784,6784,6784,0,0,0,1931,1931,1931
29.06.2022 11:30 - 29.06.2022 12:00,6636,6636,6636,0,0,0,2056,2056,2056
29.06.2022 12:00 - 29.06.2022 12:30,6956,6956,6956,0,0,0,2035,2035,2035
29.06.2022 12:30 - 29.06.2022 13:00,6632,6632,6632,0,0,0,2057,2057,2057
29.06.2022 13:00 - 29.06.2022 13:30,6038,6038,6038,0,0,0,1907,1907,1907
29.06.2022 13:30 - 29.06.2022 14:00,5375,5375,5375,0,0,0,1809,1809,1809
29.06.2022 14:00 - 29.06.2022 14:30,5091,5091,5091,0,0,0,1682,1682,1682
29.06.2022 14:30 - 29.06.2022 15:00,4733,4733,4733,0,0,0,1621,1621,1621
29.06.2022 15:00 - 29.06.2022 15:30,3902,3902,3902,0,0,0,1573,1573,1573
29.06.2022 15:30 - 29.06.2022 16:00,3322,3322,3322,0,0,0,1592,1592,1592
29.06.2022 16:00 - 29.06.2022 16:30,3204,3204,3204,0,0,0,1512,1512,1512
29.06.2022 16:30 - 29.06.2022 17:00,2558,2558,2558,0,0,0,1487,1487,1487
29.06.2022 17:00 - 29.06.2022 17:30,2083,2083,2083,0,0,0,1289,1289,1289
29.06.2022 17:30 - 29.06.2022 18:00,1543,1543,1543,0,0,0,1171,1171,1171
29.06.2022 18:00 - 29.06.2022 18:30,1030,1030,1030,0,0,0,1032,1032,1032
29.06.2022 18:30 - 29.06.2022 19:00,648,648,648,0,0,0,936,936,936
29.06.2022 19:00 - 29.06.2022 19:30,298,298,298,0,0,0,849,849,849
