MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Italy (IT),Generation - Solar  [MW] Intraday / Italy (IT),Generation - Solar  [MW] Current / Italy (IT),Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT),Generation - Wind Offshore  [MW] Intraday / Italy (IT),Generation - Wind Offshore  [MW] Current / Italy (IT),Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT),Generation - Wind Onshore  [MW] Intraday / Italy (IT),Generation - Wind Onshore  [MW] Current / Italy (IT)
10.08.2022 20:00 - 10.08.2022 21:00,32,32,24,N/A,n/e,n/e,1910,1328,1910
10.08.2022 21:00 - 10.08.2022 22:00,0,0,0,N/A,n/e,n/e,1756,1304,1756
10.08.2022 22:00 - 10.08.2022 23:00,0,0,0,N/A,n/e,n/e,1643,1316,1643
10.08.2022 23:00 - 11.08.2022 00:00,0,0,0,N/A,n/e,n/e,1648,1410,1648
11.08.2022 00:00 - 11.08.2022 01:00,0,0,0,N/A,n/e,n/e,1289,1289,1289
11.08.2022 01:00 - 11.08.2022 02:00,0,0,0,N/A,n/e,n/e,1302,1302,1302
11.08.2022 02:00 - 11.08.2022 03:00,0,0,0,N/A,n/e,n/e,1311,1311,1311
11.08.2022 03:00 - 11.08.2022 04:00,0,0,0,N/A,n/e,n/e,1519,1519,1519
11.08.2022 04:00 - 11.08.2022 05:00,0,0,0,N/A,n/e,n/e,1604,1173,1604
11.08.2022 05:00 - 11.08.2022 06:00,0,0,0,N/A,n/e,n/e,1702,1165,1702
11.08.2022 06:00 - 11.08.2022 07:00,94,94,94,N/A,n/e,n/e,1634,1147,1634
11.08.2022 07:00 - 11.08.2022 08:00,1142,1142,1143,N/A,n/e,n/e,1573,1148,1573
11.08.2022 08:00 - 11.08.2022 09:00,3392,3392,3496,N/A,n/e,n/e,1585,1179,1585
11.08.2022 09:00 - 11.08.2022 10:00,6046,6046,6146,N/A,n/e,n/e,1502,1218,1502
11.08.2022 10:00 - 11.08.2022 11:00,7961,7961,8073,N/A,n/e,n/e,1201,1150,1201
11.08.2022 11:00 - 11.08.2022 12:00,9329,9329,9366,N/A,n/e,n/e,1045,1042,1045
11.08.2022 12:00 - 11.08.2022 13:00,9823,9823,9825,N/A,n/e,n/e,909,1021,909
11.08.2022 13:00 - 11.08.2022 14:00,9815,9815,9689,N/A,n/e,n/e,863,963,863
11.08.2022 14:00 - 11.08.2022 15:00,9275,9275,9300,N/A,n/e,n/e,848,1012,848
11.08.2022 15:00 - 11.08.2022 16:00,8422,8422,8489,N/A,n/e,n/e,886,1007,886
11.08.2022 16:00 - 11.08.2022 17:00,6936,6936,6871,N/A,n/e,n/e,1082,1031,1082
11.08.2022 17:00 - 11.08.2022 18:00,4844,4844,4673,N/A,n/e,n/e,1223,865,1223
11.08.2022 18:00 - 11.08.2022 19:00,2557,2557,2368,N/A,n/e,n/e,1093,887,1093
11.08.2022 19:00 - 11.08.2022 20:00,767,767,642,N/A,n/e,n/e,739,694,739
11.08.2022 20:00 - 11.08.2022 21:00,29,29,19,N/A,n/e,n/e,817,546,817
11.08.2022 21:00 - 11.08.2022 22:00,0,0,0,N/A,n/e,n/e,676,501,676
11.08.2022 22:00 - 11.08.2022 23:00,0,0,0,N/A,n/e,n/e,565,499,565
11.08.2022 23:00 - 12.08.2022 00:00,0,0,0,N/A,n/e,n/e,543,492,543
12.08.2022 00:00 - 12.08.2022 01:00,0,0,0,N/A,n/e,n/e,423,423,423
12.08.2022 01:00 - 12.08.2022 02:00,0,0,0,N/A,n/e,n/e,430,430,430
12.08.2022 02:00 - 12.08.2022 03:00,0,0,0,N/A,n/e,n/e,456,456,456
12.08.2022 03:00 - 12.08.2022 04:00,0,0,0,N/A,n/e,n/e,453,453,453
12.08.2022 04:00 - 12.08.2022 05:00,0,0,0,N/A,n/e,n/e,436,389,436
12.08.2022 05:00 - 12.08.2022 06:00,0,0,0,N/A,n/e,n/e,448,413,448
12.08.2022 06:00 - 12.08.2022 07:00,81,81,80,N/A,n/e,n/e,366,344,366
12.08.2022 07:00 - 12.08.2022 08:00,1043,1043,1039,N/A,n/e,n/e,319,293,319
12.08.2022 08:00 - 12.08.2022 09:00,3055,3055,3196,N/A,n/e,n/e,304,271,304
12.08.2022 09:00 - 12.08.2022 10:00,5494,5494,5572,N/A,n/e,n/e,278,217,278
12.08.2022 10:00 - 12.08.2022 11:00,7380,7380,7434,N/A,n/e,n/e,317,213,317
12.08.2022 11:00 - 12.08.2022 12:00,8485,8485,8521,N/A,n/e,n/e,435,264,435
12.08.2022 12:00 - 12.08.2022 13:00,8933,8933,9044,N/A,n/e,n/e,497,337,497
12.08.2022 13:00 - 12.08.2022 14:00,8939,8939,9051,N/A,n/e,n/e,606,464,606
12.08.2022 14:00 - 12.08.2022 15:00,8567,8567,8558,N/A,n/e,n/e,804,675,804
12.08.2022 15:00 - 12.08.2022 16:00,7650,7650,7687,N/A,n/e,n/e,934,814,934
12.08.2022 16:00 - 12.08.2022 17:00,6403,6403,6398,N/A,n/e,n/e,1101,1027,1101
12.08.2022 17:00 - 12.08.2022 18:00,4512,4512,4375,N/A,n/e,n/e,1119,1015,1119
12.08.2022 18:00 - 12.08.2022 19:00,2325,2325,2156,N/A,n/e,n/e,1036,816,1036
12.08.2022 19:00 - 12.08.2022 20:00,675,675,578,N/A,n/e,n/e,844,715,844
12.08.2022 20:00 - 12.08.2022 21:00,23,23,16,N/A,n/e,n/e,757,667,757
12.08.2022 21:00 - 12.08.2022 22:00,0,0,0,N/A,n/e,n/e,716,595,716
12.08.2022 22:00 - 12.08.2022 23:00,0,0,0,N/A,n/e,n/e,682,485,682
12.08.2022 23:00 - 13.08.2022 00:00,0,0,0,N/A,n/e,n/e,643,462,643
13.08.2022 00:00 - 13.08.2022 01:00,0,0,0,N/A,n/e,n/e,434,434,434
13.08.2022 01:00 - 13.08.2022 02:00,0,0,0,N/A,n/e,n/e,434,434,434
13.08.2022 02:00 - 13.08.2022 03:00,0,0,0,N/A,n/e,n/e,468,468,468
13.08.2022 03:00 - 13.08.2022 04:00,0,0,0,N/A,n/e,n/e,476,476,476
13.08.2022 04:00 - 13.08.2022 05:00,0,0,0,N/A,n/e,n/e,484,572,484
13.08.2022 05:00 - 13.08.2022 06:00,0,0,0,N/A,n/e,n/e,526,596,526
13.08.2022 06:00 - 13.08.2022 07:00,91,91,91,N/A,n/e,n/e,483,544,483
13.08.2022 07:00 - 13.08.2022 08:00,1160,1160,1159,N/A,n/e,n/e,446,486,446
13.08.2022 08:00 - 13.08.2022 09:00,3393,3393,3355,N/A,n/e,n/e,403,435,403
13.08.2022 09:00 - 13.08.2022 10:00,6145,6145,5950,N/A,n/e,n/e,448,413,448
13.08.2022 10:00 - 13.08.2022 11:00,7899,7899,7696,N/A,n/e,n/e,496,417,496
13.08.2022 11:00 - 13.08.2022 12:00,9154,9154,8953,N/A,n/e,n/e,589,479,589
13.08.2022 12:00 - 13.08.2022 13:00,9672,9672,9508,N/A,n/e,n/e,678,531,678
13.08.2022 13:00 - 13.08.2022 14:00,9673,9673,9502,N/A,n/e,n/e,862,812,862
13.08.2022 14:00 - 13.08.2022 15:00,9219,9219,9037,N/A,n/e,n/e,1177,1124,1177
13.08.2022 15:00 - 13.08.2022 16:00,8374,8374,8220,N/A,n/e,n/e,1418,1239,1418
13.08.2022 16:00 - 13.08.2022 17:00,6951,6951,6978,N/A,n/e,n/e,1574,1301,1574
13.08.2022 17:00 - 13.08.2022 18:00,4978,4978,4831,N/A,n/e,n/e,1570,1312,1570
13.08.2022 18:00 - 13.08.2022 19:00,2618,2618,2430,N/A,n/e,n/e,1379,1037,1379
13.08.2022 19:00 - 13.08.2022 20:00,722,722,645,N/A,n/e,n/e,1121,776,1121
13.08.2022 20:00 - 13.08.2022 21:00,17,17,15,N/A,n/e,n/e,1035,612,1035
13.08.2022 21:00 - 13.08.2022 22:00,0,0,0,N/A,n/e,n/e,995,499,995
13.08.2022 22:00 - 13.08.2022 23:00,0,0,0,N/A,n/e,n/e,974,482,974
13.08.2022 23:00 - 14.08.2022 00:00,0,0,0,N/A,n/e,n/e,1022,507,1022
14.08.2022 00:00 - 14.08.2022 01:00,0,0,0,N/A,n/e,n/e,639,639,639
14.08.2022 01:00 - 14.08.2022 02:00,0,0,0,N/A,n/e,n/e,661,661,661
14.08.2022 02:00 - 14.08.2022 03:00,0,0,0,N/A,n/e,n/e,705,705,705
14.08.2022 03:00 - 14.08.2022 04:00,0,0,0,N/A,n/e,n/e,760,760,760
14.08.2022 04:00 - 14.08.2022 05:00,0,0,0,N/A,n/e,n/e,821,846,821
14.08.2022 05:00 - 14.08.2022 06:00,0,0,0,N/A,n/e,n/e,918,935,918
14.08.2022 06:00 - 14.08.2022 07:00,77,77,77,N/A,n/e,n/e,920,979,920
14.08.2022 07:00 - 14.08.2022 08:00,1164,1164,1164,N/A,n/e,n/e,918,1006,918
14.08.2022 08:00 - 14.08.2022 09:00,3699,3699,3799,N/A,n/e,n/e,1032,1184,1032
14.08.2022 09:00 - 14.08.2022 10:00,6494,6494,6591,N/A,n/e,n/e,1307,1343,1307
14.08.2022 10:00 - 14.08.2022 11:00,8199,8199,8252,N/A,n/e,n/e,1646,1556,1646
14.08.2022 11:00 - 14.08.2022 12:00,9509,9509,9551,N/A,n/e,n/e,1844,1725,1844
14.08.2022 12:00 - 14.08.2022 13:00,10096,10096,10162,N/A,n/e,n/e,2075,1601,2075
14.08.2022 13:00 - 14.08.2022 14:00,10157,10157,10163,N/A,n/e,n/e,2364,1836,2364
14.08.2022 14:00 - 14.08.2022 15:00,9780,9780,9817,N/A,n/e,n/e,2664,2226,2664
14.08.2022 15:00 - 14.08.2022 16:00,8936,8936,8913,N/A,n/e,n/e,2822,2370,2822
14.08.2022 16:00 - 14.08.2022 17:00,7478,7478,7511,N/A,n/e,n/e,2825,2339,2825
14.08.2022 17:00 - 14.08.2022 18:00,5411,5411,5272,N/A,n/e,n/e,2750,2246,2750
14.08.2022 18:00 - 14.08.2022 19:00,2802,2802,2619,N/A,n/e,n/e,2128,1813,2128
14.08.2022 19:00 - 14.08.2022 20:00,719,719,649,N/A,n/e,n/e,1294,1133,1294
14.08.2022 20:00 - 14.08.2022 21:00,15,15,13,N/A,n/e,n/e,774,716,774
14.08.2022 21:00 - 14.08.2022 22:00,0,0,0,N/A,n/e,n/e,563,461,563
14.08.2022 22:00 - 14.08.2022 23:00,0,0,0,N/A,n/e,n/e,459,378,459
14.08.2022 23:00 - 15.08.2022 00:00,0,0,0,N/A,n/e,n/e,430,375,430
15.08.2022 00:00 - 15.08.2022 01:00,0,0,0,N/A,n/e,n/e,331,331,331
15.08.2022 01:00 - 15.08.2022 02:00,0,0,0,N/A,n/e,n/e,430,430,430
15.08.2022 02:00 - 15.08.2022 03:00,0,0,0,N/A,n/e,n/e,591,591,591
15.08.2022 03:00 - 15.08.2022 04:00,0,0,0,N/A,n/e,n/e,726,726,726
15.08.2022 04:00 - 15.08.2022 05:00,0,0,0,N/A,n/e,n/e,897,949,897
15.08.2022 05:00 - 15.08.2022 06:00,0,0,0,N/A,n/e,n/e,1112,1172,1112
15.08.2022 06:00 - 15.08.2022 07:00,75,75,75,N/A,n/e,n/e,1151,1138,1151
15.08.2022 07:00 - 15.08.2022 08:00,1099,1099,1097,N/A,n/e,n/e,1113,1082,1113
15.08.2022 08:00 - 15.08.2022 09:00,3366,3366,3486,N/A,n/e,n/e,1105,1063,1105
15.08.2022 09:00 - 15.08.2022 10:00,6054,6054,6284,N/A,n/e,n/e,992,977,992
15.08.2022 10:00 - 15.08.2022 11:00,7985,7985,8170,N/A,n/e,n/e,919,939,919
15.08.2022 11:00 - 15.08.2022 12:00,9148,9148,9365,N/A,n/e,n/e,904,905,904
15.08.2022 12:00 - 15.08.2022 13:00,9624,9624,9864,N/A,n/e,n/e,1154,1140,1154
15.08.2022 13:00 - 15.08.2022 14:00,9628,9628,9796,N/A,n/e,n/e,1682,1347,1682
15.08.2022 14:00 - 15.08.2022 15:00,9192,9192,9233,N/A,n/e,n/e,2042,1794,2042
15.08.2022 15:00 - 15.08.2022 16:00,8093,8093,8219,N/A,n/e,n/e,2179,1995,2179
15.08.2022 16:00 - 15.08.2022 17:00,6671,6671,6777,N/A,n/e,n/e,2537,2136,2537
15.08.2022 17:00 - 15.08.2022 18:00,4636,4636,4480,N/A,n/e,n/e,2741,2261,2741
15.08.2022 18:00 - 15.08.2022 19:00,2312,2312,2130,N/A,n/e,n/e,2472,2007,2472
15.08.2022 19:00 - 15.08.2022 20:00,630,630,541,N/A,n/e,n/e,2148,1918,2148
15.08.2022 20:00 - 15.08.2022 21:00,12,12,9,N/A,n/e,n/e,1852,1625,1852
15.08.2022 21:00 - 15.08.2022 22:00,0,0,0,N/A,n/e,n/e,1604,1607,1604
15.08.2022 22:00 - 15.08.2022 23:00,0,0,0,N/A,n/e,n/e,1631,1456,1631
15.08.2022 23:00 - 16.08.2022 00:00,0,0,0,N/A,n/e,n/e,1758,1718,1758
16.08.2022 00:00 - 16.08.2022 01:00,0,0,0,N/A,n/e,n/e,1708,1708,1708
16.08.2022 01:00 - 16.08.2022 02:00,0,0,0,N/A,n/e,n/e,1651,1651,1651
16.08.2022 02:00 - 16.08.2022 03:00,0,0,0,N/A,n/e,n/e,1660,1660,1660
16.08.2022 03:00 - 16.08.2022 04:00,0,0,0,N/A,n/e,n/e,1446,1446,1446
16.08.2022 04:00 - 16.08.2022 05:00,0,0,0,N/A,n/e,n/e,1191,1147,1191
16.08.2022 05:00 - 16.08.2022 06:00,0,0,0,N/A,n/e,n/e,979,1004,979
16.08.2022 06:00 - 16.08.2022 07:00,63,63,63,N/A,n/e,n/e,840,866,840
16.08.2022 07:00 - 16.08.2022 08:00,985,985,1000,N/A,n/e,n/e,767,743,767
16.08.2022 08:00 - 16.08.2022 09:00,3004,3004,3096,N/A,n/e,n/e,670,675,670
16.08.2022 09:00 - 16.08.2022 10:00,5520,5520,5703,N/A,n/e,n/e,720,606,720
16.08.2022 10:00 - 16.08.2022 11:00,7587,7587,7639,N/A,n/e,n/e,870,736,870
16.08.2022 11:00 - 16.08.2022 12:00,8968,8968,9059,N/A,n/e,n/e,1071,996,1071
16.08.2022 12:00 - 16.08.2022 13:00,9682,9682,9779,N/A,n/e,n/e,1232,1212,1232
16.08.2022 13:00 - 16.08.2022 14:00,9844,9844,9853,N/A,n/e,n/e,1564,1414,1564
16.08.2022 14:00 - 16.08.2022 15:00,9344,9344,9307,N/A,n/e,n/e,1805,1750,1805
16.08.2022 15:00 - 16.08.2022 16:00,8516,8516,8438,N/A,n/e,n/e,2042,2013,2042
16.08.2022 16:00 - 16.08.2022 17:00,6993,6993,6904,N/A,n/e,n/e,2049,1995,2049
16.08.2022 17:00 - 16.08.2022 18:00,4820,4820,4777,N/A,n/e,n/e,2000,1992,2000
16.08.2022 18:00 - 16.08.2022 19:00,2415,2415,2328,N/A,n/e,n/e,1654,1684,1654
16.08.2022 19:00 - 16.08.2022 20:00,624,624,560,N/A,n/e,n/e,1267,1427,1267
16.08.2022 20:00 - 16.08.2022 21:00,11,11,7,N/A,n/e,n/e,1023,1218,1023
16.08.2022 21:00 - 16.08.2022 22:00,0,0,0,N/A,n/e,n/e,766,928,766
16.08.2022 22:00 - 16.08.2022 23:00,0,0,0,N/A,n/e,n/e,633,741,633
16.08.2022 23:00 - 17.08.2022 00:00,0,0,0,N/A,n/e,n/e,578,629,578
17.08.2022 00:00 - 17.08.2022 01:00,0,0,0,N/A,n/e,n/e,745,745,745
17.08.2022 01:00 - 17.08.2022 02:00,0,0,0,N/A,n/e,n/e,746,746,746
17.08.2022 02:00 - 17.08.2022 03:00,0,0,0,N/A,n/e,n/e,787,787,787
17.08.2022 03:00 - 17.08.2022 04:00,0,0,0,N/A,n/e,n/e,808,808,808
17.08.2022 04:00 - 17.08.2022 05:00,0,0,0,N/A,n/e,n/e,840,623,840
17.08.2022 05:00 - 17.08.2022 06:00,0,0,0,N/A,n/e,n/e,939,684,939
17.08.2022 06:00 - 17.08.2022 07:00,62,62,61,N/A,n/e,n/e,902,734,902
17.08.2022 07:00 - 17.08.2022 08:00,1001,1001,1001,N/A,n/e,n/e,848,765,848
17.08.2022 08:00 - 17.08.2022 09:00,3277,3277,3338,N/A,n/e,n/e,830,754,830
17.08.2022 09:00 - 17.08.2022 10:00,5713,5713,5763,N/A,n/e,n/e,689,631,689
17.08.2022 10:00 - 17.08.2022 11:00,7578,7578,7684,N/A,n/e,n/e,671,620,671
17.08.2022 11:00 - 17.08.2022 12:00,8932,8932,8943,N/A,n/e,n/e,754,695,754
17.08.2022 12:00 - 17.08.2022 13:00,9606,9606,9394,N/A,n/e,n/e,864,865,864
17.08.2022 13:00 - 17.08.2022 14:00,9672,9672,9285,N/A,n/e,n/e,1011,1039,1011
17.08.2022 14:00 - 17.08.2022 15:00,9116,9116,8768,N/A,n/e,n/e,1098,1220,1098
17.08.2022 15:00 - 17.08.2022 16:00,7961,7961,7629,N/A,n/e,n/e,1079,1163,1079
17.08.2022 16:00 - 17.08.2022 17:00,6367,6367,6203,N/A,n/e,n/e,1018,1112,1018
17.08.2022 17:00 - 17.08.2022 18:00,4291,4291,4137,N/A,n/e,n/e,987,1142,987
17.08.2022 18:00 - 17.08.2022 19:00,2030,2030,1943,N/A,n/e,n/e,867,1023,867
17.08.2022 19:00 - 17.08.2022 20:00,501,501,444,N/A,n/e,n/e,674,730,674
17.08.2022 20:00 - 17.08.2022 21:00,7,7,4,N/A,n/e,n/e,578,583,578
17.08.2022 21:00 - 17.08.2022 22:00,0,0,0,N/A,n/e,n/e,579,527,579
17.08.2022 22:00 - 17.08.2022 23:00,0,0,0,N/A,n/e,n/e,657,557,657
17.08.2022 23:00 - 18.08.2022 00:00,0,0,0,N/A,n/e,n/e,707,642,707
18.08.2022 00:00 - 18.08.2022 01:00,0,0,0,N/A,n/e,n/e,740,740,740
18.08.2022 01:00 - 18.08.2022 02:00,0,0,0,N/A,n/e,n/e,839,839,839
18.08.2022 02:00 - 18.08.2022 03:00,0,0,0,N/A,n/e,n/e,997,997,997
18.08.2022 03:00 - 18.08.2022 04:00,0,0,0,N/A,n/e,n/e,1048,1048,1048
18.08.2022 04:00 - 18.08.2022 05:00,0,0,0,N/A,n/e,n/e,981,883,981
18.08.2022 05:00 - 18.08.2022 06:00,0,0,0,N/A,n/e,n/e,918,833,918
18.08.2022 06:00 - 18.08.2022 07:00,56,56,55,N/A,n/e,n/e,933,903,933
18.08.2022 07:00 - 18.08.2022 08:00,828,828,828,N/A,n/e,n/e,974,966,974
18.08.2022 08:00 - 18.08.2022 09:00,2534,2534,2548,N/A,n/e,n/e,1009,1012,1009
18.08.2022 09:00 - 18.08.2022 10:00,4225,4225,4283,N/A,n/e,n/e,1009,988,1009
18.08.2022 10:00 - 18.08.2022 11:00,5710,5710,5769,N/A,n/e,n/e,1033,970,1033
18.08.2022 11:00 - 18.08.2022 12:00,6512,6512,6581,N/A,n/e,n/e,1182,1072,1182
18.08.2022 12:00 - 18.08.2022 13:00,6786,6786,6840,N/A,n/e,n/e,1582,1305,1582
18.08.2022 13:00 - 18.08.2022 14:00,6711,6711,6733,N/A,n/e,n/e,1999,1608,1999
18.08.2022 14:00 - 18.08.2022 15:00,6487,6487,6389,N/A,n/e,n/e,2441,1889,2441
18.08.2022 15:00 - 18.08.2022 16:00,5717,5717,5697,N/A,n/e,n/e,2434,1955,2434
18.08.2022 16:00 - 18.08.2022 17:00,4741,4741,4885,N/A,n/e,n/e,2213,1945,2213
18.08.2022 17:00 - 18.08.2022 18:00,3288,3288,3320,N/A,n/e,n/e,1984,1911,1984
18.08.2022 18:00 - 18.08.2022 19:00,1739,1739,1645,N/A,n/e,n/e,1792,1699,1792
18.08.2022 19:00 - 18.08.2022 20:00,471,471,404,N/A,n/e,n/e,1451,1417,1451
18.08.2022 20:00 - 18.08.2022 21:00,6,6,4,N/A,n/e,n/e,1228,1243,1228
18.08.2022 21:00 - 18.08.2022 22:00,0,0,0,N/A,n/e,n/e,1141,1207,1141
18.08.2022 22:00 - 18.08.2022 23:00,0,0,0,N/A,n/e,n/e,1221,1271,1221
18.08.2022 23:00 - 19.08.2022 00:00,0,0,0,N/A,n/e,n/e,1372,1373,1372
19.08.2022 00:00 - 19.08.2022 01:00,0,0,0,N/A,n/e,n/e,1505,1505,1505
19.08.2022 01:00 - 19.08.2022 02:00,0,0,0,N/A,n/e,n/e,1549,1549,1549
19.08.2022 02:00 - 19.08.2022 03:00,0,0,0,N/A,n/e,n/e,1635,1635,1635
19.08.2022 03:00 - 19.08.2022 04:00,0,0,0,N/A,n/e,n/e,1559,1559,1559
19.08.2022 04:00 - 19.08.2022 05:00,0,0,0,N/A,n/e,n/e,1609,2019,1609
19.08.2022 05:00 - 19.08.2022 06:00,0,0,0,N/A,n/e,n/e,1764,2514,1764
19.08.2022 06:00 - 19.08.2022 07:00,40,40,40,N/A,n/e,n/e,1711,2159,1711
19.08.2022 07:00 - 19.08.2022 08:00,729,729,729,N/A,n/e,n/e,1759,2075,1759
19.08.2022 08:00 - 19.08.2022 09:00,2375,2375,2323,N/A,n/e,n/e,1860,2079,1860
19.08.2022 09:00 - 19.08.2022 10:00,4459,4459,4427,N/A,n/e,n/e,2213,2117,2213
19.08.2022 10:00 - 19.08.2022 11:00,6075,6075,6054,N/A,n/e,n/e,2139,2139,2139
19.08.2022 11:00 - 19.08.2022 12:00,7010,7010,7302,N/A,n/e,n/e,2619,2450,2619
19.08.2022 12:00 - 19.08.2022 13:00,7658,7658,7885,N/A,n/e,n/e,3124,3848,3124
19.08.2022 13:00 - 19.08.2022 14:00,7710,7710,7943,N/A,n/e,n/e,3949,3952,3949
19.08.2022 14:00 - 19.08.2022 15:00,7232,7232,7571,N/A,n/e,n/e,4607,4686,4607
19.08.2022 15:00 - 19.08.2022 16:00,6390,6390,6729,N/A,n/e,n/e,4678,4526,4678
19.08.2022 16:00 - 19.08.2022 17:00,5243,5243,5459,N/A,n/e,n/e,4745,4569,4745
19.08.2022 17:00 - 19.08.2022 18:00,3625,3625,3687,N/A,n/e,n/e,4554,4543,4554
19.08.2022 18:00 - 19.08.2022 19:00,1729,1729,1696,N/A,n/e,n/e,4458,4499,4458
19.08.2022 19:00 - 19.08.2022 20:00,427,427,378,N/A,n/e,n/e,4269,4335,4269
19.08.2022 20:00 - 19.08.2022 21:00,3,3,2,N/A,n/e,n/e,4163,4227,4163
19.08.2022 21:00 - 19.08.2022 22:00,0,0,0,N/A,n/e,n/e,3904,3943,3904
19.08.2022 22:00 - 19.08.2022 23:00,0,0,0,N/A,n/e,n/e,3438,3681,3438
19.08.2022 23:00 - 20.08.2022 00:00,0,0,0,N/A,n/e,n/e,3035,3343,3035
20.08.2022 00:00 - 20.08.2022 01:00,0,0,0,N/A,n/e,n/e,2554,2554,2554
20.08.2022 01:00 - 20.08.2022 02:00,0,0,0,N/A,n/e,n/e,2377,2377,2377
20.08.2022 02:00 - 20.08.2022 03:00,0,0,0,N/A,n/e,n/e,2245,2245,2245
20.08.2022 03:00 - 20.08.2022 04:00,0,0,0,N/A,n/e,n/e,2041,2041,2041
20.08.2022 04:00 - 20.08.2022 05:00,0,0,0,N/A,n/e,n/e,1919,1925,1919
20.08.2022 05:00 - 20.08.2022 06:00,0,0,0,N/A,n/e,n/e,1874,1870,1874
20.08.2022 06:00 - 20.08.2022 07:00,49,49,49,N/A,n/e,n/e,1720,1727,1720
20.08.2022 07:00 - 20.08.2022 08:00,1021,1021,1021,N/A,n/e,n/e,1547,1572,1547
20.08.2022 08:00 - 20.08.2022 09:00,3371,3371,3424,N/A,n/e,n/e,1385,1470,1385
20.08.2022 09:00 - 20.08.2022 10:00,6016,6016,6070,N/A,n/e,n/e,1539,1604,1539
20.08.2022 10:00 - 20.08.2022 11:00,7907,7907,7943,N/A,n/e,n/e,1672,1718,1672
20.08.2022 11:00 - 20.08.2022 12:00,9326,9326,9269,N/A,n/e,n/e,1833,1876,1833
20.08.2022 12:00 - 20.08.2022 13:00,9764,9764,9730,N/A,n/e,n/e,2016,1961,2016
20.08.2022 13:00 - 20.08.2022 14:00,9740,9740,9725,N/A,n/e,n/e,2256,2110,2256
20.08.2022 14:00 - 20.08.2022 15:00,9390,9390,9378,N/A,n/e,n/e,2496,2292,2496
20.08.2022 15:00 - 20.08.2022 16:00,8629,8629,8626,N/A,n/e,n/e,2601,2372,2601
20.08.2022 16:00 - 20.08.2022 17:00,7087,7087,7118,N/A,n/e,n/e,2657,2397,2657
20.08.2022 17:00 - 20.08.2022 18:00,5031,5031,5020,N/A,n/e,n/e,2585,2402,2585
20.08.2022 18:00 - 20.08.2022 19:00,2376,2376,2291,N/A,n/e,n/e,2360,2194,2360
20.08.2022 19:00 - 20.08.2022 20:00,536,536,486,N/A,n/e,n/e,2139,2032,2139
20.08.2022 20:00 - 20.08.2022 21:00,1,1,1,N/A,n/e,n/e,1852,1762,1852
20.08.2022 21:00 - 20.08.2022 22:00,0,0,0,N/A,n/e,n/e,1527,1425,1527
20.08.2022 22:00 - 20.08.2022 23:00,0,0,0,N/A,n/e,n/e,1283,1232,1283
20.08.2022 23:00 - 21.08.2022 00:00,0,0,0,N/A,n/e,n/e,1129,1112,1129
21.08.2022 00:00 - 21.08.2022 01:00,0,0,0,N/A,n/e,n/e,1045,1045,1045
21.08.2022 01:00 - 21.08.2022 02:00,0,0,0,N/A,n/e,n/e,1061,1061,1061
21.08.2022 02:00 - 21.08.2022 03:00,0,0,0,N/A,n/e,n/e,1143,1143,1143
21.08.2022 03:00 - 21.08.2022 04:00,0,0,0,N/A,n/e,n/e,1161,1161,1161
21.08.2022 04:00 - 21.08.2022 05:00,0,0,0,N/A,n/e,n/e,1177,1108,1177
21.08.2022 05:00 - 21.08.2022 06:00,0,0,0,N/A,n/e,n/e,1224,1158,1224
21.08.2022 06:00 - 21.08.2022 07:00,49,49,49,N/A,n/e,n/e,1267,1129,1267
21.08.2022 07:00 - 21.08.2022 08:00,1103,1103,1103,N/A,n/e,n/e,1310,1103,1310
21.08.2022 08:00 - 21.08.2022 09:00,3495,3495,3601,N/A,n/e,n/e,1661,1126,1661
21.08.2022 09:00 - 21.08.2022 10:00,6257,6257,6421,N/A,n/e,n/e,2236,1750,2236
21.08.2022 10:00 - 21.08.2022 11:00,8151,8151,8235,N/A,n/e,n/e,2679,2384,2679
21.08.2022 11:00 - 21.08.2022 12:00,9520,9520,9514,N/A,n/e,n/e,3157,3020,3157
21.08.2022 12:00 - 21.08.2022 13:00,9990,9990,10096,N/A,n/e,n/e,3581,3405,3581
21.08.2022 13:00 - 21.08.2022 14:00,9977,9977,10134,N/A,n/e,n/e,3836,3705,3836
21.08.2022 14:00 - 21.08.2022 15:00,9647,9647,9810,N/A,n/e,n/e,4287,4084,4287
21.08.2022 15:00 - 21.08.2022 16:00,8759,8759,8865,N/A,n/e,n/e,4367,4219,4367
21.08.2022 16:00 - 21.08.2022 17:00,7335,7335,7364,N/A,n/e,n/e,4413,4340,4413
21.08.2022 17:00 - 21.08.2022 18:00,5242,5242,5134,N/A,n/e,n/e,4370,4318,4370
21.08.2022 18:00 - 21.08.2022 19:00,2578,2578,2476,N/A,n/e,n/e,3924,4032,3924
21.08.2022 19:00 - 21.08.2022 20:00,587,587,540,N/A,n/e,n/e,3128,3117,3128
21.08.2022 20:00 - 21.08.2022 21:00,3,3,2,N/A,n/e,n/e,2376,2501,2376
21.08.2022 21:00 - 21.08.2022 22:00,0,0,0,N/A,n/e,n/e,1813,2221,1813
21.08.2022 22:00 - 21.08.2022 23:00,0,0,0,N/A,n/e,n/e,1604,2007,1604
