MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ Italy (IT),Generation - Solar  [MW] Intraday / Italy (IT),Generation - Solar  [MW] Current / Italy (IT),Generation - Wind Offshore  [MW] Day Ahead/ Italy (IT),Generation - Wind Offshore  [MW] Intraday / Italy (IT),Generation - Wind Offshore  [MW] Current / Italy (IT),Generation - Wind Onshore  [MW] Day Ahead/ Italy (IT),Generation - Wind Onshore  [MW] Intraday / Italy (IT),Generation - Wind Onshore  [MW] Current / Italy (IT)
21.03.2022 22:00 - 21.03.2022 23:00,0,0,0,N/A,n/e,n/e,2340,2301,2340
21.03.2022 23:00 - 22.03.2022 00:00,0,0,0,N/A,n/e,n/e,2154,2137,2154
22.03.2022 00:00 - 22.03.2022 01:00,0,0,0,N/A,n/e,n/e,1769,1769,1769
22.03.2022 01:00 - 22.03.2022 02:00,0,0,0,N/A,n/e,n/e,1772,1772,1772
22.03.2022 02:00 - 22.03.2022 03:00,0,0,0,N/A,n/e,n/e,1757,1757,1757
22.03.2022 03:00 - 22.03.2022 04:00,0,0,0,N/A,n/e,n/e,1744,1744,1744
22.03.2022 04:00 - 22.03.2022 05:00,0,0,0,N/A,n/e,n/e,1741,1741,1741
22.03.2022 05:00 - 22.03.2022 06:00,0,0,0,N/A,n/e,n/e,1822,1822,1822
22.03.2022 06:00 - 22.03.2022 07:00,292,292,292,N/A,n/e,n/e,2032,2032,2032
22.03.2022 07:00 - 22.03.2022 08:00,2572,2572,2573,N/A,n/e,n/e,2158,2158,2158
22.03.2022 08:00 - 22.03.2022 09:00,5921,5921,5274,N/A,n/e,n/e,2250,2229,2250
22.03.2022 09:00 - 22.03.2022 10:00,8630,8630,7504,N/A,n/e,n/e,2656,2618,2656
22.03.2022 10:00 - 22.03.2022 11:00,10361,10361,8839,N/A,n/e,n/e,2858,2805,2858
22.03.2022 11:00 - 22.03.2022 12:00,11262,11262,9359,N/A,n/e,n/e,2799,2804,2799
22.03.2022 12:00 - 22.03.2022 13:00,11459,11459,9307,N/A,n/e,n/e,2841,2860,2841
22.03.2022 13:00 - 22.03.2022 14:00,11047,11047,9101,N/A,n/e,n/e,2863,2893,2863
22.03.2022 14:00 - 22.03.2022 15:00,9970,9970,8605,N/A,n/e,n/e,3096,3089,3096
22.03.2022 15:00 - 22.03.2022 16:00,8083,8083,6991,N/A,n/e,n/e,3344,3330,3344
22.03.2022 16:00 - 22.03.2022 17:00,5098,5098,4290,N/A,n/e,n/e,3520,3532,3520
22.03.2022 17:00 - 22.03.2022 18:00,1807,1807,1443,N/A,n/e,n/e,3290,3363,3290
22.03.2022 18:00 - 22.03.2022 19:00,0,0,63,N/A,n/e,n/e,3184,3258,3184
22.03.2022 19:00 - 22.03.2022 20:00,0,0,0,N/A,n/e,n/e,3097,3157,3097
22.03.2022 20:00 - 22.03.2022 21:00,0,0,0,N/A,n/e,n/e,3014,3073,3014
22.03.2022 21:00 - 22.03.2022 22:00,0,0,0,N/A,n/e,n/e,2900,2939,2900
22.03.2022 22:00 - 22.03.2022 23:00,0,0,0,N/A,n/e,n/e,2896,2934,2896
22.03.2022 23:00 - 23.03.2022 00:00,0,0,0,N/A,n/e,n/e,2857,2853,2857
23.03.2022 00:00 - 23.03.2022 01:00,0,0,0,N/A,n/e,n/e,3200,3200,3200
23.03.2022 01:00 - 23.03.2022 02:00,0,0,0,N/A,n/e,n/e,3193,3193,3193
23.03.2022 02:00 - 23.03.2022 03:00,0,0,0,N/A,n/e,n/e,3089,3089,3089
23.03.2022 03:00 - 23.03.2022 04:00,0,0,0,N/A,n/e,n/e,3092,3092,3092
23.03.2022 04:00 - 23.03.2022 05:00,0,0,0,N/A,n/e,n/e,3111,3111,3111
23.03.2022 05:00 - 23.03.2022 06:00,0,0,0,N/A,n/e,n/e,3141,3141,3141
23.03.2022 06:00 - 23.03.2022 07:00,276,276,276,N/A,n/e,n/e,2993,2993,2993
23.03.2022 07:00 - 23.03.2022 08:00,2333,2333,2333,N/A,n/e,n/e,2909,2909,2909
23.03.2022 08:00 - 23.03.2022 09:00,5474,5474,5471,N/A,n/e,n/e,2673,2668,2673
23.03.2022 09:00 - 23.03.2022 10:00,7667,7667,7629,N/A,n/e,n/e,2613,2614,2613
23.03.2022 10:00 - 23.03.2022 11:00,9096,9096,8898,N/A,n/e,n/e,2527,2522,2527
23.03.2022 11:00 - 23.03.2022 12:00,9486,9486,9388,N/A,n/e,n/e,2489,2490,2489
23.03.2022 12:00 - 23.03.2022 13:00,9362,9362,9334,N/A,n/e,n/e,2504,2495,2504
23.03.2022 13:00 - 23.03.2022 14:00,9209,9209,9231,N/A,n/e,n/e,2502,2487,2502
23.03.2022 14:00 - 23.03.2022 15:00,8739,8739,8718,N/A,n/e,n/e,2398,2383,2398
23.03.2022 15:00 - 23.03.2022 16:00,7212,7212,7172,N/A,n/e,n/e,2299,2279,2299
23.03.2022 16:00 - 23.03.2022 17:00,4649,4649,4596,N/A,n/e,n/e,2238,2242,2238
23.03.2022 17:00 - 23.03.2022 18:00,1655,1655,1556,N/A,n/e,n/e,1975,1996,1975
23.03.2022 18:00 - 23.03.2022 19:00,75,75,64,N/A,n/e,n/e,1776,1797,1776
23.03.2022 19:00 - 23.03.2022 20:00,0,0,0,N/A,n/e,n/e,1500,1498,1500
23.03.2022 20:00 - 23.03.2022 21:00,0,0,0,N/A,n/e,n/e,1288,1288,1288
23.03.2022 21:00 - 23.03.2022 22:00,0,0,0,N/A,n/e,n/e,1143,1145,1143
23.03.2022 22:00 - 23.03.2022 23:00,0,0,0,N/A,n/e,n/e,1069,1066,1069
23.03.2022 23:00 - 24.03.2022 00:00,0,0,0,N/A,n/e,n/e,994,996,994
24.03.2022 00:00 - 24.03.2022 01:00,0,0,0,N/A,n/e,n/e,1234,1234,1234
24.03.2022 01:00 - 24.03.2022 02:00,0,0,0,N/A,n/e,n/e,1099,1099,1099
24.03.2022 02:00 - 24.03.2022 03:00,0,0,0,N/A,n/e,n/e,984,984,984
24.03.2022 03:00 - 24.03.2022 04:00,0,0,0,N/A,n/e,n/e,892,892,892
24.03.2022 04:00 - 24.03.2022 05:00,0,0,0,N/A,n/e,n/e,825,825,825
24.03.2022 05:00 - 24.03.2022 06:00,0,0,0,N/A,n/e,n/e,787,787,787
24.03.2022 06:00 - 24.03.2022 07:00,379,379,308,N/A,n/e,n/e,750,750,750
24.03.2022 07:00 - 24.03.2022 08:00,2867,2867,2457,N/A,n/e,n/e,726,726,726
24.03.2022 08:00 - 24.03.2022 09:00,6305,6305,5569,N/A,n/e,n/e,582,606,582
24.03.2022 09:00 - 24.03.2022 10:00,9035,9035,7702,N/A,n/e,n/e,526,554,526
24.03.2022 10:00 - 24.03.2022 11:00,10816,10816,9062,N/A,n/e,n/e,506,539,506
24.03.2022 11:00 - 24.03.2022 12:00,11790,11790,9458,N/A,n/e,n/e,538,567,538
24.03.2022 12:00 - 24.03.2022 13:00,12048,12048,9413,N/A,n/e,n/e,574,600,574
24.03.2022 13:00 - 24.03.2022 14:00,11643,11643,9286,N/A,n/e,n/e,621,641,621
24.03.2022 14:00 - 24.03.2022 15:00,10532,10532,8711,N/A,n/e,n/e,639,650,639
24.03.2022 15:00 - 24.03.2022 16:00,8568,8568,7220,N/A,n/e,n/e,648,656,648
24.03.2022 16:00 - 24.03.2022 17:00,5440,5440,4670,N/A,n/e,n/e,679,681,679
24.03.2022 17:00 - 24.03.2022 18:00,1963,1963,1583,N/A,n/e,n/e,630,624,630
24.03.2022 18:00 - 24.03.2022 19:00,0,0,70,N/A,n/e,n/e,575,565,575
24.03.2022 19:00 - 24.03.2022 20:00,0,0,0,N/A,n/e,n/e,536,525,536
24.03.2022 20:00 - 24.03.2022 21:00,0,0,0,N/A,n/e,n/e,504,499,504
24.03.2022 21:00 - 24.03.2022 22:00,0,0,0,N/A,n/e,n/e,505,508,505
24.03.2022 22:00 - 24.03.2022 23:00,0,0,0,N/A,n/e,n/e,536,548,536
24.03.2022 23:00 - 25.03.2022 00:00,0,0,0,N/A,n/e,n/e,561,566,561
25.03.2022 00:00 - 25.03.2022 01:00,0,0,0,N/A,n/e,n/e,691,691,691
25.03.2022 01:00 - 25.03.2022 02:00,0,0,0,N/A,n/e,n/e,757,757,757
25.03.2022 02:00 - 25.03.2022 03:00,0,0,0,N/A,n/e,n/e,772,772,772
25.03.2022 03:00 - 25.03.2022 04:00,0,0,0,N/A,n/e,n/e,778,778,778
25.03.2022 04:00 - 25.03.2022 05:00,0,0,0,N/A,n/e,n/e,796,796,796
25.03.2022 05:00 - 25.03.2022 06:00,0,0,0,N/A,n/e,n/e,767,767,767
25.03.2022 06:00 - 25.03.2022 07:00,419,419,339,N/A,n/e,n/e,737,737,737
25.03.2022 07:00 - 25.03.2022 08:00,2905,2905,2483,N/A,n/e,n/e,725,725,725
25.03.2022 08:00 - 25.03.2022 09:00,6251,6251,5523,N/A,n/e,n/e,614,620,614
25.03.2022 09:00 - 25.03.2022 10:00,8891,8891,7614,N/A,n/e,n/e,566,572,566
25.03.2022 10:00 - 25.03.2022 11:00,10610,10610,9005,N/A,n/e,n/e,574,578,574
25.03.2022 11:00 - 25.03.2022 12:00,11542,11542,9463,N/A,n/e,n/e,642,643,642
25.03.2022 12:00 - 25.03.2022 13:00,11743,11743,9486,N/A,n/e,n/e,720,721,720
25.03.2022 13:00 - 25.03.2022 14:00,11262,11262,9311,N/A,n/e,n/e,826,826,826
25.03.2022 14:00 - 25.03.2022 15:00,10058,10058,8555,N/A,n/e,n/e,892,892,892
25.03.2022 15:00 - 25.03.2022 16:00,8051,8051,6933,N/A,n/e,n/e,955,951,955
25.03.2022 16:00 - 25.03.2022 17:00,5034,5034,4377,N/A,n/e,n/e,1033,1025,1033
25.03.2022 17:00 - 25.03.2022 18:00,1796,1796,1478,N/A,n/e,n/e,978,973,978
25.03.2022 18:00 - 25.03.2022 19:00,0,0,68,N/A,n/e,n/e,870,864,870
25.03.2022 19:00 - 25.03.2022 20:00,0,0,0,N/A,n/e,n/e,811,802,811
25.03.2022 20:00 - 25.03.2022 21:00,0,0,0,N/A,n/e,n/e,745,732,745
25.03.2022 21:00 - 25.03.2022 22:00,0,0,0,N/A,n/e,n/e,729,719,729
25.03.2022 22:00 - 25.03.2022 23:00,0,0,0,N/A,n/e,n/e,758,747,758
25.03.2022 23:00 - 26.03.2022 00:00,0,0,0,N/A,n/e,n/e,778,776,778
26.03.2022 00:00 - 26.03.2022 01:00,0,0,0,N/A,n/e,n/e,722,722,722
26.03.2022 01:00 - 26.03.2022 02:00,0,0,0,N/A,n/e,n/e,745,745,745
26.03.2022 02:00 - 26.03.2022 03:00,0,0,0,N/A,n/e,n/e,769,769,769
26.03.2022 03:00 - 26.03.2022 04:00,0,0,0,N/A,n/e,n/e,820,820,820
26.03.2022 04:00 - 26.03.2022 05:00,0,0,0,N/A,n/e,n/e,847,847,847
26.03.2022 05:00 - 26.03.2022 06:00,0,0,0,N/A,n/e,n/e,867,867,867
26.03.2022 06:00 - 26.03.2022 07:00,326,326,326,N/A,n/e,n/e,909,909,909
26.03.2022 07:00 - 26.03.2022 08:00,2305,2305,2305,N/A,n/e,n/e,950,950,950
26.03.2022 08:00 - 26.03.2022 09:00,5178,5178,5171,N/A,n/e,n/e,1003,1000,1003
26.03.2022 09:00 - 26.03.2022 10:00,7282,7282,7272,N/A,n/e,n/e,1144,1137,1144
26.03.2022 10:00 - 26.03.2022 11:00,8716,8716,8715,N/A,n/e,n/e,1318,1310,1318
26.03.2022 11:00 - 26.03.2022 12:00,9190,9190,9173,N/A,n/e,n/e,1547,1534,1547
26.03.2022 12:00 - 26.03.2022 13:00,9147,9147,9181,N/A,n/e,n/e,1749,1735,1749
26.03.2022 13:00 - 26.03.2022 14:00,8964,8964,9024,N/A,n/e,n/e,1975,1953,1975
26.03.2022 14:00 - 26.03.2022 15:00,8101,8101,8115,N/A,n/e,n/e,2124,2103,2124
26.03.2022 15:00 - 26.03.2022 16:00,6425,6425,6390,N/A,n/e,n/e,2329,2316,2329
26.03.2022 16:00 - 26.03.2022 17:00,3898,3898,3857,N/A,n/e,n/e,2482,2468,2482
26.03.2022 17:00 - 26.03.2022 18:00,1382,1382,1280,N/A,n/e,n/e,2450,2427,2450
26.03.2022 18:00 - 26.03.2022 19:00,79,79,67,N/A,n/e,n/e,2430,2400,2430
26.03.2022 19:00 - 26.03.2022 20:00,0,0,0,N/A,n/e,n/e,2422,2390,2422
26.03.2022 20:00 - 26.03.2022 21:00,0,0,0,N/A,n/e,n/e,2407,2364,2407
26.03.2022 21:00 - 26.03.2022 22:00,0,0,0,N/A,n/e,n/e,2403,2364,2403
26.03.2022 22:00 - 26.03.2022 23:00,0,0,0,N/A,n/e,n/e,2407,2362,2407
26.03.2022 23:00 - 27.03.2022 00:00,0,0,0,N/A,n/e,n/e,2582,2558,2582
27.03.2022 00:00 - 27.03.2022 01:00,0,0,0,N/A,n/e,n/e,2317,2317,2317
27.03.2022 01:00 - 27.03.2022 02:00,0,0,0,N/A,n/e,n/e,2440,2440,2440
27.03.2022 02:00 - 27.03.2022 03:00,,,,,,,,,
27.03.2022 03:00 - 27.03.2022 04:00,0,0,0,N/A,n/e,n/e,2531,2531,2531
27.03.2022 04:00 - 27.03.2022 05:00,0,0,0,N/A,n/e,n/e,2572,2572,2572
27.03.2022 05:00 - 27.03.2022 06:00,0,0,0,N/A,n/e,n/e,2578,2578,2578
27.03.2022 06:00 - 27.03.2022 07:00,7,7,7,N/A,n/e,n/e,2679,2679,2679
27.03.2022 07:00 - 27.03.2022 08:00,293,293,293,N/A,n/e,n/e,2810,2810,2810
27.03.2022 08:00 - 27.03.2022 09:00,1763,1763,1739,N/A,n/e,n/e,2924,2924,2924
27.03.2022 09:00 - 27.03.2022 10:00,3962,3962,3943,N/A,n/e,n/e,2944,2944,2944
27.03.2022 10:00 - 27.03.2022 11:00,5858,5858,5861,N/A,n/e,n/e,2876,2876,2876
27.03.2022 11:00 - 27.03.2022 12:00,7297,7297,7256,N/A,n/e,n/e,3057,3057,3057
27.03.2022 12:00 - 27.03.2022 13:00,7827,7827,7789,N/A,n/e,n/e,3242,3153,3242
27.03.2022 13:00 - 27.03.2022 14:00,7775,7775,7713,N/A,n/e,n/e,3381,3321,3381
27.03.2022 14:00 - 27.03.2022 15:00,7513,7513,7452,N/A,n/e,n/e,3596,3530,3596
27.03.2022 15:00 - 27.03.2022 16:00,6683,6683,6677,N/A,n/e,n/e,3884,3812,3884
27.03.2022 16:00 - 27.03.2022 17:00,5206,5206,5183,N/A,n/e,n/e,3893,3854,3893
27.03.2022 17:00 - 27.03.2022 18:00,3181,3181,3178,N/A,n/e,n/e,3486,3483,3486
27.03.2022 18:00 - 27.03.2022 19:00,551,551,533,N/A,n/e,n/e,3054,3042,3054
27.03.2022 19:00 - 27.03.2022 20:00,0,0,0,N/A,n/e,n/e,2782,2729,2782
27.03.2022 20:00 - 27.03.2022 21:00,0,0,0,N/A,n/e,n/e,2548,2467,2548
27.03.2022 21:00 - 27.03.2022 22:00,0,0,0,N/A,n/e,n/e,2310,2263,2310
27.03.2022 22:00 - 27.03.2022 23:00,0,0,0,N/A,n/e,n/e,2182,2110,2182
27.03.2022 23:00 - 28.03.2022 00:00,0,0,0,N/A,n/e,n/e,2073,1997,2073
28.03.2022 00:00 - 28.03.2022 01:00,0,0,0,N/A,n/e,n/e,1804,1804,1804
28.03.2022 01:00 - 28.03.2022 02:00,0,0,0,N/A,n/e,n/e,1639,1639,1639
28.03.2022 02:00 - 28.03.2022 03:00,0,0,0,N/A,n/e,n/e,1584,1584,1584
28.03.2022 03:00 - 28.03.2022 04:00,0,0,0,N/A,n/e,n/e,1558,1558,1558
28.03.2022 04:00 - 28.03.2022 05:00,0,0,0,N/A,n/e,n/e,1577,1577,1577
28.03.2022 05:00 - 28.03.2022 06:00,0,0,0,N/A,n/e,n/e,1572,1572,1572
28.03.2022 06:00 - 28.03.2022 07:00,0,0,0,N/A,n/e,n/e,1570,1570,1570
28.03.2022 07:00 - 28.03.2022 08:00,207,207,207,N/A,n/e,n/e,1595,1595,1595
28.03.2022 08:00 - 28.03.2022 09:00,1788,1788,1697,N/A,n/e,n/e,1652,1487,1652
28.03.2022 09:00 - 28.03.2022 10:00,4192,4192,4040,N/A,n/e,n/e,1658,1519,1658
28.03.2022 10:00 - 28.03.2022 11:00,6280,6280,6116,N/A,n/e,n/e,1728,1609,1728
28.03.2022 11:00 - 28.03.2022 12:00,7694,7694,7558,N/A,n/e,n/e,1836,1742,1836
28.03.2022 12:00 - 28.03.2022 13:00,8236,8236,8078,N/A,n/e,n/e,1677,1607,1677
28.03.2022 13:00 - 28.03.2022 14:00,8259,8259,8132,N/A,n/e,n/e,1526,1426,1526
28.03.2022 14:00 - 28.03.2022 15:00,7875,7875,7744,N/A,n/e,n/e,1332,1235,1332
28.03.2022 15:00 - 28.03.2022 16:00,7094,7094,6901,N/A,n/e,n/e,1140,1066,1140
28.03.2022 16:00 - 28.03.2022 17:00,5751,5751,5570,N/A,n/e,n/e,1046,969,1046
28.03.2022 17:00 - 28.03.2022 18:00,3607,3607,3493,N/A,n/e,n/e,1034,908,1034
28.03.2022 18:00 - 28.03.2022 19:00,1295,1295,1223,N/A,n/e,n/e,949,824,949
28.03.2022 19:00 - 28.03.2022 20:00,84,84,77,N/A,n/e,n/e,781,713,781
28.03.2022 20:00 - 28.03.2022 21:00,0,0,0,N/A,n/e,n/e,667,623,667
28.03.2022 21:00 - 28.03.2022 22:00,0,0,0,N/A,n/e,n/e,560,507,560
28.03.2022 22:00 - 28.03.2022 23:00,0,0,0,N/A,n/e,n/e,489,424,489
28.03.2022 23:00 - 29.03.2022 00:00,0,0,0,N/A,n/e,n/e,430,386,430
29.03.2022 00:00 - 29.03.2022 01:00,0,0,0,N/A,n/e,n/e,307,307,307
29.03.2022 01:00 - 29.03.2022 02:00,0,0,0,N/A,n/e,n/e,303,303,303
29.03.2022 02:00 - 29.03.2022 03:00,0,0,0,N/A,n/e,n/e,325,325,325
29.03.2022 03:00 - 29.03.2022 04:00,0,0,0,N/A,n/e,n/e,320,320,320
29.03.2022 04:00 - 29.03.2022 05:00,0,0,0,N/A,n/e,n/e,331,331,331
29.03.2022 05:00 - 29.03.2022 06:00,0,0,0,N/A,n/e,n/e,351,351,351
29.03.2022 06:00 - 29.03.2022 07:00,0,0,0,N/A,n/e,n/e,355,355,355
29.03.2022 07:00 - 29.03.2022 08:00,278,278,278,N/A,n/e,n/e,379,379,379
29.03.2022 08:00 - 29.03.2022 09:00,1843,1843,1833,N/A,n/e,n/e,411,375,411
29.03.2022 09:00 - 29.03.2022 10:00,4254,4254,4161,N/A,n/e,n/e,399,369,399
29.03.2022 10:00 - 29.03.2022 11:00,6230,6230,6122,N/A,n/e,n/e,456,412,456
29.03.2022 11:00 - 29.03.2022 12:00,7886,7886,7678,N/A,n/e,n/e,606,554,606
29.03.2022 12:00 - 29.03.2022 13:00,8705,8705,8507,N/A,n/e,n/e,739,698,739
29.03.2022 13:00 - 29.03.2022 14:00,8821,8821,8696,N/A,n/e,n/e,845,803,845
29.03.2022 14:00 - 29.03.2022 15:00,8513,8513,8361,N/A,n/e,n/e,1131,1019,1131
29.03.2022 15:00 - 29.03.2022 16:00,7610,7610,7356,N/A,n/e,n/e,1279,1164,1279
29.03.2022 16:00 - 29.03.2022 17:00,5812,5812,5696,N/A,n/e,n/e,1296,1238,1296
29.03.2022 17:00 - 29.03.2022 18:00,3474,3474,3279,N/A,n/e,n/e,1291,1326,1291
29.03.2022 18:00 - 29.03.2022 19:00,1210,1210,1089,N/A,n/e,n/e,1410,1414,1410
29.03.2022 19:00 - 29.03.2022 20:00,72,72,60,N/A,n/e,n/e,1545,1503,1545
29.03.2022 20:00 - 29.03.2022 21:00,0,0,0,N/A,n/e,n/e,1736,1749,1736
29.03.2022 21:00 - 29.03.2022 22:00,0,0,0,N/A,n/e,n/e,1870,1800,1870
29.03.2022 22:00 - 29.03.2022 23:00,0,0,0,N/A,n/e,n/e,1867,1896,1867
29.03.2022 23:00 - 30.03.2022 00:00,0,0,0,N/A,n/e,n/e,1917,1966,1917
30.03.2022 00:00 - 30.03.2022 01:00,0,0,0,N/A,n/e,n/e,1782,1782,1782
30.03.2022 01:00 - 30.03.2022 02:00,0,0,0,N/A,n/e,n/e,1999,1999,1999
30.03.2022 02:00 - 30.03.2022 03:00,0,0,0,N/A,n/e,n/e,2187,2187,2187
30.03.2022 03:00 - 30.03.2022 04:00,0,0,0,N/A,n/e,n/e,2248,2248,2248
30.03.2022 04:00 - 30.03.2022 05:00,0,0,0,N/A,n/e,n/e,2239,2239,2239
30.03.2022 05:00 - 30.03.2022 06:00,0,0,0,N/A,n/e,n/e,2318,2318,2318
30.03.2022 06:00 - 30.03.2022 07:00,0,0,0,N/A,n/e,n/e,2276,2276,2276
30.03.2022 07:00 - 30.03.2022 08:00,95,95,95,N/A,n/e,n/e,2287,2287,2287
30.03.2022 08:00 - 30.03.2022 09:00,643,643,629,N/A,n/e,n/e,2250,2019,2250
30.03.2022 09:00 - 30.03.2022 10:00,1485,1485,1481,N/A,n/e,n/e,2369,2149,2369
30.03.2022 10:00 - 30.03.2022 11:00,2312,2312,2300,N/A,n/e,n/e,2497,2321,2497
30.03.2022 11:00 - 30.03.2022 12:00,2877,2877,2934,N/A,n/e,n/e,2678,2452,2678
30.03.2022 12:00 - 30.03.2022 13:00,3199,3199,3264,N/A,n/e,n/e,2819,2691,2819
30.03.2022 13:00 - 30.03.2022 14:00,3385,3385,3398,N/A,n/e,n/e,2939,2983,2939
30.03.2022 14:00 - 30.03.2022 15:00,3317,3317,3275,N/A,n/e,n/e,3732,3177,3732
30.03.2022 15:00 - 30.03.2022 16:00,2828,2828,2830,N/A,n/e,n/e,4194,3500,4194
30.03.2022 16:00 - 30.03.2022 17:00,2085,2085,2042,N/A,n/e,n/e,4186,3948,4186
30.03.2022 17:00 - 30.03.2022 18:00,1222,1222,1157,N/A,n/e,n/e,4021,3936,4021
30.03.2022 18:00 - 30.03.2022 19:00,462,462,430,N/A,n/e,n/e,3718,3688,3718
30.03.2022 19:00 - 30.03.2022 20:00,29,29,25,N/A,n/e,n/e,3510,3474,3510
30.03.2022 20:00 - 30.03.2022 21:00,0,0,0,N/A,n/e,n/e,3499,3537,3499
30.03.2022 21:00 - 30.03.2022 22:00,0,0,0,N/A,n/e,n/e,3386,3583,3386
30.03.2022 22:00 - 30.03.2022 23:00,0,0,0,N/A,n/e,n/e,3563,3542,3563
30.03.2022 23:00 - 31.03.2022 00:00,0,0,0,N/A,n/e,n/e,3675,3678,3675
31.03.2022 00:00 - 31.03.2022 01:00,0,0,0,N/A,n/e,n/e,4284,N/A,4284
31.03.2022 01:00 - 31.03.2022 02:00,0,0,0,N/A,n/e,n/e,4550,N/A,4550
31.03.2022 02:00 - 31.03.2022 03:00,0,0,0,N/A,n/e,n/e,4753,N/A,4753
31.03.2022 03:00 - 31.03.2022 04:00,0,0,0,N/A,n/e,n/e,5125,N/A,5125
31.03.2022 04:00 - 31.03.2022 05:00,0,0,0,N/A,n/e,n/e,5280,N/A,5280
31.03.2022 05:00 - 31.03.2022 06:00,0,0,0,N/A,n/e,n/e,4819,N/A,4819
31.03.2022 06:00 - 31.03.2022 07:00,0,0,0,N/A,n/e,n/e,4879,N/A,4879
31.03.2022 07:00 - 31.03.2022 08:00,99,99,99,N/A,n/e,n/e,4602,N/A,4602
31.03.2022 08:00 - 31.03.2022 09:00,731,731,731,N/A,n/e,n/e,4472,N/A,4472
31.03.2022 09:00 - 31.03.2022 10:00,1829,1829,1829,N/A,n/e,n/e,4352,N/A,4352
31.03.2022 10:00 - 31.03.2022 11:00,2917,2917,2917,N/A,n/e,n/e,4359,N/A,4359
31.03.2022 11:00 - 31.03.2022 12:00,3861,3861,3861,N/A,n/e,n/e,4267,N/A,4267
31.03.2022 12:00 - 31.03.2022 13:00,4495,4495,4495,N/A,n/e,n/e,4322,N/A,4322
31.03.2022 13:00 - 31.03.2022 14:00,4718,4718,4718,N/A,n/e,n/e,4243,N/A,4243
31.03.2022 14:00 - 31.03.2022 15:00,4739,4739,4739,N/A,n/e,n/e,4401,N/A,4401
31.03.2022 15:00 - 31.03.2022 16:00,4355,4355,4355,N/A,n/e,n/e,4548,N/A,4548
31.03.2022 16:00 - 31.03.2022 17:00,3525,3525,3525,N/A,n/e,n/e,4610,N/A,4610
31.03.2022 17:00 - 31.03.2022 18:00,2164,2164,2164,N/A,n/e,n/e,4686,N/A,4686
31.03.2022 18:00 - 31.03.2022 19:00,773,773,773,N/A,n/e,n/e,4785,N/A,4785
31.03.2022 19:00 - 31.03.2022 20:00,39,39,39,N/A,n/e,n/e,4718,N/A,4718
31.03.2022 20:00 - 31.03.2022 21:00,0,0,0,N/A,n/e,n/e,4675,N/A,4675
31.03.2022 21:00 - 31.03.2022 22:00,0,0,0,N/A,n/e,n/e,4838,N/A,4838
31.03.2022 22:00 - 31.03.2022 23:00,0,0,0,N/A,n/e,n/e,4942,N/A,4942
31.03.2022 23:00 - 01.04.2022 00:00,0,0,0,N/A,n/e,n/e,5302,N/A,5302
01.04.2022 00:00 - 01.04.2022 01:00,0,0,0,N/A,n/e,n/e,4941,4941,4941
01.04.2022 01:00 - 01.04.2022 02:00,0,0,0,N/A,n/e,n/e,5052,5052,5052
01.04.2022 02:00 - 01.04.2022 03:00,0,0,0,N/A,n/e,n/e,4989,4989,4989
01.04.2022 03:00 - 01.04.2022 04:00,0,0,0,N/A,n/e,n/e,4759,4759,4759
01.04.2022 04:00 - 01.04.2022 05:00,0,0,0,N/A,n/e,n/e,4623,4623,4623
01.04.2022 05:00 - 01.04.2022 06:00,0,0,0,N/A,n/e,n/e,4596,4596,4596
01.04.2022 06:00 - 01.04.2022 07:00,0,0,0,N/A,n/e,n/e,4537,4537,4537
01.04.2022 07:00 - 01.04.2022 08:00,149,149,149,N/A,n/e,n/e,4385,4385,4385
01.04.2022 08:00 - 01.04.2022 09:00,1104,1104,1129,N/A,n/e,n/e,4455,4490,4455
01.04.2022 09:00 - 01.04.2022 10:00,2661,2661,2681,N/A,n/e,n/e,4795,4623,4795
01.04.2022 10:00 - 01.04.2022 11:00,4227,4227,4211,N/A,n/e,n/e,5184,5000,5184
01.04.2022 11:00 - 01.04.2022 12:00,5230,5230,5255,N/A,n/e,n/e,5498,5226,5498
01.04.2022 12:00 - 01.04.2022 13:00,5672,5672,5711,N/A,n/e,n/e,5965,5494,5965
01.04.2022 13:00 - 01.04.2022 14:00,5818,5818,5803,N/A,n/e,n/e,6431,5549,6431
01.04.2022 14:00 - 01.04.2022 15:00,5643,5643,5553,N/A,n/e,n/e,6898,5981,6898
01.04.2022 15:00 - 01.04.2022 16:00,4943,4943,4901,N/A,n/e,n/e,7055,6277,7055
01.04.2022 16:00 - 01.04.2022 17:00,3888,3888,3872,N/A,n/e,n/e,7030,6524,7030
01.04.2022 17:00 - 01.04.2022 18:00,2482,2482,2313,N/A,n/e,n/e,6977,6620,6977
01.04.2022 18:00 - 01.04.2022 19:00,935,935,850,N/A,n/e,n/e,6840,6555,6840
01.04.2022 19:00 - 01.04.2022 20:00,54,54,58,N/A,n/e,n/e,6603,6503,6603
01.04.2022 20:00 - 01.04.2022 21:00,0,0,0,N/A,n/e,n/e,6201,6419,6201
01.04.2022 21:00 - 01.04.2022 22:00,0,0,0,N/A,n/e,n/e,5886,6266,5886
01.04.2022 22:00 - 01.04.2022 23:00,0,0,0,N/A,n/e,n/e,5676,6149,5676
01.04.2022 23:00 - 02.04.2022 00:00,0,0,0,N/A,n/e,n/e,5519,5930,5519
02.04.2022 00:00 - 02.04.2022 01:00,0,0,0,N/A,n/e,n/e,6298,N/A,6298
