MTU (CET/CEST),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Day Ahead/ France (FR),Generation - Solar  [MW] Current / France (FR),Generation - Wind Offshore  [MW] Day Ahead/ France (FR),Generation - Wind Offshore  [MW] Intraday / France (FR),Generation - Wind Offshore  [MW] Current / France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Day Ahead/ France (FR),Generation - Wind Onshore  [MW] Current / France (FR)
16.08.2022 11:00 - 16.08.2022 12:00,6613,6613,6903,n/e,n/e,n/e,1247,1247,1037
16.08.2022 12:00 - 16.08.2022 13:00,7859,7859,8034,n/e,n/e,n/e,1414,1414,1265
16.08.2022 13:00 - 16.08.2022 14:00,8381,8381,8511,n/e,n/e,n/e,1582,1582,1500
16.08.2022 14:00 - 16.08.2022 15:00,8498,8498,8613,n/e,n/e,n/e,1751,1751,1740
16.08.2022 15:00 - 16.08.2022 16:00,7787,7787,8118,n/e,n/e,n/e,1767,1767,1689
16.08.2022 16:00 - 16.08.2022 17:00,6635,6635,6904,n/e,n/e,n/e,1784,1784,1643
16.08.2022 17:00 - 16.08.2022 18:00,5262,5262,5502,n/e,n/e,n/e,1802,1802,1598
16.08.2022 18:00 - 16.08.2022 19:00,3569,3569,3911,n/e,n/e,n/e,1767,1767,1460
16.08.2022 19:00 - 16.08.2022 20:00,1844,1844,2005,n/e,n/e,n/e,1733,1733,1324
16.08.2022 20:00 - 16.08.2022 21:00,473,473,530,n/e,n/e,n/e,1700,1700,1190
16.08.2022 21:00 - 16.08.2022 22:00,1,1,1,n/e,n/e,n/e,1613,1613,1169
16.08.2022 22:00 - 16.08.2022 23:00,0,0,0,n/e,n/e,n/e,1527,1527,1149
16.08.2022 23:00 - 17.08.2022 00:00,0,0,0,n/e,n/e,n/e,1441,1441,1129
17.08.2022 00:00 - 17.08.2022 01:00,0,0,0,n/e,n/e,n/e,1597,1597,1454
17.08.2022 01:00 - 17.08.2022 02:00,0,0,0,n/e,n/e,n/e,1671,1671,1452
17.08.2022 02:00 - 17.08.2022 03:00,0,0,0,n/e,n/e,n/e,1748,1748,1454
17.08.2022 03:00 - 17.08.2022 04:00,0,0,0,n/e,n/e,n/e,1733,1733,1405
17.08.2022 04:00 - 17.08.2022 05:00,0,0,0,n/e,n/e,n/e,1718,1718,1360
17.08.2022 05:00 - 17.08.2022 06:00,0,0,0,n/e,n/e,n/e,1703,1703,1319
17.08.2022 06:00 - 17.08.2022 07:00,0,0,0,n/e,n/e,n/e,1550,1550,1179
17.08.2022 07:00 - 17.08.2022 08:00,26,26,26,n/e,n/e,n/e,1397,1397,1197
17.08.2022 08:00 - 17.08.2022 09:00,725,725,769,n/e,n/e,n/e,1245,1245,1049
17.08.2022 09:00 - 17.08.2022 10:00,2261,2261,2224,n/e,n/e,n/e,1054,1054,947
17.08.2022 10:00 - 17.08.2022 11:00,4120,4120,4410,n/e,n/e,n/e,864,864,877
17.08.2022 11:00 - 17.08.2022 12:00,5557,5557,5963,n/e,n/e,n/e,676,676,680
17.08.2022 12:00 - 17.08.2022 13:00,6437,6437,6858,n/e,n/e,n/e,792,792,739
17.08.2022 13:00 - 17.08.2022 14:00,7032,7032,7212,n/e,n/e,n/e,908,908,822
17.08.2022 14:00 - 17.08.2022 15:00,6794,6794,6844,n/e,n/e,n/e,1024,1024,917
17.08.2022 15:00 - 17.08.2022 16:00,6176,6176,6434,n/e,n/e,n/e,1106,1106,963
17.08.2022 16:00 - 17.08.2022 17:00,5732,5732,5489,n/e,n/e,n/e,1187,1187,1013
17.08.2022 17:00 - 17.08.2022 18:00,4689,4689,4591,n/e,n/e,n/e,1268,1268,1065
17.08.2022 18:00 - 17.08.2022 19:00,3507,3507,3350,n/e,n/e,n/e,1197,1197,1037
17.08.2022 19:00 - 17.08.2022 20:00,1858,1858,1793,n/e,n/e,n/e,1127,1127,1014
17.08.2022 20:00 - 17.08.2022 21:00,487,487,484,n/e,n/e,n/e,1057,1057,994
17.08.2022 21:00 - 17.08.2022 22:00,1,1,1,n/e,n/e,n/e,1122,1122,1284
17.08.2022 22:00 - 17.08.2022 23:00,0,0,0,n/e,n/e,n/e,1188,1188,1578
17.08.2022 23:00 - 18.08.2022 00:00,0,0,0,n/e,n/e,n/e,1254,1254,1875
18.08.2022 00:00 - 18.08.2022 01:00,0,0,0,n/e,n/e,n/e,1857,1857,1750
18.08.2022 01:00 - 18.08.2022 02:00,0,0,0,n/e,n/e,n/e,1913,1913,1821
18.08.2022 02:00 - 18.08.2022 03:00,0,0,0,n/e,n/e,n/e,1971,1971,1897
18.08.2022 03:00 - 18.08.2022 04:00,0,0,0,n/e,n/e,n/e,1900,1900,1921
18.08.2022 04:00 - 18.08.2022 05:00,0,0,0,n/e,n/e,n/e,1830,1830,1950
18.08.2022 05:00 - 18.08.2022 06:00,0,0,0,n/e,n/e,n/e,1759,1759,1982
18.08.2022 06:00 - 18.08.2022 07:00,0,0,0,n/e,n/e,n/e,1643,1643,1852
18.08.2022 07:00 - 18.08.2022 08:00,24,24,24,n/e,n/e,n/e,1527,1527,1509
18.08.2022 08:00 - 18.08.2022 09:00,786,786,827,n/e,n/e,n/e,1411,1411,1401
18.08.2022 09:00 - 18.08.2022 10:00,2353,2353,2495,n/e,n/e,n/e,1363,1363,1359
18.08.2022 10:00 - 18.08.2022 11:00,4152,4152,4101,n/e,n/e,n/e,1315,1315,1386
18.08.2022 11:00 - 18.08.2022 12:00,5771,5771,5801,n/e,n/e,n/e,1267,1267,1336
18.08.2022 12:00 - 18.08.2022 13:00,6980,6980,6830,n/e,n/e,n/e,1400,1400,1459
18.08.2022 13:00 - 18.08.2022 14:00,7913,7913,7204,n/e,n/e,n/e,1533,1533,1591
18.08.2022 14:00 - 18.08.2022 15:00,8132,8132,7316,n/e,n/e,n/e,1666,1666,1727
18.08.2022 15:00 - 18.08.2022 16:00,7739,7739,6954,n/e,n/e,n/e,1952,1952,2014
18.08.2022 16:00 - 18.08.2022 17:00,6554,6554,6340,n/e,n/e,n/e,2237,2237,2303
18.08.2022 17:00 - 18.08.2022 18:00,5447,5447,5127,n/e,n/e,n/e,2522,2522,2591
18.08.2022 18:00 - 18.08.2022 19:00,3915,3915,3787,n/e,n/e,n/e,2749,2749,2764
18.08.2022 19:00 - 18.08.2022 20:00,2097,2097,2017,n/e,n/e,n/e,2977,2977,2938
18.08.2022 20:00 - 18.08.2022 21:00,548,548,534,n/e,n/e,n/e,3205,3205,3113
18.08.2022 21:00 - 18.08.2022 22:00,1,1,0,n/e,n/e,n/e,3227,3227,3287
18.08.2022 22:00 - 18.08.2022 23:00,0,0,0,n/e,n/e,n/e,3250,3250,3461
18.08.2022 23:00 - 19.08.2022 00:00,0,0,0,n/e,n/e,n/e,3272,3272,3635
19.08.2022 00:00 - 19.08.2022 01:00,0,0,0,n/e,n/e,n/e,3529,3529,3780
19.08.2022 01:00 - 19.08.2022 02:00,0,0,0,n/e,n/e,n/e,3430,3430,3615
19.08.2022 02:00 - 19.08.2022 03:00,0,0,0,n/e,n/e,n/e,3331,3331,3453
19.08.2022 03:00 - 19.08.2022 04:00,0,0,0,n/e,n/e,n/e,3194,3194,3321
19.08.2022 04:00 - 19.08.2022 05:00,0,0,0,n/e,n/e,n/e,3057,3057,3192
19.08.2022 05:00 - 19.08.2022 06:00,0,0,0,n/e,n/e,n/e,2919,2919,3066
19.08.2022 06:00 - 19.08.2022 07:00,0,0,0,n/e,n/e,n/e,2818,2818,2994
19.08.2022 07:00 - 19.08.2022 08:00,23,23,21,n/e,n/e,n/e,2716,2716,2779
19.08.2022 08:00 - 19.08.2022 09:00,905,905,847,n/e,n/e,n/e,2613,2613,2688
19.08.2022 09:00 - 19.08.2022 10:00,2846,2846,2594,n/e,n/e,n/e,2588,2588,2658
19.08.2022 10:00 - 19.08.2022 11:00,5049,5049,4930,n/e,n/e,n/e,2563,2563,2471
19.08.2022 11:00 - 19.08.2022 12:00,6642,6642,6597,n/e,n/e,n/e,2538,2538,2462
19.08.2022 12:00 - 19.08.2022 13:00,7810,7810,7521,n/e,n/e,n/e,2835,2835,2781
19.08.2022 13:00 - 19.08.2022 14:00,8136,8136,7906,n/e,n/e,n/e,3132,3132,3093
19.08.2022 14:00 - 19.08.2022 15:00,8267,8267,7935,n/e,n/e,n/e,3429,3429,3402
19.08.2022 15:00 - 19.08.2022 16:00,7954,7954,7425,n/e,n/e,n/e,3602,3602,3520
19.08.2022 16:00 - 19.08.2022 17:00,7283,7283,6845,n/e,n/e,n/e,3774,3774,3636
19.08.2022 17:00 - 19.08.2022 18:00,6119,6119,5833,n/e,n/e,n/e,3948,3948,3750
19.08.2022 18:00 - 19.08.2022 19:00,4253,4253,4192,n/e,n/e,n/e,3836,3836,3649
19.08.2022 19:00 - 19.08.2022 20:00,2144,2144,2140,n/e,n/e,n/e,3724,3724,3546
19.08.2022 20:00 - 19.08.2022 21:00,502,502,507,n/e,n/e,n/e,3612,3612,3443
19.08.2022 21:00 - 19.08.2022 22:00,0,0,0,n/e,n/e,n/e,3294,3294,3270
19.08.2022 22:00 - 19.08.2022 23:00,0,0,0,n/e,n/e,n/e,2975,2975,3097
19.08.2022 23:00 - 20.08.2022 00:00,0,0,0,n/e,n/e,n/e,2657,2657,2923
20.08.2022 00:00 - 20.08.2022 01:00,0,0,0,n/e,n/e,n/e,2835,2835,2631
20.08.2022 01:00 - 20.08.2022 02:00,0,0,0,n/e,n/e,n/e,2660,2660,2501
20.08.2022 02:00 - 20.08.2022 03:00,0,0,0,n/e,n/e,n/e,2485,2485,2370
20.08.2022 03:00 - 20.08.2022 04:00,0,0,0,n/e,n/e,n/e,2374,2374,2255
20.08.2022 04:00 - 20.08.2022 05:00,0,0,0,n/e,n/e,n/e,2262,2262,2139
20.08.2022 05:00 - 20.08.2022 06:00,0,0,0,n/e,n/e,n/e,2150,2150,2021
20.08.2022 06:00 - 20.08.2022 07:00,0,0,0,n/e,n/e,n/e,1977,1977,1875
20.08.2022 07:00 - 20.08.2022 08:00,17,17,17,n/e,n/e,n/e,1805,1805,1846
20.08.2022 08:00 - 20.08.2022 09:00,919,919,951,n/e,n/e,n/e,1632,1632,1700
20.08.2022 09:00 - 20.08.2022 10:00,3034,3034,3064,n/e,n/e,n/e,1486,1486,1475
20.08.2022 10:00 - 20.08.2022 11:00,5408,5408,5526,n/e,n/e,n/e,1339,1339,1317
20.08.2022 11:00 - 20.08.2022 12:00,7568,7568,7385,n/e,n/e,n/e,1194,1194,1159
20.08.2022 12:00 - 20.08.2022 13:00,8913,8913,8672,n/e,n/e,n/e,1238,1238,1208
20.08.2022 13:00 - 20.08.2022 14:00,9703,9703,9385,n/e,n/e,n/e,1284,1284,1259
20.08.2022 14:00 - 20.08.2022 15:00,9878,9878,9634,n/e,n/e,n/e,1330,1330,1311
20.08.2022 15:00 - 20.08.2022 16:00,9500,9500,9305,n/e,n/e,n/e,1424,1424,1410
20.08.2022 16:00 - 20.08.2022 17:00,8611,8611,8419,n/e,n/e,n/e,1518,1518,1509
20.08.2022 17:00 - 20.08.2022 18:00,6929,6929,6897,n/e,n/e,n/e,1612,1612,1606
20.08.2022 18:00 - 20.08.2022 19:00,4756,4756,4783,n/e,n/e,n/e,1641,1641,1583
20.08.2022 19:00 - 20.08.2022 20:00,2283,2283,2321,n/e,n/e,n/e,1670,1670,1560
20.08.2022 20:00 - 20.08.2022 21:00,518,518,526,n/e,n/e,n/e,1699,1699,1537
20.08.2022 21:00 - 20.08.2022 22:00,0,0,0,n/e,n/e,n/e,1667,1667,1520
20.08.2022 22:00 - 20.08.2022 23:00,0,0,0,n/e,n/e,n/e,1635,1635,1502
20.08.2022 23:00 - 21.08.2022 00:00,0,0,0,n/e,n/e,n/e,1604,1604,1485
21.08.2022 00:00 - 21.08.2022 01:00,0,0,0,n/e,n/e,n/e,1287,1287,1124
21.08.2022 01:00 - 21.08.2022 02:00,0,0,0,n/e,n/e,n/e,1180,1180,1003
21.08.2022 02:00 - 21.08.2022 03:00,0,0,0,n/e,n/e,n/e,1075,1075,887
21.08.2022 03:00 - 21.08.2022 04:00,0,0,0,n/e,n/e,n/e,1023,1023,879
21.08.2022 04:00 - 21.08.2022 05:00,0,0,0,n/e,n/e,n/e,971,971,873
21.08.2022 05:00 - 21.08.2022 06:00,0,0,0,n/e,n/e,n/e,919,919,869
21.08.2022 06:00 - 21.08.2022 07:00,0,0,0,n/e,n/e,n/e,931,931,870
21.08.2022 07:00 - 21.08.2022 08:00,17,17,17,n/e,n/e,n/e,944,944,872
21.08.2022 08:00 - 21.08.2022 09:00,882,882,890,n/e,n/e,n/e,957,957,867
21.08.2022 09:00 - 21.08.2022 10:00,2718,2718,2802,n/e,n/e,n/e,953,953,816
21.08.2022 10:00 - 21.08.2022 11:00,4901,4901,5044,n/e,n/e,n/e,948,948,948
21.08.2022 11:00 - 21.08.2022 12:00,6676,6676,6737,n/e,n/e,n/e,945,945,950
21.08.2022 12:00 - 21.08.2022 13:00,7668,7668,7739,n/e,n/e,n/e,1052,1052,1054
21.08.2022 13:00 - 21.08.2022 14:00,8178,8178,8124,n/e,n/e,n/e,1159,1159,1162
21.08.2022 14:00 - 21.08.2022 15:00,8236,8236,8016,n/e,n/e,n/e,1267,1267,1272
21.08.2022 15:00 - 21.08.2022 16:00,7838,7838,7264,n/e,n/e,n/e,1396,1396,1361
21.08.2022 16:00 - 21.08.2022 17:00,6857,6857,6022,n/e,n/e,n/e,1525,1525,1452
21.08.2022 17:00 - 21.08.2022 18:00,5763,5763,4818,n/e,n/e,n/e,1655,1655,1542
21.08.2022 18:00 - 21.08.2022 19:00,3972,3972,3478,n/e,n/e,n/e,1712,1712,1515
21.08.2022 19:00 - 21.08.2022 20:00,1938,1938,1873,n/e,n/e,n/e,1769,1769,1490
21.08.2022 20:00 - 21.08.2022 21:00,434,434,436,n/e,n/e,n/e,1827,1827,1465
21.08.2022 21:00 - 21.08.2022 22:00,0,0,0,n/e,n/e,n/e,1953,1953,1515
21.08.2022 22:00 - 21.08.2022 23:00,0,0,0,n/e,n/e,n/e,2080,2080,1567
21.08.2022 23:00 - 22.08.2022 00:00,0,0,0,n/e,n/e,n/e,2206,2206,1619
22.08.2022 00:00 - 22.08.2022 01:00,0,0,0,n/e,n/e,n/e,1787,1787,2019
22.08.2022 01:00 - 22.08.2022 02:00,0,0,0,n/e,n/e,n/e,1812,1812,1935
22.08.2022 02:00 - 22.08.2022 03:00,0,0,0,n/e,n/e,n/e,1839,1839,1850
22.08.2022 03:00 - 22.08.2022 04:00,0,0,0,n/e,n/e,n/e,1774,1774,1749
22.08.2022 04:00 - 22.08.2022 05:00,0,0,0,n/e,n/e,n/e,1709,1709,1649
22.08.2022 05:00 - 22.08.2022 06:00,0,0,0,n/e,n/e,n/e,1643,1643,1551
22.08.2022 06:00 - 22.08.2022 07:00,0,0,0,n/e,n/e,n/e,1658,1658,1505
22.08.2022 07:00 - 22.08.2022 08:00,12,12,12,n/e,n/e,n/e,1673,1673,1608
22.08.2022 08:00 - 22.08.2022 09:00,829,829,820,n/e,n/e,n/e,1689,1689,1551
22.08.2022 09:00 - 22.08.2022 10:00,2696,2696,2672,n/e,n/e,n/e,1574,1574,1506
22.08.2022 10:00 - 22.08.2022 11:00,4980,4980,5304,n/e,n/e,n/e,1459,1459,1436
22.08.2022 11:00 - 22.08.2022 12:00,6704,6704,6902,n/e,n/e,n/e,1344,1344,1366
22.08.2022 12:00 - 22.08.2022 13:00,7731,7731,7952,n/e,n/e,n/e,1457,1457,1443
22.08.2022 13:00 - 22.08.2022 14:00,8089,8089,8143,n/e,n/e,n/e,1571,1571,1524
22.08.2022 14:00 - 22.08.2022 15:00,7792,7792,8037,n/e,n/e,n/e,1684,1684,1607
22.08.2022 15:00 - 22.08.2022 16:00,7305,7305,7422,n/e,n/e,n/e,1864,1864,1748
22.08.2022 16:00 - 22.08.2022 17:00,6736,6736,6568,n/e,n/e,n/e,2043,2043,1888
22.08.2022 17:00 - 22.08.2022 18:00,5945,5945,5660,n/e,n/e,n/e,2222,2222,2027
22.08.2022 18:00 - 22.08.2022 19:00,4236,4236,4145,n/e,n/e,n/e,2242,2242,2006
22.08.2022 19:00 - 22.08.2022 20:00,2091,2091,2074,n/e,n/e,n/e,2263,2263,1985
22.08.2022 20:00 - 22.08.2022 21:00,454,454,454,n/e,n/e,n/e,2283,2283,1964
22.08.2022 21:00 - 22.08.2022 22:00,0,0,0,n/e,n/e,n/e,2235,2235,1939
22.08.2022 22:00 - 22.08.2022 23:00,0,0,0,n/e,n/e,n/e,2187,2187,1914
22.08.2022 23:00 - 23.08.2022 00:00,0,0,0,n/e,n/e,n/e,2139,2139,1891
23.08.2022 00:00 - 23.08.2022 01:00,0,0,0,n/e,n/e,n/e,1785,1785,1616
23.08.2022 01:00 - 23.08.2022 02:00,0,0,0,n/e,n/e,n/e,1785,1785,1595
23.08.2022 02:00 - 23.08.2022 03:00,0,0,0,n/e,n/e,n/e,1785,1785,1574
23.08.2022 03:00 - 23.08.2022 04:00,0,0,0,n/e,n/e,n/e,1724,1724,1532
23.08.2022 04:00 - 23.08.2022 05:00,0,0,0,n/e,n/e,n/e,1663,1663,1490
23.08.2022 05:00 - 23.08.2022 06:00,0,0,0,n/e,n/e,n/e,1601,1601,1448
23.08.2022 06:00 - 23.08.2022 07:00,0,0,0,n/e,n/e,n/e,1482,1482,1353
23.08.2022 07:00 - 23.08.2022 08:00,9,9,9,n/e,n/e,n/e,1363,1363,1240
23.08.2022 08:00 - 23.08.2022 09:00,851,851,845,n/e,n/e,n/e,1244,1244,1170
23.08.2022 09:00 - 23.08.2022 10:00,2779,2779,2693,n/e,n/e,n/e,1137,1137,1109
23.08.2022 10:00 - 23.08.2022 11:00,5015,5015,5244,n/e,n/e,n/e,1030,1030,1042
23.08.2022 11:00 - 23.08.2022 12:00,6727,6727,6943,n/e,n/e,n/e,924,924,967
23.08.2022 12:00 - 23.08.2022 13:00,7891,7891,7953,n/e,n/e,n/e,941,941,997
23.08.2022 13:00 - 23.08.2022 14:00,8423,8423,8319,n/e,n/e,n/e,959,959,1031
23.08.2022 14:00 - 23.08.2022 15:00,8567,8567,8170,n/e,n/e,n/e,977,977,1068
23.08.2022 15:00 - 23.08.2022 16:00,8178,8178,7654,n/e,n/e,n/e,941,941,1029
23.08.2022 16:00 - 23.08.2022 17:00,7332,7332,6959,n/e,n/e,n/e,905,905,990
23.08.2022 17:00 - 23.08.2022 18:00,5870,5870,5500,n/e,n/e,n/e,869,869,950
23.08.2022 18:00 - 23.08.2022 19:00,4106,4106,3880,n/e,n/e,n/e,887,887,924
23.08.2022 19:00 - 23.08.2022 20:00,1937,1937,1851,n/e,n/e,n/e,907,907,900
23.08.2022 20:00 - 23.08.2022 21:00,403,403,396,n/e,n/e,n/e,927,927,876
23.08.2022 21:00 - 23.08.2022 22:00,0,0,0,n/e,n/e,n/e,1046,1046,977
23.08.2022 22:00 - 23.08.2022 23:00,0,0,0,n/e,n/e,n/e,1165,1165,1077
23.08.2022 23:00 - 24.08.2022 00:00,0,0,0,n/e,n/e,n/e,1285,1285,1178
24.08.2022 00:00 - 24.08.2022 01:00,0,0,0,n/e,n/e,n/e,1146,1146,1036
24.08.2022 01:00 - 24.08.2022 02:00,0,0,0,n/e,n/e,n/e,1192,1192,1050
24.08.2022 02:00 - 24.08.2022 03:00,0,0,0,n/e,n/e,n/e,1239,1239,1064
24.08.2022 03:00 - 24.08.2022 04:00,0,0,0,n/e,n/e,n/e,1210,1210,1038
24.08.2022 04:00 - 24.08.2022 05:00,0,0,0,n/e,n/e,n/e,1182,1182,1013
24.08.2022 05:00 - 24.08.2022 06:00,0,0,0,n/e,n/e,n/e,1157,1157,990
24.08.2022 06:00 - 24.08.2022 07:00,0,0,0,n/e,n/e,n/e,1194,1194,990
24.08.2022 07:00 - 24.08.2022 08:00,6,6,6,n/e,n/e,n/e,1232,1232,1337
24.08.2022 08:00 - 24.08.2022 09:00,854,854,916,n/e,n/e,n/e,1271,1271,1367
24.08.2022 09:00 - 24.08.2022 10:00,3015,3015,3139,n/e,n/e,n/e,1073,1073,1141
24.08.2022 10:00 - 24.08.2022 11:00,5668,5668,5851,n/e,n/e,n/e,879,879,833
24.08.2022 11:00 - 24.08.2022 12:00,7800,7800,7862,n/e,n/e,n/e,685,685,648
24.08.2022 12:00 - 24.08.2022 13:00,9172,9172,9168,n/e,n/e,n/e,755,755,753
24.08.2022 13:00 - 24.08.2022 14:00,9704,9704,9665,n/e,n/e,n/e,825,825,866
24.08.2022 14:00 - 24.08.2022 15:00,9816,9816,9579,n/e,n/e,n/e,897,897,982
24.08.2022 15:00 - 24.08.2022 16:00,9390,9390,9037,n/e,n/e,n/e,954,954,1029
24.08.2022 16:00 - 24.08.2022 17:00,8365,8365,8118,n/e,n/e,n/e,1011,1011,1082
24.08.2022 17:00 - 24.08.2022 18:00,6719,6719,6501,n/e,n/e,n/e,1068,1068,1134
24.08.2022 18:00 - 24.08.2022 19:00,4491,4491,4358,n/e,n/e,n/e,1280,1280,1224
24.08.2022 19:00 - 24.08.2022 20:00,2085,2085,2028,n/e,n/e,n/e,1492,1492,1314
24.08.2022 20:00 - 24.08.2022 21:00,392,392,388,n/e,n/e,n/e,1705,1705,1406
24.08.2022 21:00 - 24.08.2022 22:00,0,0,0,n/e,n/e,n/e,2115,2115,1765
24.08.2022 22:00 - 24.08.2022 23:00,0,0,0,n/e,n/e,n/e,2525,2525,2125
24.08.2022 23:00 - 25.08.2022 00:00,0,0,0,n/e,n/e,n/e,2934,2934,2485
25.08.2022 00:00 - 25.08.2022 01:00,0,0,0,n/e,n/e,n/e,2883,2883,2691
25.08.2022 01:00 - 25.08.2022 02:00,0,0,0,n/e,n/e,n/e,3055,3055,2710
25.08.2022 02:00 - 25.08.2022 03:00,0,0,0,n/e,n/e,n/e,3226,3226,2730
25.08.2022 03:00 - 25.08.2022 04:00,0,0,0,n/e,n/e,n/e,2990,2990,2693
25.08.2022 04:00 - 25.08.2022 05:00,0,0,0,n/e,n/e,n/e,2754,2754,2655
25.08.2022 05:00 - 25.08.2022 06:00,0,0,0,n/e,n/e,n/e,2518,2518,2619
25.08.2022 06:00 - 25.08.2022 07:00,0,0,0,n/e,n/e,n/e,2504,2504,2748
25.08.2022 07:00 - 25.08.2022 08:00,5,5,5,n/e,n/e,n/e,2492,2492,2632
25.08.2022 08:00 - 25.08.2022 09:00,710,710,723,n/e,n/e,n/e,2479,2479,2699
25.08.2022 09:00 - 25.08.2022 10:00,2535,2535,2482,n/e,n/e,n/e,2075,2075,2230
25.08.2022 10:00 - 25.08.2022 11:00,4752,4752,4778,n/e,n/e,n/e,1671,1671,1878
25.08.2022 11:00 - 25.08.2022 12:00,6584,6584,6593,n/e,n/e,n/e,1268,1268,1483
25.08.2022 12:00 - 25.08.2022 13:00,7917,7917,7568,n/e,n/e,n/e,1424,1424,1809
25.08.2022 13:00 - 25.08.2022 14:00,8193,8193,7979,n/e,n/e,n/e,1580,1580,2151
25.08.2022 14:00 - 25.08.2022 15:00,8283,8283,7718,n/e,n/e,n/e,1737,1737,2502
25.08.2022 15:00 - 25.08.2022 16:00,7791,7791,7262,n/e,n/e,n/e,2131,2131,2707
25.08.2022 16:00 - 25.08.2022 17:00,6710,6710,6372,n/e,n/e,n/e,2526,2526,2923
25.08.2022 17:00 - 25.08.2022 18:00,5238,5238,5250,n/e,n/e,n/e,2920,2920,3147
25.08.2022 18:00 - 25.08.2022 19:00,3615,3615,3649,n/e,n/e,n/e,3127,3127,3357
25.08.2022 19:00 - 25.08.2022 20:00,1700,1700,1722,n/e,n/e,n/e,3335,3335,3585
25.08.2022 20:00 - 25.08.2022 21:00,318,318,319,n/e,n/e,n/e,3543,3543,3814
25.08.2022 21:00 - 25.08.2022 22:00,0,0,0,n/e,n/e,n/e,3839,3839,4005
25.08.2022 22:00 - 25.08.2022 23:00,0,0,0,n/e,n/e,n/e,4136,4136,4197
25.08.2022 23:00 - 26.08.2022 00:00,0,0,0,n/e,n/e,n/e,4433,4433,4391
26.08.2022 00:00 - 26.08.2022 01:00,0,0,0,n/e,n/e,n/e,4238,4238,4470
26.08.2022 01:00 - 26.08.2022 02:00,0,0,0,n/e,n/e,n/e,3988,3988,4184
26.08.2022 02:00 - 26.08.2022 03:00,0,0,0,n/e,n/e,n/e,3740,3740,3899
26.08.2022 03:00 - 26.08.2022 04:00,0,0,0,n/e,n/e,n/e,3462,3462,3576
26.08.2022 04:00 - 26.08.2022 05:00,0,0,0,n/e,n/e,n/e,3183,3183,3254
26.08.2022 05:00 - 26.08.2022 06:00,0,0,0,n/e,n/e,n/e,2905,2905,2933
26.08.2022 06:00 - 26.08.2022 07:00,0,0,0,n/e,n/e,n/e,2751,2751,2740
26.08.2022 07:00 - 26.08.2022 08:00,3,3,3,n/e,n/e,n/e,2598,2598,2776
26.08.2022 08:00 - 26.08.2022 09:00,659,659,686,n/e,n/e,n/e,2445,2445,2592
26.08.2022 09:00 - 26.08.2022 10:00,2504,2504,2570,n/e,n/e,n/e,2282,2282,2465
26.08.2022 10:00 - 26.08.2022 11:00,4763,4763,4878,n/e,n/e,n/e,2119,2119,2453
26.08.2022 11:00 - 26.08.2022 12:00,6667,6667,6559,n/e,n/e,n/e,1957,1957,2280
26.08.2022 12:00 - 26.08.2022 13:00,8163,8163,7508,n/e,n/e,n/e,2012,2012,2187
26.08.2022 13:00 - 26.08.2022 14:00,8871,8871,8037,n/e,n/e,n/e,2068,2068,2106
26.08.2022 14:00 - 26.08.2022 15:00,8919,8919,8002,n/e,n/e,n/e,2124,2124,2033
26.08.2022 15:00 - 26.08.2022 16:00,8488,8488,7594,n/e,n/e,n/e,2316,2316,2182
26.08.2022 16:00 - 26.08.2022 17:00,7639,7639,6960,n/e,n/e,n/e,2508,2508,2335
26.08.2022 17:00 - 26.08.2022 18:00,6306,6306,5753,n/e,n/e,n/e,2700,2700,2491
26.08.2022 18:00 - 26.08.2022 19:00,4350,4350,4096,n/e,n/e,n/e,2821,2821,2661
26.08.2022 19:00 - 26.08.2022 20:00,2027,2027,1955,n/e,n/e,n/e,2941,2941,2836
26.08.2022 20:00 - 26.08.2022 21:00,366,366,362,n/e,n/e,n/e,3062,3062,3011
26.08.2022 21:00 - 26.08.2022 22:00,0,0,0,n/e,n/e,n/e,3210,3210,3197
26.08.2022 22:00 - 26.08.2022 23:00,0,0,0,n/e,n/e,n/e,3357,3357,3382
26.08.2022 23:00 - 27.08.2022 00:00,0,0,0,n/e,n/e,n/e,3504,3504,3569
27.08.2022 00:00 - 27.08.2022 01:00,0,0,0,n/e,n/e,n/e,3206,3206,2760
27.08.2022 01:00 - 27.08.2022 02:00,0,0,0,n/e,n/e,n/e,2962,2962,2524
27.08.2022 02:00 - 27.08.2022 03:00,0,0,0,n/e,n/e,n/e,2718,2718,2284
27.08.2022 03:00 - 27.08.2022 04:00,0,0,0,n/e,n/e,n/e,2575,2575,2256
27.08.2022 04:00 - 27.08.2022 05:00,0,0,0,n/e,n/e,n/e,2431,2431,2225
27.08.2022 05:00 - 27.08.2022 06:00,0,0,0,n/e,n/e,n/e,2287,2287,2192
27.08.2022 06:00 - 27.08.2022 07:00,0,0,0,n/e,n/e,n/e,2183,2183,2063
27.08.2022 07:00 - 27.08.2022 08:00,1,1,1,n/e,n/e,n/e,2079,2079,2067
27.08.2022 08:00 - 27.08.2022 09:00,735,735,764,n/e,n/e,n/e,1975,1975,1968
27.08.2022 09:00 - 27.08.2022 10:00,2810,2810,2873,n/e,n/e,n/e,1811,1811,1835
27.08.2022 10:00 - 27.08.2022 11:00,5350,5350,5446,n/e,n/e,n/e,1648,1648,1781
