"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Romania (RO)","Generation - Solar  [MW] Intraday / Romania (RO)","Generation - Solar  [MW] Current / Romania (RO)","Generation - Wind Offshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Offshore  [MW] Intraday / Romania (RO)","Generation - Wind Offshore  [MW] Current / Romania (RO)","Generation - Wind Onshore  [MW] Day Ahead/ Romania (RO)","Generation - Wind Onshore  [MW] Intraday / Romania (RO)","Generation - Wind Onshore  [MW] Current / Romania (RO)"
"15.07.2022 11:00 - 15.07.2022 11:15","855","855","855","n/e","n/e","n/e","143","143","143"
"15.07.2022 11:15 - 15.07.2022 11:30","858","858","858","n/e","n/e","n/e","143","143","143"
"15.07.2022 11:30 - 15.07.2022 11:45","858","859","859","n/e","n/e","n/e","143","143","143"
"15.07.2022 11:45 - 15.07.2022 12:00","858","858","858","n/e","n/e","n/e","143","143","143"
"15.07.2022 12:00 - 15.07.2022 12:15","854","854","854","n/e","n/e","n/e","193","193","193"
"15.07.2022 12:15 - 15.07.2022 12:30","851","851","851","n/e","n/e","n/e","194","194","194"
"15.07.2022 12:30 - 15.07.2022 12:45","853","853","853","n/e","n/e","n/e","194","194","194"
"15.07.2022 12:45 - 15.07.2022 13:00","850","850","850","n/e","n/e","n/e","194","194","194"
"15.07.2022 13:00 - 15.07.2022 13:15","796","796","796","n/e","n/e","n/e","279","279","279"
"15.07.2022 13:15 - 15.07.2022 13:30","794","794","794","n/e","n/e","n/e","280","280","280"
"15.07.2022 13:30 - 15.07.2022 13:45","790","790","790","n/e","n/e","n/e","280","280","280"
"15.07.2022 13:45 - 15.07.2022 14:00","785","785","785","n/e","n/e","n/e","281","281","281"
"15.07.2022 14:00 - 15.07.2022 14:15","716","717","717","n/e","n/e","n/e","396","396","396"
"15.07.2022 14:15 - 15.07.2022 14:30","712","713","713","n/e","n/e","n/e","397","397","397"
"15.07.2022 14:30 - 15.07.2022 14:45","705","705","705","n/e","n/e","n/e","397","397","397"
"15.07.2022 14:45 - 15.07.2022 15:00","698","698","698","n/e","n/e","n/e","398","398","398"
"15.07.2022 15:00 - 15.07.2022 15:15","594","594","594","n/e","n/e","n/e","519","519","519"
"15.07.2022 15:15 - 15.07.2022 15:30","582","582","582","n/e","n/e","n/e","520","520","520"
"15.07.2022 15:30 - 15.07.2022 15:45","571","571","571","n/e","n/e","n/e","520","520","520"
"15.07.2022 15:45 - 15.07.2022 16:00","562","562","562","n/e","n/e","n/e","520","520","520"
"15.07.2022 16:00 - 15.07.2022 16:15","428","428","428","n/e","n/e","n/e","610","610","610"
"15.07.2022 16:15 - 15.07.2022 16:30","416","416","416","n/e","n/e","n/e","615","615","615"
"15.07.2022 16:30 - 15.07.2022 16:45","401","401","401","n/e","n/e","n/e","620","620","620"
"15.07.2022 16:45 - 15.07.2022 17:00","388","388","388","n/e","n/e","n/e","625","625","625"
"15.07.2022 17:00 - 15.07.2022 17:15","258","258","258","n/e","n/e","n/e","781","781","781"
"15.07.2022 17:15 - 15.07.2022 17:30","237","237","237","n/e","n/e","n/e","781","781","781"
"15.07.2022 17:30 - 15.07.2022 17:45","226","226","226","n/e","n/e","n/e","782","782","782"
"15.07.2022 17:45 - 15.07.2022 18:00","216","216","216","n/e","n/e","n/e","783","783","783"
"15.07.2022 18:00 - 15.07.2022 18:15","100","100","100","n/e","n/e","n/e","870","870","870"
"15.07.2022 18:15 - 15.07.2022 18:30","89","89","89","n/e","n/e","n/e","870","870","870"
"15.07.2022 18:30 - 15.07.2022 18:45","79","79","79","n/e","n/e","n/e","869","869","869"
"15.07.2022 18:45 - 15.07.2022 19:00","72","72","72","n/e","n/e","n/e","869","869","869"
"15.07.2022 19:00 - 15.07.2022 19:15","14","14","14","n/e","n/e","n/e","913","913","913"
"15.07.2022 19:15 - 15.07.2022 19:30","14","14","14","n/e","n/e","n/e","913","913","913"
"15.07.2022 19:30 - 15.07.2022 19:45","11","11","11","n/e","n/e","n/e","914","914","914"
"15.07.2022 19:45 - 15.07.2022 20:00","10","10","10","n/e","n/e","n/e","915","915","915"
"15.07.2022 20:00 - 15.07.2022 20:15","0","0","0","n/e","n/e","n/e","947","947","947"
"15.07.2022 20:15 - 15.07.2022 20:30","0","0","0","n/e","n/e","n/e","946","946","946"
"15.07.2022 20:30 - 15.07.2022 20:45","0","0","0","n/e","n/e","n/e","946","946","946"
"15.07.2022 20:45 - 15.07.2022 21:00","0","0","0","n/e","n/e","n/e","945","945","945"
"15.07.2022 21:00 - 15.07.2022 21:15","0","0","0","n/e","n/e","n/e","889","889","889"
"15.07.2022 21:15 - 15.07.2022 21:30","0","0","0","n/e","n/e","n/e","887","887","887"
"15.07.2022 21:30 - 15.07.2022 21:45","0","0","0","n/e","n/e","n/e","886","886","886"
"15.07.2022 21:45 - 15.07.2022 22:00","0","0","0","n/e","n/e","n/e","885","885","885"
"15.07.2022 22:00 - 15.07.2022 22:15","0","0","0","n/e","n/e","n/e","831","831","831"
"15.07.2022 22:15 - 15.07.2022 22:30","0","0","0","n/e","n/e","n/e","830","830","830"
"15.07.2022 22:30 - 15.07.2022 22:45","0","0","0","n/e","n/e","n/e","828","828","828"
"15.07.2022 22:45 - 15.07.2022 23:00","0","0","0","n/e","n/e","n/e","827","827","827"
"15.07.2022 23:00 - 15.07.2022 23:15","0","0","0","n/e","n/e","n/e","688","718","718"
"15.07.2022 23:15 - 15.07.2022 23:30","0","0","0","n/e","n/e","n/e","687","713","713"
"15.07.2022 23:30 - 15.07.2022 23:45","0","0","0","n/e","n/e","n/e","686","706","706"
"15.07.2022 23:45 - 16.07.2022 00:00","0","0","0","n/e","n/e","n/e","685","700","700"
"16.07.2022 00:00 - 16.07.2022 00:15","0","0","0","n/e","n/e","n/e","661","689","689"
"16.07.2022 00:15 - 16.07.2022 00:30","0","0","0","n/e","n/e","n/e","660","685","685"
"16.07.2022 00:30 - 16.07.2022 00:45","0","0","0","n/e","n/e","n/e","658","685","685"
"16.07.2022 00:45 - 16.07.2022 01:00","0","0","0","n/e","n/e","n/e","656","678","678"
"16.07.2022 01:00 - 16.07.2022 01:15","0","0","0","n/e","n/e","n/e","543","537","537"
"16.07.2022 01:15 - 16.07.2022 01:30","0","0","0","n/e","n/e","n/e","541","536","536"
"16.07.2022 01:30 - 16.07.2022 01:45","0","0","0","n/e","n/e","n/e","539","533","533"
"16.07.2022 01:45 - 16.07.2022 02:00","0","0","0","n/e","n/e","n/e","538","531","531"
"16.07.2022 02:00 - 16.07.2022 02:15","0","0","0","n/e","n/e","n/e","446","444","444"
"16.07.2022 02:15 - 16.07.2022 02:30","0","0","0","n/e","n/e","n/e","446","444","444"
"16.07.2022 02:30 - 16.07.2022 02:45","0","0","0","n/e","n/e","n/e","446","443","443"
"16.07.2022 02:45 - 16.07.2022 03:00","0","0","0","n/e","n/e","n/e","446","442","442"
"16.07.2022 03:00 - 16.07.2022 03:15","0","0","0","n/e","n/e","n/e","458","461","461"
"16.07.2022 03:15 - 16.07.2022 03:30","0","0","0","n/e","n/e","n/e","459","454","454"
"16.07.2022 03:30 - 16.07.2022 03:45","0","0","0","n/e","n/e","n/e","459","458","458"
"16.07.2022 03:45 - 16.07.2022 04:00","0","0","0","n/e","n/e","n/e","460","463","463"
"16.07.2022 04:00 - 16.07.2022 04:15","0","0","0","n/e","n/e","n/e","509","515","515"
"16.07.2022 04:15 - 16.07.2022 04:30","0","0","0","n/e","n/e","n/e","509","516","516"
"16.07.2022 04:30 - 16.07.2022 04:45","0","0","0","n/e","n/e","n/e","510","516","516"
"16.07.2022 04:45 - 16.07.2022 05:00","0","0","0","n/e","n/e","n/e","511","518","518"
"16.07.2022 05:00 - 16.07.2022 05:15","14","14","14","n/e","n/e","n/e","599","626","626"
"16.07.2022 05:15 - 16.07.2022 05:30","16","16","16","n/e","n/e","n/e","599","576","576"
"16.07.2022 05:30 - 16.07.2022 05:45","19","19","19","n/e","n/e","n/e","599","607","607"
"16.07.2022 05:45 - 16.07.2022 06:00","24","24","24","n/e","n/e","n/e","598","616","616"
"16.07.2022 06:00 - 16.07.2022 06:15","89","88","88","n/e","n/e","n/e","610","632","632"
"16.07.2022 06:15 - 16.07.2022 06:30","97","97","97","n/e","n/e","n/e","610","631","631"
"16.07.2022 06:30 - 16.07.2022 06:45","108","109","109","n/e","n/e","n/e","609","631","631"
"16.07.2022 06:45 - 16.07.2022 07:00","123","124","124","n/e","n/e","n/e","609","631","631"
"16.07.2022 07:00 - 16.07.2022 07:15","261","261","261","n/e","n/e","n/e","535","541","541"
"16.07.2022 07:15 - 16.07.2022 07:30","275","275","275","n/e","n/e","n/e","535","540","540"
"16.07.2022 07:30 - 16.07.2022 07:45","291","291","291","n/e","n/e","n/e","535","540","540"
"16.07.2022 07:45 - 16.07.2022 08:00","306","306","306","n/e","n/e","n/e","534","539","539"
"16.07.2022 08:00 - 16.07.2022 08:15","459","459","459","n/e","n/e","n/e","429","432","432"
"16.07.2022 08:15 - 16.07.2022 08:30","475","475","475","n/e","n/e","n/e","428","432","432"
"16.07.2022 08:30 - 16.07.2022 08:45","490","490","490","n/e","n/e","n/e","428","431","431"
"16.07.2022 08:45 - 16.07.2022 09:00","503","503","503","n/e","n/e","n/e","427","431","431"
"16.07.2022 09:00 - 16.07.2022 09:15","632","632","632","n/e","n/e","n/e","325","327","327"
"16.07.2022 09:15 - 16.07.2022 09:30","642","642","642","n/e","n/e","n/e","324","326","326"
"16.07.2022 09:30 - 16.07.2022 09:45","652","653","653","n/e","n/e","n/e","324","326","326"
"16.07.2022 09:45 - 16.07.2022 10:00","659","659","659","n/e","n/e","n/e","323","325","325"
"16.07.2022 10:00 - 16.07.2022 10:15","740","740","740","n/e","n/e","n/e","248","248","248"
"16.07.2022 10:15 - 16.07.2022 10:30","746","746","746","n/e","n/e","n/e","248","248","248"
"16.07.2022 10:30 - 16.07.2022 10:45","752","752","752","n/e","n/e","n/e","247","247","247"
"16.07.2022 10:45 - 16.07.2022 11:00","756","756","756","n/e","n/e","n/e","247","247","247"
"16.07.2022 11:00 - 16.07.2022 11:15","792","792","792","n/e","n/e","n/e","187","187","187"
"16.07.2022 11:15 - 16.07.2022 11:30","794","794","794","n/e","n/e","n/e","187","187","187"
"16.07.2022 11:30 - 16.07.2022 11:45","795","795","795","n/e","n/e","n/e","187","187","187"
"16.07.2022 11:45 - 16.07.2022 12:00","796","796","796","n/e","n/e","n/e","186","186","186"
"16.07.2022 12:00 - 16.07.2022 12:15","790","790","790","n/e","n/e","n/e","165","165","165"
"16.07.2022 12:15 - 16.07.2022 12:30","791","791","791","n/e","n/e","n/e","165","165","165"
"16.07.2022 12:30 - 16.07.2022 12:45","790","790","790","n/e","n/e","n/e","165","165","165"
"16.07.2022 12:45 - 16.07.2022 13:00","790","790","790","n/e","n/e","n/e","165","165","165"
"16.07.2022 13:00 - 16.07.2022 13:15","743","743","743","n/e","n/e","n/e","179","179","179"
"16.07.2022 13:15 - 16.07.2022 13:30","742","742","742","n/e","n/e","n/e","179","179","179"
"16.07.2022 13:30 - 16.07.2022 13:45","738","738","738","n/e","n/e","n/e","179","179","179"
"16.07.2022 13:45 - 16.07.2022 14:00","735","735","735","n/e","n/e","n/e","179","179","179"
"16.07.2022 14:00 - 16.07.2022 14:15","688","688","688","n/e","n/e","n/e","205","205","205"
"16.07.2022 14:15 - 16.07.2022 14:30","685","685","685","n/e","n/e","n/e","205","205","205"
"16.07.2022 14:30 - 16.07.2022 14:45","677","677","677","n/e","n/e","n/e","205","205","205"
"16.07.2022 14:45 - 16.07.2022 15:00","670","670","670","n/e","n/e","n/e","205","205","205"
"16.07.2022 15:00 - 16.07.2022 15:15","591","591","591","n/e","n/e","n/e","256","256","256"
"16.07.2022 15:15 - 16.07.2022 15:30","580","580","580","n/e","n/e","n/e","256","256","256"
"16.07.2022 15:30 - 16.07.2022 15:45","568","568","568","n/e","n/e","n/e","256","256","256"
"16.07.2022 15:45 - 16.07.2022 16:00","560","560","560","n/e","n/e","n/e","257","257","257"
"16.07.2022 16:00 - 16.07.2022 16:15","433","433","433","n/e","n/e","n/e","270","270","270"
"16.07.2022 16:15 - 16.07.2022 16:30","421","421","421","n/e","n/e","n/e","271","271","271"
"16.07.2022 16:30 - 16.07.2022 16:45","406","406","406","n/e","n/e","n/e","271","271","271"
"16.07.2022 16:45 - 16.07.2022 17:00","392","392","392","n/e","n/e","n/e","271","271","271"
"16.07.2022 17:00 - 16.07.2022 17:15","265","265","265","n/e","n/e","n/e","261","261","261"
"16.07.2022 17:15 - 16.07.2022 17:30","243","243","243","n/e","n/e","n/e","261","261","261"
"16.07.2022 17:30 - 16.07.2022 17:45","232","232","232","n/e","n/e","n/e","261","261","261"
"16.07.2022 17:45 - 16.07.2022 18:00","222","222","222","n/e","n/e","n/e","260","260","260"
"16.07.2022 18:00 - 16.07.2022 18:15","101","101","101","n/e","n/e","n/e","263","263","263"
"16.07.2022 18:15 - 16.07.2022 18:30","90","90","90","n/e","n/e","n/e","262","262","262"
"16.07.2022 18:30 - 16.07.2022 18:45","80","80","80","n/e","n/e","n/e","262","262","262"
"16.07.2022 18:45 - 16.07.2022 19:00","74","74","74","n/e","n/e","n/e","262","262","262"
"16.07.2022 19:00 - 16.07.2022 19:15","14","14","14","n/e","n/e","n/e","286","286","286"
"16.07.2022 19:15 - 16.07.2022 19:30","14","14","14","n/e","n/e","n/e","286","286","286"
"16.07.2022 19:30 - 16.07.2022 19:45","11","11","11","n/e","n/e","n/e","287","287","287"
"16.07.2022 19:45 - 16.07.2022 20:00","10","10","10","n/e","n/e","n/e","287","287","287"
"16.07.2022 20:00 - 16.07.2022 20:15","0","0","0","n/e","n/e","n/e","314","314","314"
"16.07.2022 20:15 - 16.07.2022 20:30","0","0","0","n/e","n/e","n/e","314","314","314"
"16.07.2022 20:30 - 16.07.2022 20:45","0","0","0","n/e","n/e","n/e","314","314","314"
"16.07.2022 20:45 - 16.07.2022 21:00","0","0","0","n/e","n/e","n/e","315","315","315"
"16.07.2022 21:00 - 16.07.2022 21:15","0","0","0","n/e","n/e","n/e","333","333","333"
"16.07.2022 21:15 - 16.07.2022 21:30","0","0","0","n/e","n/e","n/e","333","333","333"
"16.07.2022 21:30 - 16.07.2022 21:45","0","0","0","n/e","n/e","n/e","332","332","332"
"16.07.2022 21:45 - 16.07.2022 22:00","0","0","0","n/e","n/e","n/e","332","332","332"
"16.07.2022 22:00 - 16.07.2022 22:15","0","0","0","n/e","n/e","n/e","335","335","335"
"16.07.2022 22:15 - 16.07.2022 22:30","0","0","0","n/e","n/e","n/e","335","335","335"
"16.07.2022 22:30 - 16.07.2022 22:45","0","0","0","n/e","n/e","n/e","335","335","335"
"16.07.2022 22:45 - 16.07.2022 23:00","0","0","0","n/e","n/e","n/e","335","335","335"
"16.07.2022 23:00 - 16.07.2022 23:15","0","0","0","n/e","n/e","n/e","333","268","268"
"16.07.2022 23:15 - 16.07.2022 23:30","0","0","0","n/e","n/e","n/e","333","268","268"
"16.07.2022 23:30 - 16.07.2022 23:45","0","0","0","n/e","n/e","n/e","333","268","268"
"16.07.2022 23:45 - 17.07.2022 00:00","0","0","0","n/e","n/e","n/e","333","268","268"
"17.07.2022 00:00 - 17.07.2022 00:15","0","0","0","n/e","n/e","n/e","354","347","347"
"17.07.2022 00:15 - 17.07.2022 00:30","0","0","0","n/e","n/e","n/e","355","348","348"
"17.07.2022 00:30 - 17.07.2022 00:45","0","0","0","n/e","n/e","n/e","355","348","348"
"17.07.2022 00:45 - 17.07.2022 01:00","0","0","0","n/e","n/e","n/e","355","348","348"
"17.07.2022 01:00 - 17.07.2022 01:15","0","0","0","n/e","n/e","n/e","443","444","444"
"17.07.2022 01:15 - 17.07.2022 01:30","0","0","0","n/e","n/e","n/e","443","444","444"
"17.07.2022 01:30 - 17.07.2022 01:45","0","0","0","n/e","n/e","n/e","444","447","447"
"17.07.2022 01:45 - 17.07.2022 02:00","0","0","0","n/e","n/e","n/e","445","448","448"
"17.07.2022 02:00 - 17.07.2022 02:15","0","0","0","n/e","n/e","n/e","576","592","592"
"17.07.2022 02:15 - 17.07.2022 02:30","0","0","0","n/e","n/e","n/e","576","592","592"
"17.07.2022 02:30 - 17.07.2022 02:45","0","0","0","n/e","n/e","n/e","576","593","593"
"17.07.2022 02:45 - 17.07.2022 03:00","0","0","0","n/e","n/e","n/e","577","593","593"
"17.07.2022 03:00 - 17.07.2022 03:15","0","0","0","n/e","n/e","n/e","726","800","800"
"17.07.2022 03:15 - 17.07.2022 03:30","0","0","0","n/e","n/e","n/e","728","801","801"
"17.07.2022 03:30 - 17.07.2022 03:45","0","0","0","n/e","n/e","n/e","729","802","802"
"17.07.2022 03:45 - 17.07.2022 04:00","0","0","0","n/e","n/e","n/e","730","803","803"
"17.07.2022 04:00 - 17.07.2022 04:15","0","0","0","n/e","n/e","n/e","860","965","965"
"17.07.2022 04:15 - 17.07.2022 04:30","0","0","0","n/e","n/e","n/e","865","971","971"
"17.07.2022 04:30 - 17.07.2022 04:45","0","0","0","n/e","n/e","n/e","868","973","973"
"17.07.2022 04:45 - 17.07.2022 05:00","0","0","0","n/e","n/e","n/e","871","977","977"
"17.07.2022 05:00 - 17.07.2022 05:15","15","15","15","n/e","n/e","n/e","931","940","940"
"17.07.2022 05:15 - 17.07.2022 05:30","17","17","17","n/e","n/e","n/e","932","941","941"
"17.07.2022 05:30 - 17.07.2022 05:45","20","20","20","n/e","n/e","n/e","932","941","941"
"17.07.2022 05:45 - 17.07.2022 06:00","25","26","26","n/e","n/e","n/e","933","962","962"
"17.07.2022 06:00 - 17.07.2022 06:15","98","98","98","n/e","n/e","n/e","840","842","842"
"17.07.2022 06:15 - 17.07.2022 06:30","107","107","107","n/e","n/e","n/e","840","842","842"
"17.07.2022 06:30 - 17.07.2022 06:45","120","120","120","n/e","n/e","n/e","839","840","840"
"17.07.2022 06:45 - 17.07.2022 07:00","137","138","138","n/e","n/e","n/e","837","839","839"
"17.07.2022 07:00 - 17.07.2022 07:15","293","292","292","n/e","n/e","n/e","746","749","749"
"17.07.2022 07:15 - 17.07.2022 07:30","309","309","309","n/e","n/e","n/e","746","750","750"
"17.07.2022 07:30 - 17.07.2022 07:45","327","327","327","n/e","n/e","n/e","747","750","750"
"17.07.2022 07:45 - 17.07.2022 08:00","344","344","344","n/e","n/e","n/e","747","751","751"
"17.07.2022 08:00 - 17.07.2022 08:15","517","517","517","n/e","n/e","n/e","746","751","751"
"17.07.2022 08:15 - 17.07.2022 08:30","535","535","535","n/e","n/e","n/e","746","752","752"
"17.07.2022 08:30 - 17.07.2022 08:45","550","550","550","n/e","n/e","n/e","747","753","753"
"17.07.2022 08:45 - 17.07.2022 09:00","564","565","565","n/e","n/e","n/e","747","753","753"
"17.07.2022 09:00 - 17.07.2022 09:15","705","705","705","n/e","n/e","n/e","777","777","777"
"17.07.2022 09:15 - 17.07.2022 09:30","716","717","717","n/e","n/e","n/e","778","778","778"
"17.07.2022 09:30 - 17.07.2022 09:45","726","727","727","n/e","n/e","n/e","778","778","778"
"17.07.2022 09:45 - 17.07.2022 10:00","736","737","737","n/e","n/e","n/e","779","779","779"
"17.07.2022 10:00 - 17.07.2022 10:15","826","826","826","n/e","n/e","n/e","766","766","766"
"17.07.2022 10:15 - 17.07.2022 10:30","832","832","832","n/e","n/e","n/e","766","766","766"
"17.07.2022 10:30 - 17.07.2022 10:45","838","838","838","n/e","n/e","n/e","766","766","766"
"17.07.2022 10:45 - 17.07.2022 11:00","843","843","843","n/e","n/e","n/e","766","766","766"
"17.07.2022 11:00 - 17.07.2022 11:15","879","879","879","n/e","n/e","n/e","734","734","734"
"17.07.2022 11:15 - 17.07.2022 11:30","882","882","882","n/e","n/e","n/e","732","732","732"
"17.07.2022 11:30 - 17.07.2022 11:45","883","883","883","n/e","n/e","n/e","731","731","731"
"17.07.2022 11:45 - 17.07.2022 12:00","884","884","884","n/e","n/e","n/e","730","730","730"
"17.07.2022 12:00 - 17.07.2022 12:15","879","879","879","n/e","n/e","n/e","711","711","711"
"17.07.2022 12:15 - 17.07.2022 12:30","879","879","879","n/e","n/e","n/e","709","709","709"
"17.07.2022 12:30 - 17.07.2022 12:45","879","879","879","n/e","n/e","n/e","708","708","708"
"17.07.2022 12:45 - 17.07.2022 13:00","878","878","878","n/e","n/e","n/e","707","707","707"
"17.07.2022 13:00 - 17.07.2022 13:15","830","830","830","n/e","n/e","n/e","687","687","687"
"17.07.2022 13:15 - 17.07.2022 13:30","827","827","827","n/e","n/e","n/e","686","686","686"
"17.07.2022 13:30 - 17.07.2022 13:45","824","824","824","n/e","n/e","n/e","685","685","685"
"17.07.2022 13:45 - 17.07.2022 14:00","820","820","820","n/e","n/e","n/e","684","684","684"
"17.07.2022 14:00 - 17.07.2022 14:15","756","756","756","n/e","n/e","n/e","640","640","640"
"17.07.2022 14:15 - 17.07.2022 14:30","751","751","751","n/e","n/e","n/e","639","639","639"
"17.07.2022 14:30 - 17.07.2022 14:45","744","744","744","n/e","n/e","n/e","638","638","638"
"17.07.2022 14:45 - 17.07.2022 15:00","736","736","736","n/e","n/e","n/e","637","637","637"
"17.07.2022 15:00 - 17.07.2022 15:15","647","647","647","n/e","n/e","n/e","580","580","580"
"17.07.2022 15:15 - 17.07.2022 15:30","635","635","635","n/e","n/e","n/e","579","579","579"
"17.07.2022 15:30 - 17.07.2022 15:45","622","622","622","n/e","n/e","n/e","578","578","578"
"17.07.2022 15:45 - 17.07.2022 16:00","613","613","613","n/e","n/e","n/e","574","574","574"
"17.07.2022 16:00 - 17.07.2022 16:15","490","490","490","n/e","n/e","n/e","476","476","476"
"17.07.2022 16:15 - 17.07.2022 16:30","477","477","477","n/e","n/e","n/e","476","476","476"
"17.07.2022 16:30 - 17.07.2022 16:45","460","460","460","n/e","n/e","n/e","476","476","476"
"17.07.2022 16:45 - 17.07.2022 17:00","445","445","445","n/e","n/e","n/e","476","476","476"
"17.07.2022 17:00 - 17.07.2022 17:15","293","293","293","n/e","n/e","n/e","476","476","476"
"17.07.2022 17:15 - 17.07.2022 17:30","268","268","268","n/e","n/e","n/e","476","476","476"
"17.07.2022 17:30 - 17.07.2022 17:45","257","257","257","n/e","n/e","n/e","476","476","476"
"17.07.2022 17:45 - 17.07.2022 18:00","245","245","245","n/e","n/e","n/e","477","477","477"
"17.07.2022 18:00 - 17.07.2022 18:15","110","110","110","n/e","n/e","n/e","601","601","601"
"17.07.2022 18:15 - 17.07.2022 18:30","98","98","98","n/e","n/e","n/e","602","602","602"
"17.07.2022 18:30 - 17.07.2022 18:45","88","88","88","n/e","n/e","n/e","603","603","603"
"17.07.2022 18:45 - 17.07.2022 19:00","81","81","81","n/e","n/e","n/e","603","603","603"
"17.07.2022 19:00 - 17.07.2022 19:15","16","16","16","n/e","n/e","n/e","800","800","800"
"17.07.2022 19:15 - 17.07.2022 19:30","15","15","15","n/e","n/e","n/e","800","800","800"
"17.07.2022 19:30 - 17.07.2022 19:45","13","13","13","n/e","n/e","n/e","801","801","801"
"17.07.2022 19:45 - 17.07.2022 20:00","11","11","11","n/e","n/e","n/e","801","801","801"
"17.07.2022 20:00 - 17.07.2022 20:15","0","0","0","n/e","n/e","n/e","991","991","991"
"17.07.2022 20:15 - 17.07.2022 20:30","0","0","0","n/e","n/e","n/e","992","992","992"
"17.07.2022 20:30 - 17.07.2022 20:45","0","0","0","n/e","n/e","n/e","993","993","993"
