"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Greece (GR)","Generation - Solar  [MW] Intraday / Greece (GR)","Generation - Solar  [MW] Current / Greece (GR)","Generation - Wind Offshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Offshore  [MW] Intraday / Greece (GR)","Generation - Wind Offshore  [MW] Current / Greece (GR)","Generation - Wind Onshore  [MW] Day Ahead/ Greece (GR)","Generation - Wind Onshore  [MW] Intraday / Greece (GR)","Generation - Wind Onshore  [MW] Current / Greece (GR)"
"09.12.2022 04:00 - 09.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","762","762","n/e"
"09.12.2022 05:00 - 09.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","750","750","n/e"
"09.12.2022 06:00 - 09.12.2022 07:00","35","35","n/e","n/e","n/e","n/e","761","761","n/e"
"09.12.2022 07:00 - 09.12.2022 08:00","283","283","n/e","n/e","n/e","n/e","802","802","n/e"
"09.12.2022 08:00 - 09.12.2022 09:00","739","739","n/e","n/e","n/e","n/e","869","869","n/e"
"09.12.2022 09:00 - 09.12.2022 10:00","1184","1184","n/e","n/e","n/e","n/e","947","947","n/e"
"09.12.2022 10:00 - 09.12.2022 11:00","1473","1473","n/e","n/e","n/e","n/e","1048","1048","n/e"
"09.12.2022 11:00 - 09.12.2022 12:00","1550","1550","n/e","n/e","n/e","n/e","1160","1160","n/e"
"09.12.2022 12:00 - 09.12.2022 13:00","1460","1478","n/e","n/e","n/e","n/e","1241","1387","n/e"
"09.12.2022 13:00 - 09.12.2022 14:00","1157","1170","n/e","n/e","n/e","n/e","1304","1426","n/e"
"09.12.2022 14:00 - 09.12.2022 15:00","688","695","n/e","n/e","n/e","n/e","1351","1447","n/e"
"09.12.2022 15:00 - 09.12.2022 16:00","219","221","n/e","n/e","n/e","n/e","1419","1492","n/e"
"09.12.2022 16:00 - 09.12.2022 17:00","6","6","n/e","n/e","n/e","n/e","1529","1588","n/e"
"09.12.2022 17:00 - 09.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","1640","1706","n/e"
"09.12.2022 18:00 - 09.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","1754","1820","n/e"
"09.12.2022 19:00 - 09.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","1837","1900","n/e"
"09.12.2022 20:00 - 09.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","1885","1952","n/e"
"09.12.2022 21:00 - 09.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","1924","1991","n/e"
"09.12.2022 22:00 - 09.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","1964","2027","n/e"
"09.12.2022 23:00 - 10.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","2074","2074","n/e"
"10.12.2022 00:00 - 10.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","2090","2090","n/e"
"10.12.2022 01:00 - 10.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","2143","2143","n/e"
"10.12.2022 02:00 - 10.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","2208","2208","n/e"
"10.12.2022 03:00 - 10.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","2241","2241","n/e"
"10.12.2022 04:00 - 10.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","2253","2253","n/e"
"10.12.2022 05:00 - 10.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","2280","2280","n/e"
"10.12.2022 06:00 - 10.12.2022 07:00","23","23","n/e","n/e","n/e","n/e","2318","2318","n/e"
"10.12.2022 07:00 - 10.12.2022 08:00","162","162","n/e","n/e","n/e","n/e","2350","2350","n/e"
"10.12.2022 08:00 - 10.12.2022 09:00","433","433","n/e","n/e","n/e","n/e","2380","2380","n/e"
"10.12.2022 09:00 - 10.12.2022 10:00","713","713","n/e","n/e","n/e","n/e","2412","2412","n/e"
"10.12.2022 10:00 - 10.12.2022 11:00","880","880","n/e","n/e","n/e","n/e","2446","2446","n/e"
"10.12.2022 11:00 - 10.12.2022 12:00","908","908","n/e","n/e","n/e","n/e","2489","2489","n/e"
"10.12.2022 12:00 - 10.12.2022 13:00","803","759","n/e","n/e","n/e","n/e","2531","2469","n/e"
"10.12.2022 13:00 - 10.12.2022 14:00","599","574","n/e","n/e","n/e","n/e","2578","2519","n/e"
"10.12.2022 14:00 - 10.12.2022 15:00","335","325","n/e","n/e","n/e","n/e","2649","2567","n/e"
"10.12.2022 15:00 - 10.12.2022 16:00","110","108","n/e","n/e","n/e","n/e","2712","2644","n/e"
"10.12.2022 16:00 - 10.12.2022 17:00","12","11","n/e","n/e","n/e","n/e","2774","2731","n/e"
"10.12.2022 17:00 - 10.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","2834","2805","n/e"
"10.12.2022 18:00 - 10.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","2898","2868","n/e"
"10.12.2022 19:00 - 10.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","2956","2929","n/e"
"10.12.2022 20:00 - 10.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","2995","2962","n/e"
"10.12.2022 21:00 - 10.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","3014","2988","n/e"
"10.12.2022 22:00 - 10.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","3006","3007","n/e"
"10.12.2022 23:00 - 11.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","3015","3015","n/e"
"11.12.2022 00:00 - 11.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","3001","3001","n/e"
"11.12.2022 01:00 - 11.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","2954","2954","n/e"
"11.12.2022 02:00 - 11.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","2934","2934","n/e"
"11.12.2022 03:00 - 11.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","2924","2924","n/e"
"11.12.2022 04:00 - 11.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","2903","2903","n/e"
"11.12.2022 05:00 - 11.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","2860","2860","n/e"
"11.12.2022 06:00 - 11.12.2022 07:00","21","21","n/e","n/e","n/e","n/e","2800","2800","n/e"
"11.12.2022 07:00 - 11.12.2022 08:00","145","145","n/e","n/e","n/e","n/e","2750","2750","n/e"
"11.12.2022 08:00 - 11.12.2022 09:00","394","394","n/e","n/e","n/e","n/e","2720","2720","n/e"
"11.12.2022 09:00 - 11.12.2022 10:00","666","666","n/e","n/e","n/e","n/e","2698","2698","n/e"
"11.12.2022 10:00 - 11.12.2022 11:00","863","863","n/e","n/e","n/e","n/e","2694","2694","n/e"
"11.12.2022 11:00 - 11.12.2022 12:00","973","973","n/e","n/e","n/e","n/e","2689","2689","n/e"
"11.12.2022 12:00 - 11.12.2022 13:00","977","1135","n/e","n/e","n/e","n/e","2647","2368","n/e"
"11.12.2022 13:00 - 11.12.2022 14:00","848","935","n/e","n/e","n/e","n/e","2597","2350","n/e"
"11.12.2022 14:00 - 11.12.2022 15:00","550","588","n/e","n/e","n/e","n/e","2554","2335","n/e"
"11.12.2022 15:00 - 11.12.2022 16:00","182","193","n/e","n/e","n/e","n/e","2521","2321","n/e"
"11.12.2022 16:00 - 11.12.2022 17:00","4","4","n/e","n/e","n/e","n/e","2499","2284","n/e"
"11.12.2022 17:00 - 11.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","2478","2258","n/e"
"11.12.2022 18:00 - 11.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","2468","2257","n/e"
"11.12.2022 19:00 - 11.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","2452","2263","n/e"
"11.12.2022 20:00 - 11.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","2414","2253","n/e"
"11.12.2022 21:00 - 11.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","2377","2221","n/e"
"11.12.2022 22:00 - 11.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","2351","2183","n/e"
"11.12.2022 23:00 - 12.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","2120","2120","n/e"
"12.12.2022 00:00 - 12.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","2231","2231","n/e"
"12.12.2022 01:00 - 12.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","2120","2120","n/e"
"12.12.2022 02:00 - 12.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","2003","2003","n/e"
"12.12.2022 03:00 - 12.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","1880","1880","n/e"
"12.12.2022 04:00 - 12.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","1768","1768","n/e"
"12.12.2022 05:00 - 12.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","1676","1676","n/e"
"12.12.2022 06:00 - 12.12.2022 07:00","26","26","n/e","n/e","n/e","n/e","1576","1576","n/e"
"12.12.2022 07:00 - 12.12.2022 08:00","264","264","n/e","n/e","n/e","n/e","1463","1463","n/e"
"12.12.2022 08:00 - 12.12.2022 09:00","724","724","n/e","n/e","n/e","n/e","1375","1375","n/e"
"12.12.2022 09:00 - 12.12.2022 10:00","1173","1173","n/e","n/e","n/e","n/e","1312","1312","n/e"
"12.12.2022 10:00 - 12.12.2022 11:00","1438","1438","n/e","n/e","n/e","n/e","1303","1303","n/e"
"12.12.2022 11:00 - 12.12.2022 12:00","1473","1473","n/e","n/e","n/e","n/e","1316","1316","n/e"
"12.12.2022 12:00 - 12.12.2022 13:00","1299","1243","n/e","n/e","n/e","n/e","1291","1300","n/e"
"12.12.2022 13:00 - 12.12.2022 14:00","957","886","n/e","n/e","n/e","n/e","1238","1243","n/e"
"12.12.2022 14:00 - 12.12.2022 15:00","521","464","n/e","n/e","n/e","n/e","1156","1198","n/e"
"12.12.2022 15:00 - 12.12.2022 16:00","152","131","n/e","n/e","n/e","n/e","1109","1202","n/e"
"12.12.2022 16:00 - 12.12.2022 17:00","6","6","n/e","n/e","n/e","n/e","1127","1263","n/e"
"12.12.2022 17:00 - 12.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","1179","1359","n/e"
"12.12.2022 18:00 - 12.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","1258","1464","n/e"
"12.12.2022 19:00 - 12.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","1342","1551","n/e"
"12.12.2022 20:00 - 12.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","1390","1620","n/e"
"12.12.2022 21:00 - 12.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","1425","1681","n/e"
"12.12.2022 22:00 - 12.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","1435","1707","n/e"
"12.12.2022 23:00 - 13.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","1666","1666","n/e"
"13.12.2022 00:00 - 13.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","1571","1571","n/e"
"13.12.2022 01:00 - 13.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","1428","1428","n/e"
"13.12.2022 02:00 - 13.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","1279","1279","n/e"
"13.12.2022 03:00 - 13.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","1146","1146","n/e"
"13.12.2022 04:00 - 13.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","1037","1037","n/e"
"13.12.2022 05:00 - 13.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","964","964","n/e"
"13.12.2022 06:00 - 13.12.2022 07:00","25","25","n/e","n/e","n/e","n/e","908","908","n/e"
"13.12.2022 07:00 - 13.12.2022 08:00","177","177","n/e","n/e","n/e","n/e","856","856","n/e"
"13.12.2022 08:00 - 13.12.2022 09:00","450","450","n/e","n/e","n/e","n/e","832","832","n/e"
"13.12.2022 09:00 - 13.12.2022 10:00","717","717","n/e","n/e","n/e","n/e","807","807","n/e"
"13.12.2022 10:00 - 13.12.2022 11:00","922","922","n/e","n/e","n/e","n/e","785","785","n/e"
"13.12.2022 11:00 - 13.12.2022 12:00","1053","1053","n/e","n/e","n/e","n/e","734","734","n/e"
"13.12.2022 12:00 - 13.12.2022 13:00","1060","1063","n/e","n/e","n/e","n/e","668","605","n/e"
"13.12.2022 13:00 - 13.12.2022 14:00","892","846","n/e","n/e","n/e","n/e","614","631","n/e"
"13.12.2022 14:00 - 13.12.2022 15:00","535","481","n/e","n/e","n/e","n/e","580","659","n/e"
"13.12.2022 15:00 - 13.12.2022 16:00","167","144","n/e","n/e","n/e","n/e","581","652","n/e"
"13.12.2022 16:00 - 13.12.2022 17:00","9","9","n/e","n/e","n/e","n/e","593","619","n/e"
"13.12.2022 17:00 - 13.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","585","567","n/e"
"13.12.2022 18:00 - 13.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","569","537","n/e"
"13.12.2022 19:00 - 13.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","555","527","n/e"
"13.12.2022 20:00 - 13.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","556","529","n/e"
"13.12.2022 21:00 - 13.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","557","541","n/e"
"13.12.2022 22:00 - 13.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","571","549","n/e"
"13.12.2022 23:00 - 14.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","560","560","n/e"
"14.12.2022 00:00 - 14.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","552","552","n/e"
"14.12.2022 01:00 - 14.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","560","560","n/e"
"14.12.2022 02:00 - 14.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","577","577","n/e"
"14.12.2022 03:00 - 14.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","588","588","n/e"
"14.12.2022 04:00 - 14.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","591","591","n/e"
"14.12.2022 05:00 - 14.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","583","583","n/e"
"14.12.2022 06:00 - 14.12.2022 07:00","19","19","n/e","n/e","n/e","n/e","563","563","n/e"
"14.12.2022 07:00 - 14.12.2022 08:00","126","126","n/e","n/e","n/e","n/e","533","533","n/e"
"14.12.2022 08:00 - 14.12.2022 09:00","349","349","n/e","n/e","n/e","n/e","495","495","n/e"
"14.12.2022 09:00 - 14.12.2022 10:00","599","599","n/e","n/e","n/e","n/e","450","450","n/e"
"14.12.2022 10:00 - 14.12.2022 11:00","759","759","n/e","n/e","n/e","n/e","407","407","n/e"
"14.12.2022 11:00 - 14.12.2022 12:00","794","794","n/e","n/e","n/e","n/e","377","377","n/e"
"14.12.2022 12:00 - 14.12.2022 13:00","708","829","n/e","n/e","n/e","n/e","370","348","n/e"
"14.12.2022 13:00 - 14.12.2022 14:00","525","626","n/e","n/e","n/e","n/e","381","380","n/e"
"14.12.2022 14:00 - 14.12.2022 15:00","290","355","n/e","n/e","n/e","n/e","405","416","n/e"
"14.12.2022 15:00 - 14.12.2022 16:00","97","115","n/e","n/e","n/e","n/e","464","474","n/e"
"14.12.2022 16:00 - 14.12.2022 17:00","12","11","n/e","n/e","n/e","n/e","569","566","n/e"
"14.12.2022 17:00 - 14.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","708","698","n/e"
"14.12.2022 18:00 - 14.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","878","874","n/e"
"14.12.2022 19:00 - 14.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","1067","1086","n/e"
"14.12.2022 20:00 - 14.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","1258","1313","n/e"
"14.12.2022 21:00 - 14.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","1460","1535","n/e"
"14.12.2022 22:00 - 14.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","1645","1731","n/e"
"14.12.2022 23:00 - 15.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","1880","1880","n/e"
"15.12.2022 00:00 - 15.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","2048","2048","n/e"
"15.12.2022 01:00 - 15.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","2123","2123","n/e"
"15.12.2022 02:00 - 15.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","2191","2191","n/e"
"15.12.2022 03:00 - 15.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","2243","2243","n/e"
"15.12.2022 04:00 - 15.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","2243","2243","n/e"
"15.12.2022 05:00 - 15.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","2207","2207","n/e"
"15.12.2022 06:00 - 15.12.2022 07:00","20","20","n/e","n/e","n/e","n/e","2136","2136","n/e"
"15.12.2022 07:00 - 15.12.2022 08:00","197","197","n/e","n/e","n/e","n/e","2042","2042","n/e"
"15.12.2022 08:00 - 15.12.2022 09:00","589","589","n/e","n/e","n/e","n/e","1935","1935","n/e"
"15.12.2022 09:00 - 15.12.2022 10:00","1058","1058","n/e","n/e","n/e","n/e","1809","1809","n/e"
"15.12.2022 10:00 - 15.12.2022 11:00","1428","1428","n/e","n/e","n/e","n/e","1697","1697","n/e"
"15.12.2022 11:00 - 15.12.2022 12:00","1607","1607","n/e","n/e","n/e","n/e","1615","1615","n/e"
"15.12.2022 12:00 - 15.12.2022 13:00","1574","1565","n/e","n/e","n/e","n/e","1535","1522","n/e"
"15.12.2022 13:00 - 15.12.2022 14:00","1306","1285","n/e","n/e","n/e","n/e","1434","1410","n/e"
"15.12.2022 14:00 - 15.12.2022 15:00","810","792","n/e","n/e","n/e","n/e","1309","1305","n/e"
"15.12.2022 15:00 - 15.12.2022 16:00","268","260","n/e","n/e","n/e","n/e","1210","1222","n/e"
"15.12.2022 16:00 - 15.12.2022 17:00","8","7","n/e","n/e","n/e","n/e","1140","1143","n/e"
"15.12.2022 17:00 - 15.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","1085","1084","n/e"
"15.12.2022 18:00 - 15.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","1054","1058","n/e"
"15.12.2022 19:00 - 15.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","1033","1041","n/e"
"15.12.2022 20:00 - 15.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","1025","1028","n/e"
"15.12.2022 21:00 - 15.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","1033","1028","n/e"
"15.12.2022 22:00 - 15.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","1052","1033","n/e"
"15.12.2022 23:00 - 16.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","1031","1031","n/e"
"16.12.2022 00:00 - 16.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","1009","1009","n/e"
"16.12.2022 01:00 - 16.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","996","996","n/e"
"16.12.2022 02:00 - 16.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","1005","1005","n/e"
"16.12.2022 03:00 - 16.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","1040","1040","n/e"
"16.12.2022 04:00 - 16.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","1093","1093","n/e"
"16.12.2022 05:00 - 16.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","1154","1154","n/e"
"16.12.2022 06:00 - 16.12.2022 07:00","26","26","n/e","n/e","n/e","n/e","1207","1207","n/e"
"16.12.2022 07:00 - 16.12.2022 08:00","282","282","n/e","n/e","n/e","n/e","1232","1232","n/e"
"16.12.2022 08:00 - 16.12.2022 09:00","776","776","n/e","n/e","n/e","n/e","1239","1239","n/e"
"16.12.2022 09:00 - 16.12.2022 10:00","1249","1249","n/e","n/e","n/e","n/e","1254","1254","n/e"
"16.12.2022 10:00 - 16.12.2022 11:00","1544","1544","n/e","n/e","n/e","n/e","1285","1285","n/e"
"16.12.2022 11:00 - 16.12.2022 12:00","1626","1626","n/e","n/e","n/e","n/e","1339","1339","n/e"
"16.12.2022 12:00 - 16.12.2022 13:00","1545","1561","n/e","n/e","n/e","n/e","1393","1254","n/e"
"16.12.2022 13:00 - 16.12.2022 14:00","1246","1256","n/e","n/e","n/e","n/e","1433","1295","n/e"
"16.12.2022 14:00 - 16.12.2022 15:00","763","768","n/e","n/e","n/e","n/e","1482","1351","n/e"
"16.12.2022 15:00 - 16.12.2022 16:00","254","254","n/e","n/e","n/e","n/e","1545","1421","n/e"
"16.12.2022 16:00 - 16.12.2022 17:00","10","9","n/e","n/e","n/e","n/e","1610","1484","n/e"
"16.12.2022 17:00 - 16.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","1668","1542","n/e"
"16.12.2022 18:00 - 16.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","1716","1603","n/e"
"16.12.2022 19:00 - 16.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","1755","1665","n/e"
"16.12.2022 20:00 - 16.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","1782","1711","n/e"
"16.12.2022 21:00 - 16.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","1805","1745","n/e"
"16.12.2022 22:00 - 16.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","1833","1777","n/e"
"16.12.2022 23:00 - 17.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","1808","1808","n/e"
"17.12.2022 00:00 - 17.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","1798","1798","n/e"
"17.12.2022 01:00 - 17.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","1816","1816","n/e"
"17.12.2022 02:00 - 17.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","1838","1838","n/e"
"17.12.2022 03:00 - 17.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","1865","1865","n/e"
"17.12.2022 04:00 - 17.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","1898","1898","n/e"
"17.12.2022 05:00 - 17.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","1931","1931","n/e"
"17.12.2022 06:00 - 17.12.2022 07:00","20","20","n/e","n/e","n/e","n/e","1955","1955","n/e"
"17.12.2022 07:00 - 17.12.2022 08:00","255","255","n/e","n/e","n/e","n/e","1950","1950","n/e"
"17.12.2022 08:00 - 17.12.2022 09:00","737","737","n/e","n/e","n/e","n/e","1917","1917","n/e"
"17.12.2022 09:00 - 17.12.2022 10:00","1219","1219","n/e","n/e","n/e","n/e","1875","1875","n/e"
"17.12.2022 10:00 - 17.12.2022 11:00","1537","1537","n/e","n/e","n/e","n/e","1835","1835","n/e"
"17.12.2022 11:00 - 17.12.2022 12:00","1647","1647","n/e","n/e","n/e","n/e","1820","1820","n/e"
"17.12.2022 12:00 - 17.12.2022 13:00","1573","1533","n/e","n/e","n/e","n/e","1803","1879","n/e"
"17.12.2022 13:00 - 17.12.2022 14:00","1271","1240","n/e","n/e","n/e","n/e","1750","1822","n/e"
"17.12.2022 14:00 - 17.12.2022 15:00","769","750","n/e","n/e","n/e","n/e","1652","1732","n/e"
"17.12.2022 15:00 - 17.12.2022 16:00","251","245","n/e","n/e","n/e","n/e","1555","1644","n/e"
"17.12.2022 16:00 - 17.12.2022 17:00","10","10","n/e","n/e","n/e","n/e","1481","1567","n/e"
"17.12.2022 17:00 - 17.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","1410","1502","n/e"
"17.12.2022 18:00 - 17.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","1358","1438","n/e"
"17.12.2022 19:00 - 17.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","1308","1367","n/e"
"17.12.2022 20:00 - 17.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","1248","1296","n/e"
"17.12.2022 21:00 - 17.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","1181","1225","n/e"
"17.12.2022 22:00 - 17.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","1104","1148","n/e"
"17.12.2022 23:00 - 18.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","1050","1050","n/e"
"18.12.2022 00:00 - 18.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","928","928","n/e"
"18.12.2022 01:00 - 18.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","795","795","n/e"
"18.12.2022 02:00 - 18.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","668","668","n/e"
"18.12.2022 03:00 - 18.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","557","557","n/e"
"18.12.2022 04:00 - 18.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","482","482","n/e"
"18.12.2022 05:00 - 18.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","433","433","n/e"
"18.12.2022 06:00 - 18.12.2022 07:00","22","22","n/e","n/e","n/e","n/e","403","403","n/e"
"18.12.2022 07:00 - 18.12.2022 08:00","217","217","n/e","n/e","n/e","n/e","378","378","n/e"
"18.12.2022 08:00 - 18.12.2022 09:00","610","610","n/e","n/e","n/e","n/e","377","377","n/e"
"18.12.2022 09:00 - 18.12.2022 10:00","995","995","n/e","n/e","n/e","n/e","387","387","n/e"
"18.12.2022 10:00 - 18.12.2022 11:00","1224","1224","n/e","n/e","n/e","n/e","411","411","n/e"
"18.12.2022 11:00 - 18.12.2022 12:00","1277","1277","n/e","n/e","n/e","n/e","457","457","n/e"
"18.12.2022 12:00 - 18.12.2022 13:00","1185","1233","n/e","n/e","n/e","n/e","516","512","n/e"
"18.12.2022 13:00 - 18.12.2022 14:00","937","960","n/e","n/e","n/e","n/e","588","600","n/e"
"18.12.2022 14:00 - 18.12.2022 15:00","561","563","n/e","n/e","n/e","n/e","670","679","n/e"
"18.12.2022 15:00 - 18.12.2022 16:00","190","189","n/e","n/e","n/e","n/e","771","774","n/e"
"18.12.2022 16:00 - 18.12.2022 17:00","14","14","n/e","n/e","n/e","n/e","891","886","n/e"
"18.12.2022 17:00 - 18.12.2022 18:00","0","0","n/e","n/e","n/e","n/e","1007","997","n/e"
"18.12.2022 18:00 - 18.12.2022 19:00","0","0","n/e","n/e","n/e","n/e","1132","1104","n/e"
"18.12.2022 19:00 - 18.12.2022 20:00","0","0","n/e","n/e","n/e","n/e","1254","1212","n/e"
"18.12.2022 20:00 - 18.12.2022 21:00","0","0","n/e","n/e","n/e","n/e","1385","1325","n/e"
"18.12.2022 21:00 - 18.12.2022 22:00","0","0","n/e","n/e","n/e","n/e","1539","1452","n/e"
"18.12.2022 22:00 - 18.12.2022 23:00","0","0","n/e","n/e","n/e","n/e","1711","1622","n/e"
"18.12.2022 23:00 - 19.12.2022 00:00","0","0","n/e","n/e","n/e","n/e","1815","1815","n/e"
"19.12.2022 00:00 - 19.12.2022 01:00","0","0","n/e","n/e","n/e","n/e","1954","1954","n/e"
"19.12.2022 01:00 - 19.12.2022 02:00","0","0","n/e","n/e","n/e","n/e","2148","2148","n/e"
"19.12.2022 02:00 - 19.12.2022 03:00","0","0","n/e","n/e","n/e","n/e","2299","2299","n/e"
"19.12.2022 03:00 - 19.12.2022 04:00","0","0","n/e","n/e","n/e","n/e","2399","2399","n/e"
"19.12.2022 04:00 - 19.12.2022 05:00","0","0","n/e","n/e","n/e","n/e","2481","2481","n/e"
"19.12.2022 05:00 - 19.12.2022 06:00","0","0","n/e","n/e","n/e","n/e","2554","2554","n/e"
"19.12.2022 06:00 - 19.12.2022 07:00","12","12","n/e","n/e","n/e","n/e","2602","2602","n/e"
"19.12.2022 07:00 - 19.12.2022 08:00","138","138","n/e","n/e","n/e","n/e","2633","2633","n/e"
"19.12.2022 08:00 - 19.12.2022 09:00","427","427","n/e","n/e","n/e","n/e","2654","2654","n/e"
"19.12.2022 09:00 - 19.12.2022 10:00","749","749","n/e","n/e","n/e","n/e","2647","2647","n/e"
