"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Denmark (DK)","Generation - Solar  [MW] Intraday / Denmark (DK)","Generation - Solar  [MW] Current / Denmark (DK)","Generation - Wind Offshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Offshore  [MW] Intraday / Denmark (DK)","Generation - Wind Offshore  [MW] Current / Denmark (DK)","Generation - Wind Onshore  [MW] Day Ahead/ Denmark (DK)","Generation - Wind Onshore  [MW] Intraday / Denmark (DK)","Generation - Wind Onshore  [MW] Current / Denmark (DK)"
"15.07.2022 05:00 - 15.07.2022 06:00","29","n/e","n/e","1156","n/e","n/e","2076","n/e","n/e"
"15.07.2022 06:00 - 15.07.2022 07:00","143","n/e","n/e","1129","n/e","n/e","2057","n/e","n/e"
"15.07.2022 07:00 - 15.07.2022 08:00","332","n/e","n/e","1109","n/e","n/e","2145","n/e","n/e"
"15.07.2022 08:00 - 15.07.2022 09:00","566","n/e","n/e","1089","n/e","n/e","2225","n/e","n/e"
"15.07.2022 09:00 - 15.07.2022 10:00","822","n/e","n/e","1020","n/e","n/e","2291","n/e","n/e"
"15.07.2022 10:00 - 15.07.2022 11:00","1036","n/e","n/e","947","n/e","n/e","2291","n/e","n/e"
"15.07.2022 11:00 - 15.07.2022 12:00","1163","n/e","n/e","883","n/e","n/e","2304","n/e","n/e"
"15.07.2022 12:00 - 15.07.2022 13:00","1203","n/e","n/e","803","n/e","n/e","2410","n/e","n/e"
"15.07.2022 13:00 - 15.07.2022 14:00","1193","n/e","n/e","788","n/e","n/e","2465","n/e","n/e"
"15.07.2022 14:00 - 15.07.2022 15:00","1148","n/e","n/e","810","n/e","n/e","2468","n/e","n/e"
"15.07.2022 15:00 - 15.07.2022 16:00","1076","n/e","n/e","821","n/e","n/e","2446","n/e","n/e"
"15.07.2022 16:00 - 15.07.2022 17:00","950","n/e","n/e","849","n/e","n/e","2584","n/e","n/e"
"15.07.2022 17:00 - 15.07.2022 18:00","752","n/e","n/e","798","n/e","n/e","2511","n/e","n/e"
"15.07.2022 18:00 - 15.07.2022 19:00","509","n/e","n/e","818","n/e","n/e","2308","n/e","n/e"
"15.07.2022 19:00 - 15.07.2022 20:00","269","n/e","n/e","801","n/e","n/e","1993","n/e","n/e"
"15.07.2022 20:00 - 15.07.2022 21:00","95","n/e","n/e","800","n/e","n/e","1676","n/e","n/e"
"15.07.2022 21:00 - 15.07.2022 22:00","15","n/e","n/e","771","n/e","n/e","1378","n/e","n/e"
"15.07.2022 22:00 - 15.07.2022 23:00","0","n/e","n/e","747","n/e","n/e","1275","n/e","n/e"
"15.07.2022 23:00 - 16.07.2022 00:00","0","n/e","n/e","724","n/e","n/e","1269","n/e","n/e"
"16.07.2022 00:00 - 16.07.2022 01:00","0","n/e","n/e","921","n/e","n/e","1139","n/e","n/e"
"16.07.2022 01:00 - 16.07.2022 02:00","0","n/e","n/e","986","n/e","n/e","1271","n/e","n/e"
"16.07.2022 02:00 - 16.07.2022 03:00","0","n/e","n/e","1096","n/e","n/e","1460","n/e","n/e"
"16.07.2022 03:00 - 16.07.2022 04:00","0","n/e","n/e","1173","n/e","n/e","1719","n/e","n/e"
"16.07.2022 04:00 - 16.07.2022 05:00","1","n/e","n/e","1190","n/e","n/e","1890","n/e","n/e"
"16.07.2022 05:00 - 16.07.2022 06:00","24","n/e","n/e","1151","n/e","n/e","1944","n/e","n/e"
"16.07.2022 06:00 - 16.07.2022 07:00","125","n/e","n/e","1150","n/e","n/e","2024","n/e","n/e"
"16.07.2022 07:00 - 16.07.2022 08:00","301","n/e","n/e","1148","n/e","n/e","2118","n/e","n/e"
"16.07.2022 08:00 - 16.07.2022 09:00","530","n/e","n/e","1086","n/e","n/e","2244","n/e","n/e"
"16.07.2022 09:00 - 16.07.2022 10:00","780","n/e","n/e","1079","n/e","n/e","2286","n/e","n/e"
"16.07.2022 10:00 - 16.07.2022 11:00","1005","n/e","n/e","1073","n/e","n/e","2239","n/e","n/e"
"16.07.2022 11:00 - 16.07.2022 12:00","1175","n/e","n/e","1070","n/e","n/e","2134","n/e","n/e"
"16.07.2022 12:00 - 16.07.2022 13:00","1265","n/e","n/e","1063","n/e","n/e","2155","n/e","n/e"
"16.07.2022 13:00 - 16.07.2022 14:00","1297","n/e","n/e","1003","n/e","n/e","2177","n/e","n/e"
"16.07.2022 14:00 - 16.07.2022 15:00","1263","n/e","n/e","896","n/e","n/e","2208","n/e","n/e"
"16.07.2022 15:00 - 16.07.2022 16:00","1193","n/e","n/e","827","n/e","n/e","2262","n/e","n/e"
"16.07.2022 16:00 - 16.07.2022 17:00","1059","n/e","n/e","830","n/e","n/e","2486","n/e","n/e"
"16.07.2022 17:00 - 16.07.2022 18:00","851","n/e","n/e","838","n/e","n/e","2598","n/e","n/e"
"16.07.2022 18:00 - 16.07.2022 19:00","591","n/e","n/e","1024","n/e","n/e","2518","n/e","n/e"
"16.07.2022 19:00 - 16.07.2022 20:00","325","n/e","n/e","1055","n/e","n/e","2373","n/e","n/e"
"16.07.2022 20:00 - 16.07.2022 21:00","116","n/e","n/e","1063","n/e","n/e","2116","n/e","n/e"
"16.07.2022 21:00 - 16.07.2022 22:00","18","n/e","n/e","1032","n/e","n/e","1914","n/e","n/e"
"16.07.2022 22:00 - 16.07.2022 23:00","0","n/e","n/e","1032","n/e","n/e","1908","n/e","n/e"
"16.07.2022 23:00 - 17.07.2022 00:00","0","n/e","n/e","1015","n/e","n/e","1867","n/e","n/e"
"17.07.2022 00:00 - 17.07.2022 01:00","0","n/e","n/e","913","n/e","n/e","1638","n/e","n/e"
"17.07.2022 01:00 - 17.07.2022 02:00","0","n/e","n/e","890","n/e","n/e","1535","n/e","n/e"
"17.07.2022 02:00 - 17.07.2022 03:00","0","n/e","n/e","879","n/e","n/e","1530","n/e","n/e"
"17.07.2022 03:00 - 17.07.2022 04:00","0","n/e","n/e","877","n/e","n/e","1639","n/e","n/e"
"17.07.2022 04:00 - 17.07.2022 05:00","1","n/e","n/e","878","n/e","n/e","1730","n/e","n/e"
"17.07.2022 05:00 - 17.07.2022 06:00","24","n/e","n/e","852","n/e","n/e","1683","n/e","n/e"
"17.07.2022 06:00 - 17.07.2022 07:00","115","n/e","n/e","810","n/e","n/e","1659","n/e","n/e"
"17.07.2022 07:00 - 17.07.2022 08:00","253","n/e","n/e","787","n/e","n/e","1646","n/e","n/e"
"17.07.2022 08:00 - 17.07.2022 09:00","418","n/e","n/e","762","n/e","n/e","1673","n/e","n/e"
"17.07.2022 09:00 - 17.07.2022 10:00","605","n/e","n/e","742","n/e","n/e","1715","n/e","n/e"
"17.07.2022 10:00 - 17.07.2022 11:00","814","n/e","n/e","706","n/e","n/e","1705","n/e","n/e"
"17.07.2022 11:00 - 17.07.2022 12:00","975","n/e","n/e","613","n/e","n/e","1623","n/e","n/e"
"17.07.2022 12:00 - 17.07.2022 13:00","1041","n/e","n/e","583","n/e","n/e","1569","n/e","n/e"
"17.07.2022 13:00 - 17.07.2022 14:00","1058","n/e","n/e","586","n/e","n/e","1509","n/e","n/e"
"17.07.2022 14:00 - 17.07.2022 15:00","1031","n/e","n/e","581","n/e","n/e","1432","n/e","n/e"
"17.07.2022 15:00 - 17.07.2022 16:00","968","n/e","n/e","594","n/e","n/e","1413","n/e","n/e"
"17.07.2022 16:00 - 17.07.2022 17:00","848","n/e","n/e","527","n/e","n/e","1510","n/e","n/e"
"17.07.2022 17:00 - 17.07.2022 18:00","656","n/e","n/e","460","n/e","n/e","1462","n/e","n/e"
"17.07.2022 18:00 - 17.07.2022 19:00","429","n/e","n/e","463","n/e","n/e","1279","n/e","n/e"
"17.07.2022 19:00 - 17.07.2022 20:00","223","n/e","n/e","466","n/e","n/e","997","n/e","n/e"
"17.07.2022 20:00 - 17.07.2022 21:00","77","n/e","n/e","455","n/e","n/e","804","n/e","n/e"
"17.07.2022 21:00 - 17.07.2022 22:00","12","n/e","n/e","405","n/e","n/e","708","n/e","n/e"
"17.07.2022 22:00 - 17.07.2022 23:00","0","n/e","n/e","372","n/e","n/e","711","n/e","n/e"
"17.07.2022 23:00 - 18.07.2022 00:00","0","n/e","n/e","358","n/e","n/e","671","n/e","n/e"
"18.07.2022 00:00 - 18.07.2022 01:00","0","n/e","n/e","339","n/e","n/e","703","n/e","n/e"
"18.07.2022 01:00 - 18.07.2022 02:00","0","n/e","n/e","349","n/e","n/e","716","n/e","n/e"
"18.07.2022 02:00 - 18.07.2022 03:00","0","n/e","n/e","373","n/e","n/e","713","n/e","n/e"
"18.07.2022 03:00 - 18.07.2022 04:00","0","n/e","n/e","374","n/e","n/e","704","n/e","n/e"
"18.07.2022 04:00 - 18.07.2022 05:00","1","n/e","n/e","369","n/e","n/e","659","n/e","n/e"
"18.07.2022 05:00 - 18.07.2022 06:00","22","n/e","n/e","413","n/e","n/e","579","n/e","n/e"
"18.07.2022 06:00 - 18.07.2022 07:00","100","n/e","n/e","413","n/e","n/e","547","n/e","n/e"
"18.07.2022 07:00 - 18.07.2022 08:00","212","n/e","n/e","438","n/e","n/e","544","n/e","n/e"
"18.07.2022 08:00 - 18.07.2022 09:00","329","n/e","n/e","509","n/e","n/e","606","n/e","n/e"
"18.07.2022 09:00 - 18.07.2022 10:00","430","n/e","n/e","584","n/e","n/e","706","n/e","n/e"
"18.07.2022 10:00 - 18.07.2022 11:00","499","n/e","n/e","607","n/e","n/e","813","n/e","n/e"
"18.07.2022 11:00 - 18.07.2022 12:00","528","n/e","n/e","666","n/e","n/e","934","n/e","n/e"
"18.07.2022 12:00 - 18.07.2022 13:00","565","n/e","n/e","688","n/e","n/e","1152","n/e","n/e"
"18.07.2022 13:00 - 18.07.2022 14:00","658","n/e","n/e","665","n/e","n/e","1348","n/e","n/e"
"18.07.2022 14:00 - 18.07.2022 15:00","754","n/e","n/e","691","n/e","n/e","1421","n/e","n/e"
"18.07.2022 15:00 - 18.07.2022 16:00","813","n/e","n/e","738","n/e","n/e","1377","n/e","n/e"
"18.07.2022 16:00 - 18.07.2022 17:00","791","n/e","n/e","658","n/e","n/e","1300","n/e","n/e"
"18.07.2022 17:00 - 18.07.2022 18:00","667","n/e","n/e","531","n/e","n/e","1183","n/e","n/e"
"18.07.2022 18:00 - 18.07.2022 19:00","474","n/e","n/e","384","n/e","n/e","1017","n/e","n/e"
"18.07.2022 19:00 - 18.07.2022 20:00","263","n/e","n/e","290","n/e","n/e","819","n/e","n/e"
"18.07.2022 20:00 - 18.07.2022 21:00","100","n/e","n/e","264","n/e","n/e","658","n/e","n/e"
"18.07.2022 21:00 - 18.07.2022 22:00","17","n/e","n/e","309","n/e","n/e","579","n/e","n/e"
"18.07.2022 22:00 - 18.07.2022 23:00","0","n/e","n/e","312","n/e","n/e","598","n/e","n/e"
"18.07.2022 23:00 - 19.07.2022 00:00","0","n/e","n/e","237","n/e","n/e","611","n/e","n/e"
"19.07.2022 00:00 - 19.07.2022 01:00","0","n/e","n/e","187","n/e","n/e","453","n/e","n/e"
"19.07.2022 01:00 - 19.07.2022 02:00","0","n/e","n/e","164","n/e","n/e","376","n/e","n/e"
"19.07.2022 02:00 - 19.07.2022 03:00","0","n/e","n/e","152","n/e","n/e","313","n/e","n/e"
"19.07.2022 03:00 - 19.07.2022 04:00","0","n/e","n/e","159","n/e","n/e","259","n/e","n/e"
"19.07.2022 04:00 - 19.07.2022 05:00","1","n/e","n/e","124","n/e","n/e","216","n/e","n/e"
"19.07.2022 05:00 - 19.07.2022 06:00","22","n/e","n/e","89","n/e","n/e","166","n/e","n/e"
"19.07.2022 06:00 - 19.07.2022 07:00","136","n/e","n/e","72","n/e","n/e","121","n/e","n/e"
"19.07.2022 07:00 - 19.07.2022 08:00","341","n/e","n/e","63","n/e","n/e","88","n/e","n/e"
"19.07.2022 08:00 - 19.07.2022 09:00","591","n/e","n/e","51","n/e","n/e","68","n/e","n/e"
"19.07.2022 09:00 - 19.07.2022 10:00","838","n/e","n/e","59","n/e","n/e","69","n/e","n/e"
"19.07.2022 10:00 - 19.07.2022 11:00","1046","n/e","n/e","82","n/e","n/e","78","n/e","n/e"
"19.07.2022 11:00 - 19.07.2022 12:00","1195","n/e","n/e","100","n/e","n/e","91","n/e","n/e"
"19.07.2022 12:00 - 19.07.2022 13:00","1279","n/e","n/e","143","n/e","n/e","103","n/e","n/e"
"19.07.2022 13:00 - 19.07.2022 14:00","1300","n/e","n/e","145","n/e","n/e","117","n/e","n/e"
"19.07.2022 14:00 - 19.07.2022 15:00","1267","n/e","n/e","135","n/e","n/e","149","n/e","n/e"
"19.07.2022 15:00 - 19.07.2022 16:00","1181","n/e","n/e","135","n/e","n/e","157","n/e","n/e"
"19.07.2022 16:00 - 19.07.2022 17:00","1034","n/e","n/e","159","n/e","n/e","160","n/e","n/e"
"19.07.2022 17:00 - 19.07.2022 18:00","824","n/e","n/e","179","n/e","n/e","148","n/e","n/e"
"19.07.2022 18:00 - 19.07.2022 19:00","570","n/e","n/e","167","n/e","n/e","132","n/e","n/e"
"19.07.2022 19:00 - 19.07.2022 20:00","311","n/e","n/e","175","n/e","n/e","128","n/e","n/e"
"19.07.2022 20:00 - 19.07.2022 21:00","107","n/e","n/e","230","n/e","n/e","156","n/e","n/e"
"19.07.2022 21:00 - 19.07.2022 22:00","15","n/e","n/e","335","n/e","n/e","259","n/e","n/e"
"19.07.2022 22:00 - 19.07.2022 23:00","0","n/e","n/e","431","n/e","n/e","470","n/e","n/e"
"19.07.2022 23:00 - 20.07.2022 00:00","0","n/e","n/e","591","n/e","n/e","777","n/e","n/e"
"20.07.2022 00:00 - 20.07.2022 01:00","0","n/e","n/e","712","n/e","n/e","1073","n/e","n/e"
"20.07.2022 01:00 - 20.07.2022 02:00","0","n/e","n/e","795","n/e","n/e","1259","n/e","n/e"
"20.07.2022 02:00 - 20.07.2022 03:00","0","n/e","n/e","836","n/e","n/e","1380","n/e","n/e"
"20.07.2022 03:00 - 20.07.2022 04:00","0","n/e","n/e","934","n/e","n/e","1414","n/e","n/e"
"20.07.2022 04:00 - 20.07.2022 05:00","1","n/e","n/e","903","n/e","n/e","1461","n/e","n/e"
"20.07.2022 05:00 - 20.07.2022 06:00","20","n/e","n/e","859","n/e","n/e","1390","n/e","n/e"
"20.07.2022 06:00 - 20.07.2022 07:00","131","n/e","n/e","846","n/e","n/e","1411","n/e","n/e"
"20.07.2022 07:00 - 20.07.2022 08:00","335","n/e","n/e","789","n/e","n/e","1393","n/e","n/e"
"20.07.2022 08:00 - 20.07.2022 09:00","585","n/e","n/e","759","n/e","n/e","1304","n/e","n/e"
"20.07.2022 09:00 - 20.07.2022 10:00","835","n/e","n/e","837","n/e","n/e","1186","n/e","n/e"
"20.07.2022 10:00 - 20.07.2022 11:00","1047","n/e","n/e","827","n/e","n/e","1115","n/e","n/e"
"20.07.2022 11:00 - 20.07.2022 12:00","1196","n/e","n/e","782","n/e","n/e","1102","n/e","n/e"
"20.07.2022 12:00 - 20.07.2022 13:00","1278","n/e","n/e","808","n/e","n/e","1194","n/e","n/e"
"20.07.2022 13:00 - 20.07.2022 14:00","1298","n/e","n/e","871","n/e","n/e","1259","n/e","n/e"
"20.07.2022 14:00 - 20.07.2022 15:00","1264","n/e","n/e","861","n/e","n/e","1319","n/e","n/e"
"20.07.2022 15:00 - 20.07.2022 16:00","1185","n/e","n/e","871","n/e","n/e","1460","n/e","n/e"
"20.07.2022 16:00 - 20.07.2022 17:00","1041","n/e","n/e","872","n/e","n/e","1575","n/e","n/e"
"20.07.2022 17:00 - 20.07.2022 18:00","833","n/e","n/e","761","n/e","n/e","1551","n/e","n/e"
"20.07.2022 18:00 - 20.07.2022 19:00","575","n/e","n/e","743","n/e","n/e","1451","n/e","n/e"
"20.07.2022 19:00 - 20.07.2022 20:00","310","n/e","n/e","765","n/e","n/e","1235","n/e","n/e"
"20.07.2022 20:00 - 20.07.2022 21:00","104","n/e","n/e","794","n/e","n/e","1013","n/e","n/e"
"20.07.2022 21:00 - 20.07.2022 22:00","14","n/e","n/e","814","n/e","n/e","831","n/e","n/e"
"20.07.2022 22:00 - 20.07.2022 23:00","0","n/e","n/e","767","n/e","n/e","757","n/e","n/e"
"20.07.2022 23:00 - 21.07.2022 00:00","0","n/e","n/e","657","n/e","n/e","703","n/e","n/e"
"21.07.2022 00:00 - 21.07.2022 01:00","0","n/e","n/e","454","n/e","n/e","382","n/e","n/e"
"21.07.2022 01:00 - 21.07.2022 02:00","0","n/e","n/e","277","n/e","n/e","325","n/e","n/e"
"21.07.2022 02:00 - 21.07.2022 03:00","0","n/e","n/e","205","n/e","n/e","307","n/e","n/e"
"21.07.2022 03:00 - 21.07.2022 04:00","0","n/e","n/e","165","n/e","n/e","251","n/e","n/e"
"21.07.2022 04:00 - 21.07.2022 05:00","1","n/e","n/e","96","n/e","n/e","210","n/e","n/e"
"21.07.2022 05:00 - 21.07.2022 06:00","21","n/e","n/e","52","n/e","n/e","192","n/e","n/e"
"21.07.2022 06:00 - 21.07.2022 07:00","112","n/e","n/e","78","n/e","n/e","199","n/e","n/e"
"21.07.2022 07:00 - 21.07.2022 08:00","263","n/e","n/e","138","n/e","n/e","239","n/e","n/e"
"21.07.2022 08:00 - 21.07.2022 09:00","442","n/e","n/e","218","n/e","n/e","305","n/e","n/e"
"21.07.2022 09:00 - 21.07.2022 10:00","611","n/e","n/e","267","n/e","n/e","353","n/e","n/e"
"21.07.2022 10:00 - 21.07.2022 11:00","727","n/e","n/e","254","n/e","n/e","431","n/e","n/e"
"21.07.2022 11:00 - 21.07.2022 12:00","818","n/e","n/e","295","n/e","n/e","538","n/e","n/e"
"21.07.2022 12:00 - 21.07.2022 13:00","849","n/e","n/e","319","n/e","n/e","652","n/e","n/e"
"21.07.2022 13:00 - 21.07.2022 14:00","803","n/e","n/e","346","n/e","n/e","742","n/e","n/e"
"21.07.2022 14:00 - 21.07.2022 15:00","762","n/e","n/e","397","n/e","n/e","862","n/e","n/e"
"21.07.2022 15:00 - 21.07.2022 16:00","739","n/e","n/e","536","n/e","n/e","999","n/e","n/e"
"21.07.2022 16:00 - 21.07.2022 17:00","694","n/e","n/e","598","n/e","n/e","1155","n/e","n/e"
"21.07.2022 17:00 - 21.07.2022 18:00","595","n/e","n/e","594","n/e","n/e","1201","n/e","n/e"
"21.07.2022 18:00 - 21.07.2022 19:00","427","n/e","n/e","662","n/e","n/e","1156","n/e","n/e"
"21.07.2022 19:00 - 21.07.2022 20:00","230","n/e","n/e","698","n/e","n/e","1053","n/e","n/e"
"21.07.2022 20:00 - 21.07.2022 21:00","76","n/e","n/e","722","n/e","n/e","1005","n/e","n/e"
"21.07.2022 21:00 - 21.07.2022 22:00","11","n/e","n/e","734","n/e","n/e","982","n/e","n/e"
"21.07.2022 22:00 - 21.07.2022 23:00","0","n/e","n/e","801","n/e","n/e","1033","n/e","n/e"
"21.07.2022 23:00 - 22.07.2022 00:00","0","n/e","n/e","763","n/e","n/e","1030","n/e","n/e"
"22.07.2022 00:00 - 22.07.2022 01:00","0","n/e","n/e","753","n/e","n/e","1058","n/e","n/e"
"22.07.2022 01:00 - 22.07.2022 02:00","0","n/e","n/e","811","n/e","n/e","1109","n/e","n/e"
"22.07.2022 02:00 - 22.07.2022 03:00","0","n/e","n/e","792","n/e","n/e","1122","n/e","n/e"
"22.07.2022 03:00 - 22.07.2022 04:00","0","n/e","n/e","809","n/e","n/e","1144","n/e","n/e"
"22.07.2022 04:00 - 22.07.2022 05:00","0","n/e","n/e","771","n/e","n/e","1157","n/e","n/e"
"22.07.2022 05:00 - 22.07.2022 06:00","14","n/e","n/e","774","n/e","n/e","1136","n/e","n/e"
"22.07.2022 06:00 - 22.07.2022 07:00","72","n/e","n/e","793","n/e","n/e","1174","n/e","n/e"
"22.07.2022 07:00 - 22.07.2022 08:00","173","n/e","n/e","839","n/e","n/e","1275","n/e","n/e"
"22.07.2022 08:00 - 22.07.2022 09:00","315","n/e","n/e","869","n/e","n/e","1401","n/e","n/e"
"22.07.2022 09:00 - 22.07.2022 10:00","481","n/e","n/e","842","n/e","n/e","1513","n/e","n/e"
"22.07.2022 10:00 - 22.07.2022 11:00","638","n/e","n/e","786","n/e","n/e","1547","n/e","n/e"
"22.07.2022 11:00 - 22.07.2022 12:00","776","n/e","n/e","762","n/e","n/e","1516","n/e","n/e"
"22.07.2022 12:00 - 22.07.2022 13:00","869","n/e","n/e","834","n/e","n/e","1516","n/e","n/e"
"22.07.2022 13:00 - 22.07.2022 14:00","938","n/e","n/e","915","n/e","n/e","1526","n/e","n/e"
"22.07.2022 14:00 - 22.07.2022 15:00","948","n/e","n/e","882","n/e","n/e","1567","n/e","n/e"
"22.07.2022 15:00 - 22.07.2022 16:00","925","n/e","n/e","872","n/e","n/e","1574","n/e","n/e"
"22.07.2022 16:00 - 22.07.2022 17:00","853","n/e","n/e","879","n/e","n/e","1590","n/e","n/e"
"22.07.2022 17:00 - 22.07.2022 18:00","703","n/e","n/e","847","n/e","n/e","1603","n/e","n/e"
"22.07.2022 18:00 - 22.07.2022 19:00","483","n/e","n/e","835","n/e","n/e","1526","n/e","n/e"
"22.07.2022 19:00 - 22.07.2022 20:00","263","n/e","n/e","830","n/e","n/e","1320","n/e","n/e"
"22.07.2022 20:00 - 22.07.2022 21:00","94","n/e","n/e","779","n/e","n/e","1118","n/e","n/e"
"22.07.2022 21:00 - 22.07.2022 22:00","14","n/e","n/e","682","n/e","n/e","953","n/e","n/e"
"22.07.2022 22:00 - 22.07.2022 23:00","0","n/e","n/e","636","n/e","n/e","908","n/e","n/e"
"22.07.2022 23:00 - 23.07.2022 00:00","0","n/e","n/e","605","n/e","n/e","864","n/e","n/e"
"23.07.2022 00:00 - 23.07.2022 01:00","0","n/e","n/e","579","n/e","n/e","620","n/e","n/e"
"23.07.2022 01:00 - 23.07.2022 02:00","0","n/e","n/e","500","n/e","n/e","559","n/e","n/e"
"23.07.2022 02:00 - 23.07.2022 03:00","0","n/e","n/e","441","n/e","n/e","521","n/e","n/e"
"23.07.2022 03:00 - 23.07.2022 04:00","0","n/e","n/e","470","n/e","n/e","507","n/e","n/e"
"23.07.2022 04:00 - 23.07.2022 05:00","0","n/e","n/e","461","n/e","n/e","539","n/e","n/e"
"23.07.2022 05:00 - 23.07.2022 06:00","11","n/e","n/e","428","n/e","n/e","572","n/e","n/e"
"23.07.2022 06:00 - 23.07.2022 07:00","59","n/e","n/e","415","n/e","n/e","590","n/e","n/e"
"23.07.2022 07:00 - 23.07.2022 08:00","137","n/e","n/e","397","n/e","n/e","630","n/e","n/e"
"23.07.2022 08:00 - 23.07.2022 09:00","228","n/e","n/e","440","n/e","n/e","728","n/e","n/e"
"23.07.2022 09:00 - 23.07.2022 10:00","334","n/e","n/e","459","n/e","n/e","832","n/e","n/e"
"23.07.2022 10:00 - 23.07.2022 11:00","442","n/e","n/e","388","n/e","n/e","929","n/e","n/e"
"23.07.2022 11:00 - 23.07.2022 12:00","542","n/e","n/e","391","n/e","n/e","993","n/e","n/e"
"23.07.2022 12:00 - 23.07.2022 13:00","594","n/e","n/e","436","n/e","n/e","1122","n/e","n/e"
"23.07.2022 13:00 - 23.07.2022 14:00","607","n/e","n/e","498","n/e","n/e","1251","n/e","n/e"
"23.07.2022 14:00 - 23.07.2022 15:00","582","n/e","n/e","513","n/e","n/e","1345","n/e","n/e"
"23.07.2022 15:00 - 23.07.2022 16:00","555","n/e","n/e","498","n/e","n/e","1366","n/e","n/e"
"23.07.2022 16:00 - 23.07.2022 17:00","515","n/e","n/e","596","n/e","n/e","1428","n/e","n/e"
"23.07.2022 17:00 - 23.07.2022 18:00","448","n/e","n/e","608","n/e","n/e","1488","n/e","n/e"
"23.07.2022 18:00 - 23.07.2022 19:00","328","n/e","n/e","715","n/e","n/e","1486","n/e","n/e"
"23.07.2022 19:00 - 23.07.2022 20:00","194","n/e","n/e","704","n/e","n/e","1356","n/e","n/e"
"23.07.2022 20:00 - 23.07.2022 21:00","76","n/e","n/e","655","n/e","n/e","1219","n/e","n/e"
"23.07.2022 21:00 - 23.07.2022 22:00","11","n/e","n/e","604","n/e","n/e","1084","n/e","n/e"
"23.07.2022 22:00 - 23.07.2022 23:00","0","n/e","n/e","576","n/e","n/e","1068","n/e","n/e"
"23.07.2022 23:00 - 24.07.2022 00:00","0","n/e","n/e","569","n/e","n/e","996","n/e","n/e"
"24.07.2022 00:00 - 24.07.2022 01:00","0","n/e","n/e","305","n/e","n/e","513","n/e","n/e"
"24.07.2022 01:00 - 24.07.2022 02:00","0","n/e","n/e","303","n/e","n/e","475","n/e","n/e"
"24.07.2022 02:00 - 24.07.2022 03:00","0","n/e","n/e","286","n/e","n/e","462","n/e","n/e"
"24.07.2022 03:00 - 24.07.2022 04:00","0","n/e","n/e","300","n/e","n/e","437","n/e","n/e"
"24.07.2022 04:00 - 24.07.2022 05:00","0","n/e","n/e","285","n/e","n/e","422","n/e","n/e"
"24.07.2022 05:00 - 24.07.2022 06:00","17","n/e","n/e","315","n/e","n/e","393","n/e","n/e"
"24.07.2022 06:00 - 24.07.2022 07:00","115","n/e","n/e","362","n/e","n/e","374","n/e","n/e"
"24.07.2022 07:00 - 24.07.2022 08:00","286","n/e","n/e","407","n/e","n/e","384","n/e","n/e"
"24.07.2022 08:00 - 24.07.2022 09:00","491","n/e","n/e","481","n/e","n/e","448","n/e","n/e"
"24.07.2022 09:00 - 24.07.2022 10:00","670","n/e","n/e","526","n/e","n/e","580","n/e","n/e"
"24.07.2022 10:00 - 24.07.2022 11:00","798","n/e","n/e","540","n/e","n/e","719","n/e","n/e"
"24.07.2022 11:00 - 24.07.2022 12:00","855","n/e","n/e","608","n/e","n/e","837","n/e","n/e"
"24.07.2022 12:00 - 24.07.2022 13:00","842","n/e","n/e","701","n/e","n/e","989","n/e","n/e"
"24.07.2022 13:00 - 24.07.2022 14:00","789","n/e","n/e","743","n/e","n/e","1166","n/e","n/e"
"24.07.2022 14:00 - 24.07.2022 15:00","695","n/e","n/e","753","n/e","n/e","1397","n/e","n/e"
"24.07.2022 15:00 - 24.07.2022 16:00","614","n/e","n/e","755","n/e","n/e","1541","n/e","n/e"
"24.07.2022 16:00 - 24.07.2022 17:00","529","n/e","n/e","746","n/e","n/e","1564","n/e","n/e"
"24.07.2022 17:00 - 24.07.2022 18:00","426","n/e","n/e","662","n/e","n/e","1490","n/e","n/e"
"24.07.2022 18:00 - 24.07.2022 19:00","318","n/e","n/e","747","n/e","n/e","1356","n/e","n/e"
"24.07.2022 19:00 - 24.07.2022 20:00","193","n/e","n/e","735","n/e","n/e","1112","n/e","n/e"
"24.07.2022 20:00 - 24.07.2022 21:00","71","n/e","n/e","694","n/e","n/e","888","n/e","n/e"
"24.07.2022 21:00 - 24.07.2022 22:00","10","n/e","n/e","602","n/e","n/e","728","n/e","n/e"
"24.07.2022 22:00 - 24.07.2022 23:00","0","n/e","n/e","526","n/e","n/e","695","n/e","n/e"
"24.07.2022 23:00 - 25.07.2022 00:00","0","n/e","n/e","521","n/e","n/e","653","n/e","n/e"
"25.07.2022 00:00 - 25.07.2022 01:00","0","n/e","n/e","597","n/e","n/e","757","n/e","n/e"
"25.07.2022 01:00 - 25.07.2022 02:00","0","n/e","n/e","661","n/e","n/e","867","n/e","n/e"
"25.07.2022 02:00 - 25.07.2022 03:00","0","n/e","n/e","769","n/e","n/e","1031","n/e","n/e"
"25.07.2022 03:00 - 25.07.2022 04:00","0","n/e","n/e","891","n/e","n/e","1242","n/e","n/e"
"25.07.2022 04:00 - 25.07.2022 05:00","0","n/e","n/e","962","n/e","n/e","1480","n/e","n/e"
"25.07.2022 05:00 - 25.07.2022 06:00","9","n/e","n/e","891","n/e","n/e","1493","n/e","n/e"
