"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Poland (PL)","Generation - Solar  [MW] Intraday / Poland (PL)","Generation - Solar  [MW] Current / Poland (PL)","Generation - Wind Offshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Offshore  [MW] Intraday / Poland (PL)","Generation - Wind Offshore  [MW] Current / Poland (PL)","Generation - Wind Onshore  [MW] Day Ahead/ Poland (PL)","Generation - Wind Onshore  [MW] Intraday / Poland (PL)","Generation - Wind Onshore  [MW] Current / Poland (PL)"
"08.06.2022 04:00 - 08.06.2022 05:00","5","4","4","n/e","n/e","n/e","546","350","350"
"08.06.2022 05:00 - 08.06.2022 06:00","131","122","122","n/e","n/e","n/e","465","275","275"
"08.06.2022 06:00 - 08.06.2022 07:00","487","454","454","n/e","n/e","n/e","342","173","173"
"08.06.2022 07:00 - 08.06.2022 08:00","1064","1028","1028","n/e","n/e","n/e","211","95","87"
"08.06.2022 08:00 - 08.06.2022 09:00","1773","1727","1578","n/e","n/e","n/e","131","62","41"
"08.06.2022 09:00 - 08.06.2022 10:00","2473","2406","2170","n/e","n/e","n/e","112","77","50"
"08.06.2022 10:00 - 08.06.2022 11:00","2985","2888","2608","n/e","n/e","n/e","116","80","56"
"08.06.2022 11:00 - 08.06.2022 12:00","3228","3128","2970","n/e","n/e","n/e","140","102","77"
"08.06.2022 12:00 - 08.06.2022 13:00","3298","3212","3121","n/e","n/e","n/e","166","127","92"
"08.06.2022 13:00 - 08.06.2022 14:00","3322","3214","3148","n/e","n/e","n/e","176","139","103"
"08.06.2022 14:00 - 08.06.2022 15:00","3348","3174","3372","n/e","n/e","n/e","181","144","118"
"08.06.2022 15:00 - 08.06.2022 16:00","3091","2886","3132","n/e","n/e","n/e","186","143","121"
"08.06.2022 16:00 - 08.06.2022 17:00","2492","2312","2435","n/e","n/e","n/e","186","142","131"
"08.06.2022 17:00 - 08.06.2022 18:00","1730","1641","1511","n/e","n/e","n/e","195","154","173"
"08.06.2022 18:00 - 08.06.2022 19:00","922","928","808","n/e","n/e","n/e","228","197","229"
"08.06.2022 19:00 - 08.06.2022 20:00","330","344","297","n/e","n/e","n/e","316","301","327"
"08.06.2022 20:00 - 08.06.2022 21:00","56","58","60","n/e","n/e","n/e","481","476","448"
"08.06.2022 21:00 - 08.06.2022 22:00","0","0","3","n/e","n/e","n/e","693","674","622"
"08.06.2022 22:00 - 08.06.2022 23:00","0","0","0","n/e","n/e","n/e","880","804","986"
"08.06.2022 23:00 - 09.06.2022 00:00","0","0","0","n/e","n/e","n/e","985","827","1228"
"09.06.2022 00:00 - 09.06.2022 01:00","0","0","0","n/e","n/e","n/e","736","1164","1164"
"09.06.2022 01:00 - 09.06.2022 02:00","0","0","0","n/e","n/e","n/e","741","1108","1108"
"09.06.2022 02:00 - 09.06.2022 03:00","0","0","0","n/e","n/e","n/e","735","1034","1034"
"09.06.2022 03:00 - 09.06.2022 04:00","0","0","0","n/e","n/e","n/e","724","657","657"
"09.06.2022 04:00 - 09.06.2022 05:00","7","5","5","n/e","n/e","n/e","713","362","362"
"09.06.2022 05:00 - 09.06.2022 06:00","157","157","157","n/e","n/e","n/e","656","535","535"
"09.06.2022 06:00 - 09.06.2022 07:00","587","592","592","n/e","n/e","n/e","553","659","659"
"09.06.2022 07:00 - 09.06.2022 08:00","1337","1354","1354","n/e","n/e","n/e","347","340","311"
"09.06.2022 08:00 - 09.06.2022 09:00","2225","2272","2314","n/e","n/e","n/e","178","168","119"
"09.06.2022 09:00 - 09.06.2022 10:00","2956","3063","3104","n/e","n/e","n/e","160","134","114"
"09.06.2022 10:00 - 09.06.2022 11:00","3334","3459","3373","n/e","n/e","n/e","169","139","162"
"09.06.2022 11:00 - 09.06.2022 12:00","3380","3530","3356","n/e","n/e","n/e","188","161","191"
"09.06.2022 12:00 - 09.06.2022 13:00","3338","3507","3800","n/e","n/e","n/e","219","200","197"
"09.06.2022 13:00 - 09.06.2022 14:00","3230","3369","3726","n/e","n/e","n/e","268","262","251"
"09.06.2022 14:00 - 09.06.2022 15:00","2938","2980","3424","n/e","n/e","n/e","318","337","311"
"09.06.2022 15:00 - 09.06.2022 16:00","2409","2452","3097","n/e","n/e","n/e","354","411","427"
"09.06.2022 16:00 - 09.06.2022 17:00","1762","1881","2179","n/e","n/e","n/e","384","457","512"
"09.06.2022 17:00 - 09.06.2022 18:00","1159","1284","1377","n/e","n/e","n/e","405","454","569"
"09.06.2022 18:00 - 09.06.2022 19:00","629","706","727","n/e","n/e","n/e","419","448","561"
"09.06.2022 19:00 - 09.06.2022 20:00","231","254","265","n/e","n/e","n/e","477","472","716"
"09.06.2022 20:00 - 09.06.2022 21:00","32","38","53","n/e","n/e","n/e","598","550","1041"
"09.06.2022 21:00 - 09.06.2022 22:00","0","0","3","n/e","n/e","n/e","725","668","1434"
"09.06.2022 22:00 - 09.06.2022 23:00","0","0","0","n/e","n/e","n/e","815","774","1441"
"09.06.2022 23:00 - 10.06.2022 00:00","0","0","0","n/e","n/e","n/e","879","855","1516"
"10.06.2022 00:00 - 10.06.2022 01:00","0","0","0","n/e","n/e","n/e","1034","1479","1479"
"10.06.2022 01:00 - 10.06.2022 02:00","0","0","0","n/e","n/e","n/e","1102","1372","1372"
"10.06.2022 02:00 - 10.06.2022 03:00","0","0","0","n/e","n/e","n/e","1179","1461","1461"
"10.06.2022 03:00 - 10.06.2022 04:00","0","0","0","n/e","n/e","n/e","1257","1496","1496"
"10.06.2022 04:00 - 10.06.2022 05:00","7","3","3","n/e","n/e","n/e","1338","1691","1691"
"10.06.2022 05:00 - 10.06.2022 06:00","148","125","125","n/e","n/e","n/e","1392","1775","1775"
"10.06.2022 06:00 - 10.06.2022 07:00","542","490","490","n/e","n/e","n/e","1387","1717","1717"
"10.06.2022 07:00 - 10.06.2022 08:00","1156","1116","1116","n/e","n/e","n/e","1374","1681","1687"
"10.06.2022 08:00 - 10.06.2022 09:00","1875","1898","1845","n/e","n/e","n/e","1402","1507","1483"
"10.06.2022 09:00 - 10.06.2022 10:00","2564","2723","2719","n/e","n/e","n/e","1457","1522","1430"
"10.06.2022 10:00 - 10.06.2022 11:00","3114","3408","3515","n/e","n/e","n/e","1513","1578","1494"
"10.06.2022 11:00 - 10.06.2022 12:00","3493","3844","4002","n/e","n/e","n/e","1558","1603","1514"
"10.06.2022 12:00 - 10.06.2022 13:00","3668","4027","4189","n/e","n/e","n/e","1604","1629","1554"
"10.06.2022 13:00 - 10.06.2022 14:00","3671","4034","4158","n/e","n/e","n/e","1673","1696","1674"
"10.06.2022 14:00 - 10.06.2022 15:00","3629","4009","4040","n/e","n/e","n/e","1740","1784","1725"
"10.06.2022 15:00 - 10.06.2022 16:00","3318","3701","3684","n/e","n/e","n/e","1766","1843","1750"
"10.06.2022 16:00 - 10.06.2022 17:00","2668","2980","2989","n/e","n/e","n/e","1734","1823","1702"
"10.06.2022 17:00 - 10.06.2022 18:00","1852","2050","2069","n/e","n/e","n/e","1616","1702","1619"
"10.06.2022 18:00 - 10.06.2022 19:00","993","1084","1119","n/e","n/e","n/e","1409","1497","1470"
"10.06.2022 19:00 - 10.06.2022 20:00","362","382","415","n/e","n/e","n/e","1186","1261","1253"
"10.06.2022 20:00 - 10.06.2022 21:00","66","68","84","n/e","n/e","n/e","1084","1105","1075"
"10.06.2022 21:00 - 10.06.2022 22:00","1","1","5","n/e","n/e","n/e","1091","1049","965"
"10.06.2022 22:00 - 10.06.2022 23:00","0","0","0","n/e","n/e","n/e","1094","1012","894"
"10.06.2022 23:00 - 11.06.2022 00:00","0","0","0","n/e","n/e","n/e","1046","965","858"
"11.06.2022 00:00 - 11.06.2022 01:00","0","0","0","n/e","n/e","n/e","919","888","888"
"11.06.2022 01:00 - 11.06.2022 02:00","0","0","0","n/e","n/e","n/e","864","845","845"
"11.06.2022 02:00 - 11.06.2022 03:00","0","0","0","n/e","n/e","n/e","819","793","793"
"11.06.2022 03:00 - 11.06.2022 04:00","0","0","0","n/e","n/e","n/e","779","737","737"
"11.06.2022 04:00 - 11.06.2022 05:00","18","12","12","n/e","n/e","n/e","731","712","712"
"11.06.2022 05:00 - 11.06.2022 06:00","273","273","273","n/e","n/e","n/e","671","667","667"
"11.06.2022 06:00 - 11.06.2022 07:00","1015","1061","1061","n/e","n/e","n/e","583","625","625"
"11.06.2022 07:00 - 11.06.2022 08:00","2319","2454","2453","n/e","n/e","n/e","411","420","424"
"11.06.2022 08:00 - 11.06.2022 09:00","3937","4064","3892","n/e","n/e","n/e","287","279","299"
"11.06.2022 09:00 - 11.06.2022 10:00","5407","5466","4561","n/e","n/e","n/e","305","255","238"
"11.06.2022 10:00 - 11.06.2022 11:00","6301","6296","4953","n/e","n/e","n/e","359","289","265"
"11.06.2022 11:00 - 11.06.2022 12:00","6482","6441","5607","n/e","n/e","n/e","426","360","351"
"11.06.2022 12:00 - 11.06.2022 13:00","6406","6331","6078","n/e","n/e","n/e","494","434","417"
"11.06.2022 13:00 - 11.06.2022 14:00","6237","6185","5486","n/e","n/e","n/e","543","485","477"
"11.06.2022 14:00 - 11.06.2022 15:00","5746","5767","4903","n/e","n/e","n/e","576","523","489"
"11.06.2022 15:00 - 11.06.2022 16:00","4911","5029","4247","n/e","n/e","n/e","591","546","433"
"11.06.2022 16:00 - 11.06.2022 17:00","3868","4021","3646","n/e","n/e","n/e","593","539","334"
"11.06.2022 17:00 - 11.06.2022 18:00","2681","2763","2547","n/e","n/e","n/e","596","493","275"
"11.06.2022 18:00 - 11.06.2022 19:00","1458","1474","1367","n/e","n/e","n/e","549","423","233"
"11.06.2022 19:00 - 11.06.2022 20:00","528","530","495","n/e","n/e","n/e","474","372","283"
"11.06.2022 20:00 - 11.06.2022 21:00","89","90","99","n/e","n/e","n/e","443","368","323"
"11.06.2022 21:00 - 11.06.2022 22:00","1","1","4","n/e","n/e","n/e","452","421","477"
"11.06.2022 22:00 - 11.06.2022 23:00","0","0","0","n/e","n/e","n/e","482","497","520"
"11.06.2022 23:00 - 12.06.2022 00:00","0","0","0","n/e","n/e","n/e","509","557","470"
"12.06.2022 00:00 - 12.06.2022 01:00","0","0","0","n/e","n/e","n/e","610","532","532"
"12.06.2022 01:00 - 12.06.2022 02:00","0","0","0","n/e","n/e","n/e","651","683","683"
"12.06.2022 02:00 - 12.06.2022 03:00","0","0","0","n/e","n/e","n/e","707","919","919"
"12.06.2022 03:00 - 12.06.2022 04:00","0","0","0","n/e","n/e","n/e","746","951","951"
"12.06.2022 04:00 - 12.06.2022 05:00","19","12","12","n/e","n/e","n/e","728","970","970"
"12.06.2022 05:00 - 12.06.2022 06:00","280","273","273","n/e","n/e","n/e","633","893","893"
"12.06.2022 06:00 - 12.06.2022 07:00","1030","1031","1031","n/e","n/e","n/e","485","565","565"
"12.06.2022 07:00 - 12.06.2022 08:00","2363","2400","2399","n/e","n/e","n/e","300","356","333"
"12.06.2022 08:00 - 12.06.2022 09:00","3977","4029","3875","n/e","n/e","n/e","197","230","184"
"12.06.2022 09:00 - 12.06.2022 10:00","5308","5444","4510","n/e","n/e","n/e","238","240","214"
"12.06.2022 10:00 - 12.06.2022 11:00","6004","6196","5064","n/e","n/e","n/e","319","284","302"
"12.06.2022 11:00 - 12.06.2022 12:00","6140","6308","5173","n/e","n/e","n/e","409","340","310"
"12.06.2022 12:00 - 12.06.2022 13:00","6139","6265","5146","n/e","n/e","n/e","489","393","322"
"12.06.2022 13:00 - 12.06.2022 14:00","6038","6138","4996","n/e","n/e","n/e","550","430","356"
"12.06.2022 14:00 - 12.06.2022 15:00","5715","5726","4499","n/e","n/e","n/e","582","435","368"
"12.06.2022 15:00 - 12.06.2022 16:00","5084","4986","4009","n/e","n/e","n/e","570","411","380"
"12.06.2022 16:00 - 12.06.2022 17:00","4134","3973","3289","n/e","n/e","n/e","537","380","359"
"12.06.2022 17:00 - 12.06.2022 18:00","2907","2769","2613","n/e","n/e","n/e","478","354","320"
"12.06.2022 18:00 - 12.06.2022 19:00","1573","1514","1411","n/e","n/e","n/e","389","306","265"
"12.06.2022 19:00 - 12.06.2022 20:00","566","551","520","n/e","n/e","n/e","326","287","235"
"12.06.2022 20:00 - 12.06.2022 21:00","99","96","101","n/e","n/e","n/e","325","367","253"
"12.06.2022 21:00 - 12.06.2022 22:00","1","1","5","n/e","n/e","n/e","373","477","344"
"12.06.2022 22:00 - 12.06.2022 23:00","0","0","0","n/e","n/e","n/e","431","555","462"
"12.06.2022 23:00 - 13.06.2022 00:00","0","0","0","n/e","n/e","n/e","480","630","540"
"13.06.2022 00:00 - 13.06.2022 01:00","0","0","0","n/e","n/e","n/e","649","624","624"
"13.06.2022 01:00 - 13.06.2022 02:00","0","0","0","n/e","n/e","n/e","646","666","666"
"13.06.2022 02:00 - 13.06.2022 03:00","0","0","0","n/e","n/e","n/e","618","694","694"
"13.06.2022 03:00 - 13.06.2022 04:00","0","0","0","n/e","n/e","n/e","587","690","690"
"13.06.2022 04:00 - 13.06.2022 05:00","11","6","6","n/e","n/e","n/e","568","649","649"
"13.06.2022 05:00 - 13.06.2022 06:00","175","171","171","n/e","n/e","n/e","544","573","573"
"13.06.2022 06:00 - 13.06.2022 07:00","614","624","624","n/e","n/e","n/e","501","561","561"
"13.06.2022 07:00 - 13.06.2022 08:00","1381","1452","1452","n/e","n/e","n/e","446","596","618"
"13.06.2022 08:00 - 13.06.2022 09:00","2330","2279","2255","n/e","n/e","n/e","456","707","660"
"13.06.2022 09:00 - 13.06.2022 10:00","3000","2871","2823","n/e","n/e","n/e","605","865","1114"
"13.06.2022 10:00 - 13.06.2022 11:00","3156","3164","3215","n/e","n/e","n/e","810","1035","1467"
"13.06.2022 11:00 - 13.06.2022 12:00","3062","3235","3332","n/e","n/e","n/e","1019","1234","1763"
"13.06.2022 12:00 - 13.06.2022 13:00","2979","3241","3064","n/e","n/e","n/e","1250","1482","2019"
"13.06.2022 13:00 - 13.06.2022 14:00","2882","3182","2843","n/e","n/e","n/e","1502","1758","1960"
"13.06.2022 14:00 - 13.06.2022 15:00","2683","2743","2489","n/e","n/e","n/e","1736","1965","2296"
"13.06.2022 15:00 - 13.06.2022 16:00","2435","2476","2138","n/e","n/e","n/e","1938","2216","2678"
"13.06.2022 16:00 - 13.06.2022 17:00","2017","1965","1834","n/e","n/e","n/e","2155","2487","2896"
"13.06.2022 17:00 - 13.06.2022 18:00","1418","1361","1379","n/e","n/e","n/e","2291","2646","2649"
"13.06.2022 18:00 - 13.06.2022 19:00","824","816","820","n/e","n/e","n/e","2282","2584","2442"
"13.06.2022 19:00 - 13.06.2022 20:00","338","340","329","n/e","n/e","n/e","2124","2392","2413"
"13.06.2022 20:00 - 13.06.2022 21:00","66","67","72","n/e","n/e","n/e","1938","2194","2200"
"13.06.2022 21:00 - 13.06.2022 22:00","1","1","6","n/e","n/e","n/e","1947","2164","2247"
"13.06.2022 22:00 - 13.06.2022 23:00","0","0","0","n/e","n/e","n/e","2150","2289","2445"
"13.06.2022 23:00 - 14.06.2022 00:00","0","0","0","n/e","n/e","n/e","2386","2470","2848"
"14.06.2022 00:00 - 14.06.2022 01:00","0","0","0","n/e","n/e","n/e","2659","3346","3346"
"14.06.2022 01:00 - 14.06.2022 02:00","0","0","0","n/e","n/e","n/e","2761","3499","3499"
"14.06.2022 02:00 - 14.06.2022 03:00","0","0","0","n/e","n/e","n/e","2774","3574","3574"
"14.06.2022 03:00 - 14.06.2022 04:00","0","0","0","n/e","n/e","n/e","2771","3703","3703"
"14.06.2022 04:00 - 14.06.2022 05:00","15","9","9","n/e","n/e","n/e","2767","3759","3759"
"14.06.2022 05:00 - 14.06.2022 06:00","208","199","199","n/e","n/e","n/e","2708","3611","3611"
"14.06.2022 06:00 - 14.06.2022 07:00","792","783","783","n/e","n/e","n/e","2553","3043","3043"
"14.06.2022 07:00 - 14.06.2022 08:00","1818","1820","1817","n/e","n/e","n/e","2655","2690","2654"
"14.06.2022 08:00 - 14.06.2022 09:00","2948","2883","2991","n/e","n/e","n/e","2964","3009","2922"
"14.06.2022 09:00 - 14.06.2022 10:00","3710","3600","4069","n/e","n/e","n/e","3211","3289","3285"
"14.06.2022 10:00 - 14.06.2022 11:00","3968","3859","4382","n/e","n/e","n/e","3511","3599","3805"
"14.06.2022 11:00 - 14.06.2022 12:00","3879","3796","4071","n/e","n/e","n/e","3799","3857","4173"
"14.06.2022 12:00 - 14.06.2022 13:00","3770","3695","3986","n/e","n/e","n/e","4005","4065","4258"
"14.06.2022 13:00 - 14.06.2022 14:00","3662","3594","3871","n/e","n/e","n/e","4103","4184","4270"
"14.06.2022 14:00 - 14.06.2022 15:00","3368","3338","3621","n/e","n/e","n/e","4132","4198","4382"
"14.06.2022 15:00 - 14.06.2022 16:00","2906","2923","3327","n/e","n/e","n/e","4098","4130","4192"
"14.06.2022 16:00 - 14.06.2022 17:00","2358","2367","2717","n/e","n/e","n/e","3944","3988","4047"
"14.06.2022 17:00 - 14.06.2022 18:00","1696","1676","1931","n/e","n/e","n/e","3604","3692","3682"
"14.06.2022 18:00 - 14.06.2022 19:00","960","941","1084","n/e","n/e","n/e","3078","3170","3103"
"14.06.2022 19:00 - 14.06.2022 20:00","368","358","415","n/e","n/e","n/e","2433","2486","2320"
"14.06.2022 20:00 - 14.06.2022 21:00","69","64","78","n/e","n/e","n/e","1936","1909","1762"
"14.06.2022 21:00 - 14.06.2022 22:00","1","0","4","n/e","n/e","n/e","1761","1655","1619"
"14.06.2022 22:00 - 14.06.2022 23:00","0","0","0","n/e","n/e","n/e","1769","1628","1839"
"14.06.2022 23:00 - 15.06.2022 00:00","0","0","0","n/e","n/e","n/e","1824","1671","2092"
"15.06.2022 00:00 - 15.06.2022 01:00","0","0","0","n/e","n/e","n/e","1718","2320","2320"
"15.06.2022 01:00 - 15.06.2022 02:00","0","0","0","n/e","n/e","n/e","1695","2274","2274"
"15.06.2022 02:00 - 15.06.2022 03:00","0","0","0","n/e","n/e","n/e","1640","2199","2199"
"15.06.2022 03:00 - 15.06.2022 04:00","0","0","0","n/e","n/e","n/e","1583","2004","2004"
"15.06.2022 04:00 - 15.06.2022 05:00","14","7","7","n/e","n/e","n/e","1490","1741","1741"
"15.06.2022 05:00 - 15.06.2022 06:00","198","175","175","n/e","n/e","n/e","1331","1576","1576"
"15.06.2022 06:00 - 15.06.2022 07:00","737","685","685","n/e","n/e","n/e","998","982","982"
"15.06.2022 07:00 - 15.06.2022 08:00","1710","1729","1728","n/e","n/e","n/e","653","611","582"
"15.06.2022 08:00 - 15.06.2022 09:00","2812","3231","3445","n/e","n/e","n/e","566","580","538"
"15.06.2022 09:00 - 15.06.2022 10:00","3584","4164","4530","n/e","n/e","n/e","608","617","588"
"15.06.2022 10:00 - 15.06.2022 11:00","3967","4626","4956","n/e","n/e","n/e","621","646","619"
"15.06.2022 11:00 - 15.06.2022 12:00","4105","4759","4931","n/e","n/e","n/e","597","642","614"
"15.06.2022 12:00 - 15.06.2022 13:00","4132","4776","4871","n/e","n/e","n/e","579","627","608"
"15.06.2022 13:00 - 15.06.2022 14:00","4074","4732","5394","n/e","n/e","n/e","566","609","572"
"15.06.2022 14:00 - 15.06.2022 15:00","3850","4551","5246","n/e","n/e","n/e","547","560","520"
"15.06.2022 15:00 - 15.06.2022 16:00","3458","4126","4696","n/e","n/e","n/e","518","494","423"
"15.06.2022 16:00 - 15.06.2022 17:00","2864","3395","3851","n/e","n/e","n/e","467","421","356"
"15.06.2022 17:00 - 15.06.2022 18:00","2030","2412","2906","n/e","n/e","n/e","386","335","291"
"15.06.2022 18:00 - 15.06.2022 19:00","1107","1335","1594","n/e","n/e","n/e","294","258","242"
"15.06.2022 19:00 - 15.06.2022 20:00","409","497","595","n/e","n/e","n/e","256","251","223"
"15.06.2022 20:00 - 15.06.2022 21:00","75","76","89","n/e","n/e","n/e","321","350","297"
"15.06.2022 21:00 - 15.06.2022 22:00","1","1","7","n/e","n/e","n/e","451","513","505"
"15.06.2022 22:00 - 15.06.2022 23:00","0","0","0","n/e","n/e","n/e","554","619","701"
"15.06.2022 23:00 - 16.06.2022 00:00","0","0","0","n/e","n/e","n/e","600","642","764"
"16.06.2022 00:00 - 16.06.2022 01:00","0","0","0","n/e","n/e","n/e","650","990","990"
"16.06.2022 01:00 - 16.06.2022 02:00","0","0","0","n/e","n/e","n/e","712","1322","1322"
"16.06.2022 02:00 - 16.06.2022 03:00","0","0","0","n/e","n/e","n/e","737","1339","1339"
"16.06.2022 03:00 - 16.06.2022 04:00","0","0","0","n/e","n/e","n/e","732","1327","1327"
"16.06.2022 04:00 - 16.06.2022 05:00","18","13","13","n/e","n/e","n/e","724","1196","1196"
"16.06.2022 05:00 - 16.06.2022 06:00","261","262","262","n/e","n/e","n/e","680","905","905"
"16.06.2022 06:00 - 16.06.2022 07:00","945","950","950","n/e","n/e","n/e","624","877","877"
"16.06.2022 07:00 - 16.06.2022 08:00","2160","2192","2192","n/e","n/e","n/e","444","611","610"
"16.06.2022 08:00 - 16.06.2022 09:00","3665","3686","3667","n/e","n/e","n/e","219","286","255"
"16.06.2022 09:00 - 16.06.2022 10:00","4987","5039","4723","n/e","n/e","n/e","178","225","137"
"16.06.2022 10:00 - 16.06.2022 11:00","5804","5865","5153","n/e","n/e","n/e","226","269","238"
"16.06.2022 11:00 - 16.06.2022 12:00","6094","6140","5394","n/e","n/e","n/e","282","328","319"
"16.06.2022 12:00 - 16.06.2022 13:00","6136","6187","5427","n/e","n/e","n/e","344","388","483"
"16.06.2022 13:00 - 16.06.2022 14:00","6046","6073","5157","n/e","n/e","n/e","423","462","692"
"16.06.2022 14:00 - 16.06.2022 15:00","5683","5620","4503","n/e","n/e","n/e","541","546","788"
"16.06.2022 15:00 - 16.06.2022 16:00","4921","4796","3770","n/e","n/e","n/e","700","678","967"
"16.06.2022 16:00 - 16.06.2022 17:00","3767","3676","2848","n/e","n/e","n/e","854","838","1234"
"16.06.2022 17:00 - 16.06.2022 18:00","2473","2433","1897","n/e","n/e","n/e","950","980","1616"
"16.06.2022 18:00 - 16.06.2022 19:00","1319","1299","1043","n/e","n/e","n/e","1007","1095","1795"
"16.06.2022 19:00 - 16.06.2022 20:00","504","499","409","n/e","n/e","n/e","1076","1175","1797"
"16.06.2022 20:00 - 16.06.2022 21:00","97","99","89","n/e","n/e","n/e","1175","1274","1618"
"16.06.2022 21:00 - 16.06.2022 22:00","2","2","7","n/e","n/e","n/e","1306","1391","1324"
"16.06.2022 22:00 - 16.06.2022 23:00","0","0","0","n/e","n/e","n/e","1440","1468","1314"
"16.06.2022 23:00 - 17.06.2022 00:00","0","0","0","n/e","n/e","n/e","1539","1524","1471"
"17.06.2022 00:00 - 17.06.2022 01:00","0","0","0","n/e","n/e","n/e","1570","1510","1510"
"17.06.2022 01:00 - 17.06.2022 02:00","0","0","0","n/e","n/e","n/e","1579","1528","1528"
"17.06.2022 02:00 - 17.06.2022 03:00","0","0","0","n/e","n/e","n/e","1541","1478","1478"
"17.06.2022 03:00 - 17.06.2022 04:00","0","0","0","n/e","n/e","n/e","1515","1435","1435"
"17.06.2022 04:00 - 17.06.2022 05:00","12","8","8","n/e","n/e","n/e","1451","1408","1408"
"17.06.2022 05:00 - 17.06.2022 06:00","184","193","193","n/e","n/e","n/e","1277","1512","1512"
"17.06.2022 06:00 - 17.06.2022 07:00","710","756","756","n/e","n/e","n/e","946","1168","1168"
"17.06.2022 07:00 - 17.06.2022 08:00","1673","1754","1754","n/e","n/e","n/e","652","594","576"
"17.06.2022 08:00 - 17.06.2022 09:00","2832","2854","2889","n/e","n/e","n/e","631","455","401"
"17.06.2022 09:00 - 17.06.2022 10:00","3721","3732","3841","n/e","n/e","n/e","862","609","566"
"17.06.2022 10:00 - 17.06.2022 11:00","4188","4208","4807","n/e","n/e","n/e","1127","854","903"
"17.06.2022 11:00 - 17.06.2022 12:00","4401","4372","5019","n/e","n/e","n/e","1249","1024","1091"
"17.06.2022 12:00 - 17.06.2022 13:00","4462","4390","5067","n/e","n/e","n/e","1292","1110","1153"
"17.06.2022 13:00 - 17.06.2022 14:00","4411","4332","5027","n/e","n/e","n/e","1325","1189","1206"
