"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ France (FR)","Generation - Solar  [MW] Intraday / France (FR)","Generation - Solar  [MW] Current / France (FR)","Generation - Wind Offshore  [MW] Day Ahead/ France (FR)","Generation - Wind Offshore  [MW] Intraday / France (FR)","Generation - Wind Offshore  [MW] Current / France (FR)","Generation - Wind Onshore  [MW] Day Ahead/ France (FR)","Generation - Wind Onshore  [MW] Intraday / France (FR)","Generation - Wind Onshore  [MW] Current / France (FR)"
"14.10.2022 00:00 - 14.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","3475","n/e","3746"
"14.10.2022 01:00 - 14.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","3394","n/e","3747"
"14.10.2022 02:00 - 14.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","3314","n/e","3745"
"14.10.2022 03:00 - 14.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","3332","n/e","3642"
"14.10.2022 04:00 - 14.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","3351","n/e","3537"
"14.10.2022 05:00 - 14.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","3369","n/e","3430"
"14.10.2022 06:00 - 14.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","3509","n/e","3552"
"14.10.2022 07:00 - 14.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","3650","n/e","3655"
"14.10.2022 08:00 - 14.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","3791","n/e","3830"
"14.10.2022 09:00 - 14.10.2022 10:00","283","n/e","272","n/e","n/e","n/e","4383","n/e","4254"
"14.10.2022 10:00 - 14.10.2022 11:00","1597","n/e","1575","n/e","n/e","n/e","4974","n/e","4534"
"14.10.2022 11:00 - 14.10.2022 12:00","3151","n/e","2919","n/e","n/e","n/e","5564","n/e","4877"
"14.10.2022 12:00 - 14.10.2022 13:00","4301","n/e","4035","n/e","n/e","n/e","6190","n/e","5572"
"14.10.2022 13:00 - 14.10.2022 14:00","4923","n/e","4610","n/e","n/e","n/e","6817","n/e","6269"
"14.10.2022 14:00 - 14.10.2022 15:00","5180","n/e","5132","n/e","n/e","n/e","7442","n/e","6969"
"14.10.2022 15:00 - 14.10.2022 16:00","4707","n/e","4950","n/e","n/e","n/e","7359","n/e","6766"
"14.10.2022 16:00 - 14.10.2022 17:00","4048","n/e","4431","n/e","n/e","n/e","7277","n/e","6561"
"14.10.2022 17:00 - 14.10.2022 18:00","2931","n/e","3217","n/e","n/e","n/e","7194","n/e","6349"
"14.10.2022 18:00 - 14.10.2022 19:00","1285","n/e","1404","n/e","n/e","n/e","7382","n/e","6293"
"14.10.2022 19:00 - 14.10.2022 20:00","93","n/e","98","n/e","n/e","n/e","7569","n/e","6238"
"14.10.2022 20:00 - 14.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","7757","n/e","6182"
"14.10.2022 21:00 - 14.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","7776","n/e","6250"
"14.10.2022 22:00 - 14.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","7796","n/e","6318"
"14.10.2022 23:00 - 15.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","7816","n/e","6388"
"15.10.2022 00:00 - 15.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","6069","n/e","6325"
"15.10.2022 01:00 - 15.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","6290","n/e","6345"
"15.10.2022 02:00 - 15.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","6511","n/e","6371"
"15.10.2022 03:00 - 15.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","6516","n/e","6330"
"15.10.2022 04:00 - 15.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","6522","n/e","6292"
"15.10.2022 05:00 - 15.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","6527","n/e","6257"
"15.10.2022 06:00 - 15.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","6887","n/e","6826"
"15.10.2022 07:00 - 15.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","7246","n/e","6891"
"15.10.2022 08:00 - 15.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","7606","n/e","7412"
"15.10.2022 09:00 - 15.10.2022 10:00","363","n/e","365","n/e","n/e","n/e","7961","n/e","7981"
"15.10.2022 10:00 - 15.10.2022 11:00","2199","n/e","2276","n/e","n/e","n/e","8317","n/e","8001"
"15.10.2022 11:00 - 15.10.2022 12:00","4406","n/e","4441","n/e","n/e","n/e","8673","n/e","8199"
"15.10.2022 12:00 - 15.10.2022 13:00","5949","n/e","5857","n/e","n/e","n/e","8253","n/e","7901"
"15.10.2022 13:00 - 15.10.2022 14:00","6799","n/e","6614","n/e","n/e","n/e","7833","n/e","7617"
"15.10.2022 14:00 - 15.10.2022 15:00","7034","n/e","6729","n/e","n/e","n/e","7414","n/e","7346"
"15.10.2022 15:00 - 15.10.2022 16:00","6649","n/e","6259","n/e","n/e","n/e","6705","n/e","6616"
"15.10.2022 16:00 - 15.10.2022 17:00","5537","n/e","5277","n/e","n/e","n/e","5998","n/e","5890"
"15.10.2022 17:00 - 15.10.2022 18:00","3658","n/e","3594","n/e","n/e","n/e","5292","n/e","5172"
"15.10.2022 18:00 - 15.10.2022 19:00","1430","n/e","1424","n/e","n/e","n/e","4814","n/e","4791"
"15.10.2022 19:00 - 15.10.2022 20:00","78","n/e","80","n/e","n/e","n/e","4336","n/e","4411"
"15.10.2022 20:00 - 15.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","3858","n/e","4032"
"15.10.2022 21:00 - 15.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","4223","n/e","4252"
"15.10.2022 22:00 - 15.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","4588","n/e","4473"
"15.10.2022 23:00 - 16.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","4953","n/e","4697"
"16.10.2022 00:00 - 16.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","4086","n/e","4076"
"16.10.2022 01:00 - 16.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","3869","n/e","3870"
"16.10.2022 02:00 - 16.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","3653","n/e","3660"
"16.10.2022 03:00 - 16.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","3489","n/e","3426"
"16.10.2022 04:00 - 16.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","3325","n/e","3188"
"16.10.2022 05:00 - 16.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","3166","n/e","2950"
"16.10.2022 06:00 - 16.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","3165","n/e","2805"
"16.10.2022 07:00 - 16.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","3167","n/e","2767"
"16.10.2022 08:00 - 16.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","3168","n/e","2561"
"16.10.2022 09:00 - 16.10.2022 10:00","269","n/e","270","n/e","n/e","n/e","3117","n/e","2535"
"16.10.2022 10:00 - 16.10.2022 11:00","1912","n/e","1949","n/e","n/e","n/e","3068","n/e","2137"
"16.10.2022 11:00 - 16.10.2022 12:00","4062","n/e","3997","n/e","n/e","n/e","3019","n/e","1999"
"16.10.2022 12:00 - 16.10.2022 13:00","5686","n/e","5552","n/e","n/e","n/e","3462","n/e","2394"
"16.10.2022 13:00 - 16.10.2022 14:00","6532","n/e","6471","n/e","n/e","n/e","3906","n/e","2788"
"16.10.2022 14:00 - 16.10.2022 15:00","6778","n/e","6716","n/e","n/e","n/e","4351","n/e","3182"
"16.10.2022 15:00 - 16.10.2022 16:00","6324","n/e","6423","n/e","n/e","n/e","4875","n/e","3912"
"16.10.2022 16:00 - 16.10.2022 17:00","5240","n/e","5420","n/e","n/e","n/e","5402","n/e","4642"
"16.10.2022 17:00 - 16.10.2022 18:00","3519","n/e","3636","n/e","n/e","n/e","5929","n/e","5371"
"16.10.2022 18:00 - 16.10.2022 19:00","1349","n/e","1417","n/e","n/e","n/e","5988","n/e","5903"
"16.10.2022 19:00 - 16.10.2022 20:00","67","n/e","71","n/e","n/e","n/e","6046","n/e","6435"
"16.10.2022 20:00 - 16.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","6103","n/e","6968"
"16.10.2022 21:00 - 16.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","6364","n/e","7497"
"16.10.2022 22:00 - 16.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","6627","n/e","8026"
"16.10.2022 23:00 - 17.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","6889","n/e","8554"
"17.10.2022 00:00 - 17.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","8265","n/e","8201"
"17.10.2022 01:00 - 17.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","8397","n/e","8159"
"17.10.2022 02:00 - 17.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","8528","n/e","8113"
"17.10.2022 03:00 - 17.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","8078","n/e","7727"
"17.10.2022 04:00 - 17.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","7628","n/e","7336"
"17.10.2022 05:00 - 17.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","7177","n/e","6945"
"17.10.2022 06:00 - 17.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","6738","n/e","6343"
"17.10.2022 07:00 - 17.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","6300","n/e","6601"
"17.10.2022 08:00 - 17.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","5861","n/e","6171"
"17.10.2022 09:00 - 17.10.2022 10:00","245","n/e","258","n/e","n/e","n/e","5348","n/e","5817"
"17.10.2022 10:00 - 17.10.2022 11:00","1696","n/e","1701","n/e","n/e","n/e","4836","n/e","5262"
"17.10.2022 11:00 - 17.10.2022 12:00","3548","n/e","3471","n/e","n/e","n/e","4324","n/e","4742"
"17.10.2022 12:00 - 17.10.2022 13:00","5062","n/e","4929","n/e","n/e","n/e","3826","n/e","4453"
"17.10.2022 13:00 - 17.10.2022 14:00","5969","n/e","5751","n/e","n/e","n/e","3329","n/e","4171"
"17.10.2022 14:00 - 17.10.2022 15:00","6172","n/e","6050","n/e","n/e","n/e","2831","n/e","3901"
"17.10.2022 15:00 - 17.10.2022 16:00","5630","n/e","5618","n/e","n/e","n/e","2649","n/e","3348"
"17.10.2022 16:00 - 17.10.2022 17:00","4358","n/e","4547","n/e","n/e","n/e","2467","n/e","2800"
"17.10.2022 17:00 - 17.10.2022 18:00","2793","n/e","2933","n/e","n/e","n/e","2287","n/e","2262"
"17.10.2022 18:00 - 17.10.2022 19:00","1083","n/e","1097","n/e","n/e","n/e","2362","n/e","2189"
"17.10.2022 19:00 - 17.10.2022 20:00","51","n/e","49","n/e","n/e","n/e","2438","n/e","2121"
"17.10.2022 20:00 - 17.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","2514","n/e","2056"
"17.10.2022 21:00 - 17.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","2610","n/e","2056"
"17.10.2022 22:00 - 17.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","2705","n/e","2059"
"17.10.2022 23:00 - 18.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","2801","n/e","2065"
"18.10.2022 00:00 - 18.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","2070","n/e","2083"
"18.10.2022 01:00 - 18.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","2101","n/e","2033"
"18.10.2022 02:00 - 18.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","2146","n/e","1988"
"18.10.2022 03:00 - 18.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","2071","n/e","1990"
"18.10.2022 04:00 - 18.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","2001","n/e","1994"
"18.10.2022 05:00 - 18.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","1933","n/e","1998"
"18.10.2022 06:00 - 18.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","2063","n/e","2039"
"18.10.2022 07:00 - 18.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","2198","n/e","1940"
"18.10.2022 08:00 - 18.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","2337","n/e","2091"
"18.10.2022 09:00 - 18.10.2022 10:00","277","n/e","285","n/e","n/e","n/e","2177","n/e","2028"
"18.10.2022 10:00 - 18.10.2022 11:00","2144","n/e","2235","n/e","n/e","n/e","2017","n/e","1896"
"18.10.2022 11:00 - 18.10.2022 12:00","4570","n/e","4640","n/e","n/e","n/e","1856","n/e","1798"
"18.10.2022 12:00 - 18.10.2022 13:00","6326","n/e","6434","n/e","n/e","n/e","1837","n/e","1838"
"18.10.2022 13:00 - 18.10.2022 14:00","7376","n/e","7377","n/e","n/e","n/e","1818","n/e","1882"
"18.10.2022 14:00 - 18.10.2022 15:00","7589","n/e","7654","n/e","n/e","n/e","1800","n/e","1932"
"18.10.2022 15:00 - 18.10.2022 16:00","6952","n/e","7153","n/e","n/e","n/e","1936","n/e","2135"
"18.10.2022 16:00 - 18.10.2022 17:00","5786","n/e","6038","n/e","n/e","n/e","2073","n/e","2340"
"18.10.2022 17:00 - 18.10.2022 18:00","3835","n/e","4009","n/e","n/e","n/e","2212","n/e","2548"
"18.10.2022 18:00 - 18.10.2022 19:00","1409","n/e","1478","n/e","n/e","n/e","2774","n/e","3079"
"18.10.2022 19:00 - 18.10.2022 20:00","53","n/e","54","n/e","n/e","n/e","3337","n/e","3615"
"18.10.2022 20:00 - 18.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","3899","n/e","4151"
"18.10.2022 21:00 - 18.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","4261","n/e","4521"
"18.10.2022 22:00 - 18.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","4623","n/e","4891"
"18.10.2022 23:00 - 19.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","4984","n/e","5262"
"19.10.2022 00:00 - 19.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","4730","n/e","4942"
"19.10.2022 01:00 - 19.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","4648","n/e","4861"
"19.10.2022 02:00 - 19.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","4565","n/e","4778"
"19.10.2022 03:00 - 19.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","4580","n/e","4776"
"19.10.2022 04:00 - 19.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","4595","n/e","4772"
"19.10.2022 05:00 - 19.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","4610","n/e","4768"
"19.10.2022 06:00 - 19.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","4834","n/e","4835"
"19.10.2022 07:00 - 19.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","5057","n/e","5460"
"19.10.2022 08:00 - 19.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","5280","n/e","5701"
"19.10.2022 09:00 - 19.10.2022 10:00","249","n/e","252","n/e","n/e","n/e","5275","n/e","5688"
"19.10.2022 10:00 - 19.10.2022 11:00","2020","n/e","1853","n/e","n/e","n/e","5270","n/e","5871"
"19.10.2022 11:00 - 19.10.2022 12:00","4366","n/e","4172","n/e","n/e","n/e","5266","n/e","5820"
"19.10.2022 12:00 - 19.10.2022 13:00","6276","n/e","6045","n/e","n/e","n/e","5649","n/e","6058"
"19.10.2022 13:00 - 19.10.2022 14:00","7568","n/e","7059","n/e","n/e","n/e","6033","n/e","6305"
"19.10.2022 14:00 - 19.10.2022 15:00","7826","n/e","7514","n/e","n/e","n/e","6416","n/e","6559"
"19.10.2022 15:00 - 19.10.2022 16:00","7315","n/e","7214","n/e","n/e","n/e","6701","n/e","6806"
"19.10.2022 16:00 - 19.10.2022 17:00","5806","n/e","5869","n/e","n/e","n/e","6987","n/e","7057"
"19.10.2022 17:00 - 19.10.2022 18:00","3698","n/e","3725","n/e","n/e","n/e","7273","n/e","7313"
"19.10.2022 18:00 - 19.10.2022 19:00","1249","n/e","1275","n/e","n/e","n/e","6997","n/e","6952"
"19.10.2022 19:00 - 19.10.2022 20:00","36","n/e","36","n/e","n/e","n/e","6722","n/e","6592"
"19.10.2022 20:00 - 19.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","6446","n/e","6235"
"19.10.2022 21:00 - 19.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","6367","n/e","6110"
"19.10.2022 22:00 - 19.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","6289","n/e","5985"
"19.10.2022 23:00 - 20.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","6211","n/e","5864"
"20.10.2022 00:00 - 20.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","5809","n/e","5826"
"20.10.2022 01:00 - 20.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","5538","n/e","5568"
"20.10.2022 02:00 - 20.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","5265","n/e","5312"
"20.10.2022 03:00 - 20.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","5039","n/e","5087"
"20.10.2022 04:00 - 20.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","4816","n/e","4864"
"20.10.2022 05:00 - 20.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","4598","n/e","4640"
"20.10.2022 06:00 - 20.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","4432","n/e","4649"
"20.10.2022 07:00 - 20.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","4271","n/e","4708"
"20.10.2022 08:00 - 20.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","4115","n/e","4649"
"20.10.2022 09:00 - 20.10.2022 10:00","161","n/e","152","n/e","n/e","n/e","4447","n/e","4563"
"20.10.2022 10:00 - 20.10.2022 11:00","1382","n/e","1407","n/e","n/e","n/e","4785","n/e","4760"
"20.10.2022 11:00 - 20.10.2022 12:00","3183","n/e","3269","n/e","n/e","n/e","5122","n/e","4929"
"20.10.2022 12:00 - 20.10.2022 13:00","4570","n/e","4647","n/e","n/e","n/e","5634","n/e","5474"
"20.10.2022 13:00 - 20.10.2022 14:00","5487","n/e","5493","n/e","n/e","n/e","6149","n/e","6019"
"20.10.2022 14:00 - 20.10.2022 15:00","5862","n/e","5523","n/e","n/e","n/e","6664","n/e","6566"
"20.10.2022 15:00 - 20.10.2022 16:00","5403","n/e","5236","n/e","n/e","n/e","6519","n/e","6431"
"20.10.2022 16:00 - 20.10.2022 17:00","4405","n/e","4181","n/e","n/e","n/e","6377","n/e","6295"
"20.10.2022 17:00 - 20.10.2022 18:00","2724","n/e","2613","n/e","n/e","n/e","6238","n/e","6159"
"20.10.2022 18:00 - 20.10.2022 19:00","975","n/e","953","n/e","n/e","n/e","6031","n/e","6107"
"20.10.2022 19:00 - 20.10.2022 20:00","30","n/e","30","n/e","n/e","n/e","5823","n/e","6055"
"20.10.2022 20:00 - 20.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","5616","n/e","6003"
"20.10.2022 21:00 - 20.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","5804","n/e","6437"
"20.10.2022 22:00 - 20.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","5994","n/e","6870"
"20.10.2022 23:00 - 21.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","6183","n/e","7302"
"21.10.2022 00:00 - 21.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","6779","n/e","7023"
"21.10.2022 01:00 - 21.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","6823","n/e","7197"
"21.10.2022 02:00 - 21.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","6865","n/e","7363"
"21.10.2022 03:00 - 21.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","7057","n/e","7423"
"21.10.2022 04:00 - 21.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","7249","n/e","7475"
"21.10.2022 05:00 - 21.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","7442","n/e","7524"
"21.10.2022 06:00 - 21.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","7394","n/e","7399"
"21.10.2022 07:00 - 21.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","7347","n/e","7205"
"21.10.2022 08:00 - 21.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","7300","n/e","6927"
"21.10.2022 09:00 - 21.10.2022 10:00","120","n/e","119","n/e","n/e","n/e","7226","n/e","6781"
"21.10.2022 10:00 - 21.10.2022 11:00","1349","n/e","1286","n/e","n/e","n/e","7151","n/e","7074"
"21.10.2022 11:00 - 21.10.2022 12:00","3193","n/e","3076","n/e","n/e","n/e","7077","n/e","7275"
"21.10.2022 12:00 - 21.10.2022 13:00","4686","n/e","4407","n/e","n/e","n/e","7341","n/e","7461"
"21.10.2022 13:00 - 21.10.2022 14:00","5519","n/e","5419","n/e","n/e","n/e","7604","n/e","7635"
"21.10.2022 14:00 - 21.10.2022 15:00","5879","n/e","5471","n/e","n/e","n/e","7868","n/e","7801"
"21.10.2022 15:00 - 21.10.2022 16:00","5625","n/e","5080","n/e","n/e","n/e","7469","n/e","7400"
"21.10.2022 16:00 - 21.10.2022 17:00","4528","n/e","3942","n/e","n/e","n/e","7071","n/e","6996"
"21.10.2022 17:00 - 21.10.2022 18:00","2875","n/e","2398","n/e","n/e","n/e","6674","n/e","6595"
"21.10.2022 18:00 - 21.10.2022 19:00","988","n/e","809","n/e","n/e","n/e","6536","n/e","6325"
"21.10.2022 19:00 - 21.10.2022 20:00","24","n/e","20","n/e","n/e","n/e","6398","n/e","6050"
"21.10.2022 20:00 - 21.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","6260","n/e","5777"
"21.10.2022 21:00 - 21.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","6192","n/e","5936"
"21.10.2022 22:00 - 21.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","6125","n/e","6098"
"21.10.2022 23:00 - 22.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","6056","n/e","6260"
"22.10.2022 00:00 - 22.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","5939","n/e","6295"
"22.10.2022 01:00 - 22.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","5542","n/e","5771"
"22.10.2022 02:00 - 22.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","5143","n/e","5239"
"22.10.2022 03:00 - 22.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","4879","n/e","4935"
"22.10.2022 04:00 - 22.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","4616","n/e","4622"
"22.10.2022 05:00 - 22.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","4353","n/e","4306"
"22.10.2022 06:00 - 22.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","4030","n/e","3991"
"22.10.2022 07:00 - 22.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","3706","n/e","4285"
"22.10.2022 08:00 - 22.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","3381","n/e","3795"
"22.10.2022 09:00 - 22.10.2022 10:00","130","n/e","135","n/e","n/e","n/e","3065","n/e","3449"
"22.10.2022 10:00 - 22.10.2022 11:00","1568","n/e","1816","n/e","n/e","n/e","2749","n/e","3083"
"22.10.2022 11:00 - 22.10.2022 12:00","3732","n/e","4232","n/e","n/e","n/e","2435","n/e","2679"
"22.10.2022 12:00 - 22.10.2022 13:00","5335","n/e","6150","n/e","n/e","n/e","2288","n/e","2659"
"22.10.2022 13:00 - 22.10.2022 14:00","6157","n/e","6944","n/e","n/e","n/e","2143","n/e","2643"
"22.10.2022 14:00 - 22.10.2022 15:00","6384","n/e","7006","n/e","n/e","n/e","1998","n/e","2630"
"22.10.2022 15:00 - 22.10.2022 16:00","5982","n/e","6459","n/e","n/e","n/e","2086","n/e","2678"
"22.10.2022 16:00 - 22.10.2022 17:00","4808","n/e","5114","n/e","n/e","n/e","2176","n/e","2729"
"22.10.2022 17:00 - 22.10.2022 18:00","3154","n/e","3168","n/e","n/e","n/e","2269","n/e","2783"
"22.10.2022 18:00 - 22.10.2022 19:00","1049","n/e","1045","n/e","n/e","n/e","2624","n/e","3371"
"22.10.2022 19:00 - 22.10.2022 20:00","18","n/e","18","n/e","n/e","n/e","2977","n/e","3965"
"22.10.2022 20:00 - 22.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","3330","n/e","4559"
"22.10.2022 21:00 - 22.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","4000","n/e","5368"
"22.10.2022 22:00 - 22.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","4669","n/e","6178"
"22.10.2022 23:00 - 23.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","5338","n/e","6988"
"23.10.2022 00:00 - 23.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","6460","n/e","6424"
"23.10.2022 01:00 - 23.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","6578","n/e","6457"
"23.10.2022 02:00 - 23.10.2022 03:00","0","n/e","0","n/e","n/e","n/e","6695","n/e","6482"
"23.10.2022 03:00 - 23.10.2022 04:00","0","n/e","0","n/e","n/e","n/e","6870","n/e","6792"
"23.10.2022 04:00 - 23.10.2022 05:00","0","n/e","0","n/e","n/e","n/e","7044","n/e","7095"
"23.10.2022 05:00 - 23.10.2022 06:00","0","n/e","0","n/e","n/e","n/e","7219","n/e","7394"
"23.10.2022 06:00 - 23.10.2022 07:00","0","n/e","0","n/e","n/e","n/e","7341","n/e","7470"
"23.10.2022 07:00 - 23.10.2022 08:00","0","n/e","0","n/e","n/e","n/e","7463","n/e","7433"
"23.10.2022 08:00 - 23.10.2022 09:00","0","n/e","0","n/e","n/e","n/e","7587","n/e","7611"
"23.10.2022 09:00 - 23.10.2022 10:00","124","n/e","125","n/e","n/e","n/e","7871","n/e","7853"
"23.10.2022 10:00 - 23.10.2022 11:00","1488","n/e","1232","n/e","n/e","n/e","8157","n/e","8540"
"23.10.2022 11:00 - 23.10.2022 12:00","3509","n/e","3159","n/e","n/e","n/e","8443","n/e","8775"
"23.10.2022 12:00 - 23.10.2022 13:00","5212","n/e","4834","n/e","n/e","n/e","9488","n/e","9832"
"23.10.2022 13:00 - 23.10.2022 14:00","6184","n/e","6026","n/e","n/e","n/e","10531","n/e","10902"
"23.10.2022 14:00 - 23.10.2022 15:00","6310","n/e","6427","n/e","n/e","n/e","11575","n/e","11966"
"23.10.2022 15:00 - 23.10.2022 16:00","5676","n/e","6007","n/e","n/e","n/e","11952","n/e","12259"
"23.10.2022 16:00 - 23.10.2022 17:00","4396","n/e","4795","n/e","n/e","n/e","12329","n/e","12550"
"23.10.2022 17:00 - 23.10.2022 18:00","2764","n/e","2911","n/e","n/e","n/e","12708","n/e","12838"
"23.10.2022 18:00 - 23.10.2022 19:00","908","n/e","934","n/e","n/e","n/e","12327","n/e","12382"
"23.10.2022 19:00 - 23.10.2022 20:00","14","n/e","13","n/e","n/e","n/e","11946","n/e","11931"
"23.10.2022 20:00 - 23.10.2022 21:00","0","n/e","0","n/e","n/e","n/e","11564","n/e","11480"
"23.10.2022 21:00 - 23.10.2022 22:00","0","n/e","0","n/e","n/e","n/e","11680","n/e","11990"
"23.10.2022 22:00 - 23.10.2022 23:00","0","n/e","0","n/e","n/e","n/e","11796","n/e","12500"
"23.10.2022 23:00 - 24.10.2022 00:00","0","n/e","0","n/e","n/e","n/e","11912","n/e","13010"
"24.10.2022 00:00 - 24.10.2022 01:00","0","n/e","0","n/e","n/e","n/e","12418","n/e","12646"
"24.10.2022 01:00 - 24.10.2022 02:00","0","n/e","0","n/e","n/e","n/e","12272","n/e","12481"
