"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Lithuania (LT)","Generation - Solar  [MW] Intraday / Lithuania (LT)","Generation - Solar  [MW] Current / Lithuania (LT)","Generation - Wind Offshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Offshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Offshore  [MW] Current / Lithuania (LT)","Generation - Wind Onshore  [MW] Day Ahead/ Lithuania (LT)","Generation - Wind Onshore  [MW] Intraday / Lithuania (LT)","Generation - Wind Onshore  [MW] Current / Lithuania (LT)"
"04.03.2022 04:00 - 04.03.2022 05:00","0","0","0","n/e","n/e","n/e","119","67","66"
"04.03.2022 05:00 - 04.03.2022 06:00","0","0","0","n/e","n/e","n/e","124","76","79"
"04.03.2022 06:00 - 04.03.2022 07:00","23","43","40","n/e","n/e","n/e","127","83","90"
"04.03.2022 07:00 - 04.03.2022 08:00","36","61","60","n/e","n/e","n/e","125","94","82"
"04.03.2022 08:00 - 04.03.2022 09:00","60","96","91","n/e","n/e","n/e","125","88","81"
"04.03.2022 09:00 - 04.03.2022 10:00","77","113","106","n/e","n/e","n/e","125","84","88"
"04.03.2022 10:00 - 04.03.2022 11:00","93","125","119","n/e","n/e","n/e","120","79","81"
"04.03.2022 11:00 - 04.03.2022 12:00","101","136","130","n/e","n/e","n/e","113","75","77"
"04.03.2022 12:00 - 04.03.2022 13:00","105","151","145","n/e","n/e","n/e","110","75","76"
"04.03.2022 13:00 - 04.03.2022 14:00","110","178","176","n/e","n/e","n/e","108","79","79"
"04.03.2022 14:00 - 04.03.2022 15:00","98","175","174","n/e","n/e","n/e","106","77","74"
"04.03.2022 15:00 - 04.03.2022 16:00","77","152","151","n/e","n/e","n/e","103","72","67"
"04.03.2022 16:00 - 04.03.2022 17:00","25","56","55","n/e","n/e","n/e","107","70","63"
"04.03.2022 17:00 - 04.03.2022 18:00","0","0","0","n/e","n/e","n/e","110","78","72"
"04.03.2022 18:00 - 04.03.2022 19:00","0","0","0","n/e","n/e","n/e","116","95","89"
"04.03.2022 19:00 - 04.03.2022 20:00","0","0","0","n/e","n/e","n/e","112","104","98"
"04.03.2022 20:00 - 04.03.2022 21:00","0","0","0","n/e","n/e","n/e","107","93","87"
"04.03.2022 21:00 - 04.03.2022 22:00","0","0","0","n/e","n/e","n/e","104","77","71"
"04.03.2022 22:00 - 04.03.2022 23:00","0","0","0","n/e","n/e","n/e","99","69","64"
"04.03.2022 23:00 - 05.03.2022 00:00","0","0","0","n/e","n/e","n/e","89","77","62"
"05.03.2022 00:00 - 05.03.2022 01:00","0","0","0","n/e","n/e","n/e","81","77","61"
"05.03.2022 01:00 - 05.03.2022 02:00","0","0","0","n/e","n/e","n/e","79","63","59"
"05.03.2022 02:00 - 05.03.2022 03:00","0","0","0","n/e","n/e","n/e","74","61","77"
"05.03.2022 03:00 - 05.03.2022 04:00","0","0","0","n/e","n/e","n/e","73","76","85"
"05.03.2022 04:00 - 05.03.2022 05:00","0","0","0","n/e","n/e","n/e","72","83","83"
"05.03.2022 05:00 - 05.03.2022 06:00","0","0","0","n/e","n/e","n/e","65","79","69"
"05.03.2022 06:00 - 05.03.2022 07:00","52","123","115","n/e","n/e","n/e","59","64","69"
"05.03.2022 07:00 - 05.03.2022 08:00","65","136","136","n/e","n/e","n/e","42","58","63"
"05.03.2022 08:00 - 05.03.2022 09:00","90","167","167","n/e","n/e","n/e","30","46","44"
"05.03.2022 09:00 - 05.03.2022 10:00","109","186","183","n/e","n/e","n/e","24","31","37"
"05.03.2022 10:00 - 05.03.2022 11:00","120","189","190","n/e","n/e","n/e","19","25","30"
"05.03.2022 11:00 - 05.03.2022 12:00","124","181","185","n/e","n/e","n/e","18","19","24"
"05.03.2022 12:00 - 05.03.2022 13:00","129","184","187","n/e","n/e","n/e","17","13","19"
"05.03.2022 13:00 - 05.03.2022 14:00","128","202","204","n/e","n/e","n/e","15","8","14"
"05.03.2022 14:00 - 05.03.2022 15:00","119","203","206","n/e","n/e","n/e","14","5","10"
"05.03.2022 15:00 - 05.03.2022 16:00","103","192","195","n/e","n/e","n/e","12","3","6"
"05.03.2022 16:00 - 05.03.2022 17:00","52","110","115","n/e","n/e","n/e","13","3","5"
"05.03.2022 17:00 - 05.03.2022 18:00","0","0","0","n/e","n/e","n/e","13","3","4"
"05.03.2022 18:00 - 05.03.2022 19:00","0","0","0","n/e","n/e","n/e","13","5","5"
"05.03.2022 19:00 - 05.03.2022 20:00","0","0","0","n/e","n/e","n/e","16","5","5"
"05.03.2022 20:00 - 05.03.2022 21:00","0","0","0","n/e","n/e","n/e","20","6","4"
"05.03.2022 21:00 - 05.03.2022 22:00","0","0","0","n/e","n/e","n/e","24","8","5"
"05.03.2022 22:00 - 05.03.2022 23:00","0","0","0","n/e","n/e","n/e","23","13","8"
"05.03.2022 23:00 - 06.03.2022 00:00","0","0","0","n/e","n/e","n/e","28","15","12"
"06.03.2022 00:00 - 06.03.2022 01:00","0","0","0","n/e","n/e","n/e","33","23","14"
"06.03.2022 01:00 - 06.03.2022 02:00","0","0","0","n/e","n/e","n/e","41","32","20"
"06.03.2022 02:00 - 06.03.2022 03:00","0","0","0","n/e","n/e","n/e","50","35","23"
"06.03.2022 03:00 - 06.03.2022 04:00","0","0","0","n/e","n/e","n/e","58","40","25"
"06.03.2022 04:00 - 06.03.2022 05:00","0","0","0","n/e","n/e","n/e","65","44","27"
"06.03.2022 05:00 - 06.03.2022 06:00","0","0","0","n/e","n/e","n/e","72","51","28"
"06.03.2022 06:00 - 06.03.2022 07:00","72","143","136","n/e","n/e","n/e","81","53","33"
"06.03.2022 07:00 - 06.03.2022 08:00","82","151","149","n/e","n/e","n/e","81","52","34"
"06.03.2022 08:00 - 06.03.2022 09:00","111","186","180","n/e","n/e","n/e","72","45","34"
"06.03.2022 09:00 - 06.03.2022 10:00","127","201","196","n/e","n/e","n/e","71","39","30"
"06.03.2022 10:00 - 06.03.2022 11:00","137","205","202","n/e","n/e","n/e","75","42","33"
"06.03.2022 11:00 - 06.03.2022 12:00","140","206","204","n/e","n/e","n/e","82","47","39"
"06.03.2022 12:00 - 06.03.2022 13:00","137","207","205","n/e","n/e","n/e","92","54","49"
"06.03.2022 13:00 - 06.03.2022 14:00","132","209","209","n/e","n/e","n/e","102","68","63"
"06.03.2022 14:00 - 06.03.2022 15:00","117","208","208","n/e","n/e","n/e","103","75","70"
"06.03.2022 15:00 - 06.03.2022 16:00","102","193","193","n/e","n/e","n/e","99","76","69"
"06.03.2022 16:00 - 06.03.2022 17:00","58","113","114","n/e","n/e","n/e","94","74","65"
"06.03.2022 17:00 - 06.03.2022 18:00","0","0","0","n/e","n/e","n/e","97","77","66"
"06.03.2022 18:00 - 06.03.2022 19:00","0","0","0","n/e","n/e","n/e","103","87","75"
"06.03.2022 19:00 - 06.03.2022 20:00","0","0","0","n/e","n/e","n/e","112","91","77"
"06.03.2022 20:00 - 06.03.2022 21:00","0","0","0","n/e","n/e","n/e","121","93","77"
"06.03.2022 21:00 - 06.03.2022 22:00","0","0","0","n/e","n/e","n/e","127","96","81"
"06.03.2022 22:00 - 06.03.2022 23:00","0","0","0","n/e","n/e","n/e","130","94","79"
"06.03.2022 23:00 - 07.03.2022 00:00","0","0","0","n/e","n/e","n/e","130","105","75"
"07.03.2022 00:00 - 07.03.2022 01:00","0","0","0","n/e","n/e","n/e","124","109","85"
"07.03.2022 01:00 - 07.03.2022 02:00","0","0","0","n/e","n/e","n/e","131","107","90"
"07.03.2022 02:00 - 07.03.2022 03:00","0","0","0","n/e","n/e","n/e","142","117","99"
"07.03.2022 03:00 - 07.03.2022 04:00","0","0","0","n/e","n/e","n/e","154","129","103"
"07.03.2022 04:00 - 07.03.2022 05:00","0","0","0","n/e","n/e","n/e","165","130","110"
"07.03.2022 05:00 - 07.03.2022 06:00","0","0","0","n/e","n/e","n/e","174","143","123"
"07.03.2022 06:00 - 07.03.2022 07:00","38","70","68","n/e","n/e","n/e","186","153","127"
"07.03.2022 07:00 - 07.03.2022 08:00","44","73","73","n/e","n/e","n/e","195","152","123"
"07.03.2022 08:00 - 07.03.2022 09:00","67","94","91","n/e","n/e","n/e","190","146","132"
"07.03.2022 09:00 - 07.03.2022 10:00","83","89","85","n/e","n/e","n/e","219","149","149"
"07.03.2022 10:00 - 07.03.2022 11:00","86","96","91","n/e","n/e","n/e","226","155","156"
"07.03.2022 11:00 - 07.03.2022 12:00","88","103","97","n/e","n/e","n/e","210","150","154"
"07.03.2022 12:00 - 07.03.2022 13:00","96","110","105","n/e","n/e","n/e","182","129","136"
"07.03.2022 13:00 - 07.03.2022 14:00","108","140","138","n/e","n/e","n/e","162","112","122"
"07.03.2022 14:00 - 07.03.2022 15:00","106","146","145","n/e","n/e","n/e","146","101","108"
"07.03.2022 15:00 - 07.03.2022 16:00","92","135","135","n/e","n/e","n/e","128","89","94"
"07.03.2022 16:00 - 07.03.2022 17:00","43","69","69","n/e","n/e","n/e","134","81","84"
"07.03.2022 17:00 - 07.03.2022 18:00","0","0","0","n/e","n/e","n/e","149","82","85"
"07.03.2022 18:00 - 07.03.2022 19:00","0","0","0","n/e","n/e","n/e","138","88","90"
"07.03.2022 19:00 - 07.03.2022 20:00","0","0","0","n/e","n/e","n/e","120","90","89"
"07.03.2022 20:00 - 07.03.2022 21:00","0","0","0","n/e","n/e","n/e","107","89","85"
"07.03.2022 21:00 - 07.03.2022 22:00","0","0","0","n/e","n/e","n/e","102","83","79"
"07.03.2022 22:00 - 07.03.2022 23:00","0","0","0","n/e","n/e","n/e","103","69","65"
"07.03.2022 23:00 - 08.03.2022 00:00","0","0","0","n/e","n/e","n/e","89","55","47"
"08.03.2022 00:00 - 08.03.2022 01:00","0","0","0","n/e","n/e","n/e","59","46","44"
"08.03.2022 01:00 - 08.03.2022 02:00","0","0","0","n/e","n/e","n/e","50","41","37"
"08.03.2022 02:00 - 08.03.2022 03:00","0","0","0","n/e","n/e","n/e","36","39","27"
"08.03.2022 03:00 - 08.03.2022 04:00","0","0","0","n/e","n/e","n/e","30","32","26"
"08.03.2022 04:00 - 08.03.2022 05:00","0","0","0","n/e","n/e","n/e","27","29","24"
"08.03.2022 05:00 - 08.03.2022 06:00","0","1","1","n/e","n/e","n/e","26","24","17"
"08.03.2022 06:00 - 08.03.2022 07:00","49","96","91","n/e","n/e","n/e","26","18","16"
"08.03.2022 07:00 - 08.03.2022 08:00","55","97","97","n/e","n/e","n/e","27","16","19"
"08.03.2022 08:00 - 08.03.2022 09:00","77","132","131","n/e","n/e","n/e","26","18","14"
"08.03.2022 09:00 - 08.03.2022 10:00","100","149","149","n/e","n/e","n/e","22","16","14"
"08.03.2022 10:00 - 08.03.2022 11:00","112","156","156","n/e","n/e","n/e","22","14","14"
"08.03.2022 11:00 - 08.03.2022 12:00","112","162","162","n/e","n/e","n/e","29","15","14"
"08.03.2022 12:00 - 08.03.2022 13:00","106","185","182","n/e","n/e","n/e","33","19","17"
"08.03.2022 13:00 - 08.03.2022 14:00","96","204","203","n/e","n/e","n/e","37","23","20"
"08.03.2022 14:00 - 08.03.2022 15:00","87","199","198","n/e","n/e","n/e","44","24","21"
"08.03.2022 15:00 - 08.03.2022 16:00","74","179","178","n/e","n/e","n/e","47","24","20"
"08.03.2022 16:00 - 08.03.2022 17:00","40","96","93","n/e","n/e","n/e","52","27","22"
"08.03.2022 17:00 - 08.03.2022 18:00","0","1","1","n/e","n/e","n/e","63","35","30"
"08.03.2022 18:00 - 08.03.2022 19:00","0","0","0","n/e","n/e","n/e","70","46","38"
"08.03.2022 19:00 - 08.03.2022 20:00","0","0","0","n/e","n/e","n/e","73","57","46"
"08.03.2022 20:00 - 08.03.2022 21:00","0","0","0","n/e","n/e","n/e","77","66","54"
"08.03.2022 21:00 - 08.03.2022 22:00","0","0","0","n/e","n/e","n/e","80","69","58"
"08.03.2022 22:00 - 08.03.2022 23:00","0","0","0","n/e","n/e","n/e","83","65","57"
"08.03.2022 23:00 - 09.03.2022 00:00","0","0","0","n/e","n/e","n/e","83","60","55"
"09.03.2022 00:00 - 09.03.2022 01:00","0","0","0","n/e","n/e","n/e","75","56","41"
"09.03.2022 01:00 - 09.03.2022 02:00","0","0","0","n/e","n/e","n/e","70","52","36"
"09.03.2022 02:00 - 09.03.2022 03:00","0","0","0","n/e","n/e","n/e","67","49","40"
"09.03.2022 03:00 - 09.03.2022 04:00","0","0","0","n/e","n/e","n/e","65","54","47"
"09.03.2022 04:00 - 09.03.2022 05:00","0","0","0","n/e","n/e","n/e","61","58","53"
"09.03.2022 05:00 - 09.03.2022 06:00","0","2","1","n/e","n/e","n/e","54","62","53"
"09.03.2022 06:00 - 09.03.2022 07:00","48","104","98","n/e","n/e","n/e","47","55","48"
"09.03.2022 07:00 - 09.03.2022 08:00","51","98","98","n/e","n/e","n/e","41","45","34"
"09.03.2022 08:00 - 09.03.2022 09:00","77","124","120","n/e","n/e","n/e","42","32","25"
"09.03.2022 09:00 - 09.03.2022 10:00","98","140","137","n/e","n/e","n/e","49","29","25"
"09.03.2022 10:00 - 09.03.2022 11:00","112","146","145","n/e","n/e","n/e","58","33","32"
"09.03.2022 11:00 - 09.03.2022 12:00","121","150","149","n/e","n/e","n/e","64","43","42"
"09.03.2022 12:00 - 09.03.2022 13:00","122","151","150","n/e","n/e","n/e","70","47","46"
"09.03.2022 13:00 - 09.03.2022 14:00","116","155","155","n/e","n/e","n/e","78","50","49"
"09.03.2022 14:00 - 09.03.2022 15:00","104","155","155","n/e","n/e","n/e","81","55","53"
"09.03.2022 15:00 - 09.03.2022 16:00","91","149","149","n/e","n/e","n/e","86","65","62"
"09.03.2022 16:00 - 09.03.2022 17:00","57","104","105","n/e","n/e","n/e","91","79","75"
"09.03.2022 17:00 - 09.03.2022 18:00","1","2","2","n/e","n/e","n/e","106","93","88"
"09.03.2022 18:00 - 09.03.2022 19:00","0","0","0","n/e","n/e","n/e","132","110","103"
"09.03.2022 19:00 - 09.03.2022 20:00","0","0","0","n/e","n/e","n/e","161","126","115"
"09.03.2022 20:00 - 09.03.2022 21:00","0","0","0","n/e","n/e","n/e","173","138","124"
"09.03.2022 21:00 - 09.03.2022 22:00","0","0","0","n/e","n/e","n/e","178","143","127"
"09.03.2022 22:00 - 09.03.2022 23:00","0","0","0","n/e","n/e","n/e","177","137","121"
"09.03.2022 23:00 - 10.03.2022 00:00","0","0","0","n/e","n/e","n/e","163","123","107"
"10.03.2022 00:00 - 10.03.2022 01:00","0","0","0","n/e","n/e","n/e","140","104","94"
"10.03.2022 01:00 - 10.03.2022 02:00","0","0","0","n/e","n/e","n/e","121","97","85"
"10.03.2022 02:00 - 10.03.2022 03:00","0","0","0","n/e","n/e","n/e","109","92","71"
"10.03.2022 03:00 - 10.03.2022 04:00","0","0","0","n/e","n/e","n/e","103","83","70"
"10.03.2022 04:00 - 10.03.2022 05:00","0","0","0","n/e","n/e","n/e","101","91","74"
"10.03.2022 05:00 - 10.03.2022 06:00","2","4","4","n/e","n/e","n/e","101","92","78"
"10.03.2022 06:00 - 10.03.2022 07:00","65","170","161","n/e","n/e","n/e","99","90","71"
"10.03.2022 07:00 - 10.03.2022 08:00","72","157","157","n/e","n/e","n/e","71","70","60"
"10.03.2022 08:00 - 10.03.2022 09:00","94","192","185","n/e","n/e","n/e","54","51","47"
"10.03.2022 09:00 - 10.03.2022 10:00","110","204","200","n/e","n/e","n/e","42","40","31"
"10.03.2022 10:00 - 10.03.2022 11:00","121","207","205","n/e","n/e","n/e","39","35","31"
"10.03.2022 11:00 - 10.03.2022 12:00","124","207","206","n/e","n/e","n/e","42","32","30"
"10.03.2022 12:00 - 10.03.2022 13:00","124","208","207","n/e","n/e","n/e","46","28","27"
"10.03.2022 13:00 - 10.03.2022 14:00","115","210","210","n/e","n/e","n/e","40","26","26"
"10.03.2022 14:00 - 10.03.2022 15:00","103","209","209","n/e","n/e","n/e","36","25","25"
"10.03.2022 15:00 - 10.03.2022 16:00","91","201","200","n/e","n/e","n/e","37","24","24"
"10.03.2022 16:00 - 10.03.2022 17:00","58","144","145","n/e","n/e","n/e","45","27","26"
"10.03.2022 17:00 - 10.03.2022 18:00","1","3","3","n/e","n/e","n/e","63","37","37"
"10.03.2022 18:00 - 10.03.2022 19:00","0","0","0","n/e","n/e","n/e","84","55","54"
"10.03.2022 19:00 - 10.03.2022 20:00","0","0","0","n/e","n/e","n/e","98","69","65"
"10.03.2022 20:00 - 10.03.2022 21:00","0","0","0","n/e","n/e","n/e","111","79","71"
"10.03.2022 21:00 - 10.03.2022 22:00","0","0","0","n/e","n/e","n/e","121","83","72"
"10.03.2022 22:00 - 10.03.2022 23:00","0","0","0","n/e","n/e","n/e","134","87","73"
"10.03.2022 23:00 - 11.03.2022 00:00","0","0","0","n/e","n/e","n/e","136","95","75"
"11.03.2022 00:00 - 11.03.2022 01:00","0","0","0","n/e","n/e","n/e","118","110","91"
"11.03.2022 01:00 - 11.03.2022 02:00","0","0","0","n/e","n/e","n/e","120","112","99"
"11.03.2022 02:00 - 11.03.2022 03:00","0","0","0","n/e","n/e","n/e","112","117","94"
"11.03.2022 03:00 - 11.03.2022 04:00","0","0","0","n/e","n/e","n/e","101","108","83"
"11.03.2022 04:00 - 11.03.2022 05:00","0","0","0","n/e","n/e","n/e","90","94","78"
"11.03.2022 05:00 - 11.03.2022 06:00","3","6","6","n/e","n/e","n/e","85","75","70"
"11.03.2022 06:00 - 11.03.2022 07:00","91","175","166","n/e","n/e","n/e","77","65","62"
"11.03.2022 07:00 - 11.03.2022 08:00","94","157","157","n/e","n/e","n/e","62","60","49"
"11.03.2022 08:00 - 11.03.2022 09:00","121","191","185","n/e","n/e","n/e","42","42","28"
"11.03.2022 09:00 - 11.03.2022 10:00","136","204","200","n/e","n/e","n/e","33","27","23"
"11.03.2022 10:00 - 11.03.2022 11:00","147","207","205","n/e","n/e","n/e","37","26","20"
"11.03.2022 11:00 - 11.03.2022 12:00","151","207","206","n/e","n/e","n/e","42","26","20"
"11.03.2022 12:00 - 11.03.2022 13:00","149","207","206","n/e","n/e","n/e","51","29","21"
"11.03.2022 13:00 - 11.03.2022 14:00","141","209","209","n/e","n/e","n/e","55","33","23"
"11.03.2022 14:00 - 11.03.2022 15:00","129","208","208","n/e","n/e","n/e","56","35","24"
"11.03.2022 15:00 - 11.03.2022 16:00","115","199","199","n/e","n/e","n/e","56","36","23"
"11.03.2022 16:00 - 11.03.2022 17:00","76","142","143","n/e","n/e","n/e","58","35","22"
"11.03.2022 17:00 - 11.03.2022 18:00","2","4","4","n/e","n/e","n/e","68","38","25"
"11.03.2022 18:00 - 11.03.2022 19:00","0","0","0","n/e","n/e","n/e","72","45","30"
"11.03.2022 19:00 - 11.03.2022 20:00","0","0","0","n/e","n/e","n/e","78","48","33"
"11.03.2022 20:00 - 11.03.2022 21:00","0","0","0","n/e","n/e","n/e","85","54","37"
"11.03.2022 21:00 - 11.03.2022 22:00","0","0","0","n/e","n/e","n/e","92","62","44"
"11.03.2022 22:00 - 11.03.2022 23:00","0","0","0","n/e","n/e","n/e","104","79","59"
"11.03.2022 23:00 - 12.03.2022 00:00","0","0","0","n/e","n/e","n/e","113","87","78"
"12.03.2022 00:00 - 12.03.2022 01:00","0","0","0","n/e","n/e","n/e","143","104","75"
"12.03.2022 01:00 - 12.03.2022 02:00","0","0","0","n/e","n/e","n/e","154","122","90"
"12.03.2022 02:00 - 12.03.2022 03:00","0","0","0","n/e","n/e","n/e","164","131","109"
"12.03.2022 03:00 - 12.03.2022 04:00","0","0","0","n/e","n/e","n/e","163","141","105"
"12.03.2022 04:00 - 12.03.2022 05:00","0","0","0","n/e","n/e","n/e","162","132","125"
"12.03.2022 05:00 - 12.03.2022 06:00","2","4","4","n/e","n/e","n/e","157","140","117"
"12.03.2022 06:00 - 12.03.2022 07:00","77","140","132","n/e","n/e","n/e","142","127","110"
"12.03.2022 07:00 - 12.03.2022 08:00","77","121","121","n/e","n/e","n/e","117","102","95"
"12.03.2022 08:00 - 12.03.2022 09:00","102","153","144","n/e","n/e","n/e","83","77","63"
"12.03.2022 09:00 - 12.03.2022 10:00","119","166","157","n/e","n/e","n/e","67","52","37"
"12.03.2022 10:00 - 12.03.2022 11:00","132","185","175","n/e","n/e","n/e","66","47","36"
"12.03.2022 11:00 - 12.03.2022 12:00","140","205","194","n/e","n/e","n/e","71","49","39"
"12.03.2022 12:00 - 12.03.2022 13:00","140","196","187","n/e","n/e","n/e","77","53","44"
"12.03.2022 13:00 - 12.03.2022 14:00","135","217","215","n/e","n/e","n/e","82","59","51"
"12.03.2022 14:00 - 12.03.2022 15:00","123","220","219","n/e","n/e","n/e","78","58","52"
"12.03.2022 15:00 - 12.03.2022 16:00","104","200","199","n/e","n/e","n/e","76","55","49"
"12.03.2022 16:00 - 12.03.2022 17:00","61","118","116","n/e","n/e","n/e","80","55","50"
"12.03.2022 17:00 - 12.03.2022 18:00","2","3","3","n/e","n/e","n/e","86","61","55"
"12.03.2022 18:00 - 12.03.2022 19:00","0","0","0","n/e","n/e","n/e","83","64","57"
"12.03.2022 19:00 - 12.03.2022 20:00","0","0","0","n/e","n/e","n/e","77","58","52"
"12.03.2022 20:00 - 12.03.2022 21:00","0","0","0","n/e","n/e","n/e","66","48","43"
"12.03.2022 21:00 - 12.03.2022 22:00","0","0","0","n/e","n/e","n/e","56","37","33"
"12.03.2022 22:00 - 12.03.2022 23:00","0","0","0","n/e","n/e","n/e","50","31","29"
"12.03.2022 23:00 - 13.03.2022 00:00","0","0","0","n/e","n/e","n/e","37","41","27"
"13.03.2022 00:00 - 13.03.2022 01:00","0","0","0","n/e","n/e","n/e","27","35","38"
"13.03.2022 01:00 - 13.03.2022 02:00","0","0","0","n/e","n/e","n/e","23","31","31"
"13.03.2022 02:00 - 13.03.2022 03:00","0","0","0","n/e","n/e","n/e","17","26","32"
"13.03.2022 03:00 - 13.03.2022 04:00","0","0","0","n/e","n/e","n/e","15","26","29"
"13.03.2022 04:00 - 13.03.2022 05:00","0","0","0","n/e","n/e","n/e","13","25","23"
"13.03.2022 05:00 - 13.03.2022 06:00","4","9","9","n/e","n/e","n/e","15","27","32"
"13.03.2022 06:00 - 13.03.2022 07:00","101","187","178","n/e","n/e","n/e","17","35","43"
"13.03.2022 07:00 - 13.03.2022 08:00","98","157","156","n/e","n/e","n/e","16","37","41"
"13.03.2022 08:00 - 13.03.2022 09:00","126","194","188","n/e","n/e","n/e","11","29","28"
"13.03.2022 09:00 - 13.03.2022 10:00","147","217","213","n/e","n/e","n/e","10","18","11"
"13.03.2022 10:00 - 13.03.2022 11:00","159","225","223","n/e","n/e","n/e","10","12","6"
"13.03.2022 11:00 - 13.03.2022 12:00","165","226","225","n/e","n/e","n/e","10","10","5"
"13.03.2022 12:00 - 13.03.2022 13:00","164","228","226","n/e","n/e","n/e","10","7","4"
"13.03.2022 13:00 - 13.03.2022 14:00","156","235","235","n/e","n/e","n/e","10","5","3"
"13.03.2022 14:00 - 13.03.2022 15:00","144","234","233","n/e","n/e","n/e","10","3","2"
"13.03.2022 15:00 - 13.03.2022 16:00","129","220","220","n/e","n/e","n/e","9","3","3"
"13.03.2022 16:00 - 13.03.2022 17:00","92","163","163","n/e","n/e","n/e","12","6","7"
"13.03.2022 17:00 - 13.03.2022 18:00","4","7","7","n/e","n/e","n/e","16","16","17"
"13.03.2022 18:00 - 13.03.2022 19:00","0","0","0","n/e","n/e","n/e","20","33","35"
"13.03.2022 19:00 - 13.03.2022 20:00","0","0","0","n/e","n/e","n/e","30","49","51"
"13.03.2022 20:00 - 13.03.2022 21:00","0","0","0","n/e","n/e","n/e","39","59","61"
"13.03.2022 21:00 - 13.03.2022 22:00","0","0","0","n/e","n/e","n/e","43","64","63"
"13.03.2022 22:00 - 13.03.2022 23:00","0","0","0","n/e","n/e","n/e","55","70","65"
"13.03.2022 23:00 - 14.03.2022 00:00","0","0","0","n/e","n/e","n/e","58","93","67"
"14.03.2022 00:00 - 14.03.2022 01:00","0","0","0","n/e","n/e","n/e","78","91","93"
"14.03.2022 01:00 - 14.03.2022 02:00","0","0","0","n/e","n/e","n/e","78","89","84"
"14.03.2022 02:00 - 14.03.2022 03:00","0","0","0","n/e","n/e","n/e","74","79","61"
"14.03.2022 03:00 - 14.03.2022 04:00","0","0","0","n/e","n/e","n/e","67","66","60"
"14.03.2022 04:00 - 14.03.2022 05:00","0","0","0","n/e","n/e","n/e","62","66","71"
"14.03.2022 05:00 - 14.03.2022 06:00","8","16","16","n/e","n/e","n/e","61","67","66"
"14.03.2022 06:00 - 14.03.2022 07:00","110","212","203","n/e","n/e","n/e","59","57","35"
"14.03.2022 07:00 - 14.03.2022 08:00","107","182","180","n/e","n/e","n/e","46","30","16"
"14.03.2022 08:00 - 14.03.2022 09:00","136","217","210","n/e","n/e","n/e","35","11","11"
"14.03.2022 09:00 - 14.03.2022 10:00","154","231","226","n/e","n/e","n/e","24","4","6"
"14.03.2022 10:00 - 14.03.2022 11:00","164","234","232","n/e","n/e","n/e","24","2","6"
"14.03.2022 11:00 - 14.03.2022 12:00","167","235","234","n/e","n/e","n/e","26","5","8"
"14.03.2022 12:00 - 14.03.2022 13:00","164","236","235","n/e","n/e","n/e","29","8","10"
