"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Cyprus (CY)","Actual Total Load [MW] - Cyprus (CY)"
"27.11.2022 03:30 - 27.11.2022 04:00","N/A","N/A"
"27.11.2022 04:00 - 27.11.2022 04:30","N/A","N/A"
"27.11.2022 04:30 - 27.11.2022 05:00","N/A","N/A"
"27.11.2022 05:00 - 27.11.2022 05:30","N/A","N/A"
"27.11.2022 05:30 - 27.11.2022 06:00","N/A","N/A"
"27.11.2022 06:00 - 27.11.2022 06:30","N/A","N/A"
"27.11.2022 06:30 - 27.11.2022 07:00","N/A","N/A"
"27.11.2022 07:00 - 27.11.2022 07:30","N/A","N/A"
"27.11.2022 07:30 - 27.11.2022 08:00","N/A","N/A"
"27.11.2022 08:00 - 27.11.2022 08:30","N/A","N/A"
"27.11.2022 08:30 - 27.11.2022 09:00","N/A","N/A"
"27.11.2022 09:00 - 27.11.2022 09:30","N/A","N/A"
"27.11.2022 09:30 - 27.11.2022 10:00","N/A","N/A"
"27.11.2022 10:00 - 27.11.2022 10:30","N/A","N/A"
"27.11.2022 10:30 - 27.11.2022 11:00","N/A","N/A"
"27.11.2022 11:00 - 27.11.2022 11:30","N/A","N/A"
"27.11.2022 11:30 - 27.11.2022 12:00","N/A","N/A"
"27.11.2022 12:00 - 27.11.2022 12:30","N/A","N/A"
"27.11.2022 12:30 - 27.11.2022 13:00","N/A","N/A"
"27.11.2022 13:00 - 27.11.2022 13:30","N/A","N/A"
"27.11.2022 13:30 - 27.11.2022 14:00","N/A","N/A"
"27.11.2022 14:00 - 27.11.2022 14:30","N/A","N/A"
"27.11.2022 14:30 - 27.11.2022 15:00","N/A","N/A"
"27.11.2022 15:00 - 27.11.2022 15:30","N/A","N/A"
"27.11.2022 15:30 - 27.11.2022 16:00","N/A","N/A"
"27.11.2022 16:00 - 27.11.2022 16:30","N/A","N/A"
"27.11.2022 16:30 - 27.11.2022 17:00","N/A","N/A"
"27.11.2022 17:00 - 27.11.2022 17:30","N/A","N/A"
"27.11.2022 17:30 - 27.11.2022 18:00","N/A","N/A"
"27.11.2022 18:00 - 27.11.2022 18:30","N/A","N/A"
"27.11.2022 18:30 - 27.11.2022 19:00","N/A","N/A"
"27.11.2022 19:00 - 27.11.2022 19:30","N/A","N/A"
"27.11.2022 19:30 - 27.11.2022 20:00","N/A","N/A"
"27.11.2022 20:00 - 27.11.2022 20:30","N/A","N/A"
"27.11.2022 20:30 - 27.11.2022 21:00","N/A","N/A"
"27.11.2022 21:00 - 27.11.2022 21:30","N/A","N/A"
"27.11.2022 21:30 - 27.11.2022 22:00","N/A","N/A"
"27.11.2022 22:00 - 27.11.2022 22:30","N/A","N/A"
"27.11.2022 22:30 - 27.11.2022 23:00","N/A","N/A"
"27.11.2022 23:00 - 27.11.2022 23:30","N/A","N/A"
"27.11.2022 23:30 - 28.11.2022 00:00","N/A","N/A"
"28.11.2022 00:00 - 28.11.2022 00:30","N/A","N/A"
"28.11.2022 00:30 - 28.11.2022 01:00","N/A","N/A"
"28.11.2022 01:00 - 28.11.2022 01:30","N/A","N/A"
"28.11.2022 01:30 - 28.11.2022 02:00","N/A","N/A"
"28.11.2022 02:00 - 28.11.2022 02:30","N/A","N/A"
"28.11.2022 02:30 - 28.11.2022 03:00","N/A","N/A"
"28.11.2022 03:00 - 28.11.2022 03:30","N/A","N/A"
"28.11.2022 03:30 - 28.11.2022 04:00","N/A","N/A"
"28.11.2022 04:00 - 28.11.2022 04:30","N/A","N/A"
"28.11.2022 04:30 - 28.11.2022 05:00","N/A","N/A"
"28.11.2022 05:00 - 28.11.2022 05:30","N/A","N/A"
"28.11.2022 05:30 - 28.11.2022 06:00","N/A","N/A"
"28.11.2022 06:00 - 28.11.2022 06:30","N/A","N/A"
"28.11.2022 06:30 - 28.11.2022 07:00","N/A","N/A"
"28.11.2022 07:00 - 28.11.2022 07:30","N/A","N/A"
"28.11.2022 07:30 - 28.11.2022 08:00","N/A","N/A"
"28.11.2022 08:00 - 28.11.2022 08:30","N/A","N/A"
"28.11.2022 08:30 - 28.11.2022 09:00","N/A","N/A"
"28.11.2022 09:00 - 28.11.2022 09:30","N/A","N/A"
"28.11.2022 09:30 - 28.11.2022 10:00","N/A","N/A"
"28.11.2022 10:00 - 28.11.2022 10:30","N/A","N/A"
"28.11.2022 10:30 - 28.11.2022 11:00","N/A","N/A"
"28.11.2022 11:00 - 28.11.2022 11:30","N/A","N/A"
"28.11.2022 11:30 - 28.11.2022 12:00","N/A","N/A"
"28.11.2022 12:00 - 28.11.2022 12:30","N/A","N/A"
"28.11.2022 12:30 - 28.11.2022 13:00","N/A","N/A"
"28.11.2022 13:00 - 28.11.2022 13:30","N/A","N/A"
"28.11.2022 13:30 - 28.11.2022 14:00","N/A","N/A"
"28.11.2022 14:00 - 28.11.2022 14:30","N/A","N/A"
"28.11.2022 14:30 - 28.11.2022 15:00","N/A","N/A"
"28.11.2022 15:00 - 28.11.2022 15:30","N/A","N/A"
"28.11.2022 15:30 - 28.11.2022 16:00","N/A","N/A"
"28.11.2022 16:00 - 28.11.2022 16:30","N/A","N/A"
"28.11.2022 16:30 - 28.11.2022 17:00","N/A","N/A"
"28.11.2022 17:00 - 28.11.2022 17:30","N/A","N/A"
"28.11.2022 17:30 - 28.11.2022 18:00","N/A","N/A"
"28.11.2022 18:00 - 28.11.2022 18:30","N/A","N/A"
"28.11.2022 18:30 - 28.11.2022 19:00","N/A","N/A"
"28.11.2022 19:00 - 28.11.2022 19:30","N/A","N/A"
"28.11.2022 19:30 - 28.11.2022 20:00","N/A","N/A"
"28.11.2022 20:00 - 28.11.2022 20:30","N/A","N/A"
"28.11.2022 20:30 - 28.11.2022 21:00","N/A","N/A"
"28.11.2022 21:00 - 28.11.2022 21:30","N/A","N/A"
"28.11.2022 21:30 - 28.11.2022 22:00","N/A","N/A"
"28.11.2022 22:00 - 28.11.2022 22:30","N/A","N/A"
"28.11.2022 22:30 - 28.11.2022 23:00","N/A","N/A"
"28.11.2022 23:00 - 28.11.2022 23:30","N/A","N/A"
"28.11.2022 23:30 - 29.11.2022 00:00","N/A","N/A"
"29.11.2022 00:00 - 29.11.2022 00:30","N/A","N/A"
"29.11.2022 00:30 - 29.11.2022 01:00","N/A","N/A"
"29.11.2022 01:00 - 29.11.2022 01:30","N/A","N/A"
"29.11.2022 01:30 - 29.11.2022 02:00","N/A","N/A"
"29.11.2022 02:00 - 29.11.2022 02:30","N/A","N/A"
"29.11.2022 02:30 - 29.11.2022 03:00","N/A","N/A"
"29.11.2022 03:00 - 29.11.2022 03:30","N/A","N/A"
"29.11.2022 03:30 - 29.11.2022 04:00","N/A","N/A"
"29.11.2022 04:00 - 29.11.2022 04:30","N/A","N/A"
"29.11.2022 04:30 - 29.11.2022 05:00","N/A","N/A"
"29.11.2022 05:00 - 29.11.2022 05:30","N/A","N/A"
"29.11.2022 05:30 - 29.11.2022 06:00","N/A","N/A"
"29.11.2022 06:00 - 29.11.2022 06:30","N/A","N/A"
"29.11.2022 06:30 - 29.11.2022 07:00","N/A","N/A"
"29.11.2022 07:00 - 29.11.2022 07:30","N/A","N/A"
"29.11.2022 07:30 - 29.11.2022 08:00","N/A","N/A"
"29.11.2022 08:00 - 29.11.2022 08:30","N/A","N/A"
"29.11.2022 08:30 - 29.11.2022 09:00","N/A","N/A"
"29.11.2022 09:00 - 29.11.2022 09:30","N/A","N/A"
"29.11.2022 09:30 - 29.11.2022 10:00","N/A","N/A"
"29.11.2022 10:00 - 29.11.2022 10:30","N/A","N/A"
"29.11.2022 10:30 - 29.11.2022 11:00","N/A","N/A"
"29.11.2022 11:00 - 29.11.2022 11:30","N/A","N/A"
"29.11.2022 11:30 - 29.11.2022 12:00","N/A","N/A"
"29.11.2022 12:00 - 29.11.2022 12:30","N/A","N/A"
"29.11.2022 12:30 - 29.11.2022 13:00","N/A","N/A"
"29.11.2022 13:00 - 29.11.2022 13:30","N/A","N/A"
"29.11.2022 13:30 - 29.11.2022 14:00","N/A","N/A"
"29.11.2022 14:00 - 29.11.2022 14:30","N/A","N/A"
"29.11.2022 14:30 - 29.11.2022 15:00","N/A","N/A"
"29.11.2022 15:00 - 29.11.2022 15:30","N/A","N/A"
"29.11.2022 15:30 - 29.11.2022 16:00","N/A","N/A"
"29.11.2022 16:00 - 29.11.2022 16:30","N/A","N/A"
"29.11.2022 16:30 - 29.11.2022 17:00","N/A","N/A"
"29.11.2022 17:00 - 29.11.2022 17:30","N/A","N/A"
"29.11.2022 17:30 - 29.11.2022 18:00","N/A","N/A"
"29.11.2022 18:00 - 29.11.2022 18:30","N/A","N/A"
"29.11.2022 18:30 - 29.11.2022 19:00","N/A","N/A"
"29.11.2022 19:00 - 29.11.2022 19:30","N/A","N/A"
"29.11.2022 19:30 - 29.11.2022 20:00","N/A","N/A"
"29.11.2022 20:00 - 29.11.2022 20:30","N/A","N/A"
"29.11.2022 20:30 - 29.11.2022 21:00","N/A","N/A"
"29.11.2022 21:00 - 29.11.2022 21:30","N/A","N/A"
"29.11.2022 21:30 - 29.11.2022 22:00","N/A","N/A"
"29.11.2022 22:00 - 29.11.2022 22:30","N/A","N/A"
"29.11.2022 22:30 - 29.11.2022 23:00","N/A","N/A"
"29.11.2022 23:00 - 29.11.2022 23:30","N/A","N/A"
"29.11.2022 23:30 - 30.11.2022 00:00","N/A","N/A"
"30.11.2022 00:00 - 30.11.2022 00:30","N/A","N/A"
"30.11.2022 00:30 - 30.11.2022 01:00","N/A","N/A"
"30.11.2022 01:00 - 30.11.2022 01:30","N/A","N/A"
"30.11.2022 01:30 - 30.11.2022 02:00","N/A","N/A"
"30.11.2022 02:00 - 30.11.2022 02:30","N/A","N/A"
"30.11.2022 02:30 - 30.11.2022 03:00","N/A","N/A"
"30.11.2022 03:00 - 30.11.2022 03:30","N/A","N/A"
"30.11.2022 03:30 - 30.11.2022 04:00","N/A","N/A"
"30.11.2022 04:00 - 30.11.2022 04:30","N/A","N/A"
"30.11.2022 04:30 - 30.11.2022 05:00","N/A","N/A"
"30.11.2022 05:00 - 30.11.2022 05:30","N/A","N/A"
"30.11.2022 05:30 - 30.11.2022 06:00","N/A","N/A"
"30.11.2022 06:00 - 30.11.2022 06:30","N/A","N/A"
"30.11.2022 06:30 - 30.11.2022 07:00","N/A","N/A"
"30.11.2022 07:00 - 30.11.2022 07:30","N/A","N/A"
"30.11.2022 07:30 - 30.11.2022 08:00","N/A","N/A"
"30.11.2022 08:00 - 30.11.2022 08:30","N/A","N/A"
"30.11.2022 08:30 - 30.11.2022 09:00","N/A","N/A"
"30.11.2022 09:00 - 30.11.2022 09:30","N/A","N/A"
"30.11.2022 09:30 - 30.11.2022 10:00","N/A","N/A"
"30.11.2022 10:00 - 30.11.2022 10:30","N/A","N/A"
"30.11.2022 10:30 - 30.11.2022 11:00","N/A","N/A"
"30.11.2022 11:00 - 30.11.2022 11:30","N/A","N/A"
"30.11.2022 11:30 - 30.11.2022 12:00","N/A","N/A"
"30.11.2022 12:00 - 30.11.2022 12:30","N/A","N/A"
"30.11.2022 12:30 - 30.11.2022 13:00","N/A","N/A"
"30.11.2022 13:00 - 30.11.2022 13:30","N/A","N/A"
"30.11.2022 13:30 - 30.11.2022 14:00","N/A","N/A"
"30.11.2022 14:00 - 30.11.2022 14:30","N/A","N/A"
"30.11.2022 14:30 - 30.11.2022 15:00","N/A","N/A"
"30.11.2022 15:00 - 30.11.2022 15:30","N/A","N/A"
"30.11.2022 15:30 - 30.11.2022 16:00","N/A","N/A"
"30.11.2022 16:00 - 30.11.2022 16:30","N/A","N/A"
"30.11.2022 16:30 - 30.11.2022 17:00","N/A","N/A"
"30.11.2022 17:00 - 30.11.2022 17:30","N/A","N/A"
"30.11.2022 17:30 - 30.11.2022 18:00","N/A","N/A"
"30.11.2022 18:00 - 30.11.2022 18:30","N/A","N/A"
"30.11.2022 18:30 - 30.11.2022 19:00","N/A","N/A"
"30.11.2022 19:00 - 30.11.2022 19:30","N/A","N/A"
"30.11.2022 19:30 - 30.11.2022 20:00","N/A","N/A"
"30.11.2022 20:00 - 30.11.2022 20:30","N/A","N/A"
"30.11.2022 20:30 - 30.11.2022 21:00","N/A","N/A"
"30.11.2022 21:00 - 30.11.2022 21:30","N/A","N/A"
"30.11.2022 21:30 - 30.11.2022 22:00","N/A","N/A"
"30.11.2022 22:00 - 30.11.2022 22:30","N/A","N/A"
"30.11.2022 22:30 - 30.11.2022 23:00","N/A","N/A"
"30.11.2022 23:00 - 30.11.2022 23:30","N/A","N/A"
"30.11.2022 23:30 - 01.12.2022 00:00","N/A","N/A"
"01.12.2022 00:00 - 01.12.2022 00:30","N/A","N/A"
"01.12.2022 00:30 - 01.12.2022 01:00","N/A","N/A"
"01.12.2022 01:00 - 01.12.2022 01:30","N/A","N/A"
"01.12.2022 01:30 - 01.12.2022 02:00","N/A","N/A"
"01.12.2022 02:00 - 01.12.2022 02:30","N/A","N/A"
"01.12.2022 02:30 - 01.12.2022 03:00","N/A","N/A"
"01.12.2022 03:00 - 01.12.2022 03:30","N/A","N/A"
"01.12.2022 03:30 - 01.12.2022 04:00","N/A","N/A"
"01.12.2022 04:00 - 01.12.2022 04:30","N/A","N/A"
"01.12.2022 04:30 - 01.12.2022 05:00","N/A","N/A"
"01.12.2022 05:00 - 01.12.2022 05:30","N/A","N/A"
"01.12.2022 05:30 - 01.12.2022 06:00","N/A","N/A"
"01.12.2022 06:00 - 01.12.2022 06:30","N/A","N/A"
"01.12.2022 06:30 - 01.12.2022 07:00","N/A","N/A"
"01.12.2022 07:00 - 01.12.2022 07:30","N/A","N/A"
"01.12.2022 07:30 - 01.12.2022 08:00","N/A","N/A"
"01.12.2022 08:00 - 01.12.2022 08:30","N/A","N/A"
"01.12.2022 08:30 - 01.12.2022 09:00","N/A","N/A"
"01.12.2022 09:00 - 01.12.2022 09:30","N/A","N/A"
"01.12.2022 09:30 - 01.12.2022 10:00","N/A","N/A"
"01.12.2022 10:00 - 01.12.2022 10:30","N/A","N/A"
"01.12.2022 10:30 - 01.12.2022 11:00","N/A","N/A"
"01.12.2022 11:00 - 01.12.2022 11:30","N/A","N/A"
"01.12.2022 11:30 - 01.12.2022 12:00","N/A","N/A"
"01.12.2022 12:00 - 01.12.2022 12:30","N/A","N/A"
"01.12.2022 12:30 - 01.12.2022 13:00","N/A","N/A"
"01.12.2022 13:00 - 01.12.2022 13:30","N/A","N/A"
"01.12.2022 13:30 - 01.12.2022 14:00","N/A","N/A"
"01.12.2022 14:00 - 01.12.2022 14:30","N/A","N/A"
"01.12.2022 14:30 - 01.12.2022 15:00","N/A","N/A"
"01.12.2022 15:00 - 01.12.2022 15:30","N/A","N/A"
"01.12.2022 15:30 - 01.12.2022 16:00","N/A","N/A"
"01.12.2022 16:00 - 01.12.2022 16:30","N/A","N/A"
"01.12.2022 16:30 - 01.12.2022 17:00","N/A","N/A"
"01.12.2022 17:00 - 01.12.2022 17:30","N/A","N/A"
"01.12.2022 17:30 - 01.12.2022 18:00","N/A","N/A"
"01.12.2022 18:00 - 01.12.2022 18:30","N/A","N/A"
"01.12.2022 18:30 - 01.12.2022 19:00","N/A","N/A"
"01.12.2022 19:00 - 01.12.2022 19:30","N/A","N/A"
"01.12.2022 19:30 - 01.12.2022 20:00","N/A","N/A"
"01.12.2022 20:00 - 01.12.2022 20:30","N/A","N/A"
"01.12.2022 20:30 - 01.12.2022 21:00","N/A","N/A"
"01.12.2022 21:00 - 01.12.2022 21:30","N/A","N/A"
"01.12.2022 21:30 - 01.12.2022 22:00","N/A","N/A"
"01.12.2022 22:00 - 01.12.2022 22:30","N/A","N/A"
"01.12.2022 22:30 - 01.12.2022 23:00","N/A","N/A"
"01.12.2022 23:00 - 01.12.2022 23:30","N/A","N/A"
"01.12.2022 23:30 - 02.12.2022 00:00","N/A","N/A"
"02.12.2022 00:00 - 02.12.2022 00:30","N/A","N/A"
"02.12.2022 00:30 - 02.12.2022 01:00","N/A","N/A"
"02.12.2022 01:00 - 02.12.2022 01:30","N/A","N/A"
"02.12.2022 01:30 - 02.12.2022 02:00","N/A","N/A"
"02.12.2022 02:00 - 02.12.2022 02:30","N/A","N/A"
"02.12.2022 02:30 - 02.12.2022 03:00","N/A","N/A"
"02.12.2022 03:00 - 02.12.2022 03:30","N/A","N/A"
"02.12.2022 03:30 - 02.12.2022 04:00","N/A","N/A"
"02.12.2022 04:00 - 02.12.2022 04:30","N/A","N/A"
"02.12.2022 04:30 - 02.12.2022 05:00","N/A","N/A"
"02.12.2022 05:00 - 02.12.2022 05:30","N/A","N/A"
"02.12.2022 05:30 - 02.12.2022 06:00","N/A","N/A"
"02.12.2022 06:00 - 02.12.2022 06:30","N/A","N/A"
"02.12.2022 06:30 - 02.12.2022 07:00","N/A","N/A"
"02.12.2022 07:00 - 02.12.2022 07:30","N/A","N/A"
"02.12.2022 07:30 - 02.12.2022 08:00","N/A","N/A"
"02.12.2022 08:00 - 02.12.2022 08:30","N/A","N/A"
"02.12.2022 08:30 - 02.12.2022 09:00","N/A","N/A"
"02.12.2022 09:00 - 02.12.2022 09:30","N/A","N/A"
"02.12.2022 09:30 - 02.12.2022 10:00","N/A","N/A"
"02.12.2022 10:00 - 02.12.2022 10:30","N/A","N/A"
"02.12.2022 10:30 - 02.12.2022 11:00","N/A","N/A"
"02.12.2022 11:00 - 02.12.2022 11:30","N/A","N/A"
"02.12.2022 11:30 - 02.12.2022 12:00","N/A","N/A"
"02.12.2022 12:00 - 02.12.2022 12:30","N/A","N/A"
"02.12.2022 12:30 - 02.12.2022 13:00","N/A","N/A"
"02.12.2022 13:00 - 02.12.2022 13:30","N/A","N/A"
"02.12.2022 13:30 - 02.12.2022 14:00","N/A","N/A"
"02.12.2022 14:00 - 02.12.2022 14:30","N/A","N/A"
"02.12.2022 14:30 - 02.12.2022 15:00","N/A","N/A"
"02.12.2022 15:00 - 02.12.2022 15:30","N/A","N/A"
"02.12.2022 15:30 - 02.12.2022 16:00","N/A","N/A"
"02.12.2022 16:00 - 02.12.2022 16:30","N/A","N/A"
"02.12.2022 16:30 - 02.12.2022 17:00","N/A","N/A"
"02.12.2022 17:00 - 02.12.2022 17:30","N/A","N/A"
"02.12.2022 17:30 - 02.12.2022 18:00","N/A","N/A"
"02.12.2022 18:00 - 02.12.2022 18:30","N/A","N/A"
"02.12.2022 18:30 - 02.12.2022 19:00","N/A","N/A"
"02.12.2022 19:00 - 02.12.2022 19:30","N/A","N/A"
"02.12.2022 19:30 - 02.12.2022 20:00","N/A","N/A"
"02.12.2022 20:00 - 02.12.2022 20:30","N/A","N/A"
"02.12.2022 20:30 - 02.12.2022 21:00","N/A","N/A"
"02.12.2022 21:00 - 02.12.2022 21:30","N/A","N/A"
"02.12.2022 21:30 - 02.12.2022 22:00","N/A","N/A"
"02.12.2022 22:00 - 02.12.2022 22:30","N/A","N/A"
"02.12.2022 22:30 - 02.12.2022 23:00","N/A","N/A"
"02.12.2022 23:00 - 02.12.2022 23:30","N/A","N/A"
"02.12.2022 23:30 - 03.12.2022 00:00","N/A","N/A"
"03.12.2022 00:00 - 03.12.2022 00:30","N/A","N/A"
"03.12.2022 00:30 - 03.12.2022 01:00","N/A","N/A"
"03.12.2022 01:00 - 03.12.2022 01:30","N/A","N/A"
"03.12.2022 01:30 - 03.12.2022 02:00","N/A","N/A"
"03.12.2022 02:00 - 03.12.2022 02:30","N/A","N/A"
"03.12.2022 02:30 - 03.12.2022 03:00","N/A","N/A"
"03.12.2022 03:00 - 03.12.2022 03:30","N/A","N/A"
"03.12.2022 03:30 - 03.12.2022 04:00","N/A","N/A"
"03.12.2022 04:00 - 03.12.2022 04:30","N/A","N/A"
"03.12.2022 04:30 - 03.12.2022 05:00","N/A","N/A"
"03.12.2022 05:00 - 03.12.2022 05:30","N/A","N/A"
"03.12.2022 05:30 - 03.12.2022 06:00","N/A","N/A"
"03.12.2022 06:00 - 03.12.2022 06:30","N/A","N/A"
"03.12.2022 06:30 - 03.12.2022 07:00","N/A","N/A"
"03.12.2022 07:00 - 03.12.2022 07:30","N/A","N/A"
"03.12.2022 07:30 - 03.12.2022 08:00","N/A","N/A"
"03.12.2022 08:00 - 03.12.2022 08:30","N/A","N/A"
"03.12.2022 08:30 - 03.12.2022 09:00","N/A","N/A"
"03.12.2022 09:00 - 03.12.2022 09:30","N/A","N/A"
"03.12.2022 09:30 - 03.12.2022 10:00","N/A","N/A"
"03.12.2022 10:00 - 03.12.2022 10:30","N/A","N/A"
"03.12.2022 10:30 - 03.12.2022 11:00","N/A","N/A"
"03.12.2022 11:00 - 03.12.2022 11:30","N/A","N/A"
"03.12.2022 11:30 - 03.12.2022 12:00","N/A","N/A"
"03.12.2022 12:00 - 03.12.2022 12:30","N/A","N/A"
"03.12.2022 12:30 - 03.12.2022 13:00","N/A","N/A"
"03.12.2022 13:00 - 03.12.2022 13:30","N/A","N/A"
"03.12.2022 13:30 - 03.12.2022 14:00","N/A","N/A"
"03.12.2022 14:00 - 03.12.2022 14:30","N/A","N/A"
"03.12.2022 14:30 - 03.12.2022 15:00","N/A","N/A"
"03.12.2022 15:00 - 03.12.2022 15:30","N/A","N/A"
"03.12.2022 15:30 - 03.12.2022 16:00","N/A","N/A"
"03.12.2022 16:00 - 03.12.2022 16:30","N/A","N/A"
"03.12.2022 16:30 - 03.12.2022 17:00","N/A","N/A"
"03.12.2022 17:00 - 03.12.2022 17:30","N/A","N/A"
"03.12.2022 17:30 - 03.12.2022 18:00","N/A","N/A"
"03.12.2022 18:00 - 03.12.2022 18:30","N/A","N/A"
"03.12.2022 18:30 - 03.12.2022 19:00","N/A","N/A"
"03.12.2022 19:00 - 03.12.2022 19:30","N/A","N/A"
"03.12.2022 19:30 - 03.12.2022 20:00","N/A","N/A"
"03.12.2022 20:00 - 03.12.2022 20:30","N/A","N/A"
"03.12.2022 20:30 - 03.12.2022 21:00","N/A","N/A"
"03.12.2022 21:00 - 03.12.2022 21:30","N/A","N/A"
"03.12.2022 21:30 - 03.12.2022 22:00","N/A","N/A"
"03.12.2022 22:00 - 03.12.2022 22:30","N/A","N/A"
"03.12.2022 22:30 - 03.12.2022 23:00","N/A","N/A"
"03.12.2022 23:00 - 03.12.2022 23:30","N/A","N/A"
"03.12.2022 23:30 - 04.12.2022 00:00","N/A","N/A"
"04.12.2022 00:00 - 04.12.2022 00:30","N/A","N/A"
"04.12.2022 00:30 - 04.12.2022 01:00","N/A","N/A"
"04.12.2022 01:00 - 04.12.2022 01:30","N/A","N/A"
"04.12.2022 01:30 - 04.12.2022 02:00","N/A","N/A"
"04.12.2022 02:00 - 04.12.2022 02:30","N/A","N/A"
"04.12.2022 02:30 - 04.12.2022 03:00","N/A","N/A"
"04.12.2022 03:00 - 04.12.2022 03:30","N/A","N/A"
"04.12.2022 03:30 - 04.12.2022 04:00","N/A","N/A"
"04.12.2022 04:00 - 04.12.2022 04:30","N/A","N/A"
"04.12.2022 04:30 - 04.12.2022 05:00","N/A","N/A"
"04.12.2022 05:00 - 04.12.2022 05:30","N/A","N/A"
"04.12.2022 05:30 - 04.12.2022 06:00","N/A","N/A"
"04.12.2022 06:00 - 04.12.2022 06:30","N/A","N/A"
"04.12.2022 06:30 - 04.12.2022 07:00","N/A","N/A"
"04.12.2022 07:00 - 04.12.2022 07:30","N/A","N/A"
"04.12.2022 07:30 - 04.12.2022 08:00","N/A","N/A"
"04.12.2022 08:00 - 04.12.2022 08:30","N/A","N/A"
"04.12.2022 08:30 - 04.12.2022 09:00","N/A","N/A"
"04.12.2022 09:00 - 04.12.2022 09:30","N/A","N/A"
"04.12.2022 09:30 - 04.12.2022 10:00","N/A","N/A"
"04.12.2022 10:00 - 04.12.2022 10:30","N/A","N/A"
"04.12.2022 10:30 - 04.12.2022 11:00","N/A","N/A"
"04.12.2022 11:00 - 04.12.2022 11:30","N/A","N/A"
"04.12.2022 11:30 - 04.12.2022 12:00","N/A","N/A"
"04.12.2022 12:00 - 04.12.2022 12:30","N/A","N/A"
"04.12.2022 12:30 - 04.12.2022 13:00","N/A","N/A"
"04.12.2022 13:00 - 04.12.2022 13:30","N/A","N/A"
"04.12.2022 13:30 - 04.12.2022 14:00","N/A","N/A"
"04.12.2022 14:00 - 04.12.2022 14:30","N/A","N/A"
"04.12.2022 14:30 - 04.12.2022 15:00","N/A","N/A"
"04.12.2022 15:00 - 04.12.2022 15:30","N/A","N/A"
"04.12.2022 15:30 - 04.12.2022 16:00","N/A","N/A"
"04.12.2022 16:00 - 04.12.2022 16:30","N/A","N/A"
"04.12.2022 16:30 - 04.12.2022 17:00","N/A","N/A"
"04.12.2022 17:00 - 04.12.2022 17:30","N/A","N/A"
"04.12.2022 17:30 - 04.12.2022 18:00","N/A","N/A"
"04.12.2022 18:00 - 04.12.2022 18:30","N/A","N/A"
"04.12.2022 18:30 - 04.12.2022 19:00","N/A","N/A"
"04.12.2022 19:00 - 04.12.2022 19:30","N/A","N/A"
"04.12.2022 19:30 - 04.12.2022 20:00","N/A","N/A"
"04.12.2022 20:00 - 04.12.2022 20:30","N/A","N/A"
"04.12.2022 20:30 - 04.12.2022 21:00","N/A","N/A"
"04.12.2022 21:00 - 04.12.2022 21:30","N/A","N/A"
"04.12.2022 21:30 - 04.12.2022 22:00","N/A","N/A"
"04.12.2022 22:00 - 04.12.2022 22:30","N/A","N/A"
"04.12.2022 22:30 - 04.12.2022 23:00","N/A","N/A"
"04.12.2022 23:00 - 04.12.2022 23:30","N/A","N/A"
"04.12.2022 23:30 - 05.12.2022 00:00","N/A","N/A"
"05.12.2022 00:00 - 05.12.2022 00:30","N/A","N/A"
"05.12.2022 00:30 - 05.12.2022 01:00","N/A","N/A"
"05.12.2022 01:00 - 05.12.2022 01:30","N/A","N/A"
"05.12.2022 01:30 - 05.12.2022 02:00","N/A","N/A"
"05.12.2022 02:00 - 05.12.2022 02:30","N/A","N/A"
"05.12.2022 02:30 - 05.12.2022 03:00","N/A","N/A"
"05.12.2022 03:00 - 05.12.2022 03:30","N/A","N/A"
"05.12.2022 03:30 - 05.12.2022 04:00","N/A","N/A"
"05.12.2022 04:00 - 05.12.2022 04:30","N/A","N/A"
"05.12.2022 04:30 - 05.12.2022 05:00","N/A","N/A"
"05.12.2022 05:00 - 05.12.2022 05:30","N/A","N/A"
"05.12.2022 05:30 - 05.12.2022 06:00","N/A","N/A"
"05.12.2022 06:00 - 05.12.2022 06:30","N/A","N/A"
"05.12.2022 06:30 - 05.12.2022 07:00","N/A","N/A"
"05.12.2022 07:00 - 05.12.2022 07:30","N/A","N/A"
"05.12.2022 07:30 - 05.12.2022 08:00","N/A","N/A"
"05.12.2022 08:00 - 05.12.2022 08:30","N/A","N/A"
"05.12.2022 08:30 - 05.12.2022 09:00","N/A","N/A"
"05.12.2022 09:00 - 05.12.2022 09:30","N/A","N/A"
"05.12.2022 09:30 - 05.12.2022 10:00","N/A","N/A"
"05.12.2022 10:00 - 05.12.2022 10:30","N/A","N/A"
"05.12.2022 10:30 - 05.12.2022 11:00","N/A","N/A"
"05.12.2022 11:00 - 05.12.2022 11:30","N/A","N/A"
"05.12.2022 11:30 - 05.12.2022 12:00","N/A","N/A"
"05.12.2022 12:00 - 05.12.2022 12:30","N/A","N/A"
"05.12.2022 12:30 - 05.12.2022 13:00","N/A","N/A"
"05.12.2022 13:00 - 05.12.2022 13:30","N/A","N/A"
"05.12.2022 13:30 - 05.12.2022 14:00","N/A","N/A"
"05.12.2022 14:00 - 05.12.2022 14:30","N/A","N/A"
"05.12.2022 14:30 - 05.12.2022 15:00","N/A","N/A"
"05.12.2022 15:00 - 05.12.2022 15:30","N/A","N/A"
"05.12.2022 15:30 - 05.12.2022 16:00","N/A","N/A"
