"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Spain (ES)","Generation - Solar  [MW] Intraday / Spain (ES)","Generation - Solar  [MW] Current / Spain (ES)","Generation - Wind Offshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Offshore  [MW] Intraday / Spain (ES)","Generation - Wind Offshore  [MW] Current / Spain (ES)","Generation - Wind Onshore  [MW] Day Ahead/ Spain (ES)","Generation - Wind Onshore  [MW] Intraday / Spain (ES)","Generation - Wind Onshore  [MW] Current / Spain (ES)"
"31.10.2022 06:00 - 31.10.2022 06:15","3","5","5","n/e","n/e","n/e","9278","10323","10323"
"31.10.2022 06:15 - 31.10.2022 06:30","3","5","5","n/e","n/e","n/e","9449","10494","10494"
"31.10.2022 06:30 - 31.10.2022 06:45","3","5","5","n/e","n/e","n/e","9638","10663","10663"
"31.10.2022 06:45 - 31.10.2022 07:00","4","5","5","n/e","n/e","n/e","9839","10831","10831"
"31.10.2022 07:00 - 31.10.2022 07:15","24","5","5","n/e","n/e","n/e","10070","10868","10868"
"31.10.2022 07:15 - 31.10.2022 07:30","51","35","35","n/e","n/e","n/e","10267","11046","11046"
"31.10.2022 07:30 - 31.10.2022 07:45","97","92","92","n/e","n/e","n/e","10450","11225","11225"
"31.10.2022 07:45 - 31.10.2022 08:00","183","178","178","n/e","n/e","n/e","10613","11398","11398"
"31.10.2022 08:00 - 31.10.2022 08:15","450","429","429","n/e","n/e","n/e","10811","11349","11349"
"31.10.2022 08:15 - 31.10.2022 08:30","768","764","764","n/e","n/e","n/e","10924","11485","11485"
"31.10.2022 08:30 - 31.10.2022 08:45","1213","1149","1149","n/e","n/e","n/e","11006","11602","11602"
"31.10.2022 08:45 - 31.10.2022 09:00","1727","1549","1549","n/e","n/e","n/e","11067","11693","11693"
"31.10.2022 09:00 - 31.10.2022 09:15","2944","2367","2112","n/e","n/e","n/e","11113","11819","11610"
"31.10.2022 09:15 - 31.10.2022 09:30","3496","2772","2440","n/e","n/e","n/e","11163","11847","11616"
"31.10.2022 09:30 - 31.10.2022 09:45","3860","3083","2731","n/e","n/e","n/e","11221","11840","11607"
"31.10.2022 09:45 - 31.10.2022 10:00","4078","3318","2992","n/e","n/e","n/e","11289","11815","11589"
"31.10.2022 10:00 - 31.10.2022 10:15","4242","3575","3273","n/e","n/e","n/e","11351","11742","11948"
"31.10.2022 10:15 - 31.10.2022 10:30","4381","3743","3513","n/e","n/e","n/e","11440","11743","11945"
"31.10.2022 10:30 - 31.10.2022 10:45","4569","3911","3730","n/e","n/e","n/e","11537","11781","11948"
"31.10.2022 10:45 - 31.10.2022 11:00","4777","4071","3914","n/e","n/e","n/e","11636","11844","11955"
"31.10.2022 11:00 - 31.10.2022 11:15","5153","4312","3783","n/e","n/e","n/e","11760","11951","12529"
"31.10.2022 11:15 - 31.10.2022 11:30","5270","4407","3855","n/e","n/e","n/e","11840","12005","12494"
"31.10.2022 11:30 - 31.10.2022 11:45","5274","4445","3897","n/e","n/e","n/e","11901","12030","12458"
"31.10.2022 11:45 - 31.10.2022 12:00","5184","4436","3909","n/e","n/e","n/e","11948","12024","12417"
"31.10.2022 12:00 - 31.10.2022 12:15","5068","4420","3989","n/e","n/e","n/e","11987","12038","12940"
"31.10.2022 12:15 - 31.10.2022 12:30","4897","4366","3926","n/e","n/e","n/e","12032","11980","12870"
"31.10.2022 12:30 - 31.10.2022 12:45","4731","4310","3838","n/e","n/e","n/e","12085","11901","12782"
"31.10.2022 12:45 - 31.10.2022 13:00","4580","4251","3729","n/e","n/e","n/e","12126","11803","12675"
"31.10.2022 13:00 - 31.10.2022 13:15","4416","4215","3711","n/e","n/e","n/e","12250","11718","12603"
"31.10.2022 13:15 - 31.10.2022 13:30","4306","4135","3564","n/e","n/e","n/e","12204","11587","12466"
"31.10.2022 13:30 - 31.10.2022 13:45","4218","4039","3408","n/e","n/e","n/e","12089","11444","12314"
"31.10.2022 13:45 - 31.10.2022 14:00","4137","3921","3243","n/e","n/e","n/e","11920","11289","12145"
"31.10.2022 14:00 - 31.10.2022 14:15","4110","3840","3174","n/e","n/e","n/e","11726","11148","12112"
"31.10.2022 14:15 - 31.10.2022 14:30","3984","3663","2973","n/e","n/e","n/e","11525","10969","11904"
"31.10.2022 14:30 - 31.10.2022 14:45","3816","3457","2766","n/e","n/e","n/e","11339","10777","11691"
"31.10.2022 14:45 - 31.10.2022 15:00","3632","3252","2557","n/e","n/e","n/e","11164","10578","11468"
"31.10.2022 15:00 - 31.10.2022 15:15","3390","2977","2124","n/e","n/e","n/e","11012","10383","11300"
"31.10.2022 15:15 - 31.10.2022 15:30","3274","2886","1998","n/e","n/e","n/e","10830","10174","11077"
"31.10.2022 15:30 - 31.10.2022 15:45","3224","2881","1888","n/e","n/e","n/e","10633","9965","10851"
"31.10.2022 15:45 - 31.10.2022 16:00","3185","2901","1776","n/e","n/e","n/e","10432","9758","10618"
"31.10.2022 16:00 - 31.10.2022 16:15","3414","3239","1431","n/e","n/e","n/e","10197","9551","10427"
"31.10.2022 16:15 - 31.10.2022 16:30","3161","3043","1272","n/e","n/e","n/e","10031","9355","10199"
"31.10.2022 16:30 - 31.10.2022 16:45","2713","2622","1117","n/e","n/e","n/e","9898","9167","9969"
"31.10.2022 16:45 - 31.10.2022 17:00","2141","2057","961","n/e","n/e","n/e","9788","8982","9738"
"31.10.2022 17:00 - 31.10.2022 17:15","1569","1456","884","n/e","n/e","n/e","9706","8818","9239"
"31.10.2022 17:15 - 31.10.2022 17:30","1040","948","702","n/e","n/e","n/e","9600","8624","9043"
"31.10.2022 17:30 - 31.10.2022 17:45","666","609","517","n/e","n/e","n/e","9476","8419","8846"
"31.10.2022 17:45 - 31.10.2022 18:00","428","412","344","n/e","n/e","n/e","9337","8210","8646"
"31.10.2022 18:00 - 31.10.2022 18:15","294","328","119","n/e","n/e","n/e","9209","7994","8236"
"31.10.2022 18:15 - 31.10.2022 18:30","204","263","56","n/e","n/e","n/e","9046","7795","8069"
"31.10.2022 18:30 - 31.10.2022 18:45","133","194","20","n/e","n/e","n/e","8877","7609","7894"
"31.10.2022 18:45 - 31.10.2022 19:00","75","122","4","n/e","n/e","n/e","8698","7428","7706"
"31.10.2022 19:00 - 31.10.2022 19:15","10","28","1","n/e","n/e","n/e","8548","7290","7860"
"31.10.2022 19:15 - 31.10.2022 19:30","3","8","1","n/e","n/e","n/e","8338","7083","7601"
"31.10.2022 19:30 - 31.10.2022 19:45","0","0","2","n/e","n/e","n/e","8108","6850","7329"
"31.10.2022 19:45 - 31.10.2022 20:00","0","0","4","n/e","n/e","n/e","7863","6598","7052"
"31.10.2022 20:00 - 31.10.2022 20:15","0","4","2","n/e","n/e","n/e","7631","6355","6971"
"31.10.2022 20:15 - 31.10.2022 20:30","0","10","3","n/e","n/e","n/e","7368","6087","6736"
"31.10.2022 20:30 - 31.10.2022 20:45","1","14","6","n/e","n/e","n/e","7104","5822","6490"
"31.10.2022 20:45 - 31.10.2022 21:00","1","15","8","n/e","n/e","n/e","6842","5561","6238"
"31.10.2022 21:00 - 31.10.2022 21:15","1","15","14","n/e","n/e","n/e","6584","5323","6419"
"31.10.2022 21:15 - 31.10.2022 21:30","1","14","18","n/e","n/e","n/e","6337","5062","6187"
"31.10.2022 21:30 - 31.10.2022 21:45","2","14","22","n/e","n/e","n/e","6101","4800","5947"
"31.10.2022 21:45 - 31.10.2022 22:00","2","14","25","n/e","n/e","n/e","5876","4548","5702"
"31.10.2022 22:00 - 31.10.2022 22:15","2","15","23","n/e","n/e","n/e","5664","4270","5847"
"31.10.2022 22:15 - 31.10.2022 22:30","3","16","24","n/e","n/e","n/e","5451","4070","5575"
"31.10.2022 22:30 - 31.10.2022 22:45","3","18","25","n/e","n/e","n/e","5241","3910","5321"
"31.10.2022 22:45 - 31.10.2022 23:00","2","20","25","n/e","n/e","n/e","5039","3785","5086"
"31.10.2022 23:00 - 31.10.2022 23:15","2","25","11","n/e","n/e","n/e","4829","3652","5657"
"31.10.2022 23:15 - 31.10.2022 23:30","2","24","11","n/e","n/e","n/e","4653","3581","5403"
"31.10.2022 23:30 - 31.10.2022 23:45","2","20","12","n/e","n/e","n/e","4495","3528","5163"
"31.10.2022 23:45 - 01.11.2022 00:00","2","14","13","n/e","n/e","n/e","4352","3493","4939"
"01.11.2022 00:00 - 01.11.2022 00:15","33","6","6","n/e","n/e","n/e","3741","4535","4535"
"01.11.2022 00:15 - 01.11.2022 00:30","35","7","7","n/e","n/e","n/e","3638","4379","4379"
"01.11.2022 00:30 - 01.11.2022 00:45","36","8","8","n/e","n/e","n/e","3559","4238","4238"
"01.11.2022 00:45 - 01.11.2022 01:00","38","9","9","n/e","n/e","n/e","3508","4112","4112"
"01.11.2022 01:00 - 01.11.2022 01:15","41","10","10","n/e","n/e","n/e","3442","4328","4328"
"01.11.2022 01:15 - 01.11.2022 01:30","43","10","10","n/e","n/e","n/e","3438","4231","4231"
"01.11.2022 01:30 - 01.11.2022 01:45","43","11","11","n/e","n/e","n/e","3452","4135","4135"
"01.11.2022 01:45 - 01.11.2022 02:00","43","12","12","n/e","n/e","n/e","3473","4041","4041"
"01.11.2022 02:00 - 01.11.2022 02:15","43","8","8","n/e","n/e","n/e","3533","3845","3845"
"01.11.2022 02:15 - 01.11.2022 02:30","42","8","8","n/e","n/e","n/e","3524","3767","3767"
"01.11.2022 02:30 - 01.11.2022 02:45","42","8","8","n/e","n/e","n/e","3485","3683","3683"
"01.11.2022 02:45 - 01.11.2022 03:00","42","8","8","n/e","n/e","n/e","3423","3598","3598"
"01.11.2022 03:00 - 01.11.2022 03:15","42","4","4","n/e","n/e","n/e","3339","3699","3699"
"01.11.2022 03:15 - 01.11.2022 03:30","41","4","4","n/e","n/e","n/e","3274","3614","3614"
"01.11.2022 03:30 - 01.11.2022 03:45","38","3","3","n/e","n/e","n/e","3223","3527","3527"
"01.11.2022 03:45 - 01.11.2022 04:00","35","3","3","n/e","n/e","n/e","3185","3443","3443"
"01.11.2022 04:00 - 01.11.2022 04:15","32","1","1","n/e","n/e","n/e","3154","3351","3351"
"01.11.2022 04:15 - 01.11.2022 04:30","28","1","1","n/e","n/e","n/e","3125","3280","3280"
"01.11.2022 04:30 - 01.11.2022 04:45","24","1","1","n/e","n/e","n/e","3094","3217","3217"
"01.11.2022 04:45 - 01.11.2022 05:00","20","1","1","n/e","n/e","n/e","3060","3159","3159"
"01.11.2022 05:00 - 01.11.2022 05:15","16","0","0","n/e","n/e","n/e","3023","3545","3545"
"01.11.2022 05:15 - 01.11.2022 05:30","14","0","0","n/e","n/e","n/e","2990","3453","3453"
"01.11.2022 05:30 - 01.11.2022 05:45","13","0","0","n/e","n/e","n/e","2959","3366","3366"
"01.11.2022 05:45 - 01.11.2022 06:00","12","0","0","n/e","n/e","n/e","2930","3283","3283"
"01.11.2022 06:00 - 01.11.2022 06:15","13","0","0","n/e","n/e","n/e","2904","3371","3371"
"01.11.2022 06:15 - 01.11.2022 06:30","13","0","0","n/e","n/e","n/e","2874","3313","3313"
"01.11.2022 06:30 - 01.11.2022 06:45","13","0","0","n/e","n/e","n/e","2840","3261","3261"
"01.11.2022 06:45 - 01.11.2022 07:00","13","0","0","n/e","n/e","n/e","2807","3214","3214"
"01.11.2022 07:00 - 01.11.2022 07:15","12","4","4","n/e","n/e","n/e","2768","3254","3254"
"01.11.2022 07:15 - 01.11.2022 07:30","22","25","25","n/e","n/e","n/e","2740","3223","3223"
"01.11.2022 07:30 - 01.11.2022 07:45","70","94","94","n/e","n/e","n/e","2717","3195","3195"
"01.11.2022 07:45 - 01.11.2022 08:00","145","195","195","n/e","n/e","n/e","2696","3167","3167"
"01.11.2022 08:00 - 01.11.2022 08:15","926","856","856","n/e","n/e","n/e","2686","3138","3138"
"01.11.2022 08:15 - 01.11.2022 08:30","1416","1466","1466","n/e","n/e","n/e","2656","3101","3101"
"01.11.2022 08:30 - 01.11.2022 08:45","1993","2161","2161","n/e","n/e","n/e","2616","3065","3065"
"01.11.2022 08:45 - 01.11.2022 09:00","2619","2888","2888","n/e","n/e","n/e","2574","3029","3029"
"01.11.2022 09:00 - 01.11.2022 09:15","3779","4313","4394","n/e","n/e","n/e","2504","2986","3028"
"01.11.2022 09:15 - 01.11.2022 09:30","4462","5079","5077","n/e","n/e","n/e","2484","2958","2996"
"01.11.2022 09:30 - 01.11.2022 09:45","5056","5715","5676","n/e","n/e","n/e","2485","2936","2973"
"01.11.2022 09:45 - 01.11.2022 10:00","5563","6234","6195","n/e","n/e","n/e","2509","2925","2960"
"01.11.2022 10:00 - 01.11.2022 10:15","6204","6898","6833","n/e","n/e","n/e","2520","2891","2897"
"01.11.2022 10:15 - 01.11.2022 10:30","6607","7295","7273","n/e","n/e","n/e","2583","2911","2911"
"01.11.2022 10:30 - 01.11.2022 10:45","6970","7656","7650","n/e","n/e","n/e","2663","2951","2940"
"01.11.2022 10:45 - 01.11.2022 11:00","7298","7982","7969","n/e","n/e","n/e","2754","3009","2984"
"01.11.2022 11:00 - 01.11.2022 11:15","7696","8394","8587","n/e","n/e","n/e","2863","3069","3042"
"01.11.2022 11:15 - 01.11.2022 11:30","7957","8651","8743","n/e","n/e","n/e","2960","3149","3132"
"01.11.2022 11:30 - 01.11.2022 11:45","8181","8864","8827","n/e","n/e","n/e","3050","3234","3220"
"01.11.2022 11:45 - 01.11.2022 12:00","8370","9038","8869","n/e","n/e","n/e","3128","3318","3301"
"01.11.2022 12:00 - 01.11.2022 12:15","8597","9236","8930","n/e","n/e","n/e","3238","3429","3539"
"01.11.2022 12:15 - 01.11.2022 12:30","8725","9356","9033","n/e","n/e","n/e","3274","3491","3602"
"01.11.2022 12:30 - 01.11.2022 12:45","8823","9454","9133","n/e","n/e","n/e","3283","3531","3651"
"01.11.2022 12:45 - 01.11.2022 13:00","8892","9528","9223","n/e","n/e","n/e","3271","3554","3684"
"01.11.2022 13:00 - 01.11.2022 13:15","8996","9652","9145","n/e","n/e","n/e","3244","3584","3304"
"01.11.2022 13:15 - 01.11.2022 13:30","9001","9650","9146","n/e","n/e","n/e","3224","3579","3314"
"01.11.2022 13:30 - 01.11.2022 13:45","8972","9603","9126","n/e","n/e","n/e","3212","3565","3309"
"01.11.2022 13:45 - 01.11.2022 14:00","8913","9519","9089","n/e","n/e","n/e","3205","3541","3291"
"01.11.2022 14:00 - 01.11.2022 14:15","8881","9435","9210","n/e","n/e","n/e","3213","3530","3422"
"01.11.2022 14:15 - 01.11.2022 14:30","8771","9317","9155","n/e","n/e","n/e","3200","3485","3371"
"01.11.2022 14:30 - 01.11.2022 14:45","8638","9197","9078","n/e","n/e","n/e","3176","3429","3307"
"01.11.2022 14:45 - 01.11.2022 15:00","8474","9060","8962","n/e","n/e","n/e","3142","3362","3232"
"01.11.2022 15:00 - 01.11.2022 15:15","8412","9041","9012","n/e","n/e","n/e","3115","3302","3484"
"01.11.2022 15:15 - 01.11.2022 15:30","8149","8811","8737","n/e","n/e","n/e","3062","3220","3378"
"01.11.2022 15:30 - 01.11.2022 15:45","7817","8503","8356","n/e","n/e","n/e","3001","3133","3268"
"01.11.2022 15:45 - 01.11.2022 16:00","7387","8083","7854","n/e","n/e","n/e","2933","3044","3157"
"01.11.2022 16:00 - 01.11.2022 16:15","7277","8019","8050","n/e","n/e","n/e","2867","2952","2879"
"01.11.2022 16:15 - 01.11.2022 16:30","6507","7204","7039","n/e","n/e","n/e","2793","2867","2812"
"01.11.2022 16:30 - 01.11.2022 16:45","5554","6171","5912","n/e","n/e","n/e","2719","2788","2744"
"01.11.2022 16:45 - 01.11.2022 17:00","4494","5008","4748","n/e","n/e","n/e","2650","2716","2674"
"01.11.2022 17:00 - 01.11.2022 17:15","3611","4031","3560","n/e","n/e","n/e","2566","2643","2783"
"01.11.2022 17:15 - 01.11.2022 17:30","2588","2891","2643","n/e","n/e","n/e","2518","2580","2713"
"01.11.2022 17:30 - 01.11.2022 17:45","1751","1952","1873","n/e","n/e","n/e","2485","2520","2644"
"01.11.2022 17:45 - 01.11.2022 18:00","1105","1223","1249","n/e","n/e","n/e","2460","2462","2573"
"01.11.2022 18:00 - 01.11.2022 18:15","550","585","844","n/e","n/e","n/e","2455","2411","2469"
"01.11.2022 18:15 - 01.11.2022 18:30","301","310","532","n/e","n/e","n/e","2422","2350","2393"
"01.11.2022 18:30 - 01.11.2022 18:45","181","179","336","n/e","n/e","n/e","2376","2287","2316"
"01.11.2022 18:45 - 01.11.2022 19:00","147","134","228","n/e","n/e","n/e","2319","2223","2241"
"01.11.2022 19:00 - 01.11.2022 19:15","111","94","151","n/e","n/e","n/e","2253","2150","2018"
"01.11.2022 19:15 - 01.11.2022 19:30","97","68","131","n/e","n/e","n/e","2194","2097","1982"
"01.11.2022 19:30 - 01.11.2022 19:45","90","51","119","n/e","n/e","n/e","2144","2055","1960"
"01.11.2022 19:45 - 01.11.2022 20:00","90","41","112","n/e","n/e","n/e","2103","2021","1947"
"01.11.2022 20:00 - 01.11.2022 20:15","92","34","45","n/e","n/e","n/e","2051","1987","2068"
"01.11.2022 20:15 - 01.11.2022 20:30","97","32","40","n/e","n/e","n/e","2033","1963","2031"
"01.11.2022 20:30 - 01.11.2022 20:45","101","31","36","n/e","n/e","n/e","2026","1941","2000"
"01.11.2022 20:45 - 01.11.2022 21:00","106","30","34","n/e","n/e","n/e","2027","1921","1974"
"01.11.2022 21:00 - 01.11.2022 21:15","112","29","39","n/e","n/e","n/e","2040","1895","1865"
"01.11.2022 21:15 - 01.11.2022 21:30","114","29","36","n/e","n/e","n/e","2036","1884","1882"
"01.11.2022 21:30 - 01.11.2022 21:45","116","28","35","n/e","n/e","n/e","2023","1879","1899"
"01.11.2022 21:45 - 01.11.2022 22:00","116","28","35","n/e","n/e","n/e","2003","1880","1917"
"01.11.2022 22:00 - 01.11.2022 22:15","126","27","24","n/e","n/e","n/e","1975","1877","1828"
"01.11.2022 22:15 - 01.11.2022 22:30","113","27","23","n/e","n/e","n/e","1953","1888","1839"
"01.11.2022 22:30 - 01.11.2022 22:45","93","28","21","n/e","n/e","n/e","1935","1905","1844"
"01.11.2022 22:45 - 01.11.2022 23:00","70","29","19","n/e","n/e","n/e","1925","1926","1849"
"01.11.2022 23:00 - 01.11.2022 23:15","40","29","17","n/e","n/e","n/e","1905","1948","1589"
"01.11.2022 23:15 - 01.11.2022 23:30","26","31","16","n/e","n/e","n/e","1911","1974","1616"
"01.11.2022 23:30 - 01.11.2022 23:45","21","34","16","n/e","n/e","n/e","1927","2000","1641"
"01.11.2022 23:45 - 02.11.2022 00:00","23","37","14","n/e","n/e","n/e","1950","2025","1666"
"02.11.2022 00:00 - 02.11.2022 00:15","53","14","14","n/e","n/e","n/e","2099","1521","1521"
"02.11.2022 00:15 - 02.11.2022 00:30","50","10","10","n/e","n/e","n/e","2095","1543","1543"
"02.11.2022 00:30 - 02.11.2022 00:45","48","7","7","n/e","n/e","n/e","2049","1562","1562"
"02.11.2022 00:45 - 02.11.2022 01:00","45","4","4","n/e","n/e","n/e","1980","1580","1580"
"02.11.2022 01:00 - 02.11.2022 01:15","42","1","1","n/e","n/e","n/e","1854","1554","1554"
"02.11.2022 01:15 - 02.11.2022 01:30","40","0","0","n/e","n/e","n/e","1817","1567","1567"
"02.11.2022 01:30 - 02.11.2022 01:45","40","0","0","n/e","n/e","n/e","1825","1576","1576"
"02.11.2022 01:45 - 02.11.2022 02:00","40","0","0","n/e","n/e","n/e","1864","1582","1582"
"02.11.2022 02:00 - 02.11.2022 02:15","41","7","7","n/e","n/e","n/e","1945","1615","1615"
"02.11.2022 02:15 - 02.11.2022 02:30","41","8","8","n/e","n/e","n/e","1981","1605","1605"
"02.11.2022 02:30 - 02.11.2022 02:45","41","9","9","n/e","n/e","n/e","1988","1589","1589"
"02.11.2022 02:45 - 02.11.2022 03:00","40","10","10","n/e","n/e","n/e","1972","1572","1572"
"02.11.2022 03:00 - 02.11.2022 03:15","40","6","6","n/e","n/e","n/e","1940","1789","1789"
"02.11.2022 03:15 - 02.11.2022 03:30","40","7","7","n/e","n/e","n/e","1912","1759","1759"
"02.11.2022 03:30 - 02.11.2022 03:45","39","9","9","n/e","n/e","n/e","1893","1726","1726"
"02.11.2022 03:45 - 02.11.2022 04:00","40","10","10","n/e","n/e","n/e","1882","1696","1696"
"02.11.2022 04:00 - 02.11.2022 04:15","40","9","9","n/e","n/e","n/e","1875","1858","1858"
"02.11.2022 04:15 - 02.11.2022 04:30","40","10","10","n/e","n/e","n/e","1870","1838","1838"
"02.11.2022 04:30 - 02.11.2022 04:45","39","11","11","n/e","n/e","n/e","1863","1817","1817"
"02.11.2022 04:45 - 02.11.2022 05:00","39","11","11","n/e","n/e","n/e","1854","1801","1801"
"02.11.2022 05:00 - 02.11.2022 05:15","38","8","8","n/e","n/e","n/e","1847","1915","1915"
"02.11.2022 05:15 - 02.11.2022 05:30","37","8","8","n/e","n/e","n/e","1833","1904","1904"
"02.11.2022 05:30 - 02.11.2022 05:45","36","8","8","n/e","n/e","n/e","1816","1893","1893"
"02.11.2022 05:45 - 02.11.2022 06:00","35","9","9","n/e","n/e","n/e","1798","1882","1882"
"02.11.2022 06:00 - 02.11.2022 06:15","33","4","4","n/e","n/e","n/e","1779","1744","1744"
"02.11.2022 06:15 - 02.11.2022 06:30","34","6","6","n/e","n/e","n/e","1759","1742","1742"
"02.11.2022 06:30 - 02.11.2022 06:45","35","8","8","n/e","n/e","n/e","1740","1733","1733"
"02.11.2022 06:45 - 02.11.2022 07:00","37","10","10","n/e","n/e","n/e","1720","1717","1717"
"02.11.2022 07:00 - 02.11.2022 07:15","40","12","12","n/e","n/e","n/e","1705","1719","1719"
"02.11.2022 07:15 - 02.11.2022 07:30","55","36","36","n/e","n/e","n/e","1682","1711","1711"
"02.11.2022 07:30 - 02.11.2022 07:45","111","105","105","n/e","n/e","n/e","1656","1700","1700"
"02.11.2022 07:45 - 02.11.2022 08:00","204","211","211","n/e","n/e","n/e","1628","1685","1685"
"02.11.2022 08:00 - 02.11.2022 08:15","1084","841","841","n/e","n/e","n/e","1601","1738","1738"
"02.11.2022 08:15 - 02.11.2022 08:30","1705","1482","1482","n/e","n/e","n/e","1569","1725","1725"
"02.11.2022 08:30 - 02.11.2022 08:45","2478","2229","2229","n/e","n/e","n/e","1536","1706","1706"
"02.11.2022 08:45 - 02.11.2022 09:00","3333","3024","3024","n/e","n/e","n/e","1507","1683","1683"
"02.11.2022 09:00 - 02.11.2022 09:15","5049","4627","4699","n/e","n/e","n/e","1460","1658","1758"
"02.11.2022 09:15 - 02.11.2022 09:30","5968","5516","5490","n/e","n/e","n/e","1451","1629","1722"
"02.11.2022 09:30 - 02.11.2022 09:45","6701","6282","6206","n/e","n/e","n/e","1458","1600","1680"
"02.11.2022 09:45 - 02.11.2022 10:00","7265","6928","6842","n/e","n/e","n/e","1481","1577","1640"
"02.11.2022 10:00 - 02.11.2022 10:15","7950","7850","7159","n/e","n/e","n/e","1496","1523","1586"
"02.11.2022 10:15 - 02.11.2022 10:30","8324","8348","7715","n/e","n/e","n/e","1547","1535","1584"
"02.11.2022 10:30 - 02.11.2022 10:45","8654","8762","8192","n/e","n/e","n/e","1611","1574","1594"
"02.11.2022 10:45 - 02.11.2022 11:00","8948","9098","8591","n/e","n/e","n/e","1680","1641","1622"
"02.11.2022 11:00 - 02.11.2022 11:15","9313","9535","8766","n/e","n/e","n/e","1768","1696","1498"
"02.11.2022 11:15 - 02.11.2022 11:30","9542","9735","9010","n/e","n/e","n/e","1830","1814","1589"
"02.11.2022 11:30 - 02.11.2022 11:45","9734","9868","9202","n/e","n/e","n/e","1881","1956","1700"
"02.11.2022 11:45 - 02.11.2022 12:00","9888","9947","9345","n/e","n/e","n/e","1934","2115","1829"
"02.11.2022 12:00 - 02.11.2022 12:15","10092","10031","9792","n/e","n/e","n/e","1946","2313","1874"
"02.11.2022 12:15 - 02.11.2022 12:30","10169","10045","9866","n/e","n/e","n/e","2045","2482","2038"
"02.11.2022 12:30 - 02.11.2022 12:45","10205","10044","9902","n/e","n/e","n/e","2185","2643","2209"
"02.11.2022 12:45 - 02.11.2022 13:00","10204","10029","9901","n/e","n/e","n/e","2351","2797","2382"
"02.11.2022 13:00 - 02.11.2022 13:15","10225","10040","9868","n/e","n/e","n/e","2588","2970","2617"
"02.11.2022 13:15 - 02.11.2022 13:30","10164","9984","9825","n/e","n/e","n/e","2739","3115","2785"
"02.11.2022 13:30 - 02.11.2022 13:45","10079","9902","9782","n/e","n/e","n/e","2852","3256","2949"
