"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ Ireland (IE)","Generation - Solar  [MW] Intraday / Ireland (IE)","Generation - Solar  [MW] Current / Ireland (IE)","Generation - Wind Offshore  [MW] Day Ahead/ Ireland (IE)","Generation - Wind Offshore  [MW] Intraday / Ireland (IE)","Generation - Wind Offshore  [MW] Current / Ireland (IE)","Generation - Wind Onshore  [MW] Day Ahead/ Ireland (IE)","Generation - Wind Onshore  [MW] Intraday / Ireland (IE)","Generation - Wind Onshore  [MW] Current / Ireland (IE)"
"17.12.2022 11:00 - 17.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","1051","n/e","n/e"
"17.12.2022 12:00 - 17.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","1027","n/e","n/e"
"17.12.2022 13:00 - 17.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","997","n/e","n/e"
"17.12.2022 14:00 - 17.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","1010","n/e","n/e"
"17.12.2022 15:00 - 17.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","1069","n/e","n/e"
"17.12.2022 16:00 - 17.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","1153","n/e","n/e"
"17.12.2022 17:00 - 17.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","1281","n/e","n/e"
"17.12.2022 18:00 - 17.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","1460","n/e","n/e"
"17.12.2022 19:00 - 17.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","1654","n/e","n/e"
"17.12.2022 20:00 - 17.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","1804","n/e","n/e"
"17.12.2022 21:00 - 17.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","1894","n/e","n/e"
"17.12.2022 22:00 - 17.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","1956","n/e","n/e"
"17.12.2022 23:00 - 18.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","2010","n/e","n/e"
"18.12.2022 00:00 - 18.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","2056","n/e","n/e"
"18.12.2022 01:00 - 18.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","2422","n/e","n/e"
"18.12.2022 02:00 - 18.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","2681","n/e","n/e"
"18.12.2022 03:00 - 18.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","2936","n/e","n/e"
"18.12.2022 04:00 - 18.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","3156","n/e","n/e"
"18.12.2022 05:00 - 18.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","3343","n/e","n/e"
"18.12.2022 06:00 - 18.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","3532","n/e","n/e"
"18.12.2022 07:00 - 18.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","3693","n/e","n/e"
"18.12.2022 08:00 - 18.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","3801","n/e","n/e"
"18.12.2022 09:00 - 18.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","3889","n/e","n/e"
"18.12.2022 10:00 - 18.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","3944","n/e","n/e"
"18.12.2022 11:00 - 18.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","3950","n/e","n/e"
"18.12.2022 12:00 - 18.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","3895","n/e","n/e"
"18.12.2022 13:00 - 18.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","3761","n/e","n/e"
"18.12.2022 14:00 - 18.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","3587","n/e","n/e"
"18.12.2022 15:00 - 18.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","3388","n/e","n/e"
"18.12.2022 16:00 - 18.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","3168","n/e","n/e"
"18.12.2022 17:00 - 18.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","2986","n/e","n/e"
"18.12.2022 18:00 - 18.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","2862","n/e","n/e"
"18.12.2022 19:00 - 18.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","2800","n/e","n/e"
"18.12.2022 20:00 - 18.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","2780","n/e","n/e"
"18.12.2022 21:00 - 18.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","2806","n/e","n/e"
"18.12.2022 22:00 - 18.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","2853","n/e","n/e"
"18.12.2022 23:00 - 19.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","2906","n/e","n/e"
"19.12.2022 00:00 - 19.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","2981","n/e","n/e"
"19.12.2022 01:00 - 19.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","3501","n/e","n/e"
"19.12.2022 02:00 - 19.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","3552","n/e","n/e"
"19.12.2022 03:00 - 19.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","3596","n/e","n/e"
"19.12.2022 04:00 - 19.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","3631","n/e","n/e"
"19.12.2022 05:00 - 19.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","3666","n/e","n/e"
"19.12.2022 06:00 - 19.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","3709","n/e","n/e"
"19.12.2022 07:00 - 19.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","3761","n/e","n/e"
"19.12.2022 08:00 - 19.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","3810","n/e","n/e"
"19.12.2022 09:00 - 19.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","3842","n/e","n/e"
"19.12.2022 10:00 - 19.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","3852","n/e","n/e"
"19.12.2022 11:00 - 19.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","3818","n/e","n/e"
"19.12.2022 12:00 - 19.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","3705","n/e","n/e"
"19.12.2022 13:00 - 19.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","3521","n/e","n/e"
"19.12.2022 14:00 - 19.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","3280","n/e","n/e"
"19.12.2022 15:00 - 19.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","3008","n/e","n/e"
"19.12.2022 16:00 - 19.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","2731","n/e","n/e"
"19.12.2022 17:00 - 19.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","2513","n/e","n/e"
"19.12.2022 18:00 - 19.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","2455","n/e","n/e"
"19.12.2022 19:00 - 19.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","2549","n/e","n/e"
"19.12.2022 20:00 - 19.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","2702","n/e","n/e"
"19.12.2022 21:00 - 19.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","2861","n/e","n/e"
"19.12.2022 22:00 - 19.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","3029","n/e","n/e"
"19.12.2022 23:00 - 20.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","3181","n/e","n/e"
"20.12.2022 00:00 - 20.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","3294","n/e","n/e"
"20.12.2022 01:00 - 20.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","3078","n/e","n/e"
"20.12.2022 02:00 - 20.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","2977","n/e","n/e"
"20.12.2022 03:00 - 20.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","2840","n/e","n/e"
"20.12.2022 04:00 - 20.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","2764","n/e","n/e"
"20.12.2022 05:00 - 20.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","2762","n/e","n/e"
"20.12.2022 06:00 - 20.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","2777","n/e","n/e"
"20.12.2022 07:00 - 20.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","2806","n/e","n/e"
"20.12.2022 08:00 - 20.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","2849","n/e","n/e"
"20.12.2022 09:00 - 20.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","2924","n/e","n/e"
"20.12.2022 10:00 - 20.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","3004","n/e","n/e"
"20.12.2022 11:00 - 20.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","3094","n/e","n/e"
"20.12.2022 12:00 - 20.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","3192","n/e","n/e"
"20.12.2022 13:00 - 20.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","3283","n/e","n/e"
"20.12.2022 14:00 - 20.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","3343","n/e","n/e"
"20.12.2022 15:00 - 20.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","3377","n/e","n/e"
"20.12.2022 16:00 - 20.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","3369","n/e","n/e"
"20.12.2022 17:00 - 20.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","3346","n/e","n/e"
"20.12.2022 18:00 - 20.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","3330","n/e","n/e"
"20.12.2022 19:00 - 20.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","3348","n/e","n/e"
"20.12.2022 20:00 - 20.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","3388","n/e","n/e"
"20.12.2022 21:00 - 20.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","3438","n/e","n/e"
"20.12.2022 22:00 - 20.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","3510","n/e","n/e"
"20.12.2022 23:00 - 21.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","3583","n/e","n/e"
"21.12.2022 00:00 - 21.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","3656","n/e","n/e"
"21.12.2022 01:00 - 21.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","3043","n/e","n/e"
"21.12.2022 02:00 - 21.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","3107","n/e","n/e"
"21.12.2022 03:00 - 21.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","3242","n/e","n/e"
"21.12.2022 04:00 - 21.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","3396","n/e","n/e"
"21.12.2022 05:00 - 21.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","3491","n/e","n/e"
"21.12.2022 06:00 - 21.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","3549","n/e","n/e"
"21.12.2022 07:00 - 21.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","3564","n/e","n/e"
"21.12.2022 08:00 - 21.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","3533","n/e","n/e"
"21.12.2022 09:00 - 21.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","3495","n/e","n/e"
"21.12.2022 10:00 - 21.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","3444","n/e","n/e"
"21.12.2022 11:00 - 21.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","3410","n/e","n/e"
"21.12.2022 12:00 - 21.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","3399","n/e","n/e"
"21.12.2022 13:00 - 21.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","3358","n/e","n/e"
"21.12.2022 14:00 - 21.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","3259","n/e","n/e"
"21.12.2022 15:00 - 21.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","3071","n/e","n/e"
"21.12.2022 16:00 - 21.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","2754","n/e","n/e"
"21.12.2022 17:00 - 21.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","2362","n/e","n/e"
"21.12.2022 18:00 - 21.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","2094","n/e","n/e"
"21.12.2022 19:00 - 21.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","1958","n/e","n/e"
"21.12.2022 20:00 - 21.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","1881","n/e","n/e"
"21.12.2022 21:00 - 21.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","1825","n/e","n/e"
"21.12.2022 22:00 - 21.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","1787","n/e","n/e"
"21.12.2022 23:00 - 22.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","1746","n/e","n/e"
"22.12.2022 00:00 - 22.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","1668","n/e","n/e"
"22.12.2022 01:00 - 22.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","1319","n/e","n/e"
"22.12.2022 02:00 - 22.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","1301","n/e","n/e"
"22.12.2022 03:00 - 22.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1157","n/e","n/e"
"22.12.2022 04:00 - 22.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","995","n/e","n/e"
"22.12.2022 05:00 - 22.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","916","n/e","n/e"
"22.12.2022 06:00 - 22.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","876","n/e","n/e"
"22.12.2022 07:00 - 22.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","871","n/e","n/e"
"22.12.2022 08:00 - 22.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","911","n/e","n/e"
"22.12.2022 09:00 - 22.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","1017","n/e","n/e"
"22.12.2022 10:00 - 22.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","1219","n/e","n/e"
"22.12.2022 11:00 - 22.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","1502","n/e","n/e"
"22.12.2022 12:00 - 22.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","1821","n/e","n/e"
"22.12.2022 13:00 - 22.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","2090","n/e","n/e"
"22.12.2022 14:00 - 22.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","2277","n/e","n/e"
"22.12.2022 15:00 - 22.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","2417","n/e","n/e"
"22.12.2022 16:00 - 22.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","2508","n/e","n/e"
"22.12.2022 17:00 - 22.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","2516","n/e","n/e"
"22.12.2022 18:00 - 22.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","2447","n/e","n/e"
"22.12.2022 19:00 - 22.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","2309","n/e","n/e"
"22.12.2022 20:00 - 22.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","2092","n/e","n/e"
"22.12.2022 21:00 - 22.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","1854","n/e","n/e"
"22.12.2022 22:00 - 22.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","1624","n/e","n/e"
"22.12.2022 23:00 - 23.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","1431","n/e","n/e"
"23.12.2022 00:00 - 23.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","1270","n/e","n/e"
"23.12.2022 01:00 - 23.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","465","n/e","n/e"
"23.12.2022 02:00 - 23.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","668","n/e","n/e"
"23.12.2022 03:00 - 23.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","972","n/e","n/e"
"23.12.2022 04:00 - 23.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","1330","n/e","n/e"
"23.12.2022 05:00 - 23.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","1673","n/e","n/e"
"23.12.2022 06:00 - 23.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","1999","n/e","n/e"
"23.12.2022 07:00 - 23.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","2287","n/e","n/e"
"23.12.2022 08:00 - 23.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","2483","n/e","n/e"
"23.12.2022 09:00 - 23.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","2580","n/e","n/e"
"23.12.2022 10:00 - 23.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","2583","n/e","n/e"
"23.12.2022 11:00 - 23.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","2576","n/e","n/e"
"23.12.2022 12:00 - 23.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","2545","n/e","n/e"
"23.12.2022 13:00 - 23.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","2487","n/e","n/e"
"23.12.2022 14:00 - 23.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","2423","n/e","n/e"
"23.12.2022 15:00 - 23.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","2361","n/e","n/e"
"23.12.2022 16:00 - 23.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","2310","n/e","n/e"
"23.12.2022 17:00 - 23.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","2301","n/e","n/e"
"23.12.2022 18:00 - 23.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","2356","n/e","n/e"
"23.12.2022 19:00 - 23.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","2471","n/e","n/e"
"23.12.2022 20:00 - 23.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","2606","n/e","n/e"
"23.12.2022 21:00 - 23.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","2736","n/e","n/e"
"23.12.2022 22:00 - 23.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","2842","n/e","n/e"
"23.12.2022 23:00 - 24.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","2913","n/e","n/e"
"24.12.2022 00:00 - 24.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","2963","n/e","n/e"
"24.12.2022 01:00 - 24.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 02:00 - 24.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 03:00 - 24.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 04:00 - 24.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 05:00 - 24.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 06:00 - 24.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 07:00 - 24.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 08:00 - 24.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 09:00 - 24.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 10:00 - 24.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 11:00 - 24.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 12:00 - 24.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 13:00 - 24.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 14:00 - 24.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 15:00 - 24.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 16:00 - 24.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 17:00 - 24.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 18:00 - 24.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 19:00 - 24.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 20:00 - 24.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 21:00 - 24.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 22:00 - 24.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"24.12.2022 23:00 - 25.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 00:00 - 25.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 01:00 - 25.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 02:00 - 25.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 03:00 - 25.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 04:00 - 25.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 05:00 - 25.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 06:00 - 25.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 07:00 - 25.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 08:00 - 25.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 09:00 - 25.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 10:00 - 25.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 11:00 - 25.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 12:00 - 25.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 13:00 - 25.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 14:00 - 25.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 15:00 - 25.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 16:00 - 25.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 17:00 - 25.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 18:00 - 25.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 19:00 - 25.12.2022 20:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 20:00 - 25.12.2022 21:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 21:00 - 25.12.2022 22:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 22:00 - 25.12.2022 23:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"25.12.2022 23:00 - 26.12.2022 00:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"26.12.2022 00:00 - 26.12.2022 01:00","n/e","n/e","n/e","N/A","n/e","n/e","N/A","n/e","n/e"
"26.12.2022 01:00 - 26.12.2022 02:00","n/e","n/e","n/e","N/A","n/e","n/e","1835","n/e","n/e"
"26.12.2022 02:00 - 26.12.2022 03:00","n/e","n/e","n/e","N/A","n/e","n/e","1905","n/e","n/e"
"26.12.2022 03:00 - 26.12.2022 04:00","n/e","n/e","n/e","N/A","n/e","n/e","1962","n/e","n/e"
"26.12.2022 04:00 - 26.12.2022 05:00","n/e","n/e","n/e","N/A","n/e","n/e","2171","n/e","n/e"
"26.12.2022 05:00 - 26.12.2022 06:00","n/e","n/e","n/e","N/A","n/e","n/e","2321","n/e","n/e"
"26.12.2022 06:00 - 26.12.2022 07:00","n/e","n/e","n/e","N/A","n/e","n/e","2440","n/e","n/e"
"26.12.2022 07:00 - 26.12.2022 08:00","n/e","n/e","n/e","N/A","n/e","n/e","2479","n/e","n/e"
"26.12.2022 08:00 - 26.12.2022 09:00","n/e","n/e","n/e","N/A","n/e","n/e","2407","n/e","n/e"
"26.12.2022 09:00 - 26.12.2022 10:00","n/e","n/e","n/e","N/A","n/e","n/e","2310","n/e","n/e"
"26.12.2022 10:00 - 26.12.2022 11:00","n/e","n/e","n/e","N/A","n/e","n/e","2243","n/e","n/e"
"26.12.2022 11:00 - 26.12.2022 12:00","n/e","n/e","n/e","N/A","n/e","n/e","2214","n/e","n/e"
"26.12.2022 12:00 - 26.12.2022 13:00","n/e","n/e","n/e","N/A","n/e","n/e","2231","n/e","n/e"
"26.12.2022 13:00 - 26.12.2022 14:00","n/e","n/e","n/e","N/A","n/e","n/e","2285","n/e","n/e"
"26.12.2022 14:00 - 26.12.2022 15:00","n/e","n/e","n/e","N/A","n/e","n/e","2306","n/e","n/e"
"26.12.2022 15:00 - 26.12.2022 16:00","n/e","n/e","n/e","N/A","n/e","n/e","2184","n/e","n/e"
"26.12.2022 16:00 - 26.12.2022 17:00","n/e","n/e","n/e","N/A","n/e","n/e","1932","n/e","n/e"
"26.12.2022 17:00 - 26.12.2022 18:00","n/e","n/e","n/e","N/A","n/e","n/e","1646","n/e","n/e"
"26.12.2022 18:00 - 26.12.2022 19:00","n/e","n/e","n/e","N/A","n/e","n/e","1442","n/e","n/e"
